sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
DCAF4_1488.60,DCAF4,1216,717
ASRGL1_927.2,ASRGL1,998,1082
RNF113B_969.85,RNF113B,626,501
HDAC1_e8_109.7,HDAC1,974,482
FBXO44_8,FBXO44,1822,1294
FOXN3_E3_33.0,FOXN3,1892,1444
ZNF586_E3_495.31,ZNF586,2094,883
AKT1_PKc_E6_132.15,AKT1,998,676
HDAC7_e17_108.0,HDAC7,1606,1045
GSC_E2_135.12,GSC,1650,1328
TLL1_3042.74,TLL1,2344,1532
SYVN1_1854.8,SYVN1,2258,1518
CUL3_2325.102,CUL3,2294,924
BRWD1_6963.201,BRWD1,2020,1165
HAT1_e6_73.0,HAT1,3352,1785
ZNF575_E4_504.37,ZNF575,1352,914
ZBED1_E2_150.18,ZBED1,902,689
SCYL1_PKc_E2_141.8,SCYL1,1700,1342
SHPRH_H_e26_93.5,SHPRH,998,623
SIRT7_e4_70.2,SIRT7,918,417
MEX3A_1563.62,MEX3A,2284,2012
CTSA_1497.15,CTSA,3612,2585
PDZRN4_3111.11,PDZRN4,676,487
ZNF304_E4_1068.81,ZNF304,3532,2755
TCF15_E1_168.15,TCF15,1004,417
LATS1_PKc_E7_107.6,LATS1,1016,513
FOXJ1_E2_138.10,FOXJ1,1620,1213
UNKL_2052.189,UNKL,2524,2391
DPF2_Phd2_E9_77.0,DPF2,508,275
TRAF3_1707.190,TRAF3,2020,1045
USP36_68.0,USP36,1828,744
ILK_PKc_E8_110.1,ILK,1268,933
THRA_E6_44.2,THRA,668,396
FASTK_PKc_E6_143.9,FASTK,1478,1141
CFB_2295.172,CFB,2096,1191
KDM5D_Phd1_E9_138.5,KDM5D,1304,836
TRAF7_2013.213,TRAF7,1724,854
JMJD7_e6_77.10,JMJD7,3288,2920
TRIM39_1557.11,TRIM39,2434,1738
ANPEP_2904.107,ANPEP,2128,1720
RNF138_E6_99.1,RNF138,3046,2086
BMI1_981.84,BMI1,2882,1721
ING3_Phd_E10_193.2,ING3,2518,1644
CSNK2A2_PKc_E3_102.5,CSNK2A2,1460,1105
MIB1_3021.217,MIB1,3490,3028
RHBDF1_2568.61,RHBDF1,2612,1446
F11_1878.101,F11,1964,1380
RPS6KA4_PKc2_E12_94,RPS6KA4,1218,1075
CHD2_H_e21_150.10,CHD2,1908,1310
BHLHA9_E1_180.21,BHLHA9,1330,756
BFAR_1353.6,BFAR,2436,1263
MEP1B_2106.211,MEP1B,3950,3251
KDM4C_tudor879933_E1_3171.156,KDM4C,2902,1613
UBR2_1320.45,UBR2,1314,895
SHPRH_H_e27_179.10,SHPRH,4336,2144
ZSCAN20_E8_478.86,ZSCAN20,736,289
ZSCAN20_SANT_E6_478.86,ZSCAN20,736,289
CAPN10_2019.128,CAPN10,2434,1681
ZHX3_E3_1533.209,ZHX3,712,487
PITX2_E2_135.5,PITX2,1658,1040
MXD3_E4_115.10,MXD3,3114,2129
SETD8_e7_190.14,SETD8,2608,1925
RNF167_1053.140,RNF167,1782,1265
CUL1_2331.81,CUL1,2096,1787
AK2_PKc_E6_159,AK2,1606,943
TP63_E8_82.11,TP63,892,696
BUB1B_PKc_E22_107.9,BUB1B,1498,665
CHD3_Phd_E9_129.8,CHD3,1278,1089
G2E3_ePhd_E3_96.0,G2E3,376,121
STAT4_E15_84.1,STAT4,1312,833
RHOBTB1_BTB396455_E1_2091.93,RHOBTB1,770,292
UBE2V2_438.17,UBE2V2,1660,817
TSHZ1_E2_221.3,TSHZ1,1272,1075
FBXL6_1620.187,FBXL6,1822,1372
IRF2BPL_2391.248,IRF2BPL,3364,2185
MTOR_PKc_E52_75,MTOR,2694,1543
TRIM17_1434.288,TRIM17,1378,1254
MXD1_E4_115.6,MXD1,3674,3088
GZF1_E4_158.8,GZF1,1984,1152
WWP2_2613.229,WWP2,658,482
ZNF550_E4_660.3,ZNF550,1490,1149
EGR3_E2_237.28,EGR3,1606,880
PRKCE_PKc_E9_42.1,PRKCE,1516,1320
EPHB4_PKc_E13_216.23,EPHB4,2274,1386
ZNF783_E6_504.23,ZNF783,3004,1873
SLX4_BTB699788_E1_5505.195,SLX4,1976,1814
KDM5D_e14_163.18,KDM5D,2094,1019
ZNF140_E5_891.53,ZNF140,932,532
ZNF319_E2_1332.151,ZNF319,1872,1290
ID3_E1_126.15,ID3,996,695
RNF8_1458.98,RNF8,2574,1410
RERE_E16_140.0,RERE,1884,1408
FBXO45_861.134,FBXO45,1574,997
INSM2_E1_852.72,INSM2,1178,716
HESX1_E3_102.2,HESX1,3086,2053
WWP2_2613.72,WWP2,1340,688
MYBL2_E5_221.19,MYBL2,2240,1158
MYBL2_SANT3_E5_97.6,MYBL2,2240,1158
ETS1_E10_141.4,ETS1,3410,2729
ELMSAN1_SANT_E10_54.2,ELMSAN1,1472,1595
RNF115_915.69,RNF115,1468,861
TPSG1_966.46,TPSG1,1340,1271
ZNF736_E4_579.46,ZNF736,2918,1939
ZBTB12_BTB23127_E1_1380.19,ZBTB12,672,357
PPIL2_1563.244,PPIL2,2198,1071
CUL4A_2280.51,CUL4A,1078,680
ZNF645_1278.14,ZNF645,1310,583
ASB7_957.90,ASB7,2896,2904
CELA3A_813.12,CELA3A,1460,778
ZNF814_E3_1911.133,ZNF814,872,576
KMT2C_Phd2_E9_115.2,KMT2C,2492,1124
TRIM5_1482.155,TRIM5,880,656
HECW2_4719.296,HECW2,2062,1148
RNF125_699.59,RNF125,998,706
CPA5_1311.78,CPA5,1796,1017
DZIP3_3627.133,DZIP3,1952,1523
SP2_E7_80.2,SP2,1770,1104
SCAF11_4392.373,SCAF11,3828,2167
MYT1L_E21_222.24,MYT1L,1368,984
TMPRSS11B_1251.79,TMPRSS11B,1774,861
HERC5_3075.280,HERC5,1884,1607
ZNF302_E6_495.11,ZNF302,3866,2231
GLI3_E12_165.5,GLI3,1592,774
ASB11_972.61,ASB11,696,546
TUB_E12_172.5,TUB,3104,2613
RC3H1_3405.2,RC3H1,1310,583
BAZ2A_Phd_E26_141.8,BAZ2A,1332,1066
MMP14_1749.28,MMP14,682,436
USP47_3864.61,USP47,1678,773
CSDE1_E15_176.3,CSDE1,2390,1689
HMG20B_E4_144.16,HMG20B,1454,1226
HECW2_4719.55,HECW2,3868,2479
ZNF284_E5_1296.39,ZNF284,1648,1125
STK17A_PKc_E2_213.9,STK17A,910,416
TRIM24_3153.353,TRIM24,354,206
CISH_828.43,CISH,1352,887
NSD1_Phd4_E15_98.3,NSD1,4594,1980
USP53_3222.28,USP53,4650,3138
STK31_tudor31147_E1_3060.1,STK31,1496,1025
SKP2_1275.18,SKP2,1208,748
ZNF503_E2_183.37,ZNF503,618,418
FBXW5_1701.132,FBXW5,416,191
RHBDF1_2568.389,RHBDF1,2594,1329
ZNF57_E4_1227.110,ZNF57,2818,2011
ZNF709_E4_1422.45,ZNF709,2086,1000
ZBTB16_E5_69.3,ZBTB16,1482,846
ATR_PKc_E44_154.6,ATR,624,367
KBTBD6_BTB53168_E1_2025.224,KBTBD6,914,720
IRF4_E3_171.12,IRF4,1838,1081
L3MBTL1_E18_88.0,L3MBTL1,3414,2354
KCTD18_BTB1498_E1_1281.13,KCTD18,1906,1524
BARX1_E2_89.3,BARX1,1098,519
NSD1_e21_41.1,NSD1,1620,860
ZNF528_E7_1308.28,ZNF528,3328,2200
HMGXB3_E3_163.0,HMGXB3,1400,886
IKBKE_PKc_E4_141.9,IKBKE,1520,770
PDGFRB_PKc_E15_160.7,PDGFRB,1340,908
ENC1_BTB36144_E1_1770.8,ENC1,2938,2417
TFEC_E6_76.1,TFEC,1774,1004
KDM5D_Phd2_E25_183.6,KDM5D,778,613
TRIP12_6123.350,TRIP12,1346,506
MARCH5_837.12,MARCH5,1470,952
BAZ2B_MBD_E12_109.3,BAZ2B,1844,2325
ZBTB18_E2_69.1,ZBTB18,822,646
MARK1_PKc_E5_66.2,MARK1,1586,1162
CDC42BPG_PKc_E5_149.5,CDC42BPG,528,301
T_E3_265.48,T,4032,3547
SRC_PKc_E13_132.14,SRC,1028,966
ETS1_E9_111.6,ETS1,2640,1812
ZBTB7A_E2_68.2,ZBTB7A,2816,2782
TRPM6_PKc_E37_52,TRPM6,1288,648
CAD_6678.595,CAD,1306,1441
CAPN12_2160.55,CAPN12,2520,2940
SETDB1_E13_186.17,SETDB1,1546,1047
SETDB1_MBD_E13_186.17,SETDB1,1546,1047
KDR_PKc_E19_114.3,KDR,660,353
RHBDL1_61.0,RHBDL1,2150,1536
LTK_PKc_E14_130.1,LTK,1570,1544
TRIM33_3384.345,TRIM33,1366,1073
ELMSAN1_SANT_E10_54.5,ELMSAN1,678,441
TRIML1_1407.185,TRIML1,3744,2314
VPS11_2825.257,VPS11,2532,1265
UBE4B_3909.194,UBE4B,626,365
KLK5_882.21,KLK5,1448,758
ZBTB3_E2_75.4,ZBTB3,560,415
TRIM22_1497.148,TRIM22,2038,1170
HERC6_3069.157,HERC6,2126,1252
HOXC10_E2_177.11,HOXC10,1650,809
SPZ1_E1_66.2,SPZ1,3084,2018
MMP23B_168.16,MMP23B,3430,1786
HOXA2_E2_174.2,HOXA2,3342,2149
ASB15_1767.29,ASB15,1770,1420
NEURL3_789.24,NEURL3,1340,835
SMAD3_E2_190.16,SMAD3,890,495
UBE2D4_444.44,UBE2D4,1658,1160
USP27X_1317.58,USP27X,1458,905
TGFBR2_PKc_E5_525.64,TGFBR2,1504,1369
EIF2AK4_PKc_E9_536.41,EIF2AK4,928,410
MAFF_E3_276.0,MAFF,4222,3629
RFX7_E4_101.10,RFX7,1004,657
ZBTB45_BTB23122_E1_1536.278,ZBTB45,988,829
EGR1_E2_78.4,EGR1,2410,1816
SOCS7_1746.241,SOCS7,2416,1515
FBXL13_2208.28,FBXL13,1626,1061
UBE2D2_444.34,UBE2D2,2062,1061
TRIM54_1203.174,TRIM54,700,324
CXXC4_CXXC301341_E1_1104.117,CXXC4,2706,2101
HERC1_14586.643,HERC1,984,504
PASK_PKc_E12_81,PASK,212,168
FBXW9_4,FBXW9,570,379
LMLN_2079.129,LMLN,2838,1564
MAP3K14_PKc_E11_151.18,MAP3K14,1226,1250
DPYSL4_1719.253,DPYSL4,2850,1895
TBL1X_5,TBL1X,1850,1473
MESP2_E1_174.9,MESP2,1538,1256
ZNF341_E8_194.6,ZNF341,2020,1461
SPPL2B_1779.222,SPPL2B,2544,1656
ZBTB34_E2_156.1,ZBTB34,2596,1830
EVX1_E2_135.14,EVX1,2004,1870
PRMT2_e6_162.11,PRMT2,2418,1191
RHOBTB1_BTB476581_E1_2091.183,RHOBTB1,2998,2324
BRPF3_ePhd_E2_354.21,BRPF3,944,633
IMMP2L_528.54,IMMP2L,3138,2238
MBD1_CXXC168215_E1_1968.45,MBD1,1934,1418
TMPRSS7_2154.142,TMPRSS7,2876,2245
SOX1_E1_216.18,SOX1,1872,1549
ZBTB4_E4_1267.176,ZBTB4,1170,648
TLX1_E2_167.5,TLX1,1308,913
TCF7L2_E10_105.2,TCF7L2,3262,1953
FOXE1_E1_300.5,FOXE1,1320,741
NR4A3_E4_84.1,NR4A3,998,557
KLF5_E4_78.0,KLF5,1998,1947
UBA52_387.17,UBA52,1800,1228
ASB16_1362.48,ASB16,594,400
PAX8_E4_198.17,PAX8,718,301
ESR1_E3_117.5,ESR1,1806,1122
RXRB_E4_180.18,RXRB,3992,3135
PRDM5_E15_105.5,PRDM5,1198,786
ETS1_E9_111.8,ETS1,3768,1845
KMT2B_e36_130.2,KMT2B,1594,1103
SALL2_E2_852.47,SALL2,2486,1427
DCUN1D1_735.48,DCUN1D1,816,540
MAFK_E3_210.19,MAFK,2492,1988
HIPK3_PKc_E4_120.1,HIPK3,430,316
TINAGL1_1404.77,TINAGL1,2222,1411
ZNF283_E7_1077.53,ZNF283,3526,2516
BAZ2A_Phd_E26_141.3,BAZ2A,888,753
ZBTB40_E14_165.22,ZBTB40,2152,1606
TDRD6_tudor69133_E1_6291.624,TDRD6,1208,933
SETD6_e5_121.3,SETD6,3796,2814
KBTBD8_BTB39147_E1_1806.139,KBTBD8,5296,3727
TRIM44_1035.118,TRIM44,1496,1092
ZNF91_E4_2595.86,ZNF91,2332,1368
UHRF2_2409.90,UHRF2,3926,3438
NR4A2_E4_130.9,NR4A2,2592,1976
ZNF134_E3_1116.99,ZNF134,5508,3577
DTX4_1860.106,DTX4,732,508
RNF112_1896.20,RNF112,2638,2008
TRIM21_1428.8,TRIM21,1594,1206
NSD1_Phd2_E13_141.13,NSD1,2210,1307
PRPF19_1515.4,PRPF19,1724,812
RNPEPL1_2178.27,RNPEPL1,2006,1688
PRSS53_1662.73,PRSS53,5736,3397
PRSS53_825.65,PRSS53,5736,3397
MAST2_PKc_E19_102.15,MAST2,1788,884
SRCAP_D_e14_137.15,SRCAP,1490,984
BIRC8_711.36,BIRC8,2332,2198
DTL_2193.30,DTL,1296,881
MARCH6_2733.2,MARCH6,2250,1797
NEUROD2_E2_180.7,NEUROD2,672,196
TGIF2_E2_138.3,TGIF2,1260,1016
CBL_2721.92,CBL,2466,1600
PSMD14_933.75,PSMD14,1940,1561
USP1_2358.61,USP1,1768,1467
RNF19A_2517.33,RNF19A,1360,606
TDRD7_tudor517559_E1_3297.73,TDRD7,1380,1100
CSNK1G1_PKc_E5_152.1,CSNK1G1,1694,1101
PRKY_PKc_E3_264.32,PRKY,800,319
TBX4_E6_63.4,TBX4,2230,1519
RNF186_684.113,RNF186,1662,975
SFMBT1_MBT360453_E1_2601.77,SFMBT1,1898,985
ZNF672_E4_1206.57,ZNF672,878,617
GCK_PKc_E4_120.4,GCK,2168,1862
ZNF782_E6_1062.26,ZNF782,5214,3581
MAP3K6_PKc_E15_134.22,MAP3K6,1442,1022
WHSC1_E8_111.2,WHSC1,1280,1144
HP_1221.106,HP,2746,1413
EPHA8_PKc_E11_186.28,EPHA8,1098,614
STAT2_E19_69.0,STAT2,1456,1166
BTRC_1818.126,BTRC,3646,2453
LBX1_E2_171.11,LBX1,698,416
FIZ1_E2_186.2,FIZ1,990,496
E2F8_E6_162.12,E2F8,2796,1626
ZSCAN16_E4_324.22,ZSCAN16,3598,2466
HDAC10_e7_127.17,HDAC10,1032,631
UBR5_8397.446,UBR5,1342,1001
TAOK2_PKc_E8_92.7,TAOK2,1458,1128
KLK4_765.19,KLK4,1124,653
RNF216_2772.219,RNF216,1728,1029
TAOK2_PKc_E7_114.8,TAOK2,2452,1324
ERN1_PKc_E15_190,ERN1,894,824
SMG1_PKc_E41_230.18,SMG1,1704,1318
HMG20B_E4_144.17,HMG20B,1528,1040
PCGF2_1035.205,PCGF2,1142,729
NR2C1_E5_180.8,NR2C1,1300,832
PEX12_1080.47,PEX12,1536,936
CECR2_BD_e13_127.3,CECR2,3278,1944
ZNF471_E5_1311.79,ZNF471,2924,1660
KMT2D_Phd3_E16_48.3,KMT2D,808,544
UBE2E1_582.27,UBE2E1,1484,1150
CSNK2A2_PKc_E6_84.4,CSNK2A2,2092,1675
KCNV1_BTB42150_E1_1503.29,KCNV1,1196,887
TRAF3_1707.188,TRAF3,2468,943
DNMT1_Bah9811117_E1_4899.575,DNMT1,852,650
ID2_E1_135.6,ID2,2286,1414
LIMK1_PKc_E11_60.2,LIMK1,1588,1118
neg85,neg85,3080,1732
MMP19_918.3,MMP19,3354,3188
YBX1_E4_90.0,YBX1,1838,937
KMT2D_16614.84,KMT2D,1774,1746
AMFR_1932.178,AMFR,522,270
STK33_PKc_E5_114.5,STK33,2256,1183
TRAF5_1674.165,TRAF5,632,522
ADRBK1_PKc_E9_100.8,ADRBK1,1914,1488
MAP2K1_PKc_E8_65,MAP2K1,2024,1745
SPPL2A_1563.66,SPPL2A,2718,2292
KLK7_762.6,KLK7,2834,1450
PBRM1_BD3_e13_140.1,PBRM1,1710,911
FBXL16_12,FBXL16,986,710
SRCAP_H_e29_197.18,SRCAP,1708,1072
ETV4_E11_111.6,ETV4,2726,1443
ZNF586_E3_495.35,ZNF586,3000,1222
TDRD5_tudor529575_E1_3108.76,TDRD5,2134,1202
MOS_PKc_E1_849.26,MOS,618,455
RNF138_738.3,RNF138,1738,1062
IRF3_E2_153.19,IRF3,1928,1354
ZNF292_E8_243.8,ZNF292,1952,1042
G2E3_1983.53,G2E3,2698,1395
HTRA2_1377.163,HTRA2,3464,2167
CDC42BPG_PKc_E7_201.27,CDC42BPG,164,260
TDRD10_tudor200315_E1_1101.116,TDRD10,964,731
ZAP70_PKc_E11_193.18,ZAP70,494,461
CUL4A_2280.186,CUL4A,1202,929
UNK_2433.137,UNK,1750,1220
FES_PKc_E18_123.23,FES,636,497
FBXO25_3,FBXO25,1440,904
ANAPC2_2469.268,ANAPC2,1220,983
TRIM24_Phd_E15_104.4,TRIM24,2116,1149
ZNF41_E5_1269.81,ZNF41,3256,2313
FOSL2_E3_75.1,FOSL2,3066,2155
ZFP90_E5_1260.43,ZFP90,3552,1737
ERN1_PKc_E18_148.14,ERN1,1494,1045
TRIM69_1503.7,TRIM69,1296,814
STK16_PKc_E2_32,STK16,1436,845
ASB12_957.18,ASB12,4400,2652
PRSS58_726.42,PRSS58,2258,2195
CUL4A_2280.79,CUL4A,1620,1143
ZNF682_E4_750.42,ZNF682,1940,958
PRSS27_873.158,PRSS27,2108,1333
ZNF554_E5_498.61,ZNF554,1456,1250
UBTF_E9_134.4,UBTF,3206,1591
PDK2_PKc_E1_34,PDK2,766,489
SCYL2_PKc_E7_117,SCYL2,482,193
UCHL3_693.38,UCHL3,1408,1203
HSPBAP1_e3_182.7,HSPBAP1,6048,3396
RNF186_684.106,RNF186,1004,636
PLK4_PKc_E2_96.2,PLK4,460,375
HTRA4_1431.129,HTRA4,1802,777
RNFT2_1335.111,RNFT2,1464,1041
CHD9_Chromo_E10_105.3,CHD9,1416,787
THAP10_E1_276.11,THAP10,812,527
ZNF679_E5_492.37,ZNF679,3114,2546
FBXL7_1476.179,FBXL7,3698,3553
PHF20L1_Phd_E17_93.7,PHF20L1,1876,1403
FBXW7_2124.125,FBXW7,2068,1300
JADE1_Phd_E7_54.0,JADE1,1036,884
TTF1_E6_130.10,TTF1,2806,1605
TTF1_SANT_E6_130.10,TTF1,2806,1605
MST1_2178.142,MST1,1982,2057
FBXO25_7,FBXO25,2432,1606
TAL1_E6_177.22,TAL1,1196,766
CAMK1D_PKc_E3_75.1,CAMK1D,1804,1338
EGFR_PKc_E21_156,EGFR,1802,1211
UHRF1_8,UHRF1,984,785
CHD7_Chromo_E8_115.1,CHD7,1226,687
LTK_PKc_E15_98.15,LTK,2078,1687
WNK2_PKc_E3_221.1,WNK2,2260,1491
KLHL35_BTB3170_E1_1752.335,KLHL35,1282,716
RFWD2_2124.140,RFWD2,2340,1211
RNF168_1716.170,RNF168,3010,2675
GATA6_E3_138.10,GATA6,1836,907
NEK3_PKc_E7_87.1,NEK3,2004,1179
PRDM4_E11_169.7,PRDM4,1288,929
BTBD18_BTB24120_E1_2139.32,BTBD18,834,460
CTRB2_792.86,CTRB2,1510,968
LHX9_E4_135.15,LHX9,2054,1186
LONRF3_2280.228,LONRF3,2122,1415
KMT2D_Phd3_E16_48.2,KMT2D,1216,1034
PRKAA1_PKc_E2_142.3,PRKAA1,902,545
PCSK9_2079.118,PCSK9,2986,2067
PITX3_E4_42.0,PITX3,1888,999
ING2_Phd_E2_605.8,ING2,692,372
PAX6_E5_129.5,PAX6,1704,1682
BTBD3_BTB156263_E1_1698.35,BTBD3,1416,1045
ZNF304_E4_1068.76,ZNF304,4162,2279
ZNF23_E6_1326.44,ZNF23,4980,2203
SOCS6_1608.86,SOCS6,1094,579
STAT5A_E11_123.3,STAT5A,1314,999
TLX2_E2_167.13,TLX2,2044,1207
DOT1L_e7_63.3,DOT1L,4696,3099
ZFP3_E2_1071.97,ZFP3,3112,1592
NRD1_3660.341,NRD1,2832,1660
NEURL1B_1668.160,NEURL1B,1666,1051
MAPK7_PKc_E4_754.43,MAPK7,1342,1036
ARX_E2_89.0,ARX,4168,4650
HMX1_Ex_176.21,HMX1,1152,1016
CBX3_Chromo_E3_86.1,CBX3,2092,1750
TDRD1_tudor766813_E1_3570.102,TDRD1,1642,1048
SH3RF2_2190.414,SH3RF2,2458,1916
NAALAD2_2223.98,NAALAD2,2542,1780
CSK_PKc_E12_87,CSK,2068,1396
USP37_2940.212,USP37,3774,1264
TRIM31_1278.3,TRIM31,3124,2088
MGRN1_1731.63,MGRN1,1184,1005
UBE3A_2628.80,UBE3A,1362,559
NFIC_E6_125.15,NFIC,1884,1325
ZNF821_E6_60.2,ZNF821,1288,717
HMGB1_E4_175.10,HMGB1,4116,3758
ACVRL1_PKc_E8_198.4,ACVRL1,1800,1455
ZBTB10_BTB354461_E1_2616.147,ZBTB10,2136,1357
ZHX3_E3_1533.57,ZHX3,2778,1902
BRD4_BD2_e7_130.0,BRD4,1408,1058
TRIM24_Phd_E15_104.2,TRIM24,756,502
LCK_PKc_E13_173.24,LCK,570,330
ZIC4_E4_53.1,ZIC4,1046,816
ZNRF4_1290.83,ZNRF4,2280,1749
VAX1_E2_188.24,VAX1,1352,838
PHF2_e7_163.12,PHF2,1918,1263
SLX4_BTB699788_E1_5505.839,SLX4,1154,771
ING4_Phd_E7_62.7,ING4,2252,1595
CAMK2B_PKc_E4_55,CAMK2B,2612,1958
TCF21_E1_180.11,TCF21,2406,1188
SGK494_PKc_E7_41,SGK494,802,326
FBXO16_843.74,FBXO16,1296,803
CDK11B_PKc_E18_149.2,CDK11B,998,463
MARCH10_2541.129,MARCH10,2246,1870
FBXL7_1476.98,FBXL7,2282,1285
KDM4C_ePhd_E16_53.1,KDM4C,2454,1471
MXD3_E4_115.18,MXD3,3040,2005
MOZ_e13_94.4,MOZ,2072,1284
WSB1_1266.19,WSB1,2504,1896
PIGK_1188.36,PIGK,1918,1489
ZNF865_E1_1950.11,ZNF865,392,235
BARHL2_E2_155.10,BARHL2,1024,971
MEIS3_E9_88.11,MEIS3,1504,1224
CDK4_PKc_E2_206.14,CDK4,1330,1488
NFIC_E2_111.1,NFIC,1684,1006
FBXL14_1257.103,FBXL14,2044,2309
EIF2AK3_PKc_E13_201.3,EIF2AK3,1366,1632
RNF8_1458.103,RNF8,2010,1462
GATA2_E5_138.5,GATA2,212,91
ZNF586_E3_495.32,ZNF586,2194,1604
YME1L1_2322.108,YME1L1,1802,824
MDM4_1473.8,MDM4,1924,1165
EPHA5_PKc_E15_150.7,EPHA5,1666,838
AXL_PKc_E13_31,AXL,546,276
STAT1_E18_136.1,STAT1,6736,6715
ING5_Phd_E7_62.3,ING5,1014,349
SENP7_3153.91,SENP7,3328,1970
EZH1_SANT_E12_105.3,EZH1,1630,847
KDM5D_e14_163.8,KDM5D,2450,1347
TRIM3_2235.7,TRIM3,1012,1058
SBK1_PKc_E3_203.6,SBK1,1816,1128
KMT2C_Phd1_E8_138.12,KMT2C,766,402
ETV2_E6_111.8,ETV2,804,491
DCUN1D3_915.60,DCUN1D3,1508,462
TRIM4_1503.209,TRIM4,502,374
NR1I2_E3_134.23,NR1I2,1592,844
SPOP_BTB190297_E1_1125.99,SPOP,2050,1020
PHF20L1_tudor90135_E1_858.65,PHF20L1,2002,1288
CDH1_2649.367,CDH1,496,218
CDC42BPG_PKc_E3_84.3,CDC42BPG,1744,979
MEX3A_1563.184,MEX3A,546,359
SMYD3_e7_103.7,SMYD3,2006,1193
CTSL2_1005.56,CTSL2,1254,1245
ZBTB46_BTB21126_E1_1770.8,ZBTB46,580,410
TMPRSS7_2154.159,TMPRSS7,1380,1209
UBE2J1_957.6,UBE2J1,2890,1794
BRPF3_PWWP10741189_E1_3618.325,BRPF3,1650,1168
KLHL4_BTB172279_E1_2163.23,KLHL4,2562,1975
OSR2_E3_101.8,OSR2,4226,1991
PRDM9_E11_915.92,PRDM9,4018,2249
MEX3A_1563.182,MEX3A,1714,1548
EP400_H_e28_170.6,EP400,2900,1441
UBB_690.76,UBB,2244,1678
IRX1_E2_165.24,IRX1,1662,1028
NSD1_Phd1_E11_144.10,NSD1,1672,1638
DYRK3_PKc_E3_1140.115,DYRK3,1102,763
DCAF12_1362.146,DCAF12,2200,1410
RPS6KA6_PKc2_E19_77,RPS6KA6,1348,959
CTRB2_792.93,CTRB2,854,394
FBXL18_2157.195,FBXL18,2272,1013
ASB13_837.74,ASB13,470,139
ZNF195_E6_1215.7,ZNF195,1786,569
FOXG1_E1_234.9,FOXG1,1122,1006
TRERF1_E15_54.0,TRERF1,1342,954
TRERF1_SANT_E15_54.0,TRERF1,1342,954
KLF10_E4_131.9,KLF10,2236,1402
HECTD1_7833.475,HECTD1,2270,1441
ZNF586_E3_495.16,ZNF586,2944,2301
MAFG_E3_210.4,MAFG,3524,1642
HGFAC_1968.266,HGFAC,3592,2915
ZFP90_E5_1260.74,ZFP90,2868,2097
IRAK2_PKc_E7_115.4,IRAK2,3106,1777
ZNF682_E4_750.8,ZNF682,3354,2683
HNF4G_E2_113.4,HNF4G,2354,1955
KLHL15_BTB32128_E1_1815.176,KLHL15,1448,784
PSMB10_822.139,PSMB10,2230,1761
EPHB3_PKc_E10_43.3,EPHB3,2774,2803
ULK1_PKc_E7_74.4,ULK1,1546,1060
TRIP12_6123.142,TRIP12,1100,603
CREM_E8_130.3,CREM,416,392
BARD1_2277.80,BARD1,1654,975
UBE2F_558.20,UBE2F,1066,820
TBX18_E6_63.2,TBX18,928,669
FER_PKc_E19_123.7,FER,796,258
OTX1_E4_135.0,OTX1,1888,1649
DMRT1_E1_141.2,DMRT1,822,408
SMARCA4_BD_e32_109.9,SMARCA4,3056,1799
HDAC11_e6_77.6,HDAC11,2826,2594
PRPF19_1515.207,PRPF19,1048,446
ZNF317_E7_1077.148,ZNF317,746,576
USP48_3108.24,USP48,2756,2901
FBXL7_1476.189,FBXL7,2762,2069
NKX2_2_E2_171.6,NKX2,1246,684
CPB2_1272.56,CPB2,1250,735
ASH1L_Phd_E21_66.0,ASH1L,3456,2908
BRDT_BD1_e3_138.2,BRDT,2086,974
JAK2_PKc_E17_152.15,JAK2,960,630
ADCK5_PKc_E11_79.1,ADCK5,1664,1025
HIPK3_PKc_E6_147.2,HIPK3,1420,737
JAK3_PKc_E17_151.1,JAK3,480,376
RFPL1_954.12,RFPL1,1924,1705
FAM105A_171.7,FAM105A,1944,1298
KLHL41_BTB23130_E1_1821.9,KLHL41,2374,1754
ZFP37_E4_906.32,ZFP37,2884,2296
BPTF_Phd1_E2_129.6,BPTF,1020,848
HOXD9_E2_156.14,HOXD9,1554,1234
ATR_PKc_E46_46.1,ATR,1462,839
LTK_PKc_E16_93.11,LTK,1330,1140
ADAM19_2757.48,ADAM19,2784,1469
ESRRG_E4_117.0,ESRRG,2318,1209
HOXA5_E2_177.22,HOXA5,1784,1345
JARID2_e14_158.16,JARID2,2060,1406
TLL2_3048.98,TLL2,650,420
MAP3K13_PKc_E7_61.3,MAP3K13,444,281
ERN1_PKc_E19_98.5,ERN1,808,966
ZNF236_Ex_357.42,ZNF236,1636,1120
ADRBK2_PKc_E11_131.8,ADRBK2,3320,2207
PSMB6_720.34,PSMB6,3388,3342
OVCH1_3405.342,OVCH1,1966,1042
CAPN13_2010.1,CAPN13,3160,2474
MYSM1_2487.97,MYSM1,1964,983
ZSCAN5A_E5_327.12,ZSCAN5A,2142,1733
PML_2649.457,PML,1238,501
KCTD1_BTB40132_E1_798.71,KCTD1,604,374
PMS1_E9_143.5,PMS1,5504,2921
WHSC1_PWWP218337_E1_4098.35,WHSC1,2436,2057
NEUROG2_E2_180.8,NEUROG2,1582,1338
MYT1L_E14_215.20,MYT1L,2046,1273
ASB9_885.39,ASB9,3100,2341
ZNF732_E4_1239.45,ZNF732,4498,3216
ZBTB43_E3_216.2,ZBTB43,2992,2283
