sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
PIK3R4_PKc_E3_134.5,PIK3R4,1060,482
ZNF136_E4_1110.75,ZNF136,3758,2523
ONECUT1_E2_165.13,ONECUT1,4568,3459
BRD4_BD1_e2_121.9,BRD4,3240,1894
KDM5D_e13_79.1,KDM5D,4710,3009
ZNF583_E5_1056.60,ZNF583,3290,1948
MATK_PKc_E11_74.3,MATK,1280,844
CELA1_777.5,CELA1,2102,1308
NSD3_e20_117.2,NSD3,2638,1963
BRDT_BD1_e4_68.0,BRDT,4376,2912
USP45_2445.94,USP45,5346,4496
BAZ1A_BD_e27_135.4,BAZ1A,5870,3647
TRIM63_1062.5,TRIM63,1580,891
ZBTB41_BTB77173_E1_2730.16,ZBTB41,2702,2160
MARCH9_1041.72,MARCH9,1316,725
PDK3_PKc_E1_34.1,PDK3,2566,1354
TULP2_E12_172.1,TULP2,6700,5239
ZBTB8A_E4_144.14,ZBTB8A,4490,4183
MTA1_SANT_E11_57.0,MTA1,4410,3917
SOX6_E14_107.6,SOX6,2652,1300
CNBP_540.22,CNBP,1800,1054
LCORL_E7_876.50,LCORL,5462,3438
KCNV2_BTB99190_E1_1638.43,KCNV2,1440,692
NCOA2_e20_178.17,NCOA2,3964,2989
JARID2_E17_108.4,JARID2,2754,1885
UBE2E1_582.29,UBE2E1,1760,937
CDK2_PKc_E4_171.1,CDK2,1260,934
neg24,neg24,5374,3555
PBX4_E5_136.0,PBX4,742,333
UBE2E2_606.37,UBE2E2,4922,3779
ASB9_885.41,ASB9,2008,1372
G2E3_1983.48,G2E3,836,426
HIVEP2_E7_172.2,HIVEP2,4826,3670
ZNF45_E10_1548.70,ZNF45,778,476
CDK1_e5.1,CDK1,4352,1867
SIRT6_e4_60.2,SIRT6,2190,1899
SNAI1_E3_133.16,SNAI1,2998,1856
SPSB2_792.107,SPSB2,1662,1082
ANKIB1_3270.274,ANKIB1,3164,1976
FBXO7_1569.174,FBXO7,4724,4463
ADAM23_2499.5,ADAM23,3696,2380
ZFP30_E6_1074.76,ZFP30,4290,3098
CDY2A_Chromo_E1_159.10,CDY2A,4446,1985
NFIC_E5_124.15,NFIC,2372,2073
ZNF491_E3_1176.57,ZNF491,5398,3338
KLF2_E2_75.2,KLF2,4072,2964
SOX11_E1_216.10,SOX11,1826,1238
TTN_PKc_E358_736.2,TTN,2100,1196
neg31,neg31,9126,5737
USP17L24_885.18,USP17L24,11490,8572
USP17L25_885.18,USP17L25,11490,8572
USP17L26_885.18,USP17L26,11490,8572
USP17L5_885.18,USP17L5,11490,8572
SENP8_639.7,SENP8,4538,2983
IRF2_E2_75.8,IRF2,1346,956
KDM6A_e25_115.8,KDM6A,3238,2540
BACE2_1557.33,BACE2,3770,2747
MNT_E4_112.5,MNT,2878,1869
HDGF_PWWP40108_E1_771.21,HDGF,1876,1004
UBE2S_2,UBE2S,1022,946
HNF4A_E2_113.5,HNF4A,2242,1237
ANPEP_2904.421,ANPEP,2812,2592
TFAP2B_E7_217.5,TFAP2B,3756,3153
REPIN1_E4_1524.171,REPIN1,1078,986
UBE2N_459.23,UBE2N,2074,1034
CASP4_966.7,CASP4,2844,1963
ZKSCAN3_E7_573.15,ZKSCAN3,4586,3014
ZNF212_E5_66.2,ZNF212,5270,3372
GRHL1_E5_77.7,GRHL1,3302,2163
PBX4_E5_136.12,PBX4,3142,1977
STK32A_PKc_E7_90.4,STK32A,1654,994
NR1I3_E2_77.1,NR1I3,3880,2601
MTF2_tudor4595_E1_1782.15,MTF2,2358,1705
TWIST2_Ex_176.15,TWIST2,1460,1075
ZNF227_E6_1557.100,ZNF227,4090,2737
ZNF212_E5_66.0,ZNF212,5272,3256
WT1_E8_90.0,WT1,5068,3899
KDM6A_e25_115.7,KDM6A,4562,2329
LCOR_E8_132.11,LCOR,7916,6316
NEURL2_858.175,NEURL2,1906,1864
PSMB2_606.18,PSMB2,2774,1920
CUL7_5349.545,CUL7,3224,3227
NSD1_Phd4_E15_98.0,NSD1,2344,1110
RNF175_987.81,RNF175,3266,2441
ITCH_2259.185,ITCH,2532,1677
ZNF410_E9_90.2,ZNF410,2066,1077
TDRD9_tudor949996_E1_4149.337,TDRD9,1868,912
PRSS22_954.166,PRSS22,2572,1513
HIPK4_PKc_E3_219.24,HIPK4,1460,984
PJA1_1368.113,PJA1,2932,2419
USP29_2769.61,USP29,5288,3133
CUX1_E23_155.12,CUX1,2398,1414
KDM4C_e8_96.5,KDM4C,5828,3377
MSL3_Chromo_E2_83.4,MSL3,2806,1142
ZNF219_E4_63.1,ZNF219,4114,3231
ZNF701_E5_795.30,ZNF701,5576,3635
ANAPC7_1800.69,ANAPC7,2300,1484
KCNV2_BTB99190_E1_1638.41,KCNV2,2890,2471
ZNF740_E6_119.4,ZNF740,7434,6812
TBX3_E7_134.15,TBX3,298,310
RHOBTB2_BTB523615_E1_2250.258,RHOBTB2,678,518
ZBTB26_BTB23123_E1_1326.14,ZBTB26,1906,1945
ZNF540_E5_1251.35,ZNF540,2738,2821
EN1_E2_180.18,EN1,4484,4384
TMPRSS11D_1257.72,TMPRSS11D,3214,2749
ZNF169_E5_1002.76,ZNF169,2630,1577
ZCWPW2_CW3078_E1_1071.4,ZCWPW2,2328,1039
TESK2_PKc_E7_85.7,TESK2,524,588
MMP10_1431.35,MMP10,3574,2432
FBXL2_1272.149,FBXL2,2772,1397
CHD2_Chromo_E10_101.1,CHD2,2850,1663
RPL9_e3.2,RPL9,11778,7252
ZNF112_E5_1077.95,ZNF112,728,554
HSFY2_E1_279.6,HSFY2,6050,4282
ZNF331_E7_993.91,ZNF331,5982,3815
KDM2B_13,KDM2B,2132,1768
EPHB4_PKc_E15_150.34,EPHB4,1908,1336
EZH1_e20_85.2,EZH1,3122,2324
KLHL8_BTB57163_E1_1863.164,KLHL8,1522,993
MIB2_3213.84,MIB2,424,122
ATAD2B_BD_e22_160.8,ATAD2B,4576,3844
USP8_3357.149,USP8,1752,783
IMMP2L_528.19,IMMP2L,3044,1976
DRGX_E3_33.1,DRGX,2104,1200
PITX2_E3_42.0,PITX2,5572,3287
MYRF_E10_111.6,MYRF,7020,4876
HOXA2_E2_174.15,HOXA2,2364,1448
ADAMTS14_3681.674,ADAMTS14,3402,2273
SPIN4_Spinlin201245_E1_750.44,SPIN4,1550,1387
FBXO39_1,FBXO39,2490,1632
RFPL1_954.118,RFPL1,2098,2181
ZNF417_E3_567.8,ZNF417,2184,1555
SENP1_1935.69,SENP1,1998,1567
KCTD3_BTB20112_E1_2448.18,KCTD3,1536,816
PRDM2_E8_69.5,PRDM2,4470,2536
BRAF_PKc_E12_85.2,BRAF,1904,1054
FOXO3_E1_153.15,FOXO3,4088,2930
TBX18_E4_172.20,TBX18,4516,3596
ZNF26_E5_1047.19,ZNF26,4242,2760
RNF13_1146.8,RNF13,4128,2176
TRIP12_6123.357,TRIP12,2492,1189
RNF122_468.9,RNF122,2166,1639
PBK_PKc_E3_59.2,PBK,1298,556
ZNF772_E5_582.20,ZNF772,4162,3092
TSC22D4_E5_162.3,TSC22D4,2056,1361
ZNF84_E5_1578.122,ZNF84,1872,1209
HOXD4_E2_177.21,HOXD4,516,287
PIAS2_1866.115,PIAS2,2748,1229
RNF225_990.33,RNF225,1072,668
HIC1_BTB37152_E1_2202.469,HIC1,2590,1959
FBXO18_3285.279,FBXO18,2992,1853
TRIM63_1062.147,TRIM63,1424,976
SATB1_E12_174.5,SATB1,3364,2212
ASB17_888.18,ASB17,1980,1053
CHD6_Chromo_E6_63.2,CHD6,1314,891
PPARG_E4_139.5,PPARG,6874,4613
ZNF776_E3_666.51,ZNF776,2054,1721
SHPRH_5052.202,SHPRH,4032,2990
RNF180_1779.97,RNF180,3818,3397
PRMT2_e7_165.21,PRMT2,5432,4053
KCND2_BTB43132_E1_1893.212,KCND2,3252,2962
AK3_PKc_E4_119.7,AK3,1022,685
ROCK1_PKc_E7_145.1,ROCK1,1348,1146
JOSD2_567.39,JOSD2,524,337
MAP4K3_PKc_E3_91,MAP4K3,3360,1166
UBE2C_540.64,UBE2C,2174,2298
ZNF799_E4_1587.66,ZNF799,5764,4531
EPHA4_PKc_E15_150.7,EPHA4,1360,1277
CAD_6678.68,CAD,2490,1454
ZNF841_E7_1674.15,ZNF841,5296,3362
ZNF138_E4_231.2,ZNF138,7914,5545
KEL_2199.283,KEL,3430,3178
CFLAR_708.55,CFLAR,3106,1633
CLOCK_e22_203.2,CLOCK,4098,2803
KLK6_735.108,KLK6,4526,2992
DLX1_E2_129.2,DLX1,2274,1544
KAT6B_Phd2_E5_36.0,KAT6B,4086,3449
USP17L2_1593.25,USP17L2,3452,3245
TCF12_E19_183.11,TCF12,678,328
CAPN10_2019.36,CAPN10,3878,2869
OVGP1_2037.248,OVGP1,1508,1196
PREP_2133.128,PREP,2922,1748
TPP1_1692.59,TPP1,3082,2173
TRIM42_2172.44,TRIM42,3218,3218
FBXO5_1206.52,FBXO5,1216,643
JAK2_PKc_E13_135.1,JAK2,2718,1585
RERE_E16_140.20,RERE,2286,1941
MAFF_E3_276.10,MAFF,1220,717
SOX4_E1_216.20,SOX4,4618,4146
ZNF575_E4_504.0,ZNF575,3270,2198
SOCS6_1608.118,SOCS6,2688,1632
DNMT1_Bah9811117_E1_4899.573,DNMT1,1362,1104
EMX1_E2_129.10,EMX1,1382,1611
KLK4_765.1,KLK4,5798,4786
ELF4_E8_61.0,ELF4,4296,3211
ZNF568_E7_1170.72,ZNF568,5392,3438
PLK2_PKc_E3_117,PLK2,1744,1074
KLHL5_BTB210317_E1_2268.36,KLHL5,3548,1948
HELLS_H_e18_120.2,HELLS,4138,1973
BARHL2_E2_155.1,BARHL2,3292,1887
E2F1_E3_220.2,E2F1,1582,1272
EZH1_e18_82.1,EZH1,4276,2940
HLTF_3030.81,HLTF,3942,2046
DBP_E4_159.8,DBP,2890,1821
MYB_SANT_E3_72.0,MYB,1860,702
BRD3_BD2_e6_145.5,BRD3,3968,2291
BACE2_1557.82,BACE2,1260,962
SMN1_Tudor_E5_201.14,SMN1,2848,1358
PRSS56_1812.423,PRSS56,2950,2788
HOXC8_E2_177.13,HOXC8,5140,3295
RFPL4A_864.70,RFPL4A,4418,3403
ELK4_E2_159.6,ELK4,990,614
HAND1_E1_162.12,HAND1,4242,3547
TSHZ3_E2_207.21,TSHZ3,4092,2590
YBX3_E4_90.7,YBX3,3130,1631
XIAP_1494.40,XIAP,2758,1306
XPNPEP2_66.4,XPNPEP2,6334,4303
FOXN2_E3_204.3,FOXN2,6836,4977
USP17L11_885.36,USP17L11,19666,14520
USP17L18_885.36,USP17L18,19666,14520
USP17L19_885.36,USP17L19,19666,14520
MMP21_1710.69,MMP21,1062,912
PHF7_1146.99,PHF7,5478,4720
USP17L24_885.6,USP17L24,17798,15772
USP17L25_885.6,USP17L25,17798,15772
USP17L26_885.6,USP17L26,17798,15772
USP17L5_885.6,USP17L5,17798,15772
ZNF479_E5_990.78,ZNF479,3262,1745
KCTD1_BTB40132_E1_798.1,KCTD1,1254,834
KMT2B_ePhd_E23_138.11,KMT2B,4332,4221
UBTFL1_E1_558.64,UBTFL1,2386,1112
MBD1_CXXC217262_E1_1968.31,MBD1,3490,2653
KMT2C_ePhd2_E52_315.17,KMT2C,3510,2133
CHD2_D_e16_135.13,CHD2,3254,2104
ZNF174_E3_237.3,ZNF174,1608,761
KALRN_PKc_E60_399.58,KALRN,2270,2040
MSL2_1734.146,MSL2,1858,1353
CUL5_2343.125,CUL5,2250,1410
PHF21A_Phd_E15_129.0,PHF21A,3678,2127
TRIM67_2352.448,TRIM67,3140,2321
USP45_2445.88,USP45,2812,1949
BRD3_BD1_e4_66.5,BRD3,3106,2071
FBXO10_2871.482,FBXO10,3444,3103
HMX2_E2_174.17,HMX2,4524,2792
PIAS1_Ex_220.0,PIAS1,3098,1959
RNF186_684.109,RNF186,1686,1531
ZNF490_E5_918.63,ZNF490,4976,3306
PRSS35_1242.147,PRSS35,5090,2816
TBX18_E6_63.3,TBX18,1484,624
ZNF770_E3_1944.30,ZNF770,5290,4111
HERC3_2799.51,HERC3,3848,2398
PRSS46_525.66,PRSS46,6066,6007
PRSS46_260.40,PRSS46,6066,6007
RNF8_1458.91,RNF8,1320,699
ATRX_D_e20_138.2,ATRX,3904,2611
MAP4K1_PKc_E3_91.2,MAP4K1,530,328
PHEX_2250.27,PHEX,2626,1285
BRD2_BD1_e4_60.3,BRD2,2074,997
SUV39H2_e4_147.6,SUV39H2,3456,3104
TSSK4_PKc_E1_156.11,TSSK4,3048,2436
PIM1_PKc_E4_367.38,PIM1,1518,1054
NKX1_2_E2_177.11,NKX1,4284,2632
SNRK_PKc_E5_76.4,SNRK,1662,679
KDM2B_5,KDM2B,2096,1240
NR2E3_E2_127.9,NR2E3,1506,1064
ZBTB8B_BTB14122_E1_1488.25,ZBTB8B,5032,3880
HSFX2_E1_273.19,HSFX2,4594,2246
CDKL3_PKc_E6_140.5,CDKL3,1052,672
CASP12_1026.5,CASP12,2550,1222
USP26_2742.201,USP26,2642,1906
PHF7_1146.116,PHF7,1128,847
KLK11_849.115,KLK11,2472,1912
SP100_E22_143.7,SP100,5784,4745
TRIM66_BD_e19_79.7,TRIM66,3694,2413
NFYC_E3_57.1,NFYC,4142,1525
MEX3A_1563.180,MEX3A,3490,2975
FAM105A_117.5,FAM105A,2916,1859
ZNF610_E6_735.18,ZNF610,4204,2861
SEC11A_558.51,SEC11A,6938,3869
SEC11A_150.8,SEC11A,6938,3869
KLK10_831.134,KLK10,2658,2474
CNDP1_1524.101,CNDP1,6074,5207
QPCT_1086.74,QPCT,1902,1116
PRDM9_E11_915.180,PRDM9,8272,5522
ZNF354B_E5_1239.8,ZNF354B,2652,1421
JAK1_PKc_E13_144.4,JAK1,1592,988
ADAMTS8_2670.105,ADAMTS8,2340,1557
KDM2B_Phd_E15_63.2,KDM2B,2854,1805
AMFR_1932.72,AMFR,3956,2883
UBE2G2_498.30,UBE2G2,1670,1121
PHF14_Phd2_E13_132.1,PHF14,1398,832
RNF126_936.4,RNF126,1596,1254
PCGF6_1,PCGF6,3934,2440
TMEM129_1089.1,TMEM129,3766,3731
RNF187_708.131,RNF187,1142,614
OVCH1_3405.357,OVCH1,4492,3439
UCHL3_693.51,UCHL3,3046,2720
ABHD12B_858.2,ABHD12B,2842,2697
ZNF217_E2_66.0,ZNF217,8622,2595
USP28_3234.298,USP28,2900,1410
BTRC_1818.157,BTRC,2776,2388
TRIM5_1482.150,TRIM5,4004,3032
FBXL21_6,FBXL21,2732,1338
USP22_1578.178,USP22,2900,1702
ZNF671_E4_573.44,ZNF671,4302,2571
TRIM23_1725.31,TRIM23,1990,1075
ASB2_1908.28,ASB2,2030,1284
HERC1_14586.792,HERC1,4388,3877
SMARCA5_SANT_E20_126.4,SMARCA5,1028,564
CDX4_E2_126.1,CDX4,3280,2389
UBC_2058.230,UBC,1464,1099
UNK_2433.43,UNK,1468,675
TRIM77_1353.0,TRIM77,2766,1832
PBX1_E5_136.3,PBX1,4956,3586
STK38_PKc_E7_155.1,STK38,1718,1062
MBTPS2_1560.132,MBTPS2,2940,1172
RNF144B_912.6,RNF144B,1862,1494
ZKSCAN4_E5_576.47,ZKSCAN4,5234,4388
UBE4B_3909.192,UBE4B,500,269
BACE2_1557.31,BACE2,4740,3282
THAP11_E1_234.15,THAP11,2132,1984
ESRRB_E5_117.2,ESRRB,3314,2291
HOXA10_E2_177.3,HOXA10,7776,4287
OTUB1_816.33,OTUB1,1806,1236
ELANE_804.156,ELANE,2962,1998
MUL1_1059.122,MUL1,3030,2085
IRAK1_PKc_E9_208.4,IRAK1,1056,526
TRERF1_SANT_E14_84.0,TRERF1,2568,1401
HDAC9_e19_120.1,HDAC9,8902,7220
ZNF536_E4_38.0,ZNF536,6900,6156
neg37,neg37,14230,8273
ADAMTS2_3636.135,ADAMTS2,3076,3477
RNF133_1131.81,RNF133,1584,1179
PAK6_PKc_E11_165.9,PAK6,1536,914
BRD3_BD1_e4_66.4,BRD3,5666,4122
SYK_PKc_E10_210.16,SYK,1394,1484
CTSF_1455.144,CTSF,4574,2811
TNFAIP3_2373.23,TNFAIP3,2026,1779
RNF217_1629.146,RNF217,2310,1332
ADAM12_2730.48,ADAM12,3674,2910
ZNF12_E5_1131.47,ZNF12,5478,3559
DCAF1_10,DCAF1,3302,1740
DMRTC2_E2_113.0,DMRTC2,4454,4115
EN1_E2_180.0,EN1,886,567
DOT1L_e9_80.7,DOT1L,1910,1194
SPIB_E6_261.24,SPIB,2238,1068
UNK_2433.67,UNK,2720,1844
KMT2C_Phd3_E10_74.2,KMT2C,3078,2403
CHD1L_H_e10_50.2,CHD1L,5714,4640
ZNF780B_E5_1908.129,ZNF780B,3494,1956
ZNF430_E5_1083.43,ZNF430,8046,4768
TBX2_E6_95.0,TBX2,4154,3854
FMR1_Agenet59117_E1_1899.14,FMR1,2618,1571
FBXL21_1305.76,FBXL21,2902,1488
ABHD13_1014.29,ABHD13,3750,2829
ZSCAN10_E6_1281.21,ZSCAN10,472,186
YBX1_E4_90.5,YBX1,2196,2026
TAOK2_PKc_E5_46,TAOK2,2552,1371
ZMIZ1_E19_75.6,ZMIZ1,4068,3343
VSX1_E3_124.10,VSX1,2496,1259
ADAMTS10_3312.58,ADAMTS10,5076,3582
PRTN3_771.68,PRTN3,1746,1243
HAT1_e3_76.0,HAT1,2948,1388
TDRD6_tudor821866_E1_6291.212,TDRD6,2410,1251
RNF25_1380.168,RNF25,1444,1147
NR2F6_E1_113.1,NR2F6,10780,6309
USP12_1113.31,USP12,1966,938
RNF141_693.32,RNF141,4946,3234
ERG_E12_252.19,ERG,2102,1704
neg47,neg47,13952,9063
NOBOX_E5_203.29,NOBOX,2988,2397
CORIN_3129.196,CORIN,5532,4273
DNAJC2_E14_101.1,DNAJC2,6186,4024
DNAJC2_SANT_E14_101.1,DNAJC2,6186,4024
CERS5_E3_105.9,CERS5,2838,1927
FOXP2_E13_36.2,FOXP2,3874,1858
TMPRSS11E_1272.43,TMPRSS11E,1526,766
ZNF383_E5_969.6,ZNF383,3200,2532
KMT2E_Phd_E6_73.2,KMT2E,1898,1204
PARP15_Macro304431_E1_2037.62,PARP15,1770,592
TRIM56_2268.563,TRIM56,1502,971
ZNF460_E3_999.75,ZNF460,1160,1279
ZNF43_E7_1908.6,ZNF43,2078,1411
ETS2_E11_141.7,ETS2,1300,1269
DIDO1_Phd_E3_362.22,DIDO1,4228,2574
H2AFY_Macro178364_E1_1119.76,H2AFY,3654,2284
L3MBTL2_MBT408500_E1_2118.128,L3MBTL2,2434,1960
ECE1_2313.173,ECE1,2038,1346
MLLT3_Yeats29112_E1_1707.15,MLLT3,1614,804
CDC5L_E2_104.0,CDC5L,5274,2211
CDC5L_SANT_E2_104.0,CDC5L,5274,2211
DPP10_2403.9,DPP10,4304,2284
DNAJC1_E11_449.37,DNAJC1,5200,3673
DNAJC1_SANT2_E11_449.37,DNAJC1,5200,3673
STAT4_E18_50.3,STAT4,7502,5196
DPP7_1479.33,DPP7,3720,3083
UBE2R2_717.62,UBE2R2,1860,1522
UBE2J1_957.88,UBE2J1,1196,560
COMMD3_588.28,COMMD3,1896,871
PJA2_2127.129,PJA2,3376,2188
ZNF232_E5_324.21,ZNF232,5956,2619
EGR3_E2_237.10,EGR3,2096,1239
MLXIPL_E14_66.1,MLXIPL,2544,1713
ZNF248_E6_1053.1,ZNF248,3054,1784
MDM4_1473.78,MDM4,3320,2183
SSRP1_E14_144.12,SSRP1,2528,1759
ZNF441_E4_1239.96,ZNF441,2162,1304
neg34,neg34,15478,9148
ADAMTS17_3288.509,ADAMTS17,2082,1392
PRSS57_852.16,PRSS57,2160,1647
HTRA3_1362.113,HTRA3,1294,517
ARNTL_E8_157.6,ARNTL,4044,2165
RNF32_1089.68,RNF32,2238,1719
ZNF563_E4_579.32,ZNF563,4018,2143
ZNF736_E4_579.27,ZNF736,1834,834
SOX12_E1_216.30,SOX12,5250,6378
TEAD2_E8_143.10,TEAD2,7306,5986
RNF165_1041.67,RNF165,2586,2215
SOX9_E1_122.11,SOX9,1908,1611
DMRTA1_E1_141.18,DMRTA1,4654,3307
MXD4_E4_115.5,MXD4,2090,1154
ZNF562_E6_726.16,ZNF562,3672,2382
ZNF436_E4_918.101,ZNF436,2192,883
CDK1_e4.1,CDK1,6930,4597
NCOR1_E14_102.4,NCOR1,4380,1888
NCOR1_SANT_E14_102.4,NCOR1,4380,1888
TCF7L1_E10_99.10,TCF7L1,6718,4954
SMARCA5_SANT_E20_126.5,SMARCA5,1190,361
RNF213_15624.544,RNF213,1998,1293
KDM4A_ePhd_E17_109.4,KDM4A,1774,1254
ZNF621_E5_162.6,ZNF621,3510,1357
GLIS2_E6_53.3,GLIS2,6862,4921
ZNF212_E5_78.4,ZNF212,9018,7626
TRIM24_BD_e18_150.4,TRIM24,1728,1460
E4F1_E7_173.23,E4F1,3266,3537
EPHB3_PKc_E11_248.16,EPHB3,1592,990
ASB13_837.101,ASB13,1302,922
COPS5_1005.66,COPS5,3534,1520
SMARCE1_E6_132.7,SMARCE1,1136,585
NACC2_BTB20120_E1_1764.6,NACC2,3816,2127
ETV4_E11_111.13,ETV4,2076,1218
FBXL21_3,FBXL21,3556,2233
PBRM1_BD1_e3_98.0,PBRM1,4212,2437
SOCS4_1323.36,SOCS4,2682,1886
UBTF_E17_178.19,UBTF,1222,631
TBX19_E3_135.2,TBX19,7138,5295
TSC22D1_E3_138.1,TSC22D1,5980,3591
MTA2_Bah3168_E1_2007.11,MTA2,2898,1777
Nr1h4_E2_76.8,Nr1h4,6258,4429
ZNF559_E6_1170.58,ZNF559,2906,1857
ABHD12_1215.152,ABHD12,4946,3344
IBTK_BTB554639_E1_4062.106,IBTK,3172,1974
ADAMDEC1_1413.96,ADAMDEC1,3314,2050
MMP7_804.42,MMP7,3790,3118
NR0B1_E2_220.5,NR0B1,5004,4220
NPAS1_E2_156.10,NPAS1,1806,1072
ZSCAN1_E6_336.5,ZSCAN1,3372,1680
HLTF_H_e23_181.0,HLTF,2826,2196
SIM1_E1_153.1,SIM1,3010,1542
PBK_PKc_E8_191,PBK,1510,1200
MAP3K5_PKc_E19_158.19,MAP3K5,2526,1370
FOXH1_E1_78.11,FOXH1,5676,4384
DCAF5_2829.444,DCAF5,2248,1931
HOXC12_E2_171.16,HOXC12,2576,1898
DCAF4_1488.151,DCAF4,3560,2152
KDM4C_e7_104.8,KDM4C,3136,2578
ZNF708_E4_1233.86,ZNF708,2196,1179
ASB11_972.58,ASB11,1042,703
GUCY2F_PKc_E10_157.3,GUCY2F,672,498
KDM1B_e12_132.8,KDM1B,1936,1395
KBTBD3_BTB42149_E1_1839.112,KBTBD3,4500,3358
SEC11C_579.43,SEC11C,3402,1868
MYBL2_SANT2_E4_32.0,MYBL2,4902,2357
ZNF235_E5_1239.98,ZNF235,4678,3379
TRIB1_PKc_E2_293.37,TRIB1,1320,1006
KLHL1_BTB202305_E1_2247.198,KLHL1,4930,4264
HECTD4_12855.1437,HECTD4,950,495
ZNF580_E1_237.27,ZNF580,502,386
CASP5_879.83,CASP5,2114,1719
TCF20_ePhd_E1_543.17,TCF20,714,280
SGK494_PKc_E3_84,SGK494,766,295
TWIST2_Ex_176.1,TWIST2,1922,1682
CGRRF1_999.37,CGRRF1,1268,806
LHX9_E4_135.2,LHX9,4074,3138
ASPRV1_1032.7,ASPRV1,1924,1266
NKX1_1_E2_177.15,NKX1,3236,2737
ZNF267_E4_1101.35,ZNF267,1950,871
ZNF841_E7_1674.90,ZNF841,1868,1399
MYBL1_E4_93.7,MYBL1,7728,4106
MYBL1_SANT_E4_52.1,MYBL1,7728,4106
TRIM25_1893.86,TRIM25,1518,1375
RORB_E2_86.2,RORB,3376,2009
DPF2_Phd2_E10_82.4,DPF2,2400,1712
CASP6_882.64,CASP6,3494,2480
L3MBTL2_MBT511604_E1_2118.233,L3MBTL2,3340,2716
NRL_E3_210.18,NRL,3808,1919
SMARCAL1_D_e8_135.4,SMARCAL1,4222,2728
BRAP_1779.131,BRAP,4146,3494
neg58,neg58,8590,5769
ZNF655_E4_582.17,ZNF655,2534,1314
FBXL4_3,FBXL4,3764,2194
ZFP37_E4_906.70,ZFP37,2616,1938
TULP4_E14_114.1,TULP4,2708,1999
TULP4_4632.356,TULP4,2708,1999
PCGF1_780.7,PCGF1,3718,2249
EZH1_e19_81.0,EZH1,2866,1529
ZNF594_E2_2052.199,ZNF594,2498,1569
RNF111_2988.142,RNF111,5618,4500
USP47_3864.278,USP47,6268,3869
PHF14_Phd2_E13_132.3,PHF14,1446,666
HUWE1_13125.837,HUWE1,2730,1812
SOX13_E12_109.10,SOX13,2094,962
FOXQ1_E1_237.2,FOXQ1,3444,2874
MIB2_3213.291,MIB2,3452,2536
SMYD4_e5_95.0,SMYD4,6040,4809
ZNF215_E7_402.16,ZNF215,3368,2269
SATB1_E12_174.18,SATB1,3162,2313
ZNF454_E5_1011.25,ZNF454,6774,4821
YY2_E1_230.12,YY2,3574,2540
TRIM6-TRIM34_2529.262,TRIM6-TRIM34,1516,1207
TRIM6_1551.177,TRIM6,1516,1207
ZNF479_E5_990.58,ZNF479,1428,872
CAPN6_1926.63,CAPN6,4824,3396
ADAM10_2247.48,ADAM10,3736,2616
FAP_2283.93,FAP,4218,3574
MBTPS1_3159.431,MBTPS1,1728,1064
FBXL3_1287.89,FBXL3,3938,2753
ERG_E12_252.35,ERG,6104,4821
UBE2R2_717.50,UBE2R2,5366,3407
SMAD7_E3_436.41,SMAD7,2296,1457
FBXO8_960.71,FBXO8,4750,2898
RPS6KA1_PKc_E6_80.9,RPS6KA1,592,250
NFKB1_E7_164.2,NFKB1,3750,2411
CELA2B_810.82,CELA2B,4452,3700
UBE2U_681.50,UBE2U,2452,1043
AMFR_1932.179,AMFR,1814,1013
FERD3L_E1_171.26,FERD3L,1332,616
FBXW2_1365.119,FBXW2,1966,1429
BRPF3_PWWP10741189_E1_3618.291,BRPF3,1800,992
SETD1B_e17_118.1,SETD1B,4218,3613
HERC1_14586.1637,HERC1,3160,1914
ZNF16_E4_1479.126,ZNF16,1650,1083
USP26_2742.62,USP26,4550,3507
MMP3_1434.46,MMP3,4032,2697
DPF1_Phd1_E9_94.11,DPF1,2572,1983
GCM2_E2_241.33,GCM2,2612,1797
NANOG_E2_195.0,NANOG,5256,2845
neg7,neg7,30512,21413
SFMBT1_MBT23120_E1_2601.29,SFMBT1,1546,773
ZKSCAN7_E6_1077.22,ZKSCAN7,5218,4755
ZNF547_E4_495.9,ZNF547,5330,4651
PSMB2_606.3,PSMB2,1718,1259
NRF1_E6_159.3,NRF1,3778,2423
RNF152_612.1,RNF152,2062,981
SPSB4_822.102,SPSB4,1130,888
ADNP_E6_126.5,ADNP,5120,3363
NSD1_PWWP319429_E1_8091.932,NSD1,1270,578
C2_2259.238,C2,5132,3515
ITCH_2259.63,ITCH,2118,1016
USP1_2358.152,USP1,1716,1210
RFX1_E3_182.2,RFX1,3224,2172
ELANE_804.165,ELANE,2552,2321
ZNF208_E4_2559.140,ZNF208,3874,2508
CREB3L3_E6_92.7,CREB3L3,998,544
NR2C1_E5_180.4,NR2C1,2466,1137
ZSCAN5B_E4_327.5,ZSCAN5B,2350,2040
AHRR_E3_126.16,AHRR,1878,1370
HERC2_14505.1050,HERC2,1774,1344
TRHDE_3075.32,TRHDE,6840,5380
TDRD6_tudor541585_E1_6291.525,TDRD6,1444,1037
RAPSN_1239.134,RAPSN,1558,1321
SIK3_PKc_E2_117.3,SIK3,1030,770
HOXD13_E2_171.7,HOXD13,2806,1630
PSMB7_834.75,PSMB7,2776,1718
ZKSCAN4_E5_576.22,ZKSCAN4,808,403
