"","sgRNA","Gene","mergeD0","Vaco.Cont1.final"
"969",101625149,"ARMCX3",7680.19423240034,3433
"972",10162681,"DNMT1",2050.75063613232,2928
"973",101642450,"MYBPC1",7115.49109414758,3425
"975",101648093,"MYBPC1",7114.0203562341,3750
"976",101649392,"MYBPC1",4241.5903307888,588
"978",101650122,"TM2D3",2154.50466497031,1174
"979",101651385,"MYBPC1",3898.82697201018,2268
"982",101656671,"ARMCX2",2921.03477523325,2091
"983",101656946,"ARMCX2",2870.39779474131,2293
"984",101657162,"ARMCX2",2118.20525869381,2
"987",101665398,"ZBTB11",518.711620016963,807
"988",101665580,"ZBTB11",1560.17811704835,1146
"989",101667891,"FBXW4",960.959287531807,192
"991",101670297,"GRIN3A",6038.66836301951,648
"992",101671075,"GRIN3A",4054.00169635284,1773
"994",101673510,"FBXW4",1680.82951653944,1518
"995",101673579,"FBXW4",5463.5122985581,916
"998",101685884,"RPL24",499.470737913486,1119
"999",101686038,"TARSL2",1887.74978795589,1292
"1001",101686850,"GRIN3A",8075.53604749788,2777
"1002",10169109,"OLR1",3614.53859202714,673
"1005",101702244,"TARSL2",2088.03392705683,800
"1006",101705687,"TARSL2",3368.45971162002,1520
"1007",101714537,"CHPT1",2953.71077184054,2281
"1008",101716798,"CHPT1",9848.80491942324,3600
"1009",101719281,"NCALD",7938.03477523325,1571
"1010",101719352,"NCALD",4721.40797285835,938
"1011",101719402,"NCALD",6118.70568278202,1938
"1013",101721145,"TARSL2",4411.74893977947,1753
"1015",101726738,"FGF14",3137.8320610687,623
"1018",101734994,"SYCP3",4218.09160305344,2
"1019",101737237,"SYCP3",5596.385072095,1878
"1020",101737276,"SYCP3",2884.08481764207,917
"1021",101737472,"GRIN3A",2567.88719253605,559
"1022",101737888,"SYCP3",5840.23240033927,1748
"1024",101757721,"CEP97",3666.77353689567,2628
"1025",101764515,"GNPTAB",2955.34944868533,619
"1026",101764862,"GNPTAB",2985.13401187447,1870
"1027",101770511,"GNPTAB",2681.491942324,1140
"1031",101775168,"FGF8",4410.03477523325,2771
"1032",101780264,"GNPTAB",5507.58354537744,2289
"1033",101782564,"NPM3",2088.86513994911,651
"1036",101783340,"NPM3",1598.97455470738,1245
"1037",101799051,"MGEA5",2767.00169635284,693
"1038",101799733,"GRIK2",8213.63019508058,1690
"1040",101801327,"NXPE3",2257.43341815098,581
"1041",101801434,"NXPE3",6594.11111111111,750
"1042",101801848,"NXPE3",2611.5614927905,1899
"1043",101802416,"GRIK2",6401.23409669211,959
"1045",101805777,"OR4F6",1638.73452078032,1123
"1046",101805881,"OR4F6",3118.37319762511,646
"1047",101806134,"OR4F6",2616.77777777778,1003
"1048",101806269,"OR4F6",1490.4877014419,279
"1052",1018168,"MUC6",2216.50720949958,472
"1053",101816842,"NXPE3",1622.47497879559,1288
"1054",101818244,"OR4F15",7387.36726039016,331
"1057",101818654,"OR4F15",3876.61238337574,2079
"1061",101829113,"KCNIP2",2158.01781170483,1400
"1062",101829167,"KCNIP2",1395.43765903308,671
"1063",101829910,"BANK1",6603.8032230704,1102
"1064",101831721,"MAP4K4",7645.30703986429,1451
"1067",101840511,"NXF5",4149.14418999152,1137
"1068",101840859,"NXF5",6070.73706530958,3
"1069",101841771,"NXF5",6991.25275657337,2981
"1070",101841952,"NXF5",1518.45631891433,661
"1071",101844109,"MAP4K4",9991.98134011875,8005
"1072",101852190,"NFKBIZ",4744.22222222222,1187
"1073",101853113,"NFKBIZ",4552.30788804071,1502
"1075",10185344,"TMEM52B",5493.73621713316,2939
"1077",101855158,"BANK1",5468.33672603902,2506
"1079",10186456,"TMEM52B",5655.70568278202,2041
"1081",10186535,"TMEM52B",4469.11789652248,2232
"1083",101868806,"FGF14",7183.62001696353,3671
"1085",101875267,"FGF14",925.251908396947,663
"1086",101877834,"DRAM1",5730.38592027142,2469
"1088",101883465,"PPP2R5C",2301.73282442748,1234
"1089",101884313,"ZMAT1",9451.00932994063,1117
"1090",101884419,"ZMAT1",5740.87107718405,3525
"1091",101889800,"GRIK2",6180.97794741306,2223
"1094",101897916,"ZMAT1",3528.9262086514,2777
"1095",101898040,"ZMAT1",987.101781170483,512
"1097",101901303,"DRAM1",4482.6064461408,1048
"1098",101902670,"ANGPTL5",2879.28159457167,1678
"1100",101907819,"ANGPTL5",2192.86768447837,712
"1101",101908291,"DRAM1",2129.73112807464,1624
"1102",101918132,"BANK1",7622.65818490246,639
"1103",101922505,"OR4F4",638.688719253605,677
"1108",10194938,"CLCN4",993.418999151824,1922
"1110",101962161,"CEP126",1862.79643765903,693
"1111",101963104,"CEP126",6446.55385920271,2
"1112",1019795,"IDI2",3612.93808312129,723
"1114",101991994,"C10orf76",4509.23240033927,3168
"1116",102006568,"C10orf76",9270.5368956743,733
"1117",102009686,"IL1R2",1242.9016115352,719
"1118",102009814,"IL1R2",3021.99830364716,1532
"1119",102013973,"C10orf76",4020.30958439355,3011
"1120",102015981,"IL1R2",2273.98303647159,2417
"1121",102016790,"DYNC1H1",1411.64206955047,728
"1122",102022226,"IL1R2",3173.90415606446,544
"1124",102025333,"BANK1",9743.02629346904,3300
"1127",102046103,"CCDC53",4168.68193384224,1003
"1128",102047564,"C11orf70",3193.33418150975,566
"1129",102047868,"C11orf70",5934.67345207803,1673
"1131",10206431,"CLCN4",2739.84563189143,620
"1132",102066169,"HPS6",7470.15267175573,2316
"1133",102066359,"HPS6",6137.66836301951,461
"1135",102066582,"C11orf70",923.532654792197,490
"1136",102066708,"HPS6",2994.16284987277,844
"1137",102075920,"C11orf70",2511.73536895674,586
"1138",1020778,"IDI2",3960.7989821883,627
"1141",1020824,"IDI2",1099.37743850721,2117
"1145",102086105,"HSP90AA1",6891.32315521629,2135
"1152",102110615,"LDB1",1337.27905004241,1412
"1154",102110956,"LDB1",1458.86598812553,1519
"1155",102112116,"NUP37",2072.81764206955,682
"1156",102112180,"NUP37",267.645462256149,1730
"1157",102114178,"YAP1",457.563189143342,729
"1159",102123981,"PARPBP",5542.15436810857,1103
"1163",102127233,"TCEAL2",2428.38592027142,399
"1164",10213166,"GABARAPL1",9083.65394402036,1751
"1166",10213330,"IRAK2",4855.23240033927,733
"1170",102140987,"TCEAL6",3243.39949109415,832
"1171",102141027,"TCEAL6",2248.95250212044,1367
"1172",102141111,"TCEAL6",12586.2807463953,896
"1173",102141183,"TCEAL6",6220.77014418999,2334
"1175",102154052,"BEX5",1176.43765903308,994
"1179",102157050,"NOLC1",848.194232400339,546
"1183",102164502,"PARPBP",4006.76929601357,1971
"1184",102164930,"IL1R1",8878.65648854962,619
"1185",102165739,"PARPBP",4129.19847328244,2
"1187",102171810,"IL1R1",4083.03647158609,4722
"1188",102171898,"IL1R1",6603.39694656489,1642
"1189",102175664,"PARPBP",4633.41560644614,1322
"1190",10218088,"GABARAPL1",4786.20780322307,1540
"1191",10218125,"GABARAPL1",9058.98218829517,608
"1193",102189272,"IL1RL2",3319.30958439355,1026
"1194",102191994,"IL1RL2",1980.77438507209,3271
"1195",102195599,"CUX1",12215.9533502969,5518
"1196",10219747,"IRAK2",7041.37319762511,4341
"1197",102197545,"PMCH",7039.60390161154,5007
"1198",102197587,"PMCH",5230.03816793893,2466
"1199",102197637,"PMCH",6047.23918575064,1207
"1200",102197665,"PMCH",2243.70568278202,1182
"1201",102200082,"CUX1",8470.29770992366,7703
"1203",102201920,"CUX1",3049.39440203562,3585
"1204",102208679,"WDR20",5368.62001696353,1345
"1205",102209064,"WDR20",11268.9134860051,1459
"1206",102209256,"WDR20",5518.80661577608,738
"1209",102224076,"RRM2B",3254.50042408821,742
"1210",102226033,"RRM2B",3211.6556403732,562
"1212",10222770,"IRAK2",5731.63443596268,1344
"1213",102228422,"ELOVL3",2609.16454622561,2728
"1215",102228521,"ELOVL3",2723.58863443596,420
"1218",102231646,"PITX3",4223.91348600509,510
"1221",1022336,"FGFRL1",2715.25530110263,2
"1222",10224281,"S1PR2",9122.46649703138,1248
"1223",1022467,"FGFRL1",4514.49618320611,1071
"1224",10224671,"S1PR2",3242.64461407973,786
"1226",10224845,"S1PR2",3516.08566581849,1675
"1227",102250834,"MOK",2944.7497879559,630
"1228",102250910,"MOK",3583.58693808312,1389
"1229",102262006,"SLCO4C1",2783.43087362171,635
"1230",102263551,"MOK",4853.45462256149,2
"1231",102265876,"MOK",3144,1149
"1235",102295754,"UBR5",627.312128922816,811
"1236",102295922,"SLCO4C1",1923.31297709924,1068
"1238",102301139,"SH2B2",2525.83545377439,804
"1240",102307551,"SLC39A8",1278.85835453774,889
"1242",102314369,"SH2B2",2523.08651399491,2327
"1243",102315712,"SLC39A8",1230.71416454623,4052
"1244",102315800,"SLC39A8",2348.69720101781,668
"1246",102317446,"NXF2",3582.94571670908,969
"1247",102317855,"NXF2",1625.32315521628,674
"1248",102318089,"NXF2",4983.93129770992,1934
"1249",102324874,"BIRC3",3905.00848176421,109
"1250",102325001,"BIRC3",139.692960135708,717
"1251",102325312,"BIRC3",5618.75487701442,2017
"1252",102325552,"BIRC3",3424.01611535199,1214
"1255",102334627,"ZNF839",2312.40203562341,3981
"1256",102338915,"IL1RL1",7626.22985581001,4459
"1257",102338949,"ZNF839",4581.49279050042,2268
"1258",102340694,"IL1RL1",3356.45292620865,195
"1259",102343156,"IL1RL1",6881.86259541985,962
"1260",102343400,"IL1RL1",5742.27311280746,1144
"1263",102349939,"CINP",2785.07209499576,503
"1265",102350027,"BIRC2",4688.58524173028,614
"1266",102350282,"BIRC2",4637.96607294317,1395
"1267",102350385,"BIRC2",2491.10941475827,1284
"1268",102350575,"BIRC2",1704.19423240034,2683
"1269",102354735,"SPDYE6",777.93893129771,671
"1273",102355864,"SPDYE6",634.489397794741,1391
"1275",102358111,"GBF1",3139.25614927905,1213
"1280",102368129,"NXF2B",3748.15012722646,691
"1281",102369080,"NXF2B",800.373197625106,3
"1283",102369610,"NXF2B",8368.80576759966,2445
"1284",102370056,"NXF2B",4705.86259541985,3232
"1285",102375848,"LOC100289561",1679.09160305344,393
"1286",102375905,"LOC100289561",2666.55979643766,1888
"1287",102375944,"LOC100289561",9849.83290924512,1831
"1288",102375976,"IL18R1",2895.52332485157,4268
"1289",102376245,"LOC100289561",9109.94147582697,5299
"1290",102381671,"IL18R1",3182.09075487701,1080
"1294",10239204,"FAM173B",2118.31721798134,754
"1295",10239269,"FAM173B",953.776081424936,656
"1296",102396445,"PRKRIP1",2584.01441899915,630
"1297",102396935,"NFKB2",3400.07633587786,555
"1299",102397986,"NFKB2",2088.61916878711,1295
"1300",102398468,"NFKB2",1551.22900763359,1829
"1302",102399626,"PRKRIP1",4791.38167938931,2031
"1303",102399649,"NFKB2",2133.1433418151,1591
"1304",102401967,"TMEM123",14728.2731128075,5773
"1305",102402090,"TMEM123",7527.77184054283,970
"1306",102402139,"TMEM123",1128.74639525021,517
"1307",102412426,"PSD",3122.87955894826,1234
"1308",102413932,"PSD",5576.17472434266,578
"1309",102415108,"PSD",4999.31212892282,746
"1310",102416390,"PSD",3330.23748939779,2490
"1311",102419640,"IGF1",2424.49448685327,879
"1312",102421393,"FBXL15",1351.48515691264,2075
"1315",102422133,"FBXL15",3416.10008481764,2441
"1317",102424008,"IL18RAP",1392.97370653096,851
"1320",102424306,"CUEDC2",2655.0983884648,717
"1323",102425087,"TECPR2",5096.0737913486,1308
"1324",102431962,"TECPR2",3574.44868532655,793
"1326",1024354,"FGFRL1",3060.48685326548,611
"1328",102438583,"ZPLD1",3981.01187446989,176
"1329",102438635,"SLCO6A1",7063.76420695505,3094
"1332",102446649,"ORAI2",11467.5750636132,6074
"1333",102446751,"ORAI2",8283.43765903308,4150
"1334",102446812,"ORAI2",1207.51399491094,1403
"1335",102448824,"TMEM123",1232.9016115352,610
"1340",10245168,"MSRA",4929.94232400339,486
"1341",1024517,"FGFRL1",3380.18235793045,1582
"1342",102456304,"ZPLD1",3741.1187446989,612
"1343",102457732,"ALKBH4",9448.86768447837,2050
"1344",102457823,"ALKBH4",9288.75148430874,3469
"1346",102459710,"SLCO6A1",1996.15521628499,1597
"1347",102462316,"ZPLD1",3553.1721798134,1856
"1348",102463126,"TCP11X2",11124.2162849873,2781
"1350",102463301,"TCP11X2",4046.59626802375,597
"1352",102464751,"ALKBH4",3868.37998303647,233
"1353",102466193,"LRWD1",5535.03392705683,2056
"1354",102467732,"LRWD1",2301.57251908397,1460
"1355",102468614,"LRWD1",8569.35877862595,4799
"1356",102468993,"ZPLD1",3875.60559796438,1207
"1357",102469057,"LRWD1",6131.10602205259,4
"1359",102470851,"TMEM180",1676.65055131467,1058
"1362",102475669,"IGF1",5403.90839694656,1035
"1363",102475775,"IGF1",1212.34944868533,1335
"1364",102476260,"POLR2J",182.262086513995,1179
"1365",102478938,"SLC9A4",6654.33418150975,1326
"1366",102480355,"IGF1",2535.98303647159,796
"1371",10249399,"TATDN2",1063.85496183206,647
"1373",102498578,"SLCO6A1",9605.51823579304,3878
"1378",102504322,"SUFU",760.525869380831,670
"1379",102505411,"SLC9A4",1399.10432569975,1157
"1381",102507516,"ANKRD9",3475.02629346904,512
"1382",102507605,"ANKRD9",6732.39270568278,3323
"1384",102507795,"ANKRD9",4861.14249363868,650
"1385",102508868,"SLC9A4",3020.48515691264,2026
"1386",102510215,"RASA4B",2893.15691263783,1095
"1387",102515125,"TMSB15A",4728.4427480916,1170
"1389",102515145,"TMSB15A",5858.89312977099,1993
"1392",102527638,"MMP7",6809.90245971162,1276
"1394",102530610,"MMP7",4986.73112807464,716
"1396",102537901,"NFKB1",5879.36641221374,424
"1397",10254192,"CCT5",249.54877014419,627
"1398",102550075,"SUFU",2109.44868532655,1525
"1404",102555972,"SPDYE2",552.453774385072,536
"1406",102560588,"ODF1",2677.82442748092,638
"1412",102579015,"NFKB1",4449.60983884648,3
"1414",102582941,"NFKB1",6491.97285835454,1100
"1418",102595634,"RASA4",356.373197625106,322
"1419",102597278,"SUFU",2948.92536047498,35
"1420",102599933,"RASA4",2738.50127226463,146
"1422",102602364,"RASA4",4579.45971162002,1115
"1423",102602481,"ARMCX5",7672.02290076336,2
"1424",102602893,"ARMCX5",2253.9711620017,1593
"1426",102605949,"RASA4",4606.9219677693,1259
"1427",102609026,"MMP20",5060.41475826972,2705
"1428",102609999,"MMP20",10422.4486853265,5640
"1432",102625198,"MMP20",6470.77692960136,641
"1433",102627135,"TPP2",4249.62340966921,641
"1435",102638268,"TPP2",1985.83884648007,707
"1436",102639185,"UPK3BL",7187.94232400339,1886
"1437",102640279,"UPK3BL",988.418999151824,551
"1439",102640721,"UPK3BL",2467.80916030534,1122
"1443",102651394,"KLF10",2360.61577608142,830
"1444",102651478,"KLF10",6347.04834605598,5118
"1445",102651755,"KLF10",12373.0839694656,1840
"1446",102652220,"KLF10",7179.26802374894,2608
"1453",102655132,"GPRASP1",9357.47497879559,1012
"1455",102655349,"GPRASP1",2049.55046649703,1361
"1456",102656306,"TRIM8",670.452078032231,626
"1461",102668976,"POLR2J2",6047.27480916031,1377
"1462",102668979,"POLR2J2",2909.67769296014,503
"1463",1026714,"CNN2",1188.97370653096,1189
"1464",102673923,"MANBA",5151.22052586938,2597
"1466",102681937,"RCOR1",4682.72179813401,675
"1469",102686312,"METTL21C",1578.09329940628,664
"1470",102686963,"METTL21C",599.373197625106,1385
"1471",102690833,"METTL21C",4771.03307888041,2
"1472",102694433,"SLC9A2",1039.12637828668,834
"1475",102696465,"MMP27",2217.45292620865,20
"1479",102702768,"MMP27",1775.61238337574,412
"1480",10270279,"TATDN2",3099.79134860051,763
"1482",10270430,"TATDN2",1317.23155216285,1094
"1483",102705351,"ARL3",3820,218
"1485",102715112,"GPRASP2",3262.67005937235,744
"1486",102715324,"ARMCX5-GPRASP2",4892.67430025445,1537
"1487",102715665,"ARMCX5-GPRASP2",3915.05428329092,1470
"1488",102715702,"GPRASP2",2516.40373197625,1834
"1489",102715882,"GPRASP2",1322.08312128923,1575
"1490",102716014,"ARMCX5-GPRASP2",5571.01526717557,1977
"1491",102716125,"GPRASP2",1898.88549618321,1122
"1493",102716373,"ARMCX5-GPRASP2",3632.84478371501,2665
"1495",102718503,"MMP8",5969.25275657337,3475
"1496",102719044,"MFSD9",1777.97625106022,2145
"1497",102719143,"MFSD9",6716.68363019508,1126
"1499",102723026,"MANBA",2607.754028838,1429
"1500",102723783,"MFSD9",5797.22052586938,1844
"1501",102726650,"MANBA",2018.10602205259,2148
"1502",102726738,"SFXN2",4385.82103477523,2216
"1503",102728439,"SFXN2",419.212892281595,589
"1505",102731060,"MFSD9",6784.70144189992,860
"1506",102738179,"CCDC168",3265.65309584394,539
"1510",102749252,"BHLHB9",4076.52332485157,1153
"1512",102749430,"FAM185A",1541.81085665819,602
"1513",102749627,"BHLHB9",1250.58015267176,578
"1514",102749727,"BHLHB9",2124.0941475827,1285
"1515",102749900,"BHLHB9",9321.49618320611,2394
"1516",102751709,"FAM185A",3877.30873621713,2693
"1517",102751772,"FAM185A",387.86598812553,1131
"1518",10276366,"KIF1B",755.587786259542,703
"1519",102764343,"TMEM182",4159.02205258694,1386
"1521",102769419,"TEX30",1828.39270568278,1970
"1522",102769471,"TEX30",3574.51993214589,1820
"1523",102769521,"TEX30",3001.47752332485,2420
"1524",102776347,"MMP10",6470.6802374894,524
"1525",102776686,"MMP10",6700.32230703986,3803
"1527",102778625,"MMP10",6464.37150127226,2558
"1529",102791032,"KDELC1",2671.59117896522,1870
"1530",102791296,"KDELC1",739.342663273961,2405
"1531",102795204,"MMP1",4557.53180661578,484
"1532",102795508,"MMP1",3761.16709075488,1178
"1533",102796669,"MMP1",1355.8320610687,647
"1534",102796834,"KDELC1",5113.54368108567,2426
"1535",102797065,"MMP1",6229.91772688719,2630
"1536",102797867,"TMEM182",5053.68193384224,2066
"1538",102798089,"WBP1L",2469.03223070399,2
"1539",102798525,"KDELC1",3759.58269720102,13
"1542",102807610,"BIVM",886.091603053435,741
"1543",102807685,"BIVM-ERCC5",733.355385920271,4715
"1544",102807686,"BIVM",2851.50042408821,2335
"1545",102809683,"UBE2D3",2008.96098388465,3682
"1548",102812738,"WBP1L",1686.93299406276,606
"1549",102812844,"WBP1L",5828.92705682782,2161
"1550",102812958,"WBP1L",140.373197625106,1222
"1551",102816550,"BIVM",1719.46140797286,1343
"1553",1028296,"ERC1",17741.5114503817,5709
"1554",102833195,"AZIN1",4620.47582697201,450
"1555",102834674,"AZIN1",2131.62001696353,3011
"1556",102834883,"CYP17A1",4266.78965224767,1222
"1557",10283493,"ICAM1",1289.8973706531,2803
"1558",102834973,"CYP17A1",4896.84648006785,2492
"1560",102836266,"AZIN1",12859.1670907549,2813
"1561",10283661,"ICAM1",5345.30873621713,1697
"1563",102838895,"AZIN1",1904.51060220526,795
"1566",10284132,"ICAM1",1669.37319762511,833
"1567",102842169,"MMP3",7091.70822731128,1136
"1570",10284768,"SNAP25",5966.89906700594,1315
"1572",102852903,"PAH",2243.79050042409,543
"1574",102854338,"C10orf32",2909.87192536047,2170
"1575",102854396,"C10orf32",4051.78541136556,3962
"1576",102858299,"ERCC5",1769.98218829517,1364
"1580",102862308,"ERCC5",3076.89312977099,1151
"1582",102862590,"ERCC5",2339.30025445293,2381
"1583",102863080,"ERCC5",2659.15097540288,791
"1584",10286373,"CMBL",2196.02629346904,2717
"1585",102868001,"MMP12",5735.91094147583,1490
"1589",102870207,"AS3MT",3114.46225614928,1700
"1590",10287117,"ICAM4",5075.56827820187,3479
"1591",102871627,"MMP12",8124.87446988974,664
"1592",102871845,"MMP12",2569.2171331637,760
"1593",102871924,"MMP12",4874.68108566582,2243
"1594",102873128,"AS3MT",2063.385072095,707
"1595",10287376,"ICAM4",4679.11111111111,5
"1596",102874616,"AS3MT",2543.31212892282,950
"1597",10287547,"ICAM4",3959.62680237489,412
"1598",102875713,"TRAF3",1500.90245971162,616
"1599",10287606,"ICAM4",4438.02544529262,1188
"1600",102877463,"PAH",2072.68956743003,677
"1601",102878453,"AS3MT",1639.87786259542,2838
"1602",102883629,"FBXL13",2335.84478371501,1340
"1604",10288482,"CMBL",7023.2909245123,2301
"1605",102885277,"CISD2",2358.60983884648,685
"1612",10290140,"GHRL",1789.8278201866,1111
"1614",10290648,"CMBL",1859.36810856658,1580
"1618",102919193,"CNNM2",3440.14418999152,1843
"1619",102919491,"CNNM2",4093.44020356234,868
"1620",102919709,"CNNM2",2882.93299406276,632
"1621",102926279,"FBXL13",1071.13910093299,2400
"1622",102928882,"AMN",3442.69635284139,708
"1623",102929134,"AMN",6047.7828668363,463
"1624",102929251,"AMN",2905.47413061917,602
"1625",102929535,"AMN",1921.09245122986,2688
"1627",10293238,"ICAM5",5726.80152671756,783
