Gene	sgRNA	WT|beta	WT|z	WT|p-value	WT|fdr	WT|wald-p-value	WT|wald-fdr
ADGRL2	4	-0.28539	-1.5551	0.24637	0.82146	0.11992	0.58307
ENHO	4	-0.017415	-0.17766	0.91726	0.99285	0.85899	0.92946
PTPN12	4	0.24425	1.2738	0.049672	0.46229	0.20272	0.58558
APOBEC2	4	-0.14108	-1.532	0.57294	0.95857	0.12552	0.58307
ELOVL3	4	0.040869	0.35043	0.63281	0.96398	0.72602	0.85652
ZNRD1	4	-0.91407	-2.0121	0.0032816	0.099849	0.044212	0.58307
MYH13	4	0.014996	0.65903	0.76313	0.9827	0.50988	0.74739
UBE2D2	4	-0.11565	-1.0966	0.6615	0.9682	0.2728	0.61681
SGMS2	4	0.11564	1.0795	0.31747	0.87013	0.28038	0.62073
FOXI1	4	-0.033573	-0.73383	0.99577	0.9989	0.46305	0.73679
CCDC159	4	0.094679	1.2308	0.39648	0.90543	0.2184	0.58999
ZNF853	4	0.022594	0.28717	0.7228	0.97853	0.77398	0.88425
NMT2	4	0.21645	1.2122	0.079554	0.56797	0.22544	0.59408
PANX3	4	0.33509	1.4297	0.0081543	0.17391	0.1528	0.58307
IKZF4	4	-0.045594	-0.47271	0.94899	0.99568	0.63642	0.79992
ZNF471	4	0.14069	1.4436	0.23767	0.81779	0.14885	0.58307
DUSP21	4	0.2825	1.1676	0.023916	0.32088	0.24295	0.60126
FBXO44	4	0.11207	1.1904	0.3304	0.87908	0.23388	0.59763
RHOC	4	-0.15427	-1.5516	0.53252	0.94997	0.12075	0.58307
ZNF766	4	-0.07498	-1.3928	0.81717	0.98472	0.16367	0.58307
CYP2A6	4	0.037931	0.33796	0.64732	0.96596	0.73539	0.86163
ARFIP2	4	-0.0094627	-0.2207	0.87997	0.99062	0.82533	0.91134
YDJC	4	0.14129	1.362	0.23588	0.81701	0.17319	0.58307
PROM1	4	0.045691	0.53129	0.60934	0.96315	0.59522	0.7744
EFCAB11	4	-0.058762	-0.72767	0.88788	0.99062	0.46681	0.73849
USP54	4	0.043848	0.48795	0.61888	0.96355	0.62559	0.79319
EVPLL	4	-0.18165	-1.6791	0.45639	0.92916	0.093137	0.58307
CCDC177	4	-0.018744	-0.17769	0.92437	0.99381	0.85897	0.92946
PIH1D1	4	-0.47772	-1.8466	0.07503	0.55417	0.064808	0.58307
OSTC	4	-0.47542	-1.6807	0.076223	0.55757	0.092831	0.58307
SUMO4	4	-0.23568	-2.03	0.33224	0.8799	0.04236	0.58307
C12orf65	4	-0.19081	-1.4411	0.43283	0.91941	0.14956	0.58307
C4orf33	4	0.23797	0.90307	0.05534	0.48603	0.36649	0.6779
POU3F2	4	-0.1938	-1.6245	0.42542	0.91661	0.10426	0.58307
ELP2	4	-0.55452	-1.873	0.045147	0.44261	0.061064	0.58307
USP17L22	4	-0.41351	-1.8628	0.11287	0.65912	0.062492	0.58307
MT1A	4	-0.0097427	-0.07163	0.88161	0.99062	0.9429	0.97134
DENND3	4	0.13397	1.4607	0.2583	0.832	0.1441	0.58307
DENND4A	4	-0.13308	-0.82623	0.59979	0.96295	0.40867	0.70423
ACTR1B	4	-0.26759	-1.8777	0.27357	0.84476	0.060416	0.58307
OR2D2	4	0.25803	1.2001	0.038932	0.41276	0.23008	0.597
ZNF799	4	0.058762	0.78211	0.54992	0.956	0.43415	0.72023
LRRC15	4	-0.10184	-1.5998	0.71157	0.97707	0.10965	0.58307
CHMP1B	4	0.2882	1.5098	0.021281	0.30063	0.13108	0.58307
DHRS4	4	0.18036	1.4885	0.14156	0.70909	0.13663	0.58307
RPS19BP1	4	-0.8148	-2.1241	0.006613	0.14877	0.033665	0.58307
SLC12A4	4	0.1265	1.3754	0.28207	0.84874	0.16901	0.58307
BIVM	4	-0.039167	-1.0326	0.97797	0.99792	0.30179	0.63233
DNAJC27	4	-0.0035101	-0.027104	0.85362	0.98957	0.97838	0.98935
IFI27	4	0.19847	1.2755	0.10735	0.6505	0.20215	0.58558
ALDH1A1	4	0.20478	1.4409	0.09646	0.62251	0.14961	0.58307
CAPZA2	4	-0.084208	-0.387	0.78147	0.98347	0.69876	0.83973
TMEM194A	4	0.2963	1.5197	0.018248	0.27824	0.12859	0.58307
C2orf54	4	0.1253	1.5236	0.2858	0.85156	0.1276	0.58307
BEGAIN	4	0.15132	1.3949	0.20858	0.79477	0.16306	0.58307
ADIPOR1	4	-0.20511	-1.7894	0.39653	0.90543	0.073554	0.58307
HES5	4	0.034588	0.73586	0.66403	0.96867	0.46182	0.73645
HOXD8	4	0.0049444	0.066992	0.81056	0.98434	0.94659	0.97333
PAMR1	4	-0.02493	-0.22428	0.95565	0.99611	0.82254	0.91097
TSLP	4	0.22727	1.3102	0.06608	0.52467	0.19013	0.58485
CCT5	4	-1.2642	-2.7241	0.00034805	0.028455	0.0064487	0.45692
STX1A	4	-0.041577	-0.7748	0.96644	0.99611	0.43846	0.72249
CENPQ	4	-0.27544	-1.5389	0.26168	0.83407	0.12382	0.58307
EIF1AY	4	0.24999	1.1296	0.045446	0.44326	0.25863	0.6081
TULP1	4	-0.065224	-1.2797	0.85998	0.98987	0.20066	0.58558
SDHAF2	4	-0.13311	-1.0924	0.59964	0.96295	0.27466	0.61765
FABP12	4	0.054125	0.44545	0.5711	0.9579	0.65599	0.81215
TPSG1	4	-0.13167	-0.94658	0.60541	0.96315	0.34385	0.66248
ZMYM6	4	-0.015975	-0.10264	0.91005	0.99252	0.91825	0.9601
DEFB134	4	0.16253	0.6506	0.18039	0.76075	0.51531	0.74753
NIPA1	4	0.03238	0.3226	0.67562	0.96912	0.747	0.8686
TMEM230	4	0.049711	0.60014	0.59184	0.96217	0.54842	0.75209
DGKG	4	-0.37191	-1.7028	0.14409	0.71221	0.088597	0.58307
LONRF1	4	0.21459	1.4399	0.081792	0.57237	0.14988	0.58307
NBPF6	4	-0.51207	-2.3375	0.060461	0.50879	0.019413	0.58307
DNHD1	4	-0.30657	-1.4978	0.21664	0.8021	0.13418	0.58307
HOXC13	4	-0.15891	-1.3232	0.51865	0.94845	0.18577	0.58382
OR5B3	4	-0.062235	-0.46744	0.87316	0.99062	0.64019	0.80254
ECM1	4	0.21012	1.0554	0.088007	0.59536	0.29124	0.62791
DHX34	4	-0.017662	-0.16713	0.91811	0.99285	0.86726	0.93388
STARD5	4	0.050436	0.77659	0.58796	0.96091	0.4374	0.72184
MRPL46	4	-0.65087	-1.9266	0.02322	0.31511	0.054035	0.58307
TFIP11	4	-0.44872	-1.658	0.090245	0.60345	0.097315	0.58307
OR51E2	4	0.25531	1.2941	0.040672	0.41799	0.19564	0.58558
C2orf57	4	0.093855	0.5333	0.40011	0.90753	0.59383	0.77367
DNMT3B	4	-0.027203	-0.37588	0.96559	0.99611	0.70701	0.84497
FMR1	4	-0.15252	-1.2279	0.53774	0.95135	0.2195	0.5913
INTS1	4	-0.7698	-1.9432	0.0098946	0.19822	0.051992	0.58307
SDE2	4	-1.3842	-2.6316	9.9443e-05	0.010363	0.0084992	0.49404
KIAA0754	4	0.022969	0.24415	0.72121	0.97822	0.80711	0.90303
CYP4B1	4	-0.098806	-0.98551	0.72315	0.97862	0.32437	0.6476
MYT1	4	0.11703	1.6636	0.31325	0.86702	0.096193	0.58307
MAP7D2	4	0.13587	1.6432	0.25268	0.82648	0.10033	0.58307
MAT2B	4	0.029111	0.23796	0.69088	0.97224	0.81191	0.906
ADCY9	4	0.083002	0.98893	0.44297	0.92705	0.3227	0.64665
HSPA4L	4	0.032562	0.22668	0.67472	0.96889	0.82067	0.91038
ST3GAL3	4	0.010858	0.24297	0.78297	0.98347	0.80803	0.90369
NOXA1	4	0.18554	1.4866	0.13092	0.69271	0.13712	0.58307
CD2BP2	4	-0.079062	-0.86685	0.80096	0.98347	0.38602	0.68976
TSPY2	4	0.21904	1.2962	0.076173	0.55757	0.1949	0.58558
OR5B2	4	-0.067354	-0.40886	0.85039	0.98924	0.68264	0.83012
EFCAB14	4	-0.095971	-0.99075	0.73518	0.98072	0.32181	0.6465
PCBD2	4	0.2073	1.5278	0.092582	0.61009	0.12656	0.58307
NMUR2	4	-0.25091	-1.5211	0.303	0.8617	0.12824	0.58307
NIPA2	4	0.18154	1.3037	0.13887	0.70477	0.19233	0.58512
DNAJC8	4	-0.47494	-1.5742	0.076571	0.55838	0.11544	0.58307
RMI1	4	-0.60916	-2.0088	0.031026	0.36491	0.04456	0.58307
EMC2	4	-0.12927	-1.207	0.61277	0.96355	0.22742	0.59519
FSD2	4	0.050601	0.48988	0.58706	0.96091	0.62422	0.79232
CTAGE5	4	0.15006	1.2205	0.21216	0.79836	0.22226	0.59233
CCDC182	4	-0.18392	-1.6999	0.45122	0.92805	0.089145	0.58307
B4GALT3	4	-0.1014	-0.54928	0.71296	0.97764	0.58282	0.76686
C2orf74	4	-0.058236	-0.33853	0.89051	0.99062	0.73496	0.8614
TOP3B	4	0.12314	0.97027	0.29326	0.85694	0.33191	0.65281
MBD3L1	4	-0.017933	-0.18524	0.91995	0.99334	0.85304	0.927
MGAT4D	4	0.16841	0.81051	0.16711	0.74816	0.41765	0.70938
CCL3	4	-0.016311	-0.12966	0.91219	0.99261	0.89684	0.94915
IRX5	4	0.14973	1.6558	0.21311	0.79858	0.097756	0.58307
SLC30A8	4	0.043264	0.72349	0.62167	0.96355	0.46938	0.73965
RIMS4	4	0.086777	0.76112	0.42681	0.91661	0.44659	0.72794
TEX28	4	0.13543	1.4024	0.25383	0.82812	0.16078	0.58307
STARD4	4	-0.004906	-0.055738	0.85974	0.98987	0.95555	0.97747
GOLGA6D	4	-0.50313	-1.8374	0.064141	0.51827	0.066154	0.58307
EME2	4	0.016334	0.19388	0.75517	0.98228	0.84627	0.92305
AWAT1	4	-0.010711	-0.054309	0.88604	0.99062	0.95669	0.97816
TRMT6	4	-0.23724	-0.96607	0.32921	0.87788	0.33401	0.6541
TCAF2	4	-0.13714	-0.92299	0.58572	0.96086	0.35601	0.67166
ARNT	4	-0.24844	-1.428	0.30748	0.86395	0.15328	0.58307
ARHGEF2	4	0.079024	0.53057	0.45973	0.93009	0.59572	0.77459
RPRD1A	4	0.17632	1.5014	0.14986	0.7237	0.13324	0.58307
SRGAP2B	4	-0.026214	-0.12262	0.96137	0.99611	0.90241	0.95155
TYRP1	4	-0.090973	-0.57359	0.75408	0.98228	0.56625	0.75877
TBC1D31	4	-0.070811	-0.81063	0.83637	0.98712	0.41758	0.70938
C19orf73	4	0.048965	0.5238	0.59497	0.96217	0.60042	0.77752
SNRPF	4	-2.4143	-4.0964	0	0	4.1957e-05	0.15672
GSPT1	4	-0.32682	-1.2676	0.19088	0.77088	0.20495	0.58585
ZBTB45	4	-0.00036342	-0.0057818	0.83885	0.98765	0.99539	0.99812
MBOAT4	4	0.050096	1.5616	0.5897	0.96141	0.11839	0.58307
MAGEA8	4	-0.0081436	-0.10608	0.8744	0.99062	0.91552	0.95833
SIPA1L3	4	0.080222	0.64074	0.45431	0.92885	0.52169	0.74753
MEOX2	4	0.0048442	0.045294	0.81111	0.98434	0.96387	0.98179
SOAT1	4	0.039603	0.44644	0.63813	0.96425	0.65528	0.81157
C1QTNF5	4	-0.0040578	-0.03355	0.85601	0.98974	0.97324	0.98643
LBHD1	4	-0.088106	-0.8562	0.76517	0.9827	0.39189	0.69399
IL6	4	-0.04305	-0.71392	0.96012	0.99611	0.47528	0.74266
MSLN	4	0.020557	0.18119	0.73429	0.98072	0.85622	0.92813
TTC21B	4	0.24972	1.5045	0.045595	0.44364	0.13244	0.58307
AQP5	4	-0.36587	-1.4072	0.14986	0.7237	0.15938	0.58307
PCDHB14	4	-0.0027524	-0.03572	0.85064	0.98936	0.97151	0.98553
IKBKB	4	0.19534	1.4983	0.11242	0.65861	0.13406	0.58307
PCED1A	4	-0.089068	-0.97838	0.76109	0.98248	0.32789	0.64992
TBCB	4	-0.55391	-2.0521	0.045247	0.44261	0.040157	0.58307
DCAF12L2	4	0.16642	1.5304	0.17139	0.75071	0.12591	0.58307
CAPN9	4	-0.063115	-1.2105	0.87013	0.99062	0.22609	0.59438
NRF1	4	-0.38459	-1.1698	0.13415	0.69763	0.24208	0.60126
C16orf91	4	0.0082595	0.072605	0.79545	0.98347	0.94212	0.97098
ARMC6	4	-0.23133	-1.6276	0.34169	0.88449	0.10362	0.58307
GCLC	4	0.14634	0.97956	0.22206	0.80603	0.3273	0.64956
SCN3A	4	-0.14809	-1.5866	0.55156	0.95638	0.11261	0.58307
POU2F2	4	-0.24542	-1.3418	0.31354	0.86702	0.17966	0.58307
LYPD6B	4	0.071877	0.93141	0.48986	0.93775	0.35164	0.66826
LIN7C	4	-0.24151	-1.4269	0.3211	0.87244	0.15361	0.58307
OR5V1	4	0.046586	0.72686	0.60596	0.96315	0.46731	0.73905
FZD7	4	-0.19445	-0.98543	0.42388	0.91661	0.32441	0.6476
FAM13A	4	0.31501	1.3851	0.012878	0.2325	0.16602	0.58307
CCR4	4	-0.038931	-0.45449	0.97857	0.99792	0.64948	0.80814
IDUA	4	0.097543	1.1859	0.38614	0.90281	0.23565	0.59853
SLC22A9	4	0.0095934	0.076158	0.78913	0.98347	0.93929	0.97027
PIGG	4	0.13822	1.3718	0.24567	0.82116	0.17013	0.58307
WDR91	4	0.0062292	0.16974	0.80445	0.98347	0.86521	0.93257
RGAG1	4	-0.15002	-1.4063	0.5455	0.95433	0.15964	0.58307
MFSD3	4	0.24167	1.6206	0.051909	0.47455	0.10511	0.58307
CT45A7	4	-0.26335	-1.2528	0.28088	0.8482	0.21027	0.58595
COMMD1	4	-0.13671	-1.5897	0.58686	0.96091	0.1119	0.58307
KLHL36	4	0.30353	1.4109	0.015762	0.2571	0.15828	0.58307
ARHGEF18	4	-0.19113	-1.0973	0.43208	0.91899	0.27249	0.61677
BSN	4	0.11449	0.95138	0.32165	0.87266	0.34141	0.66049
KDM5B	4	0.0088969	0.36494	0.79251	0.98347	0.71516	0.85073
FIGNL2	4	-0.10819	-1.1422	0.68805	0.97178	0.25338	0.60594
OR4F21	4	-0.38906	-1.1257	0.13042	0.69271	0.2603	0.60909
BCL10	4	-0.15223	-1.4765	0.53883	0.95212	0.13981	0.58307
TGFBR2	4	0.34889	1.5056	0.0057677	0.14046	0.13217	0.58307
RAN	4	-1.0194	-2.3216	0.001243	0.049801	0.020255	0.58307
AP4M1	4	0.034566	0.25395	0.66408	0.96867	0.79953	0.89949
MARVELD2	4	-0.026571	-0.33073	0.96296	0.99611	0.74085	0.86507
CCDC90B	4	0.098155	0.66264	0.38365	0.90119	0.50756	0.74702
FNDC7	4	-0.072822	-0.79113	0.82652	0.98514	0.42887	0.71615
AP5M1	4	0.17144	1.1803	0.1604	0.74014	0.2379	0.5999
AS3MT	4	0.035246	0.26466	0.661	0.96804	0.79127	0.89479
TICRR	4	-1.8084	-3.0696	0	0	0.0021437	0.36927
FAN1	4	0.015605	0.23019	0.75905	0.98228	0.81794	0.90946
CCDC36	4	-0.14973	-1.3085	0.54669	0.95489	0.19071	0.58496
SGCE	4	0.10804	1.0116	0.34621	0.8851	0.31173	0.63961
GJA10	4	0.024604	0.46048	0.71296	0.97764	0.64517	0.80565
ABCB4	4	0.13991	1.5603	0.24011	0.81966	0.1187	0.58307
SLC16A10	4	-0.014543	-0.31265	0.90339	0.99113	0.75455	0.87319
CYTIP	4	-0.021525	-0.067868	0.93854	0.99437	0.94589	0.97308
EIF2AK2	4	-0.18757	-1.4892	0.44257	0.92705	0.13645	0.58307
TMEM57	4	0.16817	1.3363	0.16731	0.74828	0.18145	0.58382
IFI27L2	4	0.06647	0.93764	0.51362	0.94589	0.34843	0.6663
KRTAP3-3	4	-0.21749	-1.6163	0.37033	0.89455	0.10603	0.58307
CTNS	4	-0.20843	-1.4985	0.38947	0.90284	0.134	0.58307
ROR2	4	-0.028152	-0.27298	0.97086	0.99689	0.78487	0.89077
CHST14	4	-0.2149	-1.6771	0.37555	0.89755	0.093526	0.58307
CFAP52	4	-0.23793	-1.1033	0.32776	0.87718	0.26988	0.61493
ACIN1	4	-0.1137	-1.356	0.66826	0.9688	0.17511	0.58307
DEFB121	4	0.077919	0.88993	0.46495	0.93231	0.3735	0.6828
CAMK4	4	0.12514	0.83658	0.28699	0.85296	0.40283	0.7003
RRP9	4	-0.70923	-1.8821	0.014966	0.25062	0.059816	0.58307
DGCR6	4	0.0099032	0.098725	0.78804	0.98347	0.92136	0.96206
PAQR9	4	0.18658	1.3547	0.12933	0.69271	0.17551	0.58307
GID8	4	-0.35192	-1.3231	0.16329	0.74378	0.18581	0.58382
CIRBP	4	-0.080178	-0.84447	0.79609	0.98347	0.39841	0.69778
RPF2	4	-1.1769	-2.2844	0.00054694	0.033133	0.022351	0.58307
CTAG1A	4	-0.18425	-1.8965	0.45058	0.92805	0.057899	0.58307
WBP11	4	-0.4164	-1.5817	0.11063	0.65705	0.11371	0.58307
LRIF1	4	0.12142	1.153	0.29917	0.85933	0.2489	0.60343
TEX40	4	0.09561	0.69661	0.3924	0.90409	0.48605	0.74684
SCUBE1	4	-0.0055945	-0.050406	0.86217	0.99057	0.9598	0.97972
MED17	4	-0.037024	-0.40263	0.98777	0.99884	0.68722	0.83247
FCRL4	4	0.028539	0.22366	0.69362	0.97285	0.82302	0.91104
BSG	4	-0.26625	-2.1031	0.27581	0.84571	0.035461	0.58307
TCHH	4	0.26859	1.4062	0.031374	0.36729	0.15967	0.58307
NAP1L4	4	0.11821	1.1914	0.30917	0.86545	0.23351	0.59757
THNSL1	4	0.22879	1.4695	0.064986	0.52238	0.14171	0.58307
NLRC4	4	0.13559	1.0337	0.25328	0.82722	0.30128	0.63195
MSI1	4	-0.038631	-1.3107	0.97996	0.99818	0.18995	0.58485
EEF1A1	4	-0.91263	-2.5168	0.0033313	0.1006	0.011842	0.53269
UBA6	4	0.027154	0.2021	0.70048	0.97583	0.83984	0.91888
MRPL21	4	-0.6988	-2.0514	0.016408	0.26421	0.040226	0.58307
VENTX	4	0.23437	0.71483	0.059169	0.50211	0.47471	0.7424
RPL12	4	-0.88076	-1.8359	0.0041269	0.11067	0.066379	0.58307
GABPA	4	-0.12695	-0.7164	0.62023	0.96355	0.47375	0.74228
HCAR3	4	0.026296	0.27018	0.705	0.97593	0.78702	0.89206
C12orf40	4	-0.038911	-0.57386	0.97867	0.99792	0.56606	0.75876
DGAT2L6	4	-0.083903	-0.7868	0.78237	0.98347	0.4314	0.71776
PNPLA5	4	0.083591	0.97365	0.44073	0.92623	0.33023	0.65191
TAF9B	4	-0.070599	-0.93654	0.83731	0.98712	0.349	0.66673
ARHGAP36	4	0.17287	0.87013	0.15732	0.73581	0.38423	0.68892
IL5	4	0.039551	0.49447	0.63847	0.96425	0.62098	0.7903
NFYB	4	-0.39238	-1.2386	0.12863	0.69245	0.21549	0.58879
FASN	4	-0.41719	-1.6262	0.11013	0.6561	0.10391	0.58307
TMEM135	4	0.16449	1.2365	0.17591	0.75752	0.21629	0.58879
TAB1	4	0.023742	0.1432	0.71743	0.97784	0.88613	0.94426
IFRD1	4	-0.29493	-1.593	0.2329	0.81484	0.11117	0.58307
SARNP	4	0.034707	0.33258	0.66343	0.9685	0.73945	0.86414
GUCA2A	4	0.031838	0.39559	0.6782	0.96999	0.69241	0.83583
KIAA1456	4	0.11971	1.5949	0.3042	0.86181	0.11073	0.58307
ZZZ3	4	-0.077001	-0.36942	0.80927	0.98434	0.71182	0.84826
PAK2	4	-0.41349	-1.6259	0.11287	0.65912	0.10396	0.58307
XG	4	-0.1151	-1.6344	0.66314	0.96842	0.10218	0.58307
PALD1	4	0.13184	0.85483	0.26512	0.83715	0.39265	0.69467
CIAPIN1	4	-0.09873	-0.58198	0.7236	0.97862	0.56058	0.75616
TRIOBP	4	-0.25997	-1.3404	0.28699	0.85296	0.18011	0.58366
GGA2	4	-0.15398	-1.0031	0.53331	0.95021	0.3158	0.64226
TMEM132A	4	-0.06224	-0.92084	0.87316	0.99062	0.35714	0.67239
SMAD2	4	0.12279	1.1166	0.2942	0.85694	0.26418	0.61113
CASP9	4	-0.10084	-1.5533	0.71539	0.97784	0.12034	0.58307
MSH6	4	0.14516	1.0757	0.22509	0.80919	0.28204	0.62203
UBE3A	4	0.0076994	0.047801	0.79793	0.98347	0.96187	0.98035
ZNF385D	4	0.069915	0.99791	0.49876	0.94082	0.31832	0.64362
PCDHA3	4	0.17919	1.6461	0.14365	0.71088	0.099746	0.58307
UNC13A	4	0.033526	0.59074	0.6695	0.9688	0.55469	0.75378
GIF	4	0.033962	0.28427	0.66726	0.9688	0.7762	0.88553
N4BP2	4	-0.17531	-1.4994	0.47235	0.93315	0.13376	0.58307
RASL10B	4	0.036772	0.78984	0.65364	0.9664	0.42962	0.71654
ABCB8	4	-0.19855	-0.70366	0.41319	0.91279	0.48165	0.74553
TMEM190	4	0.045954	0.29149	0.60859	0.96315	0.77068	0.88234
C12orf80	4	-0.046657	-0.55923	0.94386	0.9945	0.57601	0.76401
RAP2A	4	0.013831	0.32925	0.7687	0.9827	0.74197	0.86567
NDUFB11	4	-0.5609	-1.8222	0.043357	0.43362	0.068429	0.58307
DEF6	4	-0.056932	-0.88116	0.89544	0.99062	0.37823	0.68519
GMEB2	4	-0.0062214	-0.051341	0.86545	0.99062	0.95905	0.97943
EMC8	4	0.195	1.1941	0.11282	0.65912	0.23246	0.5974
CALCA	4	-0.20361	-1.6304	0.39966	0.90753	0.10302	0.58307
NOD2	4	0.14019	1.2508	0.23926	0.81923	0.21099	0.58595
CD1D	4	-0.041528	-0.35591	0.96659	0.99611	0.72191	0.85425
USP7	4	-0.49599	-1.7206	0.066975	0.52904	0.085329	0.58307
ZBTB8OS	4	-1.2499	-2.7266	0.00039777	0.030189	0.0063993	0.45692
HIST1H2AD	4	-0.19001	-1.2434	0.43526	0.92147	0.21374	0.58701
WDR60	4	0.035628	0.35937	0.65946	0.96804	0.71932	0.85321
CYP4F2	4	0.082912	0.64868	0.44332	0.92705	0.51654	0.74753
INO80	4	-0.75096	-1.6854	0.011486	0.21917	0.091919	0.58307
PRR21	4	0.14399	0.88496	0.22847	0.81098	0.37618	0.68397
SIK2	4	0.072426	1.2139	0.48747	0.93691	0.22478	0.59376
SLC25A37	4	0.14756	1.2607	0.21892	0.80363	0.20742	0.58595
HLX	4	0.0099268	0.092597	0.78794	0.98347	0.92622	0.96404
TCF25	4	0.063614	1.5399	0.5271	0.94893	0.12359	0.58307
EDDM3B	4	-0.096577	-1.0406	0.7327	0.98072	0.29804	0.63063
CACNG6	4	0.048265	0.45994	0.5978	0.96246	0.64556	0.80568
PNKP	4	-0.7276	-1.8747	0.013027	0.23301	0.060838	0.58307
HLA-F	4	0.18114	1.491	0.13982	0.70724	0.13595	0.58307
ZIC5	4	-0.040921	-0.91563	0.96987	0.99648	0.35986	0.6737
C3orf52	4	0.12319	0.98217	0.29311	0.85694	0.32602	0.64881
MVK	4	-1.2781	-3.0314	0.00024861	0.021008	0.0024344	0.36927
KRI1	4	-0.86878	-2.1934	0.0044749	0.11598	0.028277	0.58307
PCMT1	4	0.1605	1.2362	0.18491	0.76461	0.21639	0.58879
CHP1	4	-0.017061	-0.28163	0.91513	0.99261	0.77823	0.88713
IFNL3	4	0.10398	1.4417	0.36063	0.88984	0.14939	0.58307
COLCA1	4	0.062518	1.2123	0.53182	0.94997	0.22538	0.59408
OAZ1	4	-0.56238	-2.2479	0.043059	0.43307	0.024585	0.58307
HOXA9	4	0.10619	1.6588	0.35307	0.8874	0.097159	0.58307
NQO1	4	-0.36826	-2.1404	0.14737	0.71872	0.032326	0.58307
MALL	4	0.0758	0.44804	0.47295	0.93315	0.65412	0.81088
DVL1	4	-0.075608	-0.94234	0.81494	0.98464	0.34602	0.66441
MRPS18A	4	-1.084	-2.6848	0.00094471	0.042601	0.0072564	0.46926
KIAA0196	4	-0.12757	-1.1945	0.61844	0.96355	0.23229	0.5974
SEC24B	4	0.23733	1.3177	0.055738	0.48719	0.1876	0.58382
PIF1	4	0.17712	0.42423	0.14827	0.72012	0.6714	0.82163
TRPM2	4	0.075226	1.0391	0.47514	0.9334	0.29876	0.63063
DDI1	4	0.10898	1.2618	0.34189	0.88449	0.20702	0.58595
FGB	4	0.25289	0.98952	0.043109	0.43307	0.32241	0.6465
HRASLS5	4	0.10142	0.97012	0.37142	0.89558	0.33199	0.65281
PTCHD3	4	0.15644	1.6728	0.19461	0.77674	0.094373	0.58307
CHRAC1	4	-0.24811	-1.8977	0.30807	0.86459	0.057737	0.58307
TOB2	4	-0.21464	-1.3496	0.37609	0.89755	0.17714	0.58307
RPL8	4	-1.9747	-3.5141	0	0	0.0004413	0.32251
GLYATL1	4	0.23341	1.4552	0.060263	0.50796	0.14562	0.58307
ST7L	4	-0.0021948	-0.016202	0.8479	0.98923	0.98707	0.99305
SRGAP2	4	0.33173	1.465	0.0086516	0.18087	0.14293	0.58307
LIMK1	4	-0.094403	-0.62261	0.74055	0.98072	0.53354	0.7481
KIF18A	4	-0.55163	-1.3491	0.045943	0.44466	0.17729	0.58307
AGK	4	-0.028582	-0.21589	0.9734	0.9972	0.82908	0.91359
PCNP	4	0.16264	1.0405	0.18014	0.7605	0.29809	0.63063
NDST2	4	-0.0071624	-0.050583	0.86938	0.99062	0.95966	0.97969
CLUL1	4	0.10045	1.2122	0.3746	0.89727	0.22542	0.59408
AGTRAP	4	-0.063378	-0.53998	0.86878	0.99062	0.58921	0.77148
PTPRU	4	0.16225	1.1247	0.18104	0.76156	0.26072	0.60933
OSBPL7	4	-0.083673	-0.50848	0.78306	0.98347	0.61112	0.78414
TAF8	4	-0.78386	-2.2325	0.0086018	0.18021	0.025584	0.58307
TTC32	4	0.0065415	0.039326	0.8034	0.98347	0.96863	0.98449
AHSG	4	-0.096592	-0.80988	0.7327	0.98072	0.41801	0.70955
ZKSCAN7	4	0.1705	1.1152	0.16244	0.74301	0.26476	0.61113
IFT80	4	-0.024904	-0.59767	0.9556	0.99611	0.55006	0.75244
ZNF644	4	0.073017	0.7441	0.48474	0.93516	0.45682	0.73416
CAPRIN2	4	-0.034773	-0.2291	0.99786	0.99925	0.81879	0.90993
HESX1	4	0.15827	0.7342	0.18944	0.76892	0.46283	0.73679
KCNQ4	4	0.12689	1.6339	0.28053	0.8482	0.10227	0.58307
C11orf44	4	0.052951	1.1739	0.57657	0.95999	0.24043	0.60106
LY9	4	-0.19482	-1.9029	0.42283	0.91589	0.057049	0.58307
RGS22	4	0.31823	1.5437	0.012281	0.22934	0.12267	0.58307
LHFPL5	4	0.048481	0.70977	0.59691	0.96217	0.47785	0.74434
C9orf171	4	0.25279	1.3738	0.043109	0.43307	0.16949	0.58307
OCLN	4	0.019927	0.28989	0.73752	0.98072	0.7719	0.88278
BAIAP2L1	4	0.09077	0.97186	0.4114	0.91222	0.33112	0.65238
COL4A1	4	0.065539	0.90663	0.51845	0.94845	0.3646	0.67648
FIBIN	4	0.047061	1.1167	0.60362	0.96315	0.26413	0.61113
RBBP8	4	-0.78905	-2.5708	0.0082041	0.17442	0.010145	0.52502
ZNF672	4	0.14848	1.6868	0.21594	0.80136	0.091642	0.58307
CCR2	4	0.22664	1.2452	0.066776	0.52832	0.21307	0.58701
TACR3	4	-0.35383	-2.0559	0.1614	0.74183	0.039788	0.58307
FOXI2	4	0.30488	1.3106	0.015314	0.25267	0.19	0.58485
ZDHHC5	4	0.17088	1.0779	0.1616	0.74185	0.28108	0.62104
ACACA	4	-1.1444	-2.828	0.00059666	0.033803	0.0046842	0.41816
C7	4	0.041655	0.23225	0.62898	0.96393	0.81634	0.90885
NEURL3	4	-0.19152	-0.46035	0.43084	0.91839	0.64526	0.80565
FOXA3	4	-0.095106	-0.88963	0.73837	0.98072	0.37366	0.6828
