Gene	sgRNA	Cont|beta	Cont|z	Cont|p-value	Cont|fdr	Cont|wald-p-value	Cont|wald-fdr
ADGRF1	4	-0.062942	-1.1345	0.75607	0.94824	0.25658	0.55836
ADGRF2	4	0.035428	0.91679	0.52128	0.8802	0.35925	0.6354
ADGRF3	4	0.039683	0.35628	0.49095	0.87034	0.72163	0.84048
ADGRF4	4	0.093655	1.7496	0.18362	0.69165	0.080189	0.52186
ADGRF5	4	-0.039228	-0.54662	0.9195	0.98635	0.58464	0.75214
ADGRG1	4	-0.12987	-1.2197	0.40777	0.83335	0.22259	0.54209
ADGRG2	4	-0.031564	-0.5309	0.97429	0.99809	0.59549	0.75942
ADGRG3	4	-0.016274	-0.29267	0.91408	0.98538	0.76978	0.87094
ADGRG4	4	0.094089	1.2875	0.18163	0.69008	0.19791	0.52875
ADGRG5	4	-0.19313	-1.5318	0.21733	0.71927	0.12558	0.52186
ADGRG6	4	0.076497	0.99969	0.26089	0.7495	0.31746	0.6028
ADGRG7	4	0.050154	0.83396	0.41945	0.84225	0.4043	0.67061
ADGRL1	4	0.068485	1.3573	0.30504	0.7792	0.17469	0.52207
ADGRL2	4	-0.089109	-1.0691	0.59905	0.90767	0.28502	0.57633
ADGRL3	4	0.10784	1.5854	0.13112	0.64696	0.11287	0.52186
ADGRL4	4	0.098151	1.1008	0.16527	0.67754	0.271	0.56586
ADGRV1	4	0.04381	0.52414	0.46206	0.85935	0.60018	0.76219
ADH1A	4	-0.10095	-1.0411	0.53689	0.88537	0.29783	0.58645
ADH1B	4	-0.057912	-0.95105	0.78863	0.95555	0.34158	0.62084
ADH1C	4	0.028221	0.60822	0.57583	0.89901	0.54304	0.72383
ADH4	4	0.078831	0.74391	0.24866	0.73946	0.45693	0.70975
ADH5	4	-0.1547	-1.4758	0.31951	0.7879	0.14	0.52186
ADH6	4	0.059052	1.1722	0.36113	0.81087	0.24112	0.55009
ADH7	4	0.099817	0.83242	0.15881	0.66987	0.40517	0.67141
ADHFE1	4	-0.091585	-0.58178	0.58582	0.90298	0.56071	0.73629
ADI1	4	-0.011897	-0.21215	0.88151	0.97856	0.83199	0.90817
ADIG	4	-0.23055	-1.652	0.14728	0.66076	0.098531	0.52186
ADIPOQ	4	0.053383	0.93501	0.39757	0.82861	0.34979	0.62776
ADIPOR1	4	0.24683	1.4476	0.00059666	0.061224	0.14772	0.52186
ADIPOR2	4	0.11452	1.4005	0.11013	0.62695	0.16138	0.52186
ADIRF	4	-0.22617	-1.1098	0.15444	0.66681	0.26711	0.56303
ADK	4	-0.19945	-1.8287	0.20341	0.70562	0.067438	0.52186
ADM	4	0.0012611	0.015718	0.77839	0.95393	0.98746	0.99458
ADM2	4	-0.20981	-1.7067	0.18273	0.69157	0.087874	0.52186
ADM5	4	-0.21762	-1.5041	0.16935	0.68178	0.13255	0.52186
ADNP	4	-0.030452	-0.38252	0.98195	0.99809	0.70207	0.82894
ADNP2	4	-0.054265	-1.0188	0.81379	0.9622	0.30831	0.59475
ADO	4	-0.19591	-1.8056	0.21147	0.71431	0.070977	0.52186
ADORA1	4	-0.25992	-1.8507	0.11053	0.62843	0.064216	0.52186
ADORA2A	4	0.0081833	0.085694	0.72429	0.94001	0.93171	0.96516
ADORA2B	4	-0.082717	-0.55049	0.6344	0.91548	0.58198	0.75026
ADORA3	4	-0.025142	-0.42384	0.9814	0.99809	0.67168	0.80998
ADPGK	4	0.20301	1.5867	0.0052208	0.20866	0.11258	0.52186
ADPRH	4	0.0067429	0.10878	0.73553	0.94284	0.91337	0.95472
ADPRHL1	4	0.050732	1.2468	0.41552	0.83922	0.21249	0.53587
ADPRHL2	4	-0.1486	-1.1791	0.33831	0.80047	0.23838	0.54882
ADPRM	4	-0.053864	-0.73852	0.81663	0.96292	0.4602	0.71185
ADRA1A	4	-0.01049	-0.1527	0.87127	0.97659	0.87863	0.93661
ADRA1B	4	0.078399	1.2225	0.25094	0.73997	0.22151	0.54137
ADRA1D	4	-0.081723	-0.83845	0.64007	0.91683	0.40178	0.66811
ADRA2A	4	0.13675	1.4614	0.059417	0.54628	0.1439	0.52186
ADRA2B	4	-0.0086662	-0.30968	0.85616	0.9738	0.7568	0.86296
ADRA2C	4	0.061399	1.0289	0.34621	0.80427	0.30353	0.59106
ADRB1	4	0.04257	0.40667	0.47091	0.86343	0.68425	0.81871
ADRB2	4	0.061104	1.1814	0.34825	0.8046	0.23743	0.54864
ADRB3	4	-0.068996	-1.1283	0.71887	0.93853	0.25918	0.55935
ADRBK1	4	0.081777	1.4113	0.23399	0.72916	0.15816	0.52186
ADRBK2	4	-0.0089789	-0.14813	0.85854	0.97422	0.88224	0.93852
ADRM1	4	-0.3678	-2.0646	0.038335	0.4846	0.03896	0.52186
ADSL	4	-0.24835	-1.34	0.12361	0.63669	0.18024	0.5231
ADSS	4	0.14399	1.4429	0.047434	0.5182	0.14905	0.52186
ADSSL1	4	0.079058	1.1813	0.24727	0.73805	0.23749	0.54864
ADTRP	4	0.01736	0.5286	0.65513	0.92237	0.59708	0.76056
AEBP1	4	-0.10484	-1.299	0.51934	0.8799	0.19393	0.52682
AEBP2	4	-0.20977	-1.8833	0.18278	0.69162	0.059666	0.52186
AEN	4	0.073177	0.77197	0.27864	0.7611	0.44013	0.69706
AES	4	-0.16907	-1.5599	0.2765	0.75963	0.11878	0.52186
AFAP1	4	-0.11602	-1.9317	0.46773	0.86267	0.053395	0.52186
AFAP1L1	4	0.088191	1.3261	0.20505	0.70689	0.18481	0.52516
AFAP1L2	4	0.025968	0.53856	0.59164	0.90518	0.59019	0.75561
AFF1	4	-0.068483	-0.81928	0.7224	0.9396	0.41262	0.67659
AFF2	4	0.03416	0.6806	0.53098	0.88348	0.49613	0.71937
AFF3	4	-0.18283	-1.5401	0.2419	0.73478	0.12353	0.52186
AFF4	4	0.20597	1.6756	0.0049224	0.20866	0.093816	0.52186
AFG3L2	4	-0.15687	-1.3319	0.31315	0.78509	0.18289	0.52428
AFM	4	0.12226	1.4837	0.09109	0.60411	0.13789	0.52186
AFMID	4	0.028515	0.45394	0.57359	0.89761	0.64987	0.7944
AFP	4	0.078148	1.3444	0.25214	0.74092	0.17881	0.52215
AFTPH	4	0.070515	1.3138	0.2939	0.77137	0.18891	0.52591
AGA	4	-0.015687	-0.21971	0.90956	0.9845	0.82609	0.90423
AGAP1	4	0.051887	1.0721	0.40727	0.83303	0.28368	0.57539
AGAP11	4	-0.13726	-1.1477	0.37943	0.82084	0.25109	0.55506
AGAP2	4	-0.2607	-1.7397	0.10929	0.62614	0.081908	0.52186
AGAP3	4	-0.10091	-1.3809	0.53719	0.88554	0.1673	0.52186
AGAP4	4	-0.73446	-2.4581	0.00079554	0.074766	0.013967	0.52186
AGAP5	4	-0.12847	-1.193	0.41314	0.83701	0.23286	0.54649
AGAP6	4	-0.092787	-0.77338	0.57916	0.90048	0.4393	0.69667
AGAP9	4	-0.34457	-1.3479	0.047981	0.51908	0.17769	0.52215
AGBL1	4	0.050176	1.1286	0.41925	0.84202	0.25908	0.55935
AGBL2	4	0.03967	0.73134	0.49105	0.87044	0.46457	0.71505
AGBL3	4	0.029617	0.62502	0.56558	0.89595	0.53196	0.71963
AGBL4	4	0.067369	0.97893	0.31165	0.78448	0.32761	0.61066
AGBL5	4	0.050275	0.75616	0.41866	0.84167	0.44955	0.70468
AGER	4	0.12312	1.5764	0.08925	0.6028	0.11494	0.52186
AGFG1	4	-0.10905	-1.3459	0.49925	0.87258	0.17832	0.52215
AGFG2	4	0.10089	1.492	0.15439	0.66681	0.1357	0.52186
AGGF1	4	0.043858	0.63497	0.46157	0.85906	0.52545	0.71937
AGK	4	-0.053189	-0.81125	0.8206	0.96425	0.41722	0.68012
AGL	4	-0.056412	-1.5847	0.79908	0.95829	0.11302	0.52186
AGMAT	4	-0.14488	-1.4827	0.35123	0.80602	0.13816	0.52186
AGMO	4	0.074035	1.1868	0.27436	0.75859	0.23531	0.54767
AGO1	4	-0.10107	-1.5117	0.53635	0.88513	0.13061	0.52186
AGO2	4	-0.035791	-0.44892	0.94496	0.99212	0.65349	0.79687
AGO3	4	-0.23347	-2.0596	0.14335	0.659	0.039434	0.52186
AGO4	4	-0.16309	-1.6445	0.29361	0.77119	0.10006	0.52186
AGPAT1	4	0.040378	0.5047	0.48568	0.8683	0.61377	0.77064
AGPAT2	4	-0.047606	-0.37075	0.85909	0.97423	0.71082	0.8333
AGPAT3	4	0.039351	1.496	0.49324	0.87097	0.13465	0.52186
AGPAT4	4	0.12525	1.577	0.08388	0.59717	0.11479	0.52186
AGPAT5	4	-0.057328	-0.68211	0.79301	0.9566	0.49517	0.71937
AGPAT6	4	-0.21462	-1.2489	0.17412	0.68465	0.2117	0.53536
AGPAT9	4	0.053887	0.98466	0.39429	0.82822	0.32479	0.60833
AGPS	4	0.026159	0.33621	0.59034	0.90512	0.73671	0.85003
AGR2	4	-0.23687	-1.5356	0.13882	0.65493	0.12463	0.52186
AGR3	4	0.17655	1.5941	0.015513	0.35862	0.11092	0.52186
AGRN	4	-0.0078616	-0.3245	0.84954	0.97185	0.74556	0.85615
AGRP	4	0.0044574	0.070501	0.75373	0.94767	0.94379	0.97182
AGT	4	-0.12346	-0.93633	0.43337	0.84864	0.3491	0.62692
AGTPBP1	4	0.0009472	0.05703	0.78078	0.95454	0.95452	0.97696
AGTR1	4	0.13142	1.5586	0.070008	0.56804	0.1191	0.52186
AGTR2	4	0.070181	1.4552	0.29569	0.77304	0.14561	0.52186
AGTRAP	4	0.15989	1.278	0.028093	0.4374	0.20124	0.52903
AGXT	4	0.1387	1.1093	0.055887	0.53677	0.26731	0.56303
AGXT2	4	-0.13849	-1.739	0.37515	0.81824	0.082042	0.52186
AHCTF1	4	-0.15072	-1.6523	0.3307	0.79366	0.09848	0.52186
AHCY	4	-0.18869	-1.6679	0.22842	0.72759	0.095334	0.52186
AHCYL1	4	0.0027418	0.028896	0.76745	0.95166	0.97695	0.98905
AHCYL2	4	0.031698	0.61364	0.54997	0.8898	0.53946	0.72239
AHDC1	4	0.018655	0.19477	0.64549	0.91899	0.84557	0.91647
AHI1	4	0.022607	0.59379	0.61625	0.91184	0.55265	0.73024
AHNAK	4	0.2113	1.5619	0.0040274	0.1966	0.11831	0.52186
AHNAK2	4	0.062537	1.1787	0.33915	0.80077	0.23853	0.54882
AHR	4	-0.058229	-0.68462	0.7866	0.9548	0.49359	0.71937
AHRR	4	0.009155	0.16333	0.71684	0.93853	0.87026	0.93158
AHSA1	4	0.024227	0.99407	0.60451	0.9092	0.32019	0.60482
AHSA2	4	-0.14134	-1.5368	0.36441	0.81244	0.12433	0.52186
AHSG	4	0.047196	0.72387	0.43929	0.85089	0.46915	0.7183
AHSP	4	-0.090657	-0.94243	0.59079	0.90512	0.34597	0.62468
AICDA	4	0.097599	0.31102	0.16771	0.68059	0.75579	0.86255
AIDA	4	-0.053598	-1.0507	0.81807	0.96318	0.29338	0.58349
AIF1	4	0.066591	1.2272	0.31608	0.78662	0.21974	0.53967
AIF1L	4	-0.2201	-1.2922	0.16458	0.67634	0.1963	0.52807
AIFM1	4	-0.077829	-0.96816	0.66348	0.92436	0.33296	0.61453
AIFM2	4	-0.18262	-1.5004	0.24244	0.73505	0.13351	0.52186
AIFM3	4	0.023214	0.35075	0.61138	0.91107	0.72578	0.84296
AIG1	4	0.014465	0.19806	0.67646	0.92716	0.843	0.91477
AIM1	4	0.066711	1.1836	0.31578	0.78662	0.23656	0.54844
AIM1L	4	0.10477	1.7369	0.14116	0.65688	0.082398	0.52186
AIM2	4	0.09364	1.1583	0.18372	0.69165	0.24675	0.55338
AIMP1	4	0.07296	1.0111	0.28013	0.7625	0.31197	0.59766
AIMP2	4	-0.29667	-1.1369	0.076223	0.58445	0.25556	0.55758
AIP	4	-0.025032	-0.37429	0.98061	0.99809	0.70819	0.83166
AIPL1	4	0.044535	1.3865	0.45679	0.85785	0.16558	0.52186
AIRE	4	0.027086	0.093816	0.58358	0.90208	0.92526	0.96174
AJAP1	4	0.15038	1.6784	0.038534	0.4862	0.093262	0.52186
AJUBA	4	0.081974	1.4734	0.23319	0.72916	0.14064	0.52186
AK1	4	0.026842	0.3749	0.58537	0.90271	0.70773	0.83153
AK2	4	-0.17299	-1.3978	0.26676	0.75375	0.16219	0.52186
AK3	4	0.049261	0.95562	0.42502	0.84396	0.33926	0.61934
AK4	4	-0.1462	-1.2125	0.34666	0.80427	0.22532	0.54354
AK5	4	-0.17964	-1.1572	0.24945	0.73978	0.24719	0.5534
AK6	4	-0.1323	-0.97718	0.39862	0.82861	0.32848	0.61119
AK7	4	0.014052	0.32968	0.67974	0.92786	0.74164	0.85324
AK8	4	-0.34449	-2.0387	0.047981	0.51908	0.041476	0.52186
AK9	4	0.023574	0.4766	0.60864	0.91052	0.63365	0.78379
AKAP1	4	-0.48375	-2.2659	0.011834	0.3292	0.023456	0.52186
AKAP10	4	-0.12336	-1.1207	0.43372	0.84864	0.26243	0.56098
AKAP11	4	-0.14084	-1.3087	0.3664	0.81425	0.19064	0.52591
AKAP12	4	0.0018013	0.036265	0.77387	0.95233	0.97107	0.9855
AKAP13	4	-0.12897	-1.2094	0.411	0.83579	0.22651	0.54379
AKAP14	4	-0.027803	-0.50196	0.9999	0.99995	0.6157	0.77171
AKAP17A	4	0.073389	1.204	0.27765	0.76045	0.22859	0.54389
AKAP2	4	0.059648	0.57512	0.35785	0.80997	0.56521	0.73933
AKAP3	4	0.1434	1.7249	0.04818	0.51985	0.084542	0.52186
AKAP4	4	0.088374	1.5709	0.20401	0.70562	0.1162	0.52186
AKAP5	4	0.021528	0.23961	0.6251	0.91359	0.81063	0.89481
AKAP6	4	-0.17231	-1.1786	0.2684	0.75451	0.23857	0.54882
AKAP7	4	0.23881	1.6457	0.00099443	0.088496	0.099834	0.52186
AKAP8	4	-0.082266	-1.3528	0.63733	0.91656	0.17612	0.52207
AKAP8L	4	-0.23976	-1.7356	0.13465	0.65065	0.082626	0.52186
AKAP9	4	-0.019325	-0.1677	0.93621	0.99053	0.86682	0.92939
AKIP1	4	-0.077547	-0.86044	0.66473	0.92468	0.38955	0.6587
AKIRIN1	4	-0.056536	-1.3668	0.79843	0.95829	0.1717	0.52186
AKIRIN2	4	-0.57979	-2.4248	0.0042761	0.20091	0.015317	0.52186
AKNA	4	-0.041514	-1.5006	0.90135	0.9826	0.13346	0.52186
AKNAD1	4	0.04442	0.84679	0.45784	0.85785	0.39711	0.6639
AKR1A1	4	-0.021924	-0.33362	0.95679	0.9938	0.73866	0.85131
AKR1B1	4	0.099357	1.664	0.16045	0.67061	0.096112	0.52186
AKR1B10	4	0.043345	1.6774	0.46529	0.86163	0.093472	0.52186
AKR1B15	4	0.097599	1.6312	0.16771	0.68059	0.10286	0.52186
AKR1C1	4	-0.0010829	-0.010452	0.79604	0.95725	0.99166	0.99642
AKR1C2	4	0.11952	1.6478	0.097951	0.61249	0.099398	0.52186
AKR1C3	4	0.097097	1.6827	0.16955	0.68178	0.092431	0.52186
AKR1C4	4	0.25017	1.4981	0.00049722	0.055249	0.13411	0.52186
AKR1D1	4	-0.069864	-1.2349	0.71355	0.93785	0.21687	0.53734
AKR1E2	4	-0.011703	-0.1608	0.88027	0.97856	0.87225	0.93253
AKR7A2	4	-0.26675	-1.6903	0.10268	0.61727	0.090969	0.52186
AKR7A3	4	-0.22958	-1.7002	0.14882	0.661	0.089087	0.52186
AKT1	4	-0.057256	-0.93241	0.79361	0.9566	0.35113	0.6291
AKT1S1	4	0.087939	1.4365	0.20664	0.70903	0.15085	0.52186
AKT2	4	0.080913	0.47566	0.23846	0.734	0.63432	0.7842
AKT3	4	-0.037369	-0.56983	0.93417	0.99053	0.5688	0.74104
AKTIP	4	0.10234	1.0871	0.14921	0.6616	0.27701	0.57059
ALAD	4	-0.15611	-1.7623	0.31538	0.78651	0.078018	0.52186
ALAS1	4	-0.087462	-1.3469	0.60824	0.91026	0.17801	0.52215
ALAS2	4	0.10636	1.1756	0.13584	0.65182	0.23976	0.54939
ALB	4	0.04444	0.75694	0.45759	0.85785	0.44908	0.70414
ALCAM	4	0.089139	1.6531	0.20083	0.70317	0.098301	0.52186
ALDH16A1	4	-0.05541	-0.89321	0.80619	0.96026	0.37175	0.6457
ALDH18A1	4	0.054297	0.82889	0.39205	0.82756	0.40717	0.67277
ALDH1A1	4	0.068553	0.88746	0.30479	0.7792	0.37483	0.64809
ALDH1A2	4	0.13959	1.6155	0.054196	0.53268	0.1062	0.52186
ALDH1A3	4	0.078936	1.5739	0.24801	0.73916	0.11551	0.52186
ALDH1B1	4	-0.047734	-0.56656	0.85814	0.97409	0.57101	0.74255
ALDH1L1	4	-0.070748	-0.77779	0.70784	0.93707	0.4367	0.69475
ALDH1L2	4	0.035262	0.51956	0.52282	0.8802	0.60337	0.76446
ALDH2	4	-0.020668	-0.46671	0.9473	0.99272	0.64071	0.78842
ALDH3A1	4	0.043451	0.69695	0.4645	0.86093	0.48584	0.71937
ALDH3A2	4	0.1033	0.73071	0.14638	0.66076	0.46495	0.71525
ALDH3B1	4	-0.080787	-1.4341	0.64583	0.91899	0.15154	0.52186
ALDH3B2	4	-0.13863	-1.675	0.37465	0.81816	0.093927	0.52186
ALDH4A1	4	-0.020121	-0.31092	0.94232	0.99158	0.75586	0.86255
ALDH5A1	4	-0.063487	-0.72076	0.75343	0.94748	0.47106	0.71937
ALDH6A1	4	0.028737	0.63784	0.5721	0.89761	0.52358	0.71937
ALDH7A1	4	-0.13738	-0.94192	0.37878	0.8202	0.34623	0.62468
ALDH8A1	4	-0.072462	-0.89776	0.69635	0.93218	0.36931	0.64382
ALDH9A1	4	-0.10064	-0.89814	0.53848	0.88603	0.36911	0.64373
ALDOA	4	-0.36284	-1.9607	0.039976	0.49085	0.049915	0.52186
ALDOB	4	-0.13371	-1.7073	0.3926	0.82793	0.087764	0.52186
ALDOC	4	-0.0923	-1.3269	0.58174	0.90164	0.18454	0.52516
ALG1	4	-0.23523	-2.0651	0.14101	0.65688	0.038915	0.52186
ALG10	4	-0.15177	-1.7169	0.32742	0.79219	0.086002	0.52186
ALG10B	4	-0.28999	-1.6284	0.081693	0.59612	0.10343	0.52186
ALG11	4	-0.14405	-0.94906	0.35481	0.80815	0.34259	0.62153
ALG12	4	-0.21236	-1.6856	0.1784	0.68795	0.091879	0.52186
ALG13	4	-0.59268	-2.0795	0.0034308	0.17829	0.037572	0.52186
ALG14	4	-0.098612	-0.72497	0.54873	0.88921	0.46847	0.71781
ALG1L	4	-0.13949	-1.4316	0.37082	0.8161	0.15226	0.52186
ALG1L2	4	-0.6838	-1.6977	0.0013425	0.10385	0.089557	0.52186
ALG2	4	-0.58044	-1.0705	0.0042761	0.20091	0.28439	0.57562
ALG3	4	-0.041267	-0.70923	0.90299	0.983	0.47818	0.71937
ALG5	4	-0.34346	-2.0218	0.048628	0.52027	0.043198	0.52186
ALG6	4	0.15749	1.6457	0.030678	0.45215	0.099826	0.52186
ALG8	4	-0.0046069	-0.073413	0.82443	0.96577	0.94148	0.97077
ALG9	4	-0.064115	-0.58407	0.74906	0.94619	0.55918	0.73516
ALK	4	0.11892	1.6216	0.099195	0.61366	0.10489	0.52186
ALKBH1	4	0.13371	1.5978	0.065583	0.55912	0.11009	0.52186
ALKBH2	4	0.087271	1.6981	0.20883	0.71035	0.089488	0.52186
ALKBH3	4	-0.19515	-1.4767	0.21291	0.71443	0.13977	0.52186
ALKBH4	4	-0.041446	-1.0266	0.902	0.98283	0.30459	0.59205
ALKBH5	4	-0.51151	-2.3569	0.0080052	0.26094	0.018428	0.52186
ALKBH6	4	-0.20966	-1.4206	0.18307	0.69162	0.15544	0.52186
ALKBH7	4	-0.31634	-1.8566	0.062997	0.55154	0.06337	0.52186
ALKBH8	4	0.011971	0.10941	0.69526	0.93159	0.91287	0.95456
ALLC	4	-0.051463	-0.45789	0.83323	0.96789	0.64703	0.79256
ALMS1	4	-0.09402	-1.0732	0.57239	0.89761	0.28317	0.57504
ALOX12	4	0.11737	1.3122	0.10253	0.61718	0.18946	0.52591
ALOX12B	4	-0.034819	-0.60964	0.95197	0.9931	0.5421	0.72339
ALOX15	4	0.025204	0.95654	0.59721	0.90711	0.3388	0.61905
ALOX15B	4	0.084221	1.0079	0.223	0.72327	0.31348	0.59902
ALOX5	4	0.080348	0.7358	0.2409	0.734	0.46185	0.71307
ALOX5AP	4	0.012771	0.13045	0.68894	0.93073	0.89621	0.94558
ALOXE3	4	-0.068235	-1.4921	0.72355	0.93995	0.13568	0.52186
ALPI	4	0.099785	1.539	0.15881	0.66987	0.12379	0.52186
ALPK1	4	0.042935	0.51159	0.46868	0.8632	0.60894	0.76819
ALPK2	4	0.0092434	0.21964	0.71559	0.93844	0.82615	0.90423
ALPK3	4	-0.069125	-1.8002	0.71803	0.93853	0.071834	0.52186
ALPL	4	0.060831	1.0584	0.35029	0.80523	0.28989	0.58022
ALPP	4	0.10584	1.1924	0.13763	0.65391	0.2331	0.54654
ALPPL2	4	0.084165	1.0884	0.2231	0.72327	0.2764	0.57009
ALS2	4	0.090281	1.0358	0.1957	0.69961	0.3003	0.58835
ALS2CL	4	-0.040718	-0.36492	0.90737	0.984	0.71517	0.83567
ALS2CR11	4	0.091432	1.2687	0.19158	0.69687	0.20455	0.53135
ALS2CR12	4	0.086488	0.95224	0.21251	0.71443	0.34097	0.62072
ALX1	4	0.060124	1.2379	0.35451	0.80815	0.21575	0.53722
ALX3	4	0.022059	0.49828	0.62127	0.91303	0.61828	0.77317
ALX4	4	0.11136	1.4629	0.11973	0.63275	0.14349	0.52186
ALYREF	4	-0.27188	-1.2838	0.096808	0.60988	0.19922	0.52889
AMACR	4	-0.076107	-1.1392	0.67348	0.92716	0.25463	0.55717
AMBN	4	0.025389	0.84979	0.59552	0.90618	0.39544	0.66303
AMBP	4	-0.12924	-1.3051	0.40985	0.83451	0.19186	0.52591
AMBRA1	4	0.019234	0.32701	0.64111	0.9172	0.74366	0.85476
AMD1	4	-0.073565	-0.78149	0.68924	0.93073	0.43452	0.69313
AMDHD1	4	-0.039698	-0.90857	0.91557	0.98545	0.36358	0.63891
AMDHD2	4	-0.38053	-1.6537	0.033413	0.46773	0.098183	0.52186
AMELX	4	0.11074	1.5881	0.12167	0.63492	0.11226	0.52186
AMELY	4	0.12796	1.7445	0.077516	0.58742	0.081074	0.52186
AMER1	4	0.069385	0.78006	0.29997	0.77681	0.43536	0.69375
AMER2	4	0.10776	0.7827	0.13141	0.64742	0.4338	0.69249
AMER3	4	-0.10581	-1.2694	0.51502	0.87919	0.20429	0.53127
AMFR	4	-0.13063	-1.3264	0.40429	0.83056	0.18471	0.52516
AMH	4	-0.020513	-0.20501	0.9462	0.9927	0.83756	0.91119
AMHR2	4	0.0096649	0.12145	0.71246	0.93752	0.90333	0.94938
AMICA1	4	-0.0080467	-0.20179	0.85103	0.97239	0.84008	0.9129
AMIGO1	4	-0.0093763	-0.11157	0.86202	0.97492	0.91116	0.95375
AMIGO2	4	-0.049624	-0.65201	0.84492	0.97034	0.5144	0.71937
AMIGO3	4	0.047841	1.0612	0.43477	0.8495	0.28862	0.57922
AMMECR1	4	0.074461	1.0863	0.27232	0.75672	0.27734	0.57092
AMMECR1L	4	0.019508	0.40015	0.63917	0.91678	0.68905	0.82111
AMN	4	-0.038918	-0.40537	0.92209	0.98719	0.68521	0.81918
AMN1	4	0.028621	0.31311	0.57259	0.89761	0.7542	0.86165
AMOT	4	0.1158	1.4451	0.1066	0.62235	0.14844	0.52186
AMOTL1	4	0.00034525	0.0039781	0.78555	0.95454	0.99683	0.99813
AMOTL2	4	0.003437	0.056031	0.76183	0.95014	0.95532	0.97727
AMPD1	4	-0.25358	-2.0369	0.11704	0.63086	0.04166	0.52186
AMPD2	4	0.038809	0.54851	0.49756	0.87255	0.58334	0.75111
AMPD3	4	0.0045277	0.13227	0.75323	0.94748	0.89477	0.94514
AMPH	4	0.041904	0.40182	0.47564	0.86602	0.68781	0.82038
AMT	4	-0.021612	-0.57094	0.9545	0.99353	0.56804	0.74043
AMTN	4	0.01334	0.48085	0.68496	0.92968	0.63062	0.78159
AMY1A	4	0.0091612	0.1535	0.71679	0.93853	0.878	0.93639
AMY1B	4	-0.15495	-1.0455	0.31862	0.7879	0.2958	0.58523
AMY1C	4	-0.025262	-0.31714	0.9826	0.99809	0.75114	0.85966
AMY2A	4	0.0088493	0.10401	0.71947	0.93853	0.91716	0.95672
AMY2B	4	-0.086401	-0.60958	0.61421	0.91146	0.54214	0.72339
AMZ1	4	-0.36437	-1.8519	0.039429	0.48862	0.064037	0.52186
AMZ2	4	0.098911	1.6523	0.16204	0.67216	0.098474	0.52186
ANAPC1	4	-0.27671	-1.5852	0.092482	0.60411	0.11291	0.52186
ANAPC10	4	-0.081245	-0.74769	0.6429	0.91793	0.45465	0.70835
ANAPC11	4	-0.40131	-1.8071	0.026601	0.43018	0.070739	0.52186
ANAPC13	4	-0.18709	-1.6603	0.2317	0.72916	0.096854	0.52186
ANAPC15	4	-0.058722	-0.64238	0.78346	0.95454	0.52063	0.71937
ANAPC16	4	-0.00024313	-0.0028973	0.79057	0.95588	0.99769	0.99858
ANAPC2	4	-0.21767	-1.3954	0.1693	0.68178	0.16289	0.52186
ANAPC4	4	0.026575	0.54768	0.58751	0.90412	0.58391	0.75145
ANAPC5	4	0.036369	0.70243	0.51432	0.87919	0.48241	0.71937
ANAPC7	4	-0.044586	-0.96949	0.88037	0.97856	0.3323	0.61425
ANG	4	0.0051613	0.13179	0.74851	0.94619	0.89515	0.94536
ANGEL1	4	-0.022642	-0.45686	0.96236	0.99563	0.64777	0.79299
ANGEL2	4	-0.064668	-1.0563	0.74592	0.94579	0.29085	0.58074
ANGPT1	4	0.040406	0.94998	0.48548	0.8683	0.34212	0.62106
ANGPT2	4	0.072027	1.1474	0.28525	0.76412	0.25122	0.55514
ANGPT4	4	0.045425	0.62763	0.45147	0.85579	0.53024	0.71937
ANGPTL1	4	-0.024476	-0.44496	0.97643	0.99809	0.65635	0.79867
ANGPTL2	4	-0.0408	-0.47232	0.90657	0.98365	0.6367	0.78564
ANGPTL3	4	0.12	1.492	0.09646	0.60928	0.1357	0.52186
ANGPTL4	4	-0.18621	-1.3625	0.23359	0.72916	0.17302	0.52186
ANGPTL5	4	0.085512	1.3227	0.21674	0.7186	0.18593	0.52551
ANGPTL6	4	-0.44872	-1.7617	0.016706	0.37168	0.078113	0.52186
ANGPTL7	4	-0.0076935	-0.68145	0.8485	0.97137	0.49559	0.71937
ANHX	4	-0.0020538	-0.035438	0.8033	0.95933	0.97173	0.9859
ANK1	4	-0.10504	-1.1426	0.5187	0.87968	0.25319	0.55611
ANK2	4	-8.463e-05	-0.0011553	0.78933	0.95586	0.99908	0.99943
ANK3	4	-0.062629	-0.79848	0.75875	0.94913	0.42459	0.68548
ANKAR	4	0.048408	0.77573	0.43064	0.84706	0.43791	0.69578
ANKDD1A	4	-0.10909	-1.2755	0.49915	0.87258	0.20214	0.52962
ANKDD1B	4	0.073471	1.0421	0.27735	0.76045	0.29735	0.58622
ANKEF1	4	0.079819	1.2407	0.24374	0.73505	0.21473	0.53657
ANKFN1	4	-0.090812	-1.3104	0.5901	0.90512	0.19007	0.52591
ANKFY1	4	-0.12309	-1.1522	0.43467	0.8495	0.24922	0.55376
ANKH	4	0.042445	0.65684	0.47171	0.86395	0.51128	0.71937
ANKHD1	4	-0.098474	-1.093	0.54917	0.88936	0.27441	0.56849
ANKHD1-EIF4EBP3	4	0.0062746	0.098363	0.73956	0.94432	0.92164	0.9594
ANKIB1	4	0.07736	1.3596	0.25622	0.74465	0.17396	0.52186
ANKK1	4	0.10131	1.237	0.15299	0.6653	0.21609	0.53723
