sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final,test2,test3,DLD1-Ts4.final_recalculate
ZNF181_E4_828.12,ZNF181,1232,1846,614,614,614
ZBTB47_BTB4113_E1_2244.14,ZBTB47,756,1717,961,961,961
UBOX5_1626.208,UBOX5,1250,3095,1845,1845,1845
SP140L_Phd_E15_101.5,SP140L,554,1818,1264,1264,1264
CUL9_7554.913,CUL9,1095,2043,948,948,948
DYRK1B_PKc_E5_148.7,DYRK1B,799,1195,396,396,396
PCGF3_729.93,PCGF3,552,947,395,395,395
KLHL12_BTB23130_E1_1707,KLHL12,610,882,272,272,272
PHKG2_PKc_E4_55.3,PHKG2,383,718,335,335,335
CBX4_Chromo_E4_67.5,CBX4,110,179,69,69,69
ZFP42_E4_330.9,ZFP42,508,886,378,378,378
FBXL4_1866.106,FBXL4,611,851,240,240,240
TRIM56_2268.555,TRIM56,878,1465,587,587,587
PITX2_E2_135.9,PITX2,467,1013,546,546,546
SOX10_E2_122.4,SOX10,966,1735,769,769,769
MECOM_E7_157.6,MECOM,1302,1644,342,342,342
SPOP_BTB190297_E1_1125.56,SPOP,960,1353,393,393,393
KMT2C_Phd4_E19_48.2,KMT2C,900,1019,119,119,119
SMURF1_2187.169,SMURF1,948,1557,609,609,609
PRKCA_PKc_E13_139.7,PRKCA,710,1502,792,792,792
BIRC7_897.104,BIRC7,477,790,313,313,313
TBL1X_2,TBL1X,449,539,90,90,90
STK25_PKc_E4_57.7,STK25,228,602,374,374,374
TRIM49_1,TRIM49,819,1491,672,672,672
TRIB1_PKc_E1_72.9,TRIB1,565,872,307,307,307
ZNF207_E2_127.4,ZNF207,885,1035,150,150,150
PCSK4_2268.424,PCSK4,1254,2817,1563,1563,1563
MYBL1_SANT3_E6_46.0,MYBL1,656,949,293,293,293
MAPK15_PKc_E5_131.11,MAPK15,521,599,78,78,78
KLHL25_BTB36144_E1_1770.29,KLHL25,979,1716,737,737,737
CSNK2A2_PKc_E2_112.4,CSNK2A2,811,1174,363,363,363
RNF125_699.10,RNF125,659,1298,639,639,639
DTX3_1053.57,DTX3,493,1118,625,625,625
ZCWPW1_CW256303_E1_1947.241,ZCWPW1,420,880,460,460,460
KMT2C_Phd6_E21_85.0,KMT2C,1231,1581,350,350,350
UBE2E2_606.45,UBE2E2,628,1064,436,436,436
KLK8_137.8,KLK8,467,835,368,368,368
ZNF551_E3_1038.29,ZNF551,531,585,54,54,54
MARK4_PKc_E3_54.2,MARK4,673,826,153,153,153
RIOK1_PKc_E7_113.4,RIOK1,675,655,-20,20,20
FGFR1_PKc_E10_41,FGFR1,396,578,182,182,182
MIB2_3213.434,MIB2,895,1211,316,316,316
YES1_PKc_E12_203.2,YES1,552,1029,477,477,477
PIM3_PKc_E3_51.5,PIM3,449,725,276,276,276
FXR1_Agenet59115_E1_1866.16,FXR1,103,193,90,90,90
SMARCA1_SANT_E21_133.7,SMARCA1,794,1787,993,993,993
RNF138_E6_99.5,RNF138,547,1038,491,491,491
ZNF607_E5_1227.10,ZNF607,901,1173,272,272,272
PCGF1_780.30,PCGF1,549,982,433,433,433
KDM4C_Phd_E14_214.9,KDM4C,1100,2706,1606,1606,1606
ZNF593_E1_200.24,ZNF593,774,950,176,176,176
TRIB1_PKc_E2_293.41,TRIB1,854,2091,1237,1237,1237
ASB7_957.62,ASB7,296,561,265,265,265
EEF2K_PKc_E4_48,EEF2K,706,1287,581,581,581
USP43_3372.592,USP43,900,1269,369,369,369
TDRD7_tudor517559_E1_3297.74,TDRD7,560,969,409,409,409
IRX2_E2_177.2,IRX2,378,624,246,246,246
TDRD3_tudor652700_E1_2235.13,TDRD3,1640,2926,1286,1286,1286
RFPL1_954.122,RFPL1,732,1265,533,533,533
FBXW8_11,FBXW8,268,509,241,241,241
CHFR_1995.238,CHFR,576,1328,752,752,752
MORC1_CW481530_E1_2955.173,MORC1,209,237,28,28,28
HMX3_E2_174.3,HMX3,328,723,395,395,395
NPEPPS_2760.54,NPEPPS,986,1102,116,116,116
MIS18BP1_SANT_E12_112.9,MIS18BP1,734,825,91,91,91
SGK1_PKc_E10_156.8,SGK1,437,872,435,435,435
TMPRSS2_1590.128,TMPRSS2,1286,3026,1740,1740,1740
BTBD17_BTB53162_E1_1437.284,BTBD17,709,1228,519,519,519
PJA2_2127.136,PJA2,613,1190,577,577,577
RNF148_918.61,RNF148,643,1331,688,688,688
ADAM23_2499.51,ADAM23,1186,2006,820,820,820
LATS2_PKc_E6_183.4,LATS2,573,1419,846,846,846
MERTK_PKc_E17_160.3,MERTK,675,1209,534,534,534
CELA2A_810.71,CELA2A,585,876,291,291,291
SHKBP1_BTB21107_E1_2124.41,SHKBP1,585,622,37,37,37
KMT2D_Phd1_E7_138.9,KMT2D,1212,2703,1491,1491,1491
KMT2D_16614.88,KMT2D,1212,2703,1491,1491,1491
PSMB7_834.77,PSMB7,855,597,-258,258,258
IGF1R_PKc_E17_111.7,IGF1R,653,728,75,75,75
RHOBTB2_BTB523615_E1_2250.239,RHOBTB2,695,1759,1064,1064,1064
UBE2Q1_1269.123,UBE2Q1,518,1339,821,821,821
MBTPS1_3159.399,MBTPS1,944,876,-68,68,68
HOXA7_E2_177.17,HOXA7,272,628,356,356,356
MAFK_E3_210.23,MAFK,364,647,283,283,283
CSNK1G2_PKc_E5_149.15,CSNK1G2,313,577,264,264,264
ZNF594_E2_2052.126,ZNF594,176,318,142,142,142
UBR1_5250.50,UBR1,444,652,208,208,208
STK40_PKc_E7_116.11,STK40,498,641,143,143,143
MLKL_PKc_E7_82.3,MLKL,532,873,341,341,341
KLF16_E2_137.16,KLF16,415,526,111,111,111
TRIM65_1554.1,TRIM65,524,1054,530,530,530
MYO3A_PKc_E5_105,MYO3A,212,306,94,94,94
SETMAR_e2_380.24,SETMAR,1050,2044,994,994,994
RNF126_936.65,RNF126,593,931,338,338,338
RPS6KA2_PKc_E4_81,RPS6KA2,338,849,511,511,511
REPIN1_E4_1524.146,REPIN1,201,230,29,29,29
CELA2B_810.16,CELA2B,137,198,61,61,61
ZBTB41_BTB77173_E1_2730.8,ZBTB41,221,471,250,250,250
NEK10_PKc_E19_54,NEK10,573,833,260,260,260
MAPK3_PKc_E4_117.4,MAPK3,482,619,137,137,137
ERBB2_PKc_E20_186.2,ERBB2,245,327,82,82,82
TMPRSS9_3180.644,TMPRSS9,1107,1917,810,810,810
USP17L10_1593.184,USP17L10,1532,3035,1503,1503,1503
USP21_1698.74,USP21,1433,2473,1040,1040,1040
MYT1_E12_125.0,MYT1,800,1905,1105,1105,1105
RNF186_684.121,RNF186,583,1143,560,560,560
FBXO30_11,FBXO30,1386,2637,1251,1251,1251
PARK2_1398.92,PARK2,1654,3303,1649,1649,1649
SIX4_E1_165.8,SIX4,414,821,407,407,407
UBE4A_3201.168,UBE4A,644,1415,771,771,771
PHF19_tudor4387_E1_624.98,PHF19,882,1525,643,643,643
ERBB4_PKc_E19_99.2,ERBB4,435,953,518,518,518
RNF167_1053.133,RNF167,302,626,324,324,324
MAPK14_PKc_E4_112.4,MAPK14,1146,1282,136,136,136
PHF2_e6_79.6,PHF2,1217,1936,719,719,719
ZNF397_E4_744.47,ZNF397,922,1244,322,322,322
CAPN1_2145.73,CAPN1,855,1892,1037,1037,1037
MMP20_1452.46,MMP20,1561,2978,1417,1417,1417
RHOBTB3_BTB413518_E1_1836.104,RHOBTB3,482,1043,561,561,561
RNF144B_912.15,RNF144B,1578,3105,1527,1527,1527
IRX3_E2_165.27,IRX3,1826,3442,1616,1616,1616
TRIM28_Phd_E13_104.11,TRIM28,966,1696,730,730,730
ZBTB48_BTB16119_E1_2067.36,ZBTB48,881,1610,729,729,729
PSMA5_726.19,PSMA5,951,1126,175,175,175
ZNF79_E5_834.55,ZNF79,1014,1644,630,630,630
ZNF80_E1_411.46,ZNF80,780,1021,241,241,241
RELA_E3_132.3,RELA,484,710,226,226,226
CAPN2_2103.85,CAPN2,745,1477,732,732,732
RNF150_1317.133,RNF150,411,764,353,353,353
CASK_PKc_E8_123.4,CASK,971,2255,1284,1284,1284
CDC26_2,CDC26,285,363,78,78,78
NEURL1_1725.20,NEURL1,1451,2880,1429,1429,1429
MYLIP_1338.97,MYLIP,885,1700,815,815,815
KLF15_E2_74.13,KLF15,39,38,-1,1,1
F9_1386.81,F9,1620,3280,1660,1660,1660
WEE1_PKc_E4_143.9,WEE1,320,451,131,131,131
DTX3_1053.112,DTX3,499,830,331,331,331
ZNF653_E8_100.7,ZNF653,387,440,53,53,53
PDZRN4_3111.4,PDZRN4,331,498,167,167,167
OTUD3_1197.49,OTUD3,124,164,40,40,40
TRIM69_1503.4,TRIM69,538,1203,665,665,665
MIXL1_E1_135.9,MIXL1,396,635,239,239,239
ID1_E1_135.0,ID1,1895,2639,744,744,744
MNAT1_930.77,MNAT1,969,882,-87,87,87
STAT5B_E12_93.0,STAT5B,732,1560,828,828,828
GSK3A_PKc_E7_98.2,GSK3A,519,659,140,140,140
CAMK2A_PKc_E3_60,CAMK2A,809,1033,224,224,224
KCNG2_BTB19112_E1_1401.252,KCNG2,245,299,54,54,54
GFI1_E5_138.6,GFI1,569,1013,444,444,444
CASP9_801.72,CASP9,1221,2322,1101,1101,1101
MAP4K1_PKc_E2_58.4,MAP4K1,671,1470,799,799,799
FOSB_E4_99.5,FOSB,629,1275,646,646,646
FBXL14_1257.56,FBXL14,508,846,338,338,338
MMP25_1689.324,MMP25,1395,2375,980,980,980
BPTF_Phd2_E27_106.4,BPTF,277,758,481,481,481
ZNF24_E4_234.13,ZNF24,1540,3532,1992,1992,1992
MID2_2208.5,MID2,1104,1936,832,832,832
SGK3_PKc_E10_132.1,SGK3,509,678,169,169,169
HMG20B_E4_144.1,HMG20B,634,1035,401,401,401
SMNDC1_tudor76124_E1_717.9,SMNDC1,913,1196,283,283,283
HOXA4_E2_177.0,HOXA4,795,1517,722,722,722
ANKIB1_3270.314,ANKIB1,632,1965,1333,1333,1333
HLX_E3_141.7,HLX,594,1143,549,549,549
MTA2_SANT_E10_57.0,MTA2,884,1336,452,452,452
ZBTB7B_E5_196.9,ZBTB7B,895,1377,482,482,482
BACH2_BTB27133_E1_2526.15,BACH2,441,579,138,138,138
CAPN13_2010.292,CAPN13,484,837,353,353,353
PIK3R4_PKc_E2_661.6,PIK3R4,536,707,171,171,171
ULK4_PKc_E2_132.5,ULK4,360,613,253,253,253
IRF2BPL_2391.255,IRF2BPL,674,1382,708,708,708
PEX12_1080.57,PEX12,803,1467,664,664,664
TSHZ1_E2_221.32,TSHZ1,487,796,309,309,309
FOXC1_E1_234.10,FOXC1,981,1698,717,717,717
ENPEP_2874.29,ENPEP,974,1485,511,511,511
ERAP1_2847.19,ERAP1,343,428,85,85,85
ASB1_1008.164,ASB1,321,453,132,132,132
BAP1_2190.329,BAP1,1577,2769,1192,1192,1192
AATK_PKc_E7_134.11,AATK,359,723,364,364,364
ZNF232_E5_324.0,ZNF232,661,1351,690,690,690
ZNF672_E4_1206.140,ZNF672,409,447,38,38,38
CHEK1_PKc_E5_70.1,CHEK1,342,837,495,495,495
HESX1_E4_42.0,HESX1,377,370,-7,7,7
EHMT2_e23_87.11,EHMT2,1075,1763,688,688,688
PHKG1_PKc_E7_164.2,PHKG1,1271,2362,1091,1091,1091
SOX8_E1_122.5,SOX8,146,91,-55,55,55
ZSCAN25_E8_564.95,ZSCAN25,1258,1974,716,716,716
MASTL_PKc1_E6_151.1,MASTL,1019,1462,443,443,443
ZNF442_E6_1080.9,ZNF442,780,1259,479,479,479
HPR_1047.89,HPR,2376,5107,2731,2731,2731
HOXD4_E2_177.0,HOXD4,857,1148,291,291,291
FBXO45_861.130,FBXO45,241,553,312,312,312
FOXD4L1_E1_234.10,FOXD4L1,270,398,128,128,128
TLL2_3048.67,TLL2,502,885,383,383,383
ESRRG_E5_65.0,ESRRG,731,1313,582,582,582
HIVEP3_E5_146.18,HIVEP3,948,1413,465,465,465
CAPN12_2160.3,CAPN12,964,2019,1055,1055,1055
PRKCH_PKc_E8_42,PRKCH,1394,2492,1098,1098,1098
RIPK1_PKc_E2_157.18,RIPK1,683,1435,752,752,752
DPF2_Phd2_E9_77.2,DPF2,401,453,52,52,52
TDRD3_tudor652700_E1_2235.134,TDRD3,1036,2489,1453,1453,1453
PCSK7_2358.161,PCSK7,1554,4237,2683,2683,2683
SOCS3_678.108,SOCS3,357,618,261,261,261
UBE2W_576.38,UBE2W,810,1863,1053,1053,1053
MTA3_E14_128.12,MTA3,566,1123,557,557,557
FBXO10_2871.8,FBXO10,687,1140,453,453,453
DMBX1_E3_42.2,DMBX1,611,1228,617,617,617
PDK4_PKc_E1_34,PDK4,571,1302,731,731,731
KMT2B_8148.534,KMT2B,527,976,449,449,449
MYCL_E2_165.24,MYCL,141,149,8,8,8
OVOL3_E4_47.4,OVOL3,291,293,2,2,2
BACH2_BTB27133_E1_2526.3,BACH2,832,1345,513,513,513
ABL1_PKc_E4_120.11,ABL1,492,1089,597,597,597
DYRK4_PKc_E8_82.5,DYRK4,491,582,91,91,91
CDK16_PKc_E8_63.4,CDK16,425,1067,642,642,642
ACVR1C_PKc_E4_193.16,ACVR1C,752,1859,1107,1107,1107
GZF1_BTB21133_E1_2136.16,GZF1,705,1894,1189,1189,1189
ZNF768_E2_747.116,ZNF768,519,971,452,452,452
ST18_E12_91.9,ST18,412,953,541,541,541
ABHD12B_858.4,ABHD12B,375,646,271,271,271
GON4L_SANT_E32_91.2,GON4L,745,1288,543,543,543
ZFP36L2_1485.265,ZFP36L2,771,1907,1136,1136,1136
FOSB_E3_63.4,FOSB,289,452,163,163,163
STK24_PKc_E4_109.3,STK24,166,258,92,92,92
TBL1XR1_8,TBL1XR1,1055,1971,916,916,916
PRDM15_E25_120.11,PRDM15,562,1238,676,676,676
ADAM9_2460.7,ADAM9,908,1934,1026,1026,1026
PRKRIR_E1_80.8,PRKRIR,554,598,44,44,44
ZNF135_E4_1170.81,ZNF135,158,169,11,11,11
RNF208_786.112,RNF208,320,545,225,225,225
WSB2_1266.186,WSB2,1324,3273,1949,1949,1949
HES3_E3_81.4,HES3,477,758,281,281,281
CREBBP_BD_e17_107.5,CREBBP,937,1016,79,79,79
PRSS50_1158.171,PRSS50,87,149,62,62,62
TRIM62_1428.68,TRIM62,405,799,394,394,394
PHF11_Phd_E5_134.7,PHF11,282,557,275,275,275
ZBTB38_BTB23122_E1_3588.398,ZBTB38,607,1739,1132,1132,1132
ROCK1_PKc_E4_138.9,ROCK1,660,920,260,260,260
MAP2K4_PKc_E7_128.3,MAP2K4,1011,2543,1532,1532,1532
ZNF449_E5_573.40,ZNF449,1144,3038,1894,1894,1894
KLHL30_BTB23130_E1_1737.342,KLHL30,452,702,250,250,250
NKX2_8_E2_171.1,NKX2,472,552,80,80,80
ZNF354C_E5_834.4,ZNF354C,1018,1658,640,640,640
DCAF12L1_1392.41,DCAF12L1,830,1905,1075,1075,1075
MYLK2_PKc_E5_41.3,MYLK2,298,391,93,93,93
MARK3_PKc_E9_120.4,MARK3,684,1123,439,439,439
BMP2K_PKc_E3_106.5,BMP2K,293,548,255,255,255
CASK_PKc_E3_106.2,CASK,555,1144,589,589,589
MXI1_E4_115.3,MXI1,1001,1738,737,737,737
STUB1_912.145,STUB1,260,351,91,91,91
SALL1_E2_2190.265,SALL1,524,787,263,263,263
HCK_PKc_E8_76.11,HCK,351,707,356,356,356
HERC5_3075.143,HERC5,531,509,-22,22,22
SMAD7_E3_436.13,SMAD7,1457,2293,836,836,836
NKX3_1_E2_177.9,NKX3,1077,2157,1080,1080,1080
KBTBD11_BTB141225_E1_1872.65,KBTBD11,64,52,-12,12,12
PML_2649.26,PML,270,597,327,327,327
CLPP_834.39,CLPP,1317,1935,618,618,618
UBE2H_552.42,UBE2H,1200,2791,1591,1591,1591
ABHD4_1029.125,ABHD4,1765,3505,1740,1740,1740
TTBK2_PKc_E5_141.2,TTBK2,368,516,148,148,148
TRIM47_1917.252,TRIM47,982,1792,810,810,810
MSH6_PWWP88195_E1_4083.425,MSH6,255,277,22,22,22
USP46_1101.36,USP46,252,475,223,223,223
EP300_e28_165.12,EP300,1032,1170,138,138,138
FBXW8_1797.232,FBXW8,399,660,261,261,261
PEX12_1080.62,PEX12,1388,1572,184,184,184
LONRF3_2280.230,LONRF3,1460,3450,1990,1990,1990
LIMK1_PKc_E9_87.4,LIMK1,830,978,148,148,148
USP17L4_1593.132,USP17L4,724,1068,344,344,344
DDB1_3423.391,DDB1,1163,1946,783,783,783
PDZRN3_3201.79,PDZRN3,824,1428,604,604,604
UBE2QL1_486.46,UBE2QL1,210,310,100,100,100
IRF7_E2_189.11,IRF7,586,1359,773,773,773
KMT2B_CXXC_E6_131.14,KMT2B,502,782,280,280,280
DTX2_1869.95,DTX2,521,1053,532,532,532
MARCH2_741.41,2-Mar,569,1094,525,525,525
SETD1A_e18_138.16,SETD1A,1489,2314,825,825,825
MAPK9_PKc_E4_59,MAPK9,372,619,247,247,247
SOX13_E13_107.3,SOX13,139,251,112,112,112
NR1D1_E3_89.6,NR1D1,696,1233,537,537,537
UBE2H_552.36,UBE2H,107,345,238,238,238
PHF6_ePhd_E3_102.1,PHF6,783,1476,693,693,693
RNF8_1458.104,RNF8,851,1325,474,474,474
TRIM28_BD_e16_138.20,TRIM28,571,992,421,421,421
ZFPM2_E8_1788.156,ZFPM2,436,558,122,122,122
CHD7_SANT_E30_184.9,CHD7,872,1088,216,216,216
TWIST1_E1_168.17,TWIST1,721,1231,510,510,510
KMT2C_14736.651,KMT2C,598,933,335,335,335
SETDB1_tudor257317_E1_3876.63,SETDB1,206,245,39,39,39
ZFX_E10_1119.5,ZFX,1263,3252,1989,1989,1989
NRF1_E4_127.1,NRF1,1389,1732,343,343,343
PRKCA_PKc_E10_174.1,PRKCA,481,973,492,492,492
APEH_2199.238,APEH,606,789,183,183,183
ZNF679_E5_492.40,ZNF679,490,1001,511,511,511
RFWD2_2124.59,RFWD2,832,1689,857,857,857
KMT2B_Phd1_E12_105.15,KMT2B,607,1283,676,676,676
PHF21B_Phd_E10_129.2,PHF21B,492,861,369,369,369
FOXI2_E1_208.1,FOXI2,781,1654,873,873,873
SPSB2_792.83,SPSB2,711,1184,473,473,473
SRY_E1_234.2,SRY,816,1388,572,572,572
PAX3_E2_222.12,PAX3,462,875,413,413,413
STAT4_E15_84.3,STAT4,879,1249,370,370,370
CDC5L_SANT_E2_104.2,CDC5L,995,585,-410,410,410
SHOX2_E3_135.0,SHOX2,957,1531,574,574,574
ASB2_1908.136,ASB2,506,1167,661,661,661
RNF103_2058.134,RNF103,875,1578,703,703,703
NR5A1_E3_142.4,NR5A1,283,547,264,264,264
FOXB2_E1_234.21,FOXB2,917,1904,987,987,987
KDM2B_10,KDM2B,972,1596,624,624,624
IGF1R_PKc_E21_82,IGF1R,629,872,243,243,243
KCTD15_BTB58145_E1_852.121,KCTD15,764,1724,960,960,960
FBXO24_1857.362,FBXO24,881,1657,776,776,776
SETD7_e8_95.12,SETD7,1333,1659,326,326,326
UBE2G2_498.35,UBE2G2,1088,1849,761,761,761
ZNF558_E10_666.48,ZNF558,1529,2110,581,581,581
ASB16_1362.73,ASB16,269,445,176,176,176
FBXL13_2208.11,FBXL13,2356,4770,2414,2414,2414
FBXL2_1,FBXL2,2356,4770,2414,2414,2414
GZMB_744.109,GZMB,1390,2324,934,934,934
KCNC3_BTB90184_E1_2274.495,KCNC3,635,983,348,348,348
ZNF80_E1_411.15,ZNF80,1652,3136,1484,1484,1484
TBX2_E6_95.1,TBX2,471,570,99,99,99
USP48_3108.237,USP48,1141,1605,464,464,464
FBXO17_864.17,FBXO17,402,853,451,451,451
RNF126_936.188,RNF126,281,442,161,161,161
KLHL25_BTB36144_E1_1770.303,KLHL25,386,1061,675,675,675
POU3F2_E1_174.29,POU3F2,1428,2884,1456,1456,1456
DTL_2193.225,DTL,651,1192,541,541,541
ZFP41_E2_237.2,ZFP41,264,399,135,135,135
TRIM58_1461.256,TRIM58,311,755,444,444,444
ATG4D_1425.108,ATG4D,1324,2274,950,950,950
KMT2B_e37_218.0,KMT2B,846,1625,779,779,779
PAPPA_4884.645,PAPPA,627,1056,429,429,429
HOXB4_E2_177.5,HOXB4,645,1001,356,356,356
IRF5_E2_156.9,IRF5,688,1204,516,516,516
ZBTB20_BTB94196_E1_2226.25,ZBTB20,411,811,400,400,400
KCNS3_BTB17116_E1_1476.182,KCNS3,339,480,141,141,141
ZNF500_E6_330.45,ZNF500,747,1665,918,918,918
TESK1_PKc_E4_147.1,TESK1,1042,2069,1027,1027,1027
CCNF_2361.308,CCNF,703,1071,368,368,368
CUL4A_2280.23,CUL4A,789,2069,1280,1280,1280
BARD1_2277.142,BARD1,658,486,-172,172,172
GLIS2_E6_53.5,GLIS2,515,646,131,131,131
STK3_PKc_E6_115.4,STK3,908,1285,377,377,377
KAT8_Chromo_E1_169.19,KAT8,496,433,-63,63,63
DCAF12L1_1392.266,DCAF12L1,852,1752,900,900,900
NR2F1_E1_208.25,NR2F1,1003,1096,93,93,93
SP7_E3_168.3,SP7,954,1632,678,678,678
ZNF777_E6_849.110,ZNF777,416,634,218,218,218
ZMYND8_Phd_E5_123.12,ZMYND8,532,695,163,163,163
RUNX1_E6_105.9,RUNX1,588,1060,472,472,472
HERC5_3075.169,HERC5,813,1123,310,310,310
ATF6_E8_162.6,ATF6,479,757,278,278,278
OTP_E2_132.5,OTP,526,1193,667,667,667
UBB_690.2,UBB,651,814,163,163,163
ZNF541_E2_78.0,ZNF541,1259,2902,1643,1643,1643
NPR2_PKc_E14_156.4,NPR2,538,772,234,234,234
TMPRSS15_3060.157,TMPRSS15,978,1600,622,622,622
HOXA6_E2_177.23,HOXA6,590,981,391,391,391
PRSS33_843.165,PRSS33,1102,1434,332,332,332
MAST1_PKc_E14_133.6,MAST1,488,615,127,127,127
CDC23_1794.135,CDC23,548,157,-391,391,391
TRIM3_2235.369,TRIM3,340,463,123,123,123
ZNF567_E6_1281.115,ZNF567,1788,2652,864,864,864
FERD3L_E1_171.24,FERD3L,656,1172,516,516,516
LONRF2_2265.196,LONRF2,551,1224,673,673,673
TRIM52_894.63,TRIM52,990,1538,548,548,548
ZBTB7C_BTB24127_E1_1860.367,ZBTB7C,264,405,141,141,141
SNRK_PKc_E3_556.3,SNRK,451,586,135,135,135
FOSB_E3_63.2,FOSB,1107,2114,1007,1007,1007
NSD1_Phd5_E22_106.7,NSD1,260,290,30,30,30
E4F1_E7_173.16,E4F1,710,995,285,285,285
AKT2_PKc_E10_129.1,AKT2,206,311,105,105,105
CBL_2721.59,CBL,253,486,233,233,233
ZNF331_E7_993.113,ZNF331,592,1132,540,540,540
RNF185_579.14,RNF185,799,1967,1168,1168,1168
ACY3_960.74,ACY3,192,313,121,121,121
PHF7_ePhd_E5_102.13,PHF7,426,875,449,449,449
TEC_PKc_E15_65.2,TEC,185,356,171,171,171
DCST1_2121.198,DCST1,193,279,86,86,86
ANAPC1_8,ANAPC1,599,1181,582,582,582
MKNK1_PKc_E8_123.18,MKNK1,189,183,-6,6,6
HACE1_2730.151,HACE1,976,1289,313,313,313
KCTD9_BTB91181_E1_1170.93,KCTD9,308,304,-4,4,4
BBX_E5_171.12,BBX,544,625,81,81,81
FLT4_PKc_E20_89.4,FLT4,550,831,281,281,281
KLK1_789.64,KLK1,977,1708,731,731,731
CASK_PKc_E3_106,CASK,646,1455,809,809,809
TDRD6_tudor15711609_E1_6291.419,TDRD6,549,986,437,437,437
DYRK2_PKc_E3_1140.73,DYRK2,182,320,138,138,138
RPS6KA1_PKc_E8_38,RPS6KA1,877,2419,1542,1542,1542
ANAPC7_1800.72,ANAPC7,852,1849,997,997,997
MIB1_3021.38,MIB1,857,1634,777,777,777
FBXO31_1620.38,FBXO31,630,1355,725,725,725
BRD1_BD_e6_237.10,BRD1,774,1609,835,835,835
MATK_PKc_E13_87,MATK,248,558,310,310,310
ZNF446_E7_69.6,ZNF446,754,1243,489,489,489
ACE_3921.503,ACE,636,848,212,212,212
FBXL5_2076.131,FBXL5,442,688,246,246,246
MAFA_E1_273.32,MAFA,629,1259,630,630,630
HES5_E2_159.5,HES5,492,674,182,182,182
PARK2_1398.83,PARK2,322,476,154,154,154
DCUN1D2_780.44,DCUN1D2,624,1057,433,433,433
ANAPC2_2469.218,ANAPC2,123,161,38,38,38
BARX2_E3_85.0,BARX2,843,1898,1055,1055,1055
PHF20L1_tudor90135_E1_858.64,PHF20L1,980,1708,728,728,728
PRSS53_1662.261,PRSS53,1088,1805,717,717,717
ZNF101_E4_495.4,ZNF101,1039,1186,147,147,147
EGR1_E2_75.0,EGR1,218,592,374,374,374
IHH_1236.199,IHH,1126,2388,1262,1262,1262
THOP1_2070.304,THOP1,753,939,186,186,186
MYF5_E1_171.0,MYF5,680,986,306,306,306
EBF4_E3_157.2,EBF4,517,812,295,295,295
ZIK1_E4_666.76,ZIK1,832,1535,703,703,703
IRF5_E3_171.19,IRF5,373,641,268,268,268
ZBTB5_BTB14121_E1_2034.4,ZBTB5,722,1273,551,551,551
PLAGL1_E7_67.2,PLAGL1,880,1647,767,767,767
ZNF423_E4_1206.100,ZNF423,2131,3753,1622,1622,1622
ZNF423_E4_1206.108,ZNF423,840,1461,621,621,621
ZNF699_E5_1254.94,ZNF699,345,353,8,8,8
CLK1_PKc_E4_40,CLK1,381,964,583,583,583
FBXO32_4,FBXO32,364,790,426,426,426
CDKL2_PKc_E7_66.4,CDKL2,386,524,138,138,138
TYK2_PKc_E16_136.3,TYK2,695,1073,378,378,378
FBXL8_1125.47,FBXL8,495,862,367,367,367
ZNF556_E4_492.39,ZNF556,1742,3255,1513,1513,1513
ID3_E1_126.3,ID3,473,715,242,242,242
NFKB1_E5_99.3,NFKB1,1421,3648,2227,2227,2227
ZNF780B_E5_1908.155,ZNF780B,1290,2030,740,740,740
CSNK1G1_PKc_E4_70.2,CSNK1G1,553,727,174,174,174
TBX5_E5_148.16,TBX5,329,1084,755,755,755
SMARCA1_SANT_E21_133.2,SMARCA1,427,887,460,460,460
TMEM129_1089.172,TMEM129,519,1295,776,776,776
DESI2_585.46,DESI2,697,1587,890,890,890
CASP6_882.75,CASP6,677,1240,563,563,563
ZNF792_E4_750.54,ZNF792,697,967,270,270,270
CDC7_PKc_E4_136.1,CDC7,744,1062,318,318,318
ARX_E2_89.6,ARX,758,1226,468,468,468
TPSG1_966.72,TPSG1,40,58,18,18,18
STK38L_PKc_E5_84,STK38L,344,637,293,293,293
KLF7_E3_124.2,KLF7,678,1372,694,694,694
IRF6_E4_171.16,IRF6,370,689,319,319,319
BRDT_BD1_e3_138.1,BRDT,952,1293,341,341,341
ESPL1_6363.595,ESPL1,790,1543,753,753,753
FBXW8_13,FBXW8,381,772,391,391,391
FBXO27_852.20,FBXO27,112,207,95,95,95
RNF165_1041.58,RNF165,538,690,152,152,152
MAP3K7_PKc_E5_139.1,MAP3K7,467,733,266,266,266
C9orf3_2460.101,C9orf3,1245,2506,1261,1261,1261
SPSB3_1068.122,SPSB3,350,1041,691,691,691
AHRR_E3_126.0,AHRR,344,668,324,324,324
ATAD2_BD_e23_86.2,ATAD2,895,1509,614,614,614
TRIM33_3384.348,TRIM33,594,1097,503,503,503
LIN28A_E2_105.18,LIN28A,385,380,-5,5,5
CCDC79_SANT_E19_144.13,CCDC79,218,335,117,117,117
GSC_E2_135.6,GSC,390,462,72,72,72
HMX3_E2_174.2,HMX3,459,716,257,257,257
PRDM5_E15_105.2,PRDM5,305,719,414,414,414
IKZF4_E5_131.19,IKZF4,1450,2009,559,559,559
CPM_1332.125,CPM,846,1335,489,489,489
JMJD4_E4_268.37,JMJD4,1047,2141,1094,1094,1094
NPEPPS_2760.21,NPEPPS,902,898,-4,4,4
