Gene	sgRNA	7qDi|beta	7qDi|z	7qDi|p-value	7qDi|fdr	7qDi|wald-p-value	7qDi|wald-fdr
TRIM72	4	-0.15721	-1.0822	0.45859	0.94053	0.27916	0.57584
DVL3	4	-0.12325	-1.514	0.55394	0.95638	0.13002	0.51558
GAD1	4	0.083836	1.3493	0.26335	0.86257	0.17724	0.51655
ZNF721	4	0.090586	1.3118	0.23049	0.83142	0.18959	0.52145
COQ2	4	0.024218	0.5098	0.62424	0.9627	0.61019	0.77055
ERCC5	4	0.1137	1.3987	0.14651	0.72547	0.1619	0.51558
MT4	4	0.013026	0.28601	0.70409	0.97149	0.77487	0.87369
VPS33A	4	-0.25571	-1.9741	0.27697	0.87732	0.048368	0.51558
C17orf96	4	-0.081313	-1.0438	0.71841	0.97471	0.29659	0.58566
EID2	4	-0.046609	-0.57018	0.89848	0.99074	0.56856	0.73827
TTPA	4	0.099257	0.83527	0.19668	0.80113	0.40356	0.66253
CD72	4	-0.033361	-0.47218	0.97743	0.99595	0.6368	0.78883
TRIM36	4	0.24317	1.6451	0.0024858	0.065963	0.099943	0.51558
USP17L11	4	-0.13921	-0.95244	0.50537	0.94581	0.34088	0.61621
SKA2	4	-1.1581	-2.7448	0.001044	0.039474	0.0060546	0.27932
TIPARP	4	0.10642	1.3855	0.16854	0.75748	0.16591	0.51558
SEC23IP	4	0.11264	1.6088	0.1497	0.72967	0.10766	0.51558
ZSCAN12	4	-0.1257	-1.494	0.54629	0.95638	0.13517	0.51558
SV2C	4	0.0095371	0.23405	0.72825	0.97471	0.81495	0.89719
DYNC2LI1	4	0.019816	0.80372	0.65631	0.96763	0.42156	0.67596
CYP2D6	4	0.049736	0.98412	0.45431	0.94053	0.32506	0.60566
SLC6A5	4	-0.065259	-0.77744	0.79596	0.98463	0.4369	0.68842
CTAGE6	4	-0.19667	-1.3243	0.37268	0.91833	0.1854	0.51999
UCP2	4	-0.023196	-0.4101	0.9561	0.99591	0.68173	0.81787
SUDS3	4	-0.70419	-1.8918	0.017053	0.23986	0.058513	0.51558
RTP2	4	0.049789	0.57385	0.45401	0.94053	0.56607	0.73657
IGFALS	4	0.057785	1.2123	0.4036	0.92391	0.22538	0.54078
SPINK8	4	0.040144	0.89036	0.51506	0.94824	0.37327	0.63946
PLCH1	4	0.034924	0.56616	0.54997	0.95638	0.57129	0.74078
L3HYPDH	4	-0.043129	-0.38461	0.91787	0.99155	0.70053	0.82979
RSAD1	4	-0.19179	-1.8656	0.38237	0.91989	0.062101	0.51558
ZNF394	4	-0.11785	-1.3946	0.57169	0.95886	0.16314	0.51558
DPP4	4	0.17313	1.1257	0.030874	0.34121	0.26028	0.56312
SCGB2A2	4	-0.020973	-0.22241	0.94193	0.9948	0.82399	0.90268
GPX2	4	-0.012312	-0.28328	0.88202	0.9894	0.77696	0.87453
OR6C65	4	-0.065281	-1.0181	0.79586	0.98463	0.30864	0.59361
GCSH	4	-0.1646	-1.7435	0.43994	0.93752	0.081249	0.51558
STYX	4	-0.088173	-0.83129	0.68718	0.96877	0.40581	0.66383
TRH	4	-0.12012	-1.5535	0.56408	0.95806	0.12031	0.51558
PEAR1	4	-0.057498	-0.89447	0.83763	0.98846	0.37107	0.63758
METTL2B	4	-0.49309	-2.1274	0.065974	0.51775	0.033385	0.51558
ENTPD4	4	-0.025262	-0.39785	0.97092	0.99595	0.69074	0.82396
TMEM126A	4	0.03735	0.9031	0.53336	0.9554	0.36647	0.63452
CARS	4	-1.5204	-2.669	9.9433e-05	0.0074074	0.0076087	0.30486
HHLA2	4	0.17231	1.3519	0.031471	0.34571	0.1764	0.51652
OR1J4	4	-0.020098	-0.5857	0.93636	0.99425	0.55808	0.73109
KLHL4	4	0.075507	1.1635	0.30536	0.89296	0.24465	0.55322
PPAPDC1A	4	0.080543	1.5422	0.27995	0.87861	0.12302	0.51558
RBM7	4	0.058861	0.95436	0.39699	0.92321	0.3399	0.61526
PTGER3	4	0.033246	0.63059	0.56115	0.95782	0.52831	0.71342
FCHSD2	4	-0.017535	-0.20243	0.91792	0.99155	0.83958	0.9119
PRDM10	4	-0.33822	-1.677	0.18127	0.77745	0.093551	0.51558
NTN5	4	0.10022	1.0611	0.19305	0.79635	0.28866	0.58095
SERF2	4	-0.082704	-1.3109	0.7114	0.97287	0.1899	0.52174
C10orf32	4	0.013878	0.16279	0.69807	0.97022	0.87069	0.92889
NFYC	4	-0.72598	-1.8849	0.014766	0.21896	0.059447	0.51558
MBNL2	4	-0.025811	-0.30445	0.9741	0.99595	0.76079	0.86695
ZNF641	4	0.13104	1.4652	0.098638	0.62697	0.14285	0.51558
ARID4B	4	-0.11442	-1.0667	0.58293	0.96051	0.28611	0.57868
C12orf74	4	-0.01026	-0.38478	0.86641	0.98846	0.7004	0.82978
KLF8	4	-0.054548	-0.81129	0.85373	0.98846	0.4172	0.67261
RNASET2	4	0.082819	0.71272	0.26827	0.86727	0.47602	0.71148
GPR21	4	0.16439	1.4949	0.04032	0.40149	0.13495	0.51558
LCE1D	4	0.12119	1.6682	0.12156	0.673	0.095274	0.51558
ACTL9	4	0.052086	0.94378	0.4389	0.93657	0.34528	0.61937
C2orf83	4	-0.10933	-1.0214	0.60063	0.9627	0.30708	0.59267
PAXIP1	4	0.12053	1.5761	0.1236	0.67858	0.115	0.51558
WDR24	4	-0.1143	-1.6117	0.58323	0.96053	0.10702	0.51558
MYBPC2	4	0.042039	0.45063	0.50333	0.94581	0.65226	0.79929
GDF3	4	0.081646	1.3186	0.27503	0.87542	0.18731	0.52086
SLC7A3	4	0.070671	1.7313	0.33176	0.90373	0.0834	0.51558
RET	4	0.039301	0.73548	0.51994	0.94882	0.46205	0.70688
TNXB	4	-0.14122	-1.716	0.4999	0.94581	0.086157	0.51558
TSC22D3	4	0.036424	0.98895	0.54022	0.95638	0.32269	0.60422
FBXO27	4	0.13064	1.6693	0.099483	0.62865	0.095059	0.51558
FBXL3	4	0.019161	0.80389	0.66073	0.96763	0.42146	0.67595
PRPF18	4	-0.23215	-1.4763	0.31252	0.89495	0.13985	0.51558
TAS2R5	4	0.051107	0.71121	0.44616	0.9404	0.47695	0.71148
C5AR1	4	0.14288	1.6676	0.072885	0.54674	0.095403	0.51558
OR56B4	4	0.022194	0.56532	0.63941	0.96508	0.57186	0.74118
TBX6	4	0.11366	1.5745	0.14666	0.72547	0.11536	0.51558
YJEFN3	4	0.078136	0.53059	0.29119	0.88445	0.5957	0.75964
UQCRC1	4	-0.21643	-1.9721	0.33718	0.9049	0.048594	0.51558
MED18	4	-1.0207	-2.0374	0.0024361	0.065772	0.041607	0.51558
GAB2	4	-0.040034	-0.66354	0.93592	0.99403	0.50699	0.71148
LMO3	4	-9.0381e-05	-0.0011904	0.79586	0.98463	0.99905	0.9995
OR4C46	4	0.11057	1.6728	0.15671	0.74322	0.094357	0.51558
NCAN	4	-0.14811	-1.3136	0.48096	0.94446	0.18899	0.52129
CTXN3	4	0.11704	1.564	0.13498	0.70337	0.11781	0.51558
AEBP1	4	-0.050999	-1.3954	0.87263	0.98846	0.1629	0.51558
RB1	4	0.042261	1.1341	0.50194	0.94581	0.25674	0.56148
ALDH3A2	4	0.081619	0.50063	0.27518	0.87542	0.61663	0.77438
HMGN1	4	-0.36518	-1.4462	0.15705	0.74347	0.14811	0.51558
WDR44	4	0.12252	1.1988	0.11763	0.66874	0.23061	0.54439
PTGES3	4	-0.55297	-2.3072	0.044397	0.42257	0.021043	0.49426
C3	4	0.0044825	0.041223	0.76375	0.97962	0.96712	0.983
ATP9A	4	0.13979	1.5721	0.079099	0.56873	0.11592	0.51558
RTL1	4	0.049911	1.4255	0.45351	0.94053	0.154	0.51558
IKBIP	4	0.12716	1.4202	0.10744	0.64974	0.15556	0.51558
VAT1L	4	0.092531	1.4098	0.22358	0.82873	0.15861	0.51558
MRPL14	4	-0.11276	-1.0137	0.58924	0.96238	0.3107	0.59515
MARCH9	4	-0.24725	-1.6001	0.289	0.88445	0.10958	0.51558
MICALL2	4	-0.024715	-0.44773	0.96684	0.99595	0.65435	0.80022
FAM183A	4	-0.023868	-0.59919	0.96132	0.99595	0.54904	0.7249
HIST1H3A	4	-0.075746	-1.1499	0.74376	0.97722	0.2502	0.55804
RPS6	4	-1.6066	-3.4485	4.9717e-05	0.005291	0.00056375	0.11189
SULT1A1	4	-0.028104	-1.0061	0.98802	0.99829	0.31438	0.59771
HIST1H2BE	4	-0.22153	-1.1282	0.32883	0.90281	0.25922	0.56304
LOC441155	4	-0.025166	-0.66872	0.97032	0.99595	0.50367	0.71148
BIRC6	4	-0.15983	-1.8347	0.45197	0.94053	0.066545	0.51558
ADAM20	4	0.10489	1.7161	0.17475	0.76655	0.086136	0.51558
CCDC110	4	0.16387	1.6049	0.040917	0.40422	0.10852	0.51558
SKIL	4	0.090246	0.92597	0.23228	0.83212	0.35446	0.62524
ANKK1	4	0.10689	1.3907	0.16715	0.75628	0.16432	0.51558
ACAP3	4	0.018896	0.44277	0.66262	0.96763	0.65794	0.80224
TNRC6A	4	0.014028	0.17374	0.69673	0.96956	0.86207	0.924
TXNL1	4	-0.037986	-1.5545	0.94869	0.99591	0.12006	0.51558
MAGEA5	4	0.068933	1.6844	0.33996	0.90534	0.092112	0.51558
LYSMD2	4	0.1733	1.5548	0.030725	0.34087	0.11998	0.51558
DYSF	4	-0.042729	-0.78111	0.92011	0.99155	0.43474	0.68683
BCL2L2-PABPN1	4	-1.1821	-2.3482	0.00099433	0.038241	0.018864	0.47118
WRAP73	4	0.093149	1.2606	0.22109	0.82735	0.20746	0.52926
ASH2L	4	-0.65675	-2.1076	0.022919	0.28334	0.035068	0.51558
ZNF316	4	0.13178	1.05	0.096699	0.622	0.29374	0.5845
EVI5L	4	-0.2387	-1.5208	0.30233	0.89086	0.12832	0.51558
PPP5D1	4	-0.17449	-1.6369	0.41777	0.92777	0.10164	0.51558
AGAP5	4	-0.17027	-1.2426	0.42721	0.93263	0.21402	0.53333
PLAU	4	0.0084804	0.18032	0.73635	0.97654	0.8569	0.92121
POLR3C	4	-2.1057	-3.2437	0	0	0.00118	0.14583
LRRC1	4	-0.014764	-0.28605	0.89937	0.99074	0.77484	0.87369
MARK1	4	0.054364	0.96504	0.42523	0.93263	0.33452	0.61203
INSR	4	-0.034949	-0.40644	0.96744	0.99595	0.68442	0.81987
BCLAF1	4	-0.50118	-1.5505	0.062643	0.50399	0.12101	0.51558
MSANTD3	4	0.054099	0.89337	0.42692	0.93263	0.37166	0.63817
CHMP3	4	-0.84248	-2.2114	0.00701	0.13239	0.027011	0.51558
CKLF	4	0.13659	1.379	0.08596	0.59065	0.16789	0.51558
POMGNT1	4	0.019884	0.19686	0.65591	0.96763	0.84394	0.91431
FAM47B	4	0.088504	1.3814	0.23993	0.83858	0.16716	0.51558
NCOA4	4	-0.24437	-2.0484	0.29263	0.88445	0.040518	0.51558
FRZB	4	0.11783	1.7301	0.13249	0.69698	0.083608	0.51558
CCT2	4	-1.4112	-3.1609	0.00014915	0.0095238	0.001573	0.16143
MOB2	4	0.025142	0.35207	0.61693	0.9627	0.72478	0.84468
SDPR	4	0.041044	1.4505	0.51029	0.94753	0.14693	0.51558
HRASLS2	4	0.086025	1.1615	0.25291	0.85095	0.24546	0.55375
ELOVL1	4	0.03604	0.46928	0.54261	0.95638	0.63887	0.79015
PANK3	4	0.075294	1.2297	0.30625	0.89296	0.21882	0.53599
CDK19	4	0.081759	1.6811	0.27449	0.87496	0.09275	0.51558
PLEKHF2	4	-0.0089027	-0.086543	0.85617	0.98846	0.93103	0.96322
ECD	4	-1.5456	-3.5795	9.9433e-05	0.0074074	0.00034426	0.10035
TGIF2LY	4	0.17326	1.1723	0.030775	0.34105	0.24108	0.55112
PPP1R1B	4	0.068981	0.79826	0.33976	0.90532	0.42472	0.67875
TRIM21	4	-0.047078	-0.94123	0.89564	0.99074	0.34658	0.62057
PCBP1	4	-1.346	-3.3103	0.00024858	0.013966	0.00093179	0.1368
HIST1H2AB	4	-0.28745	-1.8201	0.2362	0.83483	0.06875	0.51558
VSIG1	4	0.016338	0.53872	0.68067	0.96877	0.59008	0.75526
HPCAL1	4	0.058733	0.66685	0.39778	0.92321	0.50487	0.71148
SLAMF6	4	-0.056988	-0.66574	0.84071	0.98846	0.50558	0.71148
CCDC78	4	-0.013899	-0.16611	0.89376	0.99074	0.86807	0.92735
TNPO2	4	-0.083016	-1.0667	0.7102	0.97244	0.28609	0.57868
CYSTM1	4	0.015435	0.1461	0.68589	0.96877	0.88384	0.93665
C2CD4B	4	0.099115	1.1539	0.19737	0.80202	0.24853	0.55666
C1orf101	4	0.075108	1.2408	0.307	0.89337	0.21467	0.53381
SPATC1	4	0.066027	1.0559	0.35692	0.91294	0.29101	0.58278
ZNF670	4	0.068233	1.0406	0.34354	0.90654	0.29805	0.58671
GSX1	4	-0.16992	-1.2934	0.42816	0.93286	0.19586	0.52385
SYVN1	4	-0.19099	-1.8422	0.38381	0.91989	0.065442	0.51558
RNF26	4	0.065579	1.2049	0.3592	0.91294	0.22823	0.54256
XPR1	4	-0.24758	-1.6988	0.28841	0.88445	0.08936	0.51558
GNAL	4	0.13501	1.3701	0.089888	0.60657	0.17064	0.51558
TRPA1	4	0.09631	1.4551	0.20806	0.8131	0.14564	0.51558
SERF1A	4	-0.21991	-1.038	0.33126	0.90373	0.29929	0.58738
NHSL1	4	-0.13024	-1.7607	0.53316	0.95537	0.078297	0.51558
LRP4	4	0.077657	0.73712	0.29358	0.88445	0.46105	0.70624
MCF2	4	0.05714	1.2634	0.40678	0.92427	0.20644	0.5287
FASTKD1	4	0.02904	0.99318	0.59198	0.9627	0.32062	0.6022
CCDC47	4	-0.18163	-0.99746	0.40226	0.92391	0.31854	0.6013
SCD	4	-1.4834	-3.459	9.9433e-05	0.0074074	0.00054209	0.11189
CD79B	4	-0.066093	-0.88166	0.79154	0.98393	0.37796	0.64324
CT45A1	2	0.015732	0.32785	0.8248	0.98846	0.74303	0.85629
RIPPLY3	4	-0.0030838	-0.035129	0.81684	0.98732	0.97198	0.9852
ACVR2B	4	0.074258	0.68748	0.31187	0.89495	0.49178	0.71148
DNASE1L1	4	0.067399	1.1873	0.34836	0.90894	0.23511	0.54734
ACTB	4	-0.37252	-1.9901	0.15089	0.73128	0.046584	0.51558
LRWD1	4	-0.066285	-0.66707	0.79035	0.98393	0.50473	0.71148
ATPAF1	4	0.057628	1.122	0.4043	0.92391	0.26186	0.56409
BNIP2	4	-0.11162	-1.1224	0.59302	0.9627	0.26169	0.56409
OLFML1	4	0.0039838	0.13326	0.76723	0.97962	0.89399	0.94301
ANKRD36B	4	-0.046542	-0.44096	0.89868	0.99074	0.65924	0.80295
GIPC1	4	-0.5918	-2.4784	0.034553	0.3656	0.013196	0.39381
RPL36A	4	-0.23985	-1.5361	0.30019	0.88886	0.12452	0.51558
MBD3L2	4	-0.65824	-2.1022	0.02282	0.28298	0.035532	0.51558
TPRG1L	4	-0.24012	-1.5931	0.29989	0.88863	0.11114	0.51558
NPHP3	4	-0.061828	-1.1221	0.81406	0.98633	0.26181	0.56409
UBE2U	4	0.077767	1.5826	0.29313	0.88445	0.1135	0.51558
NIT1	4	-0.0058388	-0.46781	0.83539	0.98846	0.63992	0.79079
ZNF774	4	-0.047681	-0.54693	0.89281	0.99074	0.58443	0.7511
MMP28	4	0.0017731	0.019032	0.78319	0.98278	0.98482	0.99276
GJB2	4	-0.050626	-0.61405	0.87486	0.98846	0.53918	0.71774
LOC100505549	4	0.097262	1.6251	0.20409	0.80734	0.10414	0.51558
SDSL	4	0.067567	1.4826	0.34732	0.90833	0.13817	0.51558
DAD1	4	-2.0543	-3.84	0	0	0.00012302	0.070285
OR10W1	4	0.015912	0.29384	0.68281	0.96877	0.76888	0.87121
MXD1	4	0.0032173	0.045924	0.77235	0.98068	0.96337	0.98058
PLAC8L1	4	-0.03767	-0.93676	0.95053	0.99591	0.34888	0.62211
SMC3	4	-0.71991	-1.8126	0.015313	0.22367	0.069894	0.51558
ATP1A1	4	-1.49	-2.8943	9.9433e-05	0.0074074	0.0038005	0.22848
HOXB13	4	-0.011426	-0.37251	0.87506	0.98846	0.70951	0.83501
ZFP92	4	0.015901	0.43263	0.68291	0.96877	0.66528	0.80689
NPM1	4	-0.66752	-1.9867	0.021478	0.27359	0.046952	0.51558
INSL5	4	0.0038694	0.059299	0.76772	0.97973	0.95271	0.97476
ITGA10	4	0.03883	0.80178	0.52317	0.95017	0.42268	0.67673
DSCR4	4	-0.08335	-1.0868	0.70881	0.97244	0.27712	0.5746
BYSL	4	-0.35546	-1.6966	0.16506	0.75384	0.089764	0.51558
C6orf201	4	0.054374	0.59412	0.42523	0.93263	0.55243	0.72684
EDN3	4	0.08935	1.5122	0.2361	0.83483	0.13049	0.51558
PDK1	4	0.0039082	0.13789	0.76748	0.97963	0.89033	0.94065
ANO1	4	0.057662	1.3144	0.4041	0.92391	0.18872	0.52129
SYCP2L	4	-0.052175	-0.53348	0.86631	0.98846	0.5937	0.75801
ACSL6	4	0.062413	1.3204	0.37586	0.91857	0.18671	0.52086
FBXO16	4	0.12496	1.5792	0.11196	0.65781	0.11429	0.51558
RUVBL1	4	-2.4199	-4.7334	0	0	2.2083e-06	0.011104
BCAP31	4	0.041226	0.93416	0.50935	0.94753	0.35022	0.6229
SVOP	4	-0.026841	-0.36549	0.97937	0.99656	0.71474	0.83862
SRP72	4	-0.60617	-2.0951	0.031371	0.34481	0.036166	0.51558
NCDN	4	-0.048616	-0.85584	0.88789	0.99064	0.39209	0.65445
GLTSCR1	4	0.2205	1.58	0.0059163	0.11747	0.11411	0.51558
ZNF347	4	0.071951	1.0059	0.3253	0.90222	0.31446	0.59771
PPP2R1B	4	0.0070938	0.096095	0.74669	0.97774	0.92344	0.95881
HSD17B3	4	0.049761	0.57833	0.45416	0.94053	0.56304	0.73407
GMPR	4	-0.10486	-1.3775	0.61838	0.9627	0.16837	0.51558
ANKRD26	4	0.14941	1.3978	0.060505	0.49311	0.16219	0.51558
CHEK2	4	-0.16721	-1.2399	0.43328	0.93432	0.21502	0.53404
FBXL8	4	0.0073596	0.15639	0.74446	0.97729	0.87572	0.93174
DNAH2	4	-0.10367	-1.3502	0.62355	0.9627	0.17694	0.51652
CASZ1	4	-0.023404	-1.3281	0.95814	0.99595	0.18416	0.51969
NEDD8-MDP1	4	-0.17519	-1.3139	0.41623	0.92749	0.1889	0.52129
PYGO1	4	0.12649	1.1416	0.10853	0.65125	0.25364	0.56006
PLRG1	4	-1.1251	-2.7962	0.0011932	0.040956	0.0051708	0.25501
SLC25A33	4	-0.060049	-0.70741	0.82356	0.98846	0.47931	0.71148
TCERG1	4	-0.61019	-2.0911	0.030526	0.33941	0.036522	0.51558
FXYD3	4	-0.006844	-0.12604	0.84309	0.98846	0.8997	0.94596
C4orf29	4	0.1224	1.068	0.11813	0.67043	0.28551	0.5785
NAE1	4	-0.62274	-2.0866	0.02809	0.32434	0.036928	0.51558
SRP14	4	-1.3154	-3.0258	0.00034802	0.017632	0.0024796	0.19528
DPYSL3	4	0.054736	1.2346	0.42289	0.93197	0.21697	0.53488
ZMPSTE24	4	0.10021	1.0183	0.19305	0.79635	0.30854	0.59352
GUCA2B	4	0.16946	1.5121	0.034951	0.36845	0.13052	0.51558
CLEC7A	4	-0.040997	-0.62128	0.93005	0.99264	0.53441	0.71585
B4GALT5	4	0.033928	0.34835	0.55608	0.95638	0.72758	0.8464
HIST1H2BA	4	0.15528	1.6852	0.051805	0.45903	0.091952	0.51558
SPAM1	4	0.0042204	0.038035	0.76554	0.97962	0.96966	0.98437
TFAM	4	-0.093796	-1.0724	0.66282	0.96763	0.28355	0.57782
STAMBP	4	-0.097973	-1.2528	0.64632	0.96634	0.21028	0.53071
IFIT1	4	0.12466	1.5115	0.11246	0.65815	0.13065	0.51558
RPL17-C18orf32	4	-1.9407	-3.1269	0	0	0.0017667	0.16528
PRL	4	0.063892	1.2044	0.36741	0.91574	0.22845	0.54256
HLA-DRB5	4	0.038962	0.56985	0.52247	0.95017	0.56878	0.73839
C11orf96	4	-0.0712	-1.0873	0.76588	0.97962	0.27691	0.57438
MAZ	4	-0.10273	-1.7136	0.62593	0.9627	0.086611	0.51558
ACTN1	4	0.14694	1.6085	0.06483	0.51298	0.10773	0.51558
C15orf52	4	0.049846	0.70042	0.45376	0.94053	0.48367	0.71148
EDA2R	4	0.13308	1.6012	0.093964	0.61606	0.10933	0.51558
NAA10	4	-1.6264	-3.3795	4.9717e-05	0.005291	0.00072624	0.12187
PKN2	4	-0.21851	-1.5845	0.3334	0.9049	0.11307	0.51558
GOLGA6L9	4	-0.29848	-1.0938	0.22368	0.82873	0.27406	0.57195
SAE1	4	-1.3939	-3.0176	0.00019887	0.012085	0.0025482	0.19714
CCDC121	4	-0.045068	-0.48065	0.90589	0.99135	0.63076	0.78452
SEMA3F	4	-0.059262	-0.72922	0.82773	0.98846	0.46587	0.70908
COL6A1	4	0.11635	1.412	0.13732	0.71028	0.15794	0.51558
TMSB4X	4	0.0081905	0.11343	0.73819	0.97671	0.90969	0.9518
ALDOA	4	-1.7743	-3.7532	0	0	0.0001746	0.076144
HSP90AA1	4	-0.23748	-1.1736	0.30437	0.89281	0.24055	0.55076
DCAF8L1	4	0.16038	1.2614	0.044646	0.42339	0.20717	0.52926
POLR2L	4	-2.3496	-4.4582	0	0	8.2657e-06	0.022339
TRPC6	4	0.066467	1.568	0.35398	0.91201	0.11689	0.51558
CUL5	4	0.16336	1.1484	0.041315	0.40616	0.25079	0.55819
STX10	4	-0.1125	-1.2061	0.59009	0.96238	0.22776	0.54224
PPP1R16B	4	0.094429	1.5276	0.21567	0.82244	0.12661	0.51558
KPNA7	4	-0.008832	-0.16331	0.85592	0.98846	0.87027	0.92873
RSPO3	4	-0.012386	-0.45575	0.88272	0.98949	0.64857	0.79671
OR2A4	4	-0.29386	-1.5524	0.22904	0.82904	0.12056	0.51558
ACTL10	4	0.18606	1.6288	0.019936	0.26295	0.10337	0.51558
CAPS2	4	-0.0534	-1.3884	0.86	0.98846	0.16502	0.51558
PDCL3	4	-0.039327	-0.3204	0.94039	0.9948	0.74867	0.85919
DNAJA2	4	0.044501	0.54877	0.48886	0.94493	0.58316	0.75013
ATG13	4	-0.071018	-1.6371	0.76663	0.97962	0.10162	0.51558
ZNF324	4	-0.027342	-1.1285	0.98305	0.99748	0.25913	0.56304
ZNF681	4	0.091158	1.296	0.2283	0.82886	0.19498	0.52385
C9orf89	4	0.11342	1.4356	0.14736	0.72576	0.15111	0.51558
SLC16A8	4	-0.044402	-1.0439	0.90966	0.99155	0.29654	0.58566
THOC2	4	-0.87666	-2.2927	0.0057671	0.11497	0.021867	0.50329
SIRT4	4	-0.1236	-0.90677	0.55275	0.95638	0.36453	0.63359
IRGM	4	0.10097	1.2285	0.19056	0.79358	0.21926	0.536
DOK5	4	-0.010764	-0.025077	0.86969	0.98846	0.97999	0.9897
ABCC12	4	-0.018816	-0.50627	0.92672	0.99218	0.61267	0.77199
EPB41	4	0.090267	1.3814	0.23218	0.83212	0.16715	0.51558
DHX16	4	-0.64683	-2.1832	0.02461	0.29748	0.029024	0.51558
NPTXR	4	-0.047331	-1.4218	0.89435	0.99074	0.1551	0.51558
FOXP3	4	0.035994	0.73639	0.54281	0.95638	0.46149	0.70664
GCM2	4	0.14068	1.2933	0.076912	0.56128	0.1959	0.52385
NGLY1	4	-0.19968	-1.9981	0.36726	0.91574	0.045703	0.51558
ACSM3	4	0.052884	0.69376	0.43457	0.9346	0.48784	0.71148
LPIN1	4	0.02383	0.2367	0.62698	0.96272	0.81289	0.89627
KIAA1024L	4	0.048271	1.2201	0.46306	0.94193	0.22244	0.53847
CCDC12	4	-0.30135	-1.3349	0.2199	0.82734	0.18192	0.51888
ATP6V1B1	4	-0.14483	-1.6058	0.48956	0.94493	0.10831	0.51558
HNRNPH1	4	-0.39123	-2.2272	0.13419	0.70049	0.025935	0.51558
RCHY1	4	0.042723	0.69211	0.49856	0.94581	0.48887	0.71148
SIDT1	4	0.14949	1.3825	0.060207	0.4927	0.16682	0.51558
ADRB3	4	0.07618	1.2784	0.30123	0.88933	0.2011	0.52667
MYO9B	4	-0.12996	-1.8915	0.53391	0.9556	0.05856	0.51558
PIP5K1C	4	-0.076563	-0.92116	0.74018	0.97671	0.35697	0.62738
MC2R	4	0.15759	1.6722	0.048325	0.44182	0.094488	0.51558
ZDHHC22	4	0.0056714	0.088333	0.75614	0.97943	0.92961	0.96256
RNF175	4	0.10017	1.6373	0.1932	0.79647	0.10156	0.51558
IDH3G	4	0.15077	1.5937	0.058218	0.48576	0.11099	0.51558
CALCRL	4	-0.026657	-0.24915	0.97817	0.9961	0.80324	0.89041
DUSP5	4	0.15173	1.6541	0.057025	0.48274	0.09811	0.51558
TMEM144	4	0.084609	1.5039	0.25972	0.85949	0.13261	0.51558
IGFL1	4	0.103	1.0692	0.18211	0.77891	0.28499	0.57844
TYK2	4	-0.077893	-1.4436	0.73372	0.97554	0.14886	0.51558
PIP	4	0.1049	1.5893	0.17475	0.76655	0.11198	0.51558
ACOT2	4	0.049174	0.97277	0.45754	0.94053	0.33067	0.61016
OR8B4	4	0.13903	1.5766	0.080789	0.5736	0.11489	0.51558
GALNT11	4	0.06674	0.93067	0.35194	0.91095	0.35203	0.62411
SLAIN2	4	0.04177	1.1811	0.50522	0.94581	0.23756	0.5489
C10orf91	4	0.05925	1.3698	0.39455	0.92321	0.17074	0.51558
KRT1	4	-0.13762	-1.4467	0.51009	0.94753	0.14799	0.51558
LYZ	4	0.025981	0.2744	0.61176	0.9627	0.78378	0.87829
ZSCAN21	4	-0.059233	-1.0126	0.82783	0.98846	0.31127	0.59548
OGFOD2	4	-0.0047359	-0.082986	0.82818	0.98846	0.93386	0.96475
GREM1	4	0.016708	0.24274	0.67813	0.96877	0.80821	0.89345
PSPC1	4	-0.15326	-1.3469	0.46863	0.94199	0.17801	0.51693
PCDHB10	4	0.0027851	0.071982	0.77503	0.98075	0.94262	0.96946
DHX32	4	0.095249	1.6406	0.21249	0.81947	0.10088	0.51558
RFPL1	4	-0.070239	-0.69903	0.77061	0.98003	0.48453	0.71148
NCAPG2	4	-1.0352	-2.3001	0.0022372	0.063202	0.021442	0.49993
ITIH3	4	0.054158	1.2823	0.42647	0.93263	0.19973	0.52589
SNIP1	4	-0.57067	-1.7441	0.040121	0.3999	0.081147	0.51558
P2RY14	4	0.11577	1.0295	0.13906	0.71279	0.30324	0.58967
CIB1	4	0.067319	1.278	0.34921	0.90996	0.20125	0.52669
FUNDC1	4	-0.013286	-0.4424	0.88903	0.99064	0.6582	0.80236
TRIM50	4	-0.26641	-1.741	0.2623	0.86209	0.081675	0.51558
TARBP1	4	0.0048102	0.067033	0.76216	0.9795	0.94656	0.97128
GGTLC2	4	-0.40145	-1.2865	0.12563	0.68359	0.19828	0.52511
TMEM151B	4	0.014901	0.467	0.69041	0.96877	0.6405	0.791
COASY	4	-1.4538	-3.4513	9.9433e-05	0.0074074	0.00055789	0.11189
PRDM16	4	0.024555	0.39352	0.62176	0.9627	0.69394	0.82585
ZNF585A	4	0.045564	0.34608	0.48136	0.94446	0.72928	0.84742
C19orf71	4	-0.06523	-1.3008	0.79611	0.98463	0.19333	0.52338
CUX1	4	-0.10081	-0.92187	0.63359	0.96508	0.3566	0.62703
OR9Q1	4	0.00035855	0.0047215	0.79303	0.98393	0.99623	0.99827
DIO1	4	0.06097	0.85544	0.38446	0.92027	0.39231	0.65447
PID1	4	0.10803	1.3355	0.16421	0.75348	0.1817	0.51855
PENK	4	0.12558	1.4573	0.11067	0.65654	0.14503	0.51558
RIN2	4	0.064005	0.7766	0.36686	0.91574	0.4374	0.68842
