sgRNA,Gene,Vaco_Ts13_D0,Vaco_Ts13_D10
161223362,APOA2,734,823
161222970,APOA2,1422,1341
161223043,APOA2,987,704
116821478,APOA4,1403,1158
116821412,APOA4,2238,1986
116821843,APOA4,1221,1056
116821688,APOA4,2870,2276
21032363,APOB,1801,2123
21009833,APOB,2390,2295
21015095,APOB,2141,1966
21019874,APOB,1086,1115
7652497,APOBEC1,854,1126
7652699,APOBEC1,930,904
7652560,APOBEC1,1671,1142
7652817,APOBEC1,1636,1312
44914920,APOC1,2319,1119
44916229,APOC1,893,596
44914945,APOC1,1260,1040
44916268,APOC1,1208,1233
25224411,AQP8,1795,1939
25221532,AQP8,1787,1247
25217279,AQP8,1821,1582
25217432,AQP8,1892,1323
44948523,APOC2,455,320
44948822,APOC2,1196,1124
44948764,APOC2,748,457
44948502,APOC2,375,223
116830635,APOC3,3359,3766
116830800,APOC3,2395,1973
116830866,APOC3,2408,2568
116832776,APOC3,2534,1785
44944808,APOC4,1366,1166
44944758,APOC4,1700,975
44942300,APOC4,1521,1387
44944870,APOC4,1133,754
195573863,APOD,370,472
195569125,APOD,600,652
195573963,APOD,562,661
195571342,APOD,393,457
44907825,APOE,877,594
44908739,APOE,946,697
44908683,APOE,1030,835
44908583,APOE,808,708
66228091,APOH,863,1232
66220711,APOH,1903,2239
66226080,APOH,711,971
66216937,APOH,606,685
26000093,APP,1133,897
25982424,APP,844,526
26051140,APP,637,646
25975070,APP,1383,834
88811564,APRT,1953,1069
88810483,APRT,1842,1123
88811610,APRT,2111,1321
88810434,APRT,857,332
50858048,KLK3,2817,2118
50856254,KLK3,2020,1638
50858123,KLK3,1914,2010
50856340,KLK3,75,90
89010556,FAS,1190,1408
89010767,FAS,1580,1204
89003145,FAS,1492,1364
89007730,FAS,2097,1848
172659447,FASLG,405,356
172665670,FASLG,859,672
172659501,FASLG,314,225
172659278,FASLG,979,693
9894621,SHROOM2,1800,1999
9895753,SHROOM2,1667,1984
9895007,SHROOM2,421,697
9932348,SHROOM2,305,425
30912290,AQP1,1133,1339
30912197,AQP1,672,788
30912023,AQP1,500,404
30922153,AQP1,410,405
49951168,AQP2,1025,1046
49950952,AQP2,748,859
49951040,AQP2,1341,1305
49951096,AQP2,77,118
33443381,AQP3,2047,2053
33442500,AQP3,1545,1274
33443841,AQP3,1980,1064
33442451,AQP3,2445,2723
26862424,AQP4,1067,1049
26861274,AQP4,469,297
26862357,AQP4,816,842
26862286,AQP4,984,964
49963619,AQP5,827,591
49963508,AQP5,305,213
49962337,AQP5,399,277
49963577,AQP5,733,144
49973277,AQP6,436,353
49973565,AQP6,505,587
49973336,AQP6,988,867
49973427,AQP6,426,424
33385763,AQP7,1100,332
33395135,AQP7,871,662
33386512,AQP7,655,725
33386437,AQP7,1074,25
58166786,AQP9,969,1094
58173173,AQP9,2409,2205
58179141,AQP9,1256,893
58174954,AQP9,275,327
67546645,AR,2642,2715
67545703,AR,1082,1181
67545527,AR,1030,855
67546299,AR,1018,1238
16177585,ABCC6,1037,864
16198057,ABCC6,804,447
16188905,ABCC6,482,402
16173289,ABCC6,521,229
47565279,ARAF,1273,1432
47563059,ARAF,550,737
47567021,ARAF,605,409
47563325,ARAF,724,760
118581426,ARCN1,1477,900
118584584,ARCN1,1380,887
118592719,ARCN1,1234,836
118583354,ARCN1,700,409
65611839,TRIM23,915,497
65618098,TRIM23,1981,1408
65610899,TRIM23,1646,1182
65611649,TRIM23,2208,1007
74449227,AREG,565,517
74446778,AREG,2021,1970
74446686,AREG,457,523
74446573,AREG,303,179
228097357,ARF1,1282,536
228097219,ARF1,434,656
228097633,ARF1,449,423
228097425,ARF1,1217,296
48940064,ARF3,2148,2763
48940981,ARF3,700,826
48940952,ARF3,1308,1059
48940025,ARF3,1396,1594
57583898,ARF4,865,734
57584388,ARF4,1088,360
57575672,ARF4,683,685
57597106,ARF4,818,603
43400031,ARL4D,66,54
43400107,ARL4D,1886,1119
43399991,ARL4D,576,508
43399927,ARL4D,1587,1380
127588561,ARF5,484,473
127589159,ARF5,1189,629
127590133,ARF5,570,639
127590094,ARF5,593,455
49893996,ARF6,1245,575
49894024,ARF6,1006,352
49893861,ARF6,499,231
49893956,ARF6,730,468
131581321,ARG1,427,412
131582649,ARG1,1255,1232
131576700,ARG1,290,350
131583125,ARG1,564,704
67642273,ARG2,839,1123
67620080,ARG2,1759,1284
67646655,ARG2,453,356
67646986,ARG2,525,774
49368470,RHOA,280,332
49362600,RHOA,954,982
49375451,RHOA,545,376
49368436,RHOA,228,260
20447561,RHOB,396,452
20447602,RHOB,670,469
20447701,RHOB,933,737
20447773,RHOB,782,383
112703769,RHOC,1753,1241
112703072,RHOC,1064,646
112703709,RHOC,1647,1245
112702611,RHOC,761,673
150487335,RND3,1618,1204
150471632,RND3,1615,1483
150474942,RND3,1910,1686
150486705,RND3,1276,975
3827967,RHOG,1153,779
3827863,RHOG,536,507
3827910,RHOG,304,195
3828033,RHOG,301,162
46695732,ARHGAP1,736,523
46681011,ARHGAP1,1268,1229
46682067,ARHGAP1,1257,691
46688247,ARHGAP1,1438,1053
153913411,ARHGAP4,1257,1315
153919247,ARHGAP4,221,226
153912728,ARHGAP4,1143,951
153913853,ARHGAP4,1213,1212
32093026,ARHGAP5,681,1030
32092627,ARHGAP5,454,371
32093452,ARHGAP5,1066,1174
32090991,ARHGAP5,1146,1415
11169510,ARHGAP6,2271,2153
11664260,ARHGAP6,2401,3074
11664446,ARHGAP6,1844,1741
11179435,ARHGAP6,2229,2267
81869192,ARHGDIA,1109,759
81869755,ARHGDIA,1033,833
81869608,ARHGDIA,470,233
81869226,ARHGDIA,574,521
14950558,ARHGDIB,2092,2421
14949871,ARHGDIB,1565,1430
14944788,ARHGDIB,2307,2411
14949817,ARHGDIB,891,770
282094,ARHGDIG,1319,1097
281889,ARHGDIG,533,461
282475,ARHGDIG,975,725
281781,ARHGDIG,848,641
40243511,RHOH,1548,1568
40243445,RHOH,860,869
40243649,RHOH,1013,1200
40243744,RHOH,1859,1528
101401067,ARL1,1864,1591
101401167,ARL1,1296,1108
101405952,ARL1,445,457
101405889,ARL1,1138,1530
72240050,PHOX2A,1987,1807
72241149,PHOX2A,1595,2049
72243894,PHOX2A,938,1099
72243944,PHOX2A,1522,1936
65018646,ARL2,626,634
65018408,ARL2,630,282
65018438,ARL2,693,387
65018615,ARL2,1545,1632
102699464,ARL3,554,612
102705351,ARL3,508,494
102699434,ARL3,729,605
102685986,ARL3,886,480
150846277,ARNT,601,423
150839530,ARNT,295,133
150818003,ARNT,605,357
150831863,ARNT,592,302
13358516,ARNTL,2139,2512
13372287,ARNTL,1231,1489
13369647,ARNTL,1114,1224
13357073,ARNTL,423,560
70276675,ARR3,1467,2093
70277401,ARR3,2194,2371
70276250,ARR3,1188,1273
70270116,ARR3,1114,1309
75278702,ARRB1,1247,1539
75283391,ARRB1,690,600
75278620,ARRB1,895,793
75281109,ARRB1,1590,1605
4718651,ARRB2,722,638
4718271,ARRB2,620,498
4716029,ARRB2,725,802
4717911,ARRB2,607,682
50627197,ARSA,467,364
50627677,ARSA,2431,2179
50626211,ARSA,1159,1045
50626847,ARSA,989,784
78955447,ARSB,1548,1731
78985073,ARSB,1215,901
78969027,ARSB,1049,847
78885824,ARSB,1563,1203
7276052,STS,878,1149
7259469,STS,2155,2574
7257356,STS,1703,2003
7259745,STS,54,91
2910686,ARSD,1509,1660
2921904,ARSD,984,1252
2915583,ARSD,621,856
2918195,ARSD,987,1113
2949445,ARSE,784,994
2955424,ARSE,1873,2092
2946022,ARSE,524,660
2943109,ARSE,667,758
3084370,ARSF,2149,2467
3101139,ARSF,1576,1940
3089558,ARSF,2187,1810
3076640,ARSF,2033,2308
3659600,ART1,804,721
3659659,ART1,528,528
3660133,ART1,486,354
3659716,ART1,29,5
76081887,ART3,782,619
76082348,ART3,690,695
76081960,ART3,1231,1007
76082212,ART3,796,813
14840854,ART4,967,995
14840940,ART4,675,596
14841063,ART4,651,804
14840733,ART4,620,641
19979029,ARVCF,1436,1507
19981707,ARVCF,1529,1596
19980018,ARVCF,483,598
19990586,ARVCF,965,644
18069829,ASAH1,832,1189
18061700,ASAH1,1215,1107
18067238,ASAH1,895,1060
18084677,ASAH1,947,733
102958559,ASCL1,1825,1695
102958637,ASCL1,2867,3214
102958326,ASCL1,543,561
102958685,ASCL1,672,721
2270044,ASCL2,571,226
2270199,ASCL2,1267,787
2270252,ASCL2,1352,1279
2270097,ASCL2,804,803
7174436,ASGR1,2455,2100
7178494,ASGR1,2501,2213
7176863,ASGR1,2146,2417
7177211,ASGR1,1752,1290
7108489,ASGR2,641,388
7107880,ASGR2,1702,1821
7107112,ASGR2,465,458
7107303,ASGR2,597,619
34262854,ASIP,537,598
34260499,ASIP,1499,1387
34260453,ASIP,131,130
34260522,ASIP,862,904
66082414,ASL,1696,1892
66087774,ASL,600,506
66081894,ASL,388,319
66083136,ASL,555,392
1624384,ASMT,1666,1675
1615247,ASMT,1180,1476
1624308,ASMT,1108,1093
1629904,ASMT,914,1363
12745495,ASNA1,979,636
12737631,ASNA1,1361,751
12745426,ASNA1,1018,414
12745702,ASNA1,2352,1950
97858879,ASNS,1772,1404
97864339,ASNS,658,356
97858297,ASNS,926,282
97859250,ASNS,1409,912
3481730,ASPA,1463,1294
3481637,ASPA,1431,1320
3489236,ASPA,870,769
3476256,ASPA,2262,1997
61644615,ASPH,1828,1220
61567275,ASPH,1631,1138
61562799,ASPH,1869,857
61637987,ASPH,813,310
130452292,ASS1,1099,578
130464160,ASS1,1694,1812
130466795,ASS1,1068,919
130471511,ASS1,1403,1691
177032478,ASTN1,1562,1206
176965214,ASTN1,1656,1798
177024657,ASTN1,1747,1725
177032793,ASTN1,858,881
173909825,SERPINC1,897,1188
173914729,SERPINC1,661,607
173910819,SERPINC1,579,456
173914805,SERPINC1,692,662
72957963,ZFHX3,848,731
72959248,ZFHX3,476,539
72950825,ZFHX3,196,134
72958543,ZFHX3,703,591
50814148,ATF1,1033,989
50814025,ATF1,812,971
50795982,ATF1,635,613
50809489,ATF1,733,574
212615192,ATF3,896,759
212615059,ATF3,1125,826
212615100,ATF3,565,678
212615236,ATF3,1948,2234
39521890,ATF4,1036,570
39521667,ATF4,549,229
39521953,ATF4,790,684
39521558,ATF4,97,41
215326027,ATIC,1176,655
215334967,ATIC,431,180
215332400,ATIC,335,133
215312581,ATIC,404,5
108244114,ATM,1522,1797
108299870,ATM,434,215
108272828,ATM,2009,2359
108250808,ATM,1968,1239
8495095,RERE,836,639
8362831,RERE,1392,826
8624361,RERE,543,803
8541260,RERE,490,333
93829041,ATOH1,1190,1123
93829580,ATOH1,1979,1782
93829324,ATOH1,602,544
93829162,ATOH1,1158,945
151746421,ATOX1,1385,1617
151751767,ATOX1,1010,998
151751712,ATOX1,39,25
151751754,ATOX1,826,664
116387357,ATP1A1,2471,1973
116389703,ATP1A1,874,68
116388162,ATP1A1,328,166
116389466,ATP1A1,927,247
160124406,ATP1A2,1651,1464
160127607,ATP1A2,2113,2476
160128821,ATP1A2,1316,1396
160130476,ATP1A2,1529,1311
41981973,ATP1A3,655,597
41987946,ATP1A3,691,667
41985408,ATP1A3,850,719
41978783,ATP1A3,817,877
24702050,ATP12A,3187,2228
24698764,ATP12A,2407,2475
24692454,ATP12A,1792,1285
24690649,ATP12A,1480,1343
160155083,ATP1A4,1753,1133
160164219,ATP1A4,1546,1521
160156070,ATP1A4,1836,1802
160171314,ATP1A4,1833,1413
169127246,ATP1B1,1896,1817
169124929,ATP1B1,1809,2409
169130016,ATP1B1,2170,1827
169111457,ATP1B1,1942,1506
7651588,ATP1B2,1869,1301
7654208,ATP1B2,2017,2201
7654098,ATP1B2,1447,1728
7653399,ATP1B2,471,383
141907200,ATP1B3,1338,1208
141903645,ATP1B3,284,318
141876886,ATP1B3,1977,1026
141903710,ATP1B3,817,566
117824659,FXYD2,995,1064
117822686,FXYD2,1396,1656
117822463,FXYD2,1277,1532
117822428,FXYD2,2443,2295
28898243,ATP2A1,1325,1657
28894859,ATP2A1,1218,998
28900664,ATP2A1,928,854
28887646,ATP2A1,991,693
110327951,ATP2A2,703,168
110340704,ATP2A2,871,418
110339371,ATP2A2,255,201
110340919,ATP2A2,312,45
3941188,ATP2A3,697,706
3953355,ATP2A3,297,383
3947662,ATP2A3,688,723
3945073,ATP2A3,364,587
89611331,ATP2B1,1439,171
89634837,ATP2B1,1592,1870
89616993,ATP2B1,777,592
89620209,ATP2B1,827,1036
10350124,ATP2B2,1571,1089
10371946,ATP2B2,1099,1457
10402169,ATP2B2,659,718
10358810,ATP2B2,963,1660
153553068,ATP2B3,855,833
153549603,ATP2B3,530,599
153556407,ATP2B3,264,292
153543091,ATP2B3,740,740
203703715,ATP2B4,672,993
203711057,ATP2B4,995,726
203683390,ATP2B4,1883,1716
203709416,ATP2B4,1110,1164
35560564,ATP4A,1539,1271
35562585,ATP4A,1162,1131
35560365,ATP4A,8,9
35557032,ATP4A,2408,2837
113653347,ATP4B,718,849
113653411,ATP4B,1567,1430
113654847,ATP4B,1737,1130
113652922,ATP4B,955,736
46089683,ATP5A1,1477,391
46089894,ATP5A1,949,341
46087187,ATP5A1,962,216
46089571,ATP5A1,971,505
126559251,ALDH7A1,717,718
126592726,ALDH7A1,873,1279
126577178,ALDH7A1,1391,1205
126595047,ALDH7A1,394,373
56642520,ATP5B,1961,1150
56644862,ATP5B,832,640
56645255,ATP5B,87,17
56643473,ATP5B,1022,139
7799062,ATP5C1,1415,965
7799013,ATP5C1,369,276
7797107,ATP5C1,993,316
7796121,ATP5C1,594,457
1244130,ATP5D,1899,711
1241918,ATP5D,1292,761
1244101,ATP5D,2239,913
1241989,ATP5D,1960,888
59032225,ATP5E,689,693
59032221,ATP5E,2043,884
59032239,ATP5E,966,311
59030418,ATP5E,2050,1681
111456094,ATP5F1,716,901
111454239,ATP5F1,845,796
111456245,ATP5F1,418,473
111454312,ATP5F1,1255,483
48895211,ATP5G1,627,91
48894421,ATP5G1,510,489
48894386,ATP5G1,577,402
48895181,ATP5G1,715,598
53669876,ATP5G2,1557,1237
53669215,ATP5G2,1620,454
53669272,ATP5G2,807,765
53669917,ATP5G2,1142,750
175180121,ATP5G3,1145,912
175179249,ATP5G3,801,694
175181357,ATP5G3,535,331
175179202,ATP5G3,397,554
673390,ATP5I,312,139
673956,ATP5I,330,94
673918,ATP5I,1953,629
673945,ATP5I,2429,306
25729743,ATP5J,657,679
25729761,ATP5J,884,252
25725332,ATP5J,443,553
25729678,ATP5J,983,991
113781065,ATP6V1A,1945,849
113784785,ATP6V1A,512,355
113788824,ATP6V1A,1512,903
113784331,ATP6V1A,874,106
70936034,ATP6V1B1,1071,1059
70959976,ATP6V1B1,1150,1211
70958401,ATP6V1B1,574,554
70962781,ATP6V1B1,856,793
20197539,ATP6V1B2,744,345
20211210,ATP6V1B2,482,138
20211312,ATP6V1B2,808,164
20210416,ATP6V1B2,294,105
2519260,ATP6V0C,2813,334
2519366,ATP6V0C,496,193
2514178,ATP6V0C,1903,288
2519315,ATP6V0C,2530,835
103055880,ATP6V1C1,763,500
103063002,ATP6V1C1,369,370
103048951,ATP6V1C1,1627,697
103048893,ATP6V1C1,984,489
17613294,ATP6V1E1,628,359
17600034,ATP6V1E1,366,336
17600069,ATP6V1E1,422,157
17612834,ATP6V1E1,959,1071
43976115,ATP6V0B,667,401
43976304,ATP6V0B,726,94
43976820,ATP6V0B,1263,423
43975839,ATP6V0B,1571,424
31546146,ATP6V1G2,1689,1712
31546541,ATP6V1G2,2123,1462
31545570,ATP6V1G2,1527,1289
31546183,ATP6V1G2,1135,949
42487168,ATP6V0A1,2170,1934
42468056,ATP6V0A1,2218,1879
42477661,ATP6V0A1,689,635
42495172,ATP6V0A1,165,126
154433689,ATP6AP1,773,248
154428777,ATP6AP1,199,33
154432312,ATP6AP1,690,181
154434316,ATP6AP1,1665,602
78011627,ATP7A,964,1109
78021024,ATP7A,504,724
77989640,ATP7A,1961,2208
78020244,ATP7A,2152,2473
33907378,ATP5O,843,425
33912394,ATP5O,1886,1552
33909098,ATP5O,1611,2053
33907420,ATP5O,1256,652
51974612,ATP7B,593,608
51968531,ATP7B,929,706
51957550,ATP7B,819,574
51950071,ATP7B,759,972
142512359,ATR,793,448
142559256,ATR,858,507
142519725,ATR,492,179
142550221,ATR,687,349
77684232,ATRX,601,341
77682946,ATRX,306,385
77634620,ATRX,686,509
77693829,ATRX,174,185
240763061,KIF1A,335,242
240750505,KIF1A,1270,1326
240771023,KIF1A,633,794
240775891,KIF1A,815,799
91325365,AUH,1255,1453
91297999,AUH,813,1016
91355896,AUH,1498,1476
91296025,AUH,1284,1389
74528443,AUP1,757,823
74528915,AUP1,526,371
74529276,AUP1,2506,1969
74527981,AUP1,543,347
3084572,AVP,698,625
3084617,AVP,1166,1227
3082995,AVP,351,467
3083131,AVP,697,845
63150698,AVPR1A,2639,2501
63150386,AVPR1A,1886,1741
63150487,AVPR1A,2556,2178
63150594,AVPR1A,2459,2772
206116391,AVPR1B,556,425
206116191,AVPR1B,1734,2196
206116278,AVPR1B,3099,2928
206116075,AVPR1B,664,467
153905841,AVPR2,2235,2407
153906161,AVPR2,1390,1104
153905961,AVPR2,2872,2751
153905729,AVPR2,2106,2747
41220748,AXL,547,566
41242921,AXL,1729,1739
41231012,AXL,2037,2057
41238502,AXL,1695,1761
99971874,AZGP1,2261,2423
99971931,AZGP1,1164,1217
99968205,AZGP1,796,1016
99968418,AZGP1,1290,1367
828244,AZU1,1022,1157
829571,AZU1,889,725
830772,AZU1,1377,931
828354,AZU1,913,808
44715515,B2M,1260,1737
44715487,B2M,481,701
44715423,B2M,1328,2026
44711569,B2M,699,542
101368304,BAAT,723,963
101371011,BAAT,1191,790
101371178,BAAT,461,306
101362922,BAAT,645,548
29326546,BACH1,919,937
29321463,BACH1,1476,1740
29327136,BACH1,1362,1482
29326948,BACH1,671,632
64271677,BAD,1200,990
64271760,BAD,623,497
64284235,BAD,896,382
64284187,BAD,625,478
33264281,BAG1,878,755
33264496,BAG1,1921,1152
33262768,BAG1,1430,864
33261138,BAG1,588,529
142479465,ADGRB1,2301,1914
142518165,ADGRB1,1728,1282
142475510,ADGRB1,1627,1437
142489060,ADGRB1,2462,2443
31740370,ADGRB2,1155,1006
31741954,ADGRB2,2072,1553
31744352,ADGRB2,1719,1493
31756292,ADGRB2,514,668
68956730,ADGRB3,1426,1491
69018416,ADGRB3,241,324
68639403,ADGRB3,1696,1361
68943842,ADGRB3,1447,1358
33577541,BAK1,2178,1507
33575407,BAK1,1397,1223
33575804,BAK1,1417,894
33574152,BAK1,1055,716
13544344,NKX3-2,395,608
13544175,NKX3-2,517,663
13542486,NKX3-2,1842,1882
13544059,NKX3-2,570,726
214792399,BARD1,2256,600
214780900,BARD1,896,625
214780597,BARD1,377,170
214780749,BARD1,2410,1512
48956294,BAX,1444,1448
48955818,BAX,1897,1935
48955703,BAX,880,810
48956230,BAX,602,507
66511220,BBS1,1033,583
66521293,BBS1,532,421
66515887,BBS1,795,748
66514579,BBS1,175,321
56514612,BBS2,424,482
56501476,BBS2,493,409
56502787,BBS2,1500,758
56511225,BBS2,412,771
72709701,BBS4,404,418
72731629,BBS4,447,422
72731342,BBS4,643,498
72715368,BBS4,749,923
24878545,BCAT1,578,806
24894379,BCAT1,481,489
24881345,BCAT1,1225,1057
24849891,BCAT1,1559,1718
48806651,BCAT2,657,700
48799812,BCAT2,2070,1877
48797268,BCAT2,2139,1949
48799680,BCAT2,1365,1363
165830073,BCHE,927,1115
165830511,BCHE,848,921
165830684,BCHE,1070,1075
165830836,BCHE,1152,1325
41422230,BCKDHA,1715,1600
41410975,BCKDHA,1202,1273
41410704,BCKDHA,873,962
41419163,BCKDHA,1312,1187
80167705,BCKDHB,1029,1090
80168909,BCKDHB,1813,1602
80106815,BCKDHB,601,457
80127595,BCKDHB,1710,1623
69643149,CCND1,1334,673
69643035,CCND1,1182,259
69641361,CCND1,711,153
69643890,CCND1,699,270
63318290,BCL2,800,802
63318207,BCL2,481,399
63318335,BCL2,1070,1107
63318583,BCL2,396,654
79970900,BCL2A1,1195,1258
79970789,BCL2A1,1620,1451
79970866,BCL2A1,1603,1258
79971046,BCL2A1,1238,1337
31721925,BCL2L1,1473,71
31722028,BCL2L1,580,99
31722104,BCL2L1,768,456
31721821,BCL2L1,917,229
23307831,BCL2L2,1509,1185
23308055,BCL2L2,886,621
23308006,BCL2L2,1583,1272
23308102,BCL2L2,1633,1511
44751272,BCL3,1432,1254
44757411,BCL3,1644,1616
44757217,BCL3,2145,2393
44757054,BCL3,2702,3006
187729579,BCL6,2250,3089
187729935,BCL6,3246,4157
187731767,BCL6,2059,2792
187733542,BCL6,2569,3291
122030773,BCL7A,1750,2408
122030723,BCL7A,964,678
122022156,BCL7A,954,810
122035386,BCL7A,1658,1398
147618838,BCL9,851,764
147620411,BCL9,1874,2001
147619541,BCL9,990,940
147613146,BCL9,69,34
11967652,TNFRSF17,2699,3352
11965397,TNFRSF17,1981,2290
11965427,TNFRSF17,1861,1559
11967580,TNFRSF17,2142,2364
607972,HCN2,1797,2105
603642,HCN2,710,700
613382,HCN2,773,545
603786,HCN2,853,949
128774595,OPN1SW,2124,1482
128775144,OPN1SW,2092,2293
128775087,OPN1SW,1490,1599
128775505,OPN1SW,1363,1577
23268439,BCR,641,735
23273742,BCR,411,409
23181916,BCR,419,435
23287167,BCR,807,781
218661935,BCS1L,646,589
218661467,BCS1L,718,477
218661853,BCS1L,470,211
218661221,BCS1L,445,51
197533503,BDH1,904,991
197514375,BDH1,805,455
197514276,BDH1,612,714
197512290,BDH1,1772,1211
96264328,BDKRB1,938,849
96264199,BDKRB1,1512,1704
96264023,BDKRB1,1884,2314
96263881,BDKRB1,1039,901
96240724,BDKRB2,2397,2531
96240474,BDKRB2,1164,1116
96240824,BDKRB2,1839,1493
96240960,BDKRB2,1700,1649
31947766,CFB,691,719
31947119,CFB,791,480
31949253,CFB,1119,968
31948006,CFB,1798,1588
17511991,BFSP1,558,799
17494962,BFSP1,1541,1671
17498850,BFSP1,13,5
17514747,BFSP1,802,827
156242809,BGLAP,859,762
156242255,BGLAP,1479,1579
156242275,BGLAP,1900,1934
156242827,BGLAP,1580,1036
153506635,BGN,672,528
153504844,BGN,1329,1376
153505316,BGN,726,785
153504744,BGN,764,583
42527181,CEACAM1,999,784
42521323,CEACAM1,1338,1216
42521411,CEACAM1,640,670
42527327,CEACAM1,934,1168
79115853,BHMT,929,906
79121279,BHMT,1152,1046
79126168,BHMT,1940,1197
79119287,BHMT,1586,1504
32328140,BICD1,2346,1964
32305935,BICD1,1576,1326
32327729,BICD1,971,648
32216424,BICD1,1437,1326
17739454,BID,1449,1134
17743995,BID,2704,1845
17739357,BID,1197,623
17743804,BID,868,432
43124148,BIK,1256,2055
43124098,BIK,1377,1153
43127710,BIK,871,698
43128525,BIK,1653,1385
106088300,PRDM1,1042,1087
106105284,PRDM1,652,692
106105127,PRDM1,589,516
106099308,PRDM1,639,488
11549085,BLK,1866,2584
11548071,BLK,749,567
11556787,BLK,683,655
11550218,BLK,371,420
90749518,BLM,759,756
90769585,BLM,613,325
90761137,BLM,299,200
90765370,BLM,1026,1012
30272822,BLMH,1964,2479
30285460,BLMH,859,509
30287829,BLMH,1277,1288
30274149,BLMH,1658,1369
118893668,CXCR5,675,719
118894212,CXCR5,747,726
118893804,CXCR5,827,686
118894148,CXCR5,766,741
43800550,BLVRA,518,721
43800501,BLVRA,987,829
43792748,BLVRA,1076,1180
43788024,BLVRA,690,767
40458477,BLVRB,433,335
40458155,BLVRB,917,913
40458430,BLVRB,446,317
40458209,BLVRB,422,435
83264489,BNC1,911,846
83263419,BNC1,529,534
83266849,BNC1,1526,1575
83268171,BNC1,1817,1531
22327972,BMI1,807,870
22326500,BMI1,600,539
22329064,BMI1,827,818
22328138,BMI1,765,969
22173676,BMP1,868,856
22194758,BMP1,1126,952
22180416,BMP1,931,892
22177111,BMP1,100,120
6778533,BMP2,874,671
6770227,BMP2,1303,1136
6770358,BMP2,706,623
6778323,BMP2,1333,1353
81046198,BMP3,2647,3180
81045856,BMP3,1787,1629
81046293,BMP3,2539,2077
81046041,BMP3,2243,3231
53950483,BMP4,1104,823
53950729,BMP4,433,295
53950566,BMP4,1317,955
53950632,BMP4,1522,884
55794381,BMP5,2471,2061
55819737,BMP5,1503,1786
55874491,BMP5,2359,2487
55874789,BMP5,1615,1668
7727337,BMP6,590,974
7861565,BMP6,576,669
7845265,BMP6,868,976
7845149,BMP6,850,734
57202521,BMP7,748,861
57228382,BMP7,2310,1897
57265880,BMP7,2207,1950
57265740,BMP7,635,461
39788221,BMP8B,741,994
39788321,BMP8B,1624,2103
39774343,BMP8B,1689,1254
39788157,BMP8B,1212,1415
86890164,BMPR1A,677,645
86917231,BMPR1A,1339,528
86919178,BMPR1A,1100,482
86899882,BMPR1A,372,98
95131323,BMPR1B,1705,1303
