Gene	sgRNA	WT|beta	WT|z	WT|p-value	WT|fdr	WT|wald-p-value	WT|wald-fdr
CLEC4G	4	0.12357	0.77586	0.54047	0.9326	0.43783	0.72363
C10orf67	4	0.21184	1.4623	0.34721	0.85934	0.14367	0.634
A4GALT	4	0.23622	0.89229	0.30082	0.83061	0.37224	0.68112
NUDT4	4	-0.46629	-1.9661	0.24433	0.78053	0.049288	0.48711
FAM109B	4	0.63547	1.1068	0.0083035	0.14991	0.2684	0.63798
ZNF773	4	-0.33115	-1.151	0.41393	0.89203	0.24972	0.63489
TOM1	4	0.28747	1.1905	0.2147	0.75074	0.23385	0.634
OR6C1	4	0.29282	0.89397	0.20794	0.74418	0.37134	0.68055
CORO1C	4	-0.32416	-1.8629	0.42472	0.8954	0.062475	0.53972
KIF12	4	-0.23646	-1.0182	0.5802	0.93956	0.30857	0.64874
DEFB118	4	0.17918	1.4429	0.41403	0.89203	0.14906	0.634
ILVBL	4	0.013181	0.18809	0.82448	0.98743	0.8508	0.92584
RPL22	4	-0.3808	-1.6375	0.34129	0.8562	0.10152	0.634
CD68	4	0.12761	0.57126	0.53023	0.9306	0.56782	0.78121
PEX12	4	-0.64791	-1.5539	0.11327	0.61165	0.12022	0.634
HMGB4	4	0.079875	0.38909	0.64782	0.95475	0.69721	0.83667
CELF2	4	0.18207	0.76011	0.40782	0.89042	0.44719	0.72974
DEFB105A	4	-0.34821	-1.7288	0.38753	0.88058	0.083844	0.60777
ZCCHC2	4	-0.28899	-1.153	0.48265	0.91731	0.24891	0.63489
ALG2	4	-2.201	-2.1879	0	0	0.028675	0.38503
LSMEM2	4	-0.061975	-0.45085	0.97971	0.99934	0.6521	0.81123
SBSN	4	0.20049	0.51263	0.37018	0.8727	0.60821	0.79343
CENPB	4	-0.30245	-0.95495	0.45943	0.90888	0.3396	0.66414
LTBP2	4	-0.32428	-1.0198	0.42442	0.89513	0.30784	0.64869
CCR6	4	0.3159	1.1978	0.17502	0.70593	0.231	0.634
POLH	4	0.033258	0.13027	0.77188	0.98049	0.89635	0.95099
OR1L1	4	0.21263	1.483	0.34566	0.85753	0.13808	0.634
MR1	4	-0.006954	-0.045166	0.87868	0.99232	0.96398	0.98449
WNT2	4	0.11108	0.83016	0.57011	0.93746	0.40645	0.70312
CDR2L	4	-0.026959	-0.19001	0.93128	0.99437	0.8493	0.92461
MED25	4	-0.53865	-1.4418	0.18133	0.71431	0.14936	0.634
CELF6	4	-0.42492	-0.94768	0.28764	0.81873	0.34329	0.66568
LEP	4	0.20689	1.1354	0.3567	0.86455	0.25622	0.63496
VAMP4	4	-0.49681	-1.232	0.21534	0.75091	0.21793	0.634
RIPK3	4	-0.26679	-1.6508	0.52377	0.92763	0.098789	0.634
CT47A10	4	-0.0050989	-0.059236	0.87336	0.99232	0.95276	0.97917
OR8D1	4	0.30162	1.1092	0.19481	0.72825	0.26736	0.63763
CSNK1A1	4	-1.2665	-2.02	0.0061158	0.1219	0.043383	0.46005
C5orf30	4	0.60115	1.0639	0.011933	0.18987	0.28737	0.64127
ATP6V1D	4	-1.777	-2.9451	0.00049722	0.0271	0.0032283	0.11995
PSMD12	4	-0.87527	-2.1258	0.040374	0.38447	0.033522	0.4154
ACP6	4	0.13745	0.83138	0.50617	0.92468	0.40576	0.70308
FOXN2	4	0.092052	1.1017	0.6168	0.94977	0.27059	0.63836
GOLGA8O	4	-0.99604	-2.3797	0.023121	0.28267	0.017328	0.30036
SYCP2	4	0.40623	1.2859	0.088703	0.55837	0.19847	0.634
FLCN	4	-0.81429	-2.0807	0.053799	0.44199	0.037466	0.43707
WASH1	4	-3.6885	-6.4253	0	0	1.3161e-10	8.823e-07
GIN1	4	0.054738	0.58252	0.71236	0.97086	0.56022	0.77959
SHFM1	4	-0.98047	-1.8378	0.024712	0.29218	0.06609	0.55077
GMNC	4	0.25402	0.94507	0.26914	0.80243	0.34462	0.66641
EPHA4	4	-0.01353	-0.078055	0.89777	0.99393	0.93778	0.97273
STAT2	4	-0.35505	-1.7565	0.37818	0.87655	0.079005	0.59289
ELL2	4	-0.087279	-0.5094	0.91587	0.99393	0.61047	0.79379
PIP5K1A	4	-0.92118	-2.1153	0.032916	0.34708	0.034407	0.41899
SNX25	4	0.41706	1.1025	0.080648	0.53388	0.27026	0.63812
FLT3LG	4	0.071739	0.45355	0.66627	0.95968	0.65015	0.81068
RIC1	4	0.48089	1.0185	0.045893	0.41111	0.30844	0.64874
ARHGEF33	4	-0.47034	-1.4691	0.23966	0.77719	0.1418	0.634
C17orf104	4	-0.50377	-1.6499	0.20799	0.74418	0.098972	0.634
PACS2	4	-0.17375	-0.95018	0.71072	0.97086	0.34202	0.66534
PODXL	4	0.018487	0.13507	0.80942	0.98555	0.89255	0.94867
FOXP2	4	0.10301	0.53867	0.5894	0.94387	0.59011	0.78751
GRIK1	4	-0.29999	-1.5838	0.4636	0.90953	0.11323	0.634
DYNC1LI1	4	-0.0019225	-0.016553	0.86511	0.99176	0.98679	0.99366
SYT17	4	0.066089	0.52334	0.68109	0.96438	0.60074	0.79215
ACOT7	4	0.37088	1.3453	0.1165	0.6169	0.17853	0.634
PSMC1	4	-0.71468	-2.54	0.084726	0.54476	0.011086	0.23307
GCN1L1	4	-1.1279	-2.7469	0.012778	0.19907	0.0060166	0.1695
RAP1GAP	4	0.26708	1.0316	0.24597	0.78251	0.30224	0.64602
PCDH10	4	0.091543	0.27467	0.61814	0.95017	0.78357	0.8858
COX20	4	-1.2202	-2.4311	0.007856	0.14403	0.015053	0.2798
CDC25A	4	-1.4285	-2.3782	0.0029833	0.081744	0.017396	0.30082
RRM2B	4	0.34014	1.326	0.14777	0.66982	0.18485	0.634
SLC12A3	4	-0.29397	-1.3218	0.47375	0.91367	0.18624	0.634
ADGRG4	4	0.5416	1.337	0.024513	0.29189	0.18123	0.634
SYT5	4	0.36655	1.3651	0.12137	0.62941	0.17223	0.634
NDN	4	0.2717	1.1413	0.23906	0.77719	0.25374	0.63489
KCND1	4	-0.2825	-1.1469	0.49324	0.92039	0.25142	0.63489
TMEM229B	4	0.30774	0.87811	0.18636	0.72074	0.37989	0.68603
IQGAP1	4	-0.60895	-1.6028	0.13415	0.64871	0.10897	0.634
PAGE2B	4	0.066506	0.34567	0.68034	0.96407	0.72959	0.8551
C10orf128	4	-0.12979	-0.68066	0.81131	0.98574	0.49608	0.75687
SLC6A3	4	-0.099015	-0.73336	0.88539	0.99309	0.46334	0.73863
OR10K2	4	0.21129	1.5751	0.3483	0.85967	0.11523	0.634
FAM63B	4	0.14223	1.3573	0.49602	0.92165	0.17469	0.634
ELFN1	4	0.51241	1.229	0.033413	0.34909	0.21907	0.634
SMIM11	4	-0.36744	-1.3256	0.36003	0.867	0.18496	0.634
BNIP3L	4	-0.025071	-0.29434	0.92701	0.99393	0.7685	0.87837
SRI	4	-0.094401	-0.48993	0.89648	0.99393	0.62418	0.79866
C11orf57	4	-0.93153	-1.9847	0.031474	0.33742	0.047173	0.47789
NUSAP1	4	-0.56273	-1.8949	0.16408	0.69237	0.058111	0.52158
SLC19A2	4	-0.15529	-0.68947	0.75303	0.9778	0.49053	0.7547
SMAD1	4	0.18868	0.78461	0.39439	0.88511	0.43268	0.72079
KLHL28	4	-0.45436	-1.8426	0.25671	0.79163	0.065392	0.54959
KRTAP5-8	4	0.064362	0.2114	0.68616	0.96579	0.83257	0.91431
PRKD2	4	-0.15324	-1.1088	0.75686	0.9778	0.2675	0.63771
IL12RB2	4	-0.26107	-1.4188	0.53451	0.93219	0.15596	0.634
ABHD1	4	0.25728	1.1803	0.26402	0.7997	0.2379	0.634
DPH6	4	-1.0339	-2.3059	0.019292	0.25543	0.021117	0.33185
NEDD4	4	0.12048	0.94834	0.54838	0.93455	0.34296	0.66568
ECM2	4	0.26102	1.0725	0.25612	0.791	0.28349	0.63926
SURF1	4	-0.97039	-2.638	0.026054	0.30237	0.0083387	0.19844
EHD3	4	-0.059985	-0.8981	0.98469	0.99965	0.36913	0.67947
NPFFR1	4	0.19645	0.77931	0.37828	0.87655	0.4358	0.7224
KPNA1	4	0.080388	0.54442	0.64668	0.95475	0.58615	0.78633
MRPL33	4	-1.2915	-2.3732	0.0053699	0.11273	0.017634	0.30332
CA5B	4	-0.00023965	-0.0011659	0.85993	0.99056	0.99907	0.99937
ZNF195	4	0.17563	0.74889	0.42174	0.89407	0.45393	0.73275
PPHLN1	4	-0.26567	-1.408	0.52625	0.92915	0.15912	0.634
CCDC183	4	0.10793	0.57236	0.57776	0.93831	0.56708	0.78121
RASL11A	4	0.0076811	0.054419	0.8389	0.98743	0.9566	0.98107
SLTM	4	-0.022582	-0.088455	0.92109	0.99393	0.92952	0.96822
ISCA1	4	-1.3922	-2.5193	0.0032319	0.083333	0.01176	0.24209
ZBTB49	4	0.085182	0.36206	0.63435	0.95261	0.71731	0.84754
CEP162	4	0.16487	0.66476	0.44516	0.90079	0.50621	0.76167
C19orf43	4	-0.022846	-0.12956	0.92164	0.99393	0.89692	0.95133
PVALB	4	0.32247	1.5128	0.16726	0.69432	0.13034	0.634
C12orf54	4	-0.21204	-1.0111	0.63032	0.95163	0.31199	0.65106
HIST1H4I	4	-0.20676	-0.96722	0.64146	0.95429	0.33343	0.6615
PRSS46	4	0.1178	0.80481	0.5539	0.93544	0.42093	0.71427
CC2D1B	4	0.010922	0.090374	0.83085	0.98743	0.92799	0.96733
SLC16A11	4	0.31462	1.0176	0.17651	0.70605	0.30889	0.64874
GPATCH8	4	-0.024338	-0.14096	0.92482	0.99393	0.8879	0.94604
CDC42EP2	4	-0.049601	-0.23433	0.98837	0.99965	0.81473	0.90434
SEC11C	4	-0.23865	-0.87277	0.57563	0.93779	0.38279	0.68785
KIAA1217	4	-0.18341	-0.65825	0.69163	0.96665	0.51038	0.76255
TMUB1	4	-0.3051	-1.7889	0.4551	0.9044	0.073635	0.57647
SMAGP	4	-0.2796	-1.6553	0.49896	0.92318	0.097857	0.634
ZNF609	4	-0.18797	-0.91066	0.68183	0.96442	0.36248	0.6762
PURB	4	0.13289	0.52407	0.51676	0.92508	0.60023	0.79201
NINL	4	0.04417	0.37058	0.7409	0.9775	0.71095	0.84381
UBE2V1	4	-0.95504	-2.049	0.028043	0.31403	0.04046	0.44883
OR5J2	4	0.20102	0.81774	0.36918	0.87243	0.4135	0.70917
HMGCS2	4	0.21784	0.69121	0.33482	0.8509	0.48944	0.75457
CYGB	4	0.19218	0.62481	0.38813	0.88064	0.5321	0.7699
MDFI	4	0.7295	1.231	0.0024364	0.072378	0.21832	0.634
FAM19A2	4	0.44935	1.4249	0.061207	0.46987	0.1542	0.634
KIF27	4	0.11156	0.49508	0.56901	0.93746	0.62054	0.79743
STX8	4	-0.11116	-0.90857	0.85566	0.98982	0.36358	0.67681
TSSK4	4	0.086558	0.46737	0.63057	0.95163	0.64023	0.80548
FKBP1A	4	0.070536	0.62434	0.6696	0.96056	0.53241	0.77012
RNF224	4	0.092428	0.5206	0.61545	0.94951	0.60264	0.79229
VAMP8	4	0.10323	1.0968	0.58905	0.94361	0.27274	0.63891
KCNH5	4	0.091334	0.46742	0.61854	0.9502	0.6402	0.80548
STXBP3	4	-1.2663	-3.0262	0.0061655	0.12265	0.0024761	0.10536
KRTAP13-4	4	0.68581	1.285	0.0041766	0.097335	0.19879	0.634
TUBG1	4	-1.1863	-2.1894	0.0092482	0.15952	0.02857	0.38461
BBS9	4	0.177	0.85994	0.41895	0.89381	0.38982	0.6922
SPAG7	4	0.0073846	0.038764	0.83975	0.98743	0.96908	0.98637
N4BP2L2	4	-0.16694	-1.6302	0.72723	0.97417	0.10305	0.634
SENP3	4	-0.016371	-0.09752	0.90538	0.99393	0.92231	0.96462
DDRGK1	4	-0.5079	-1.3768	0.2047	0.74194	0.16857	0.634
SOBP	4	-0.56953	-1.5207	0.1601	0.68657	0.12833	0.634
UBN1	4	0.06852	0.28205	0.67472	0.96227	0.77791	0.88381
CELA1	4	-0.067422	-0.39935	0.96624	0.99826	0.68963	0.83164
PCMTD1	4	0.037222	0.34985	0.76129	0.97894	0.72645	0.85291
EHD2	4	-0.063456	-0.69463	0.97554	0.99883	0.48729	0.75329
URGCP	4	-0.090895	-0.54859	0.90662	0.99393	0.58329	0.78509
ZNF577	4	0.08635	0.28346	0.63146	0.95194	0.77682	0.88323
KCNF1	4	-0.10733	-0.71807	0.86516	0.99176	0.47272	0.74377
KRBA2	4	0.19901	0.86175	0.37301	0.87448	0.38882	0.69167
DDX43	4	-0.070249	-0.36641	0.95898	0.99826	0.71406	0.84563
LOC729159	4	0.091016	0.77794	0.61973	0.95116	0.4366	0.72281
RAB3GAP2	4	-0.47614	-1.8396	0.23359	0.77054	0.065829	0.55077
VWA3A	4	0.067943	0.4943	0.67616	0.96228	0.62109	0.79756
DHTKD1	4	0.21696	1.0879	0.33657	0.85241	0.27663	0.63891
SAV1	4	0.080084	0.19145	0.64723	0.95475	0.84817	0.92372
ZNF781	4	-0.20413	-0.43024	0.64673	0.95475	0.66702	0.81889
FLRT3	4	0.28443	1.1435	0.21917	0.75488	0.25285	0.63489
KY	4	-0.15125	-0.41436	0.76094	0.97883	0.67861	0.82576
DENND6A	4	-0.10094	-0.70702	0.87972	0.99232	0.47956	0.74813
FXYD5	4	-0.31644	-1.5057	0.43551	0.89873	0.13215	0.634
ZNF470	4	0.37146	1.0245	0.11595	0.61583	0.30561	0.64712
PFDN6	4	-1.0922	-2.5742	0.015016	0.21909	0.010046	0.22384
HSPA14	4	-0.28977	-0.69016	0.4816	0.91654	0.49009	0.7547
EPPIN	4	0.44834	1.3229	0.061605	0.47039	0.18587	0.634
SULT1A3	4	-0.31332	-0.91218	0.44108	0.9005	0.36167	0.67589
STT3B	4	-0.098223	-0.42303	0.88668	0.99348	0.67227	0.82193
CRB3	4	0.22971	0.90574	0.31265	0.83974	0.36507	0.67738
GARS	4	-1.2789	-3.2909	0.0058174	0.11842	0.00099857	0.062565
MBD3L4	4	-1.0977	-2.2485	0.014668	0.21596	0.024545	0.35514
MLLT11	4	-0.40547	-1.8012	0.31136	0.83862	0.071664	0.57036
ZNF740	4	-0.13676	-0.58408	0.79589	0.98325	0.55917	0.77947
NANS	4	0.065913	0.8726	0.68193	0.96442	0.38288	0.68785
GPC2	4	0.062867	0.29548	0.69073	0.96665	0.76763	0.87794
FSBP	4	-0.17437	-0.56915	0.70953	0.97055	0.56926	0.78183
TNFRSF10C	4	0.28916	1.0339	0.21281	0.74913	0.3012	0.64531
RNF40	4	-0.17	-0.92191	0.71947	0.97167	0.35657	0.67314
BRINP1	4	0.075379	0.415	0.65777	0.95747	0.67814	0.82559
GON4L	4	-0.33007	-1.3678	0.41527	0.89262	0.17139	0.634
ATP13A4	4	0.13506	0.67766	0.51159	0.92502	0.49799	0.75762
PIK3R1	4	0.97753	0.96398	4.9722e-05	0.0044248	0.33506	0.66253
PRDX1	4	-0.25123	-0.96022	0.55151	0.93455	0.33694	0.66283
SPATA24	4	-0.35605	-1.0037	0.37634	0.87652	0.31555	0.65345
SLFN13	4	-0.027555	-0.12342	0.93253	0.9948	0.90177	0.9533
PPP1R8	4	-1.3329	-3.0506	0.0041766	0.097335	0.002284	0.10073
SOX9	4	-0.69942	-2.0215	0.09099	0.56309	0.043226	0.45926
MEX3B	4	0.17232	1.1894	0.42945	0.8981	0.23427	0.634
ENOPH1	4	0.11741	0.64649	0.55489	0.93554	0.51797	0.76523
FUT4	4	-0.082769	-0.4984	0.92701	0.99393	0.6182	0.79634
VMP1	4	-1.3592	-2.4614	0.003928	0.093491	0.013839	0.26607
BST2	4	0.21935	1.1791	0.3311	0.84889	0.23836	0.634
CATSPER1	4	0.33071	1.0751	0.15797	0.68411	0.28235	0.63912
LARS2	4	-1.1121	-2.0817	0.013823	0.2084	0.037366	0.4366
ASB13	4	0.37924	1.2123	0.11038	0.60799	0.22538	0.634
IPO11	4	-0.39954	-1.1068	0.31872	0.84353	0.26836	0.63798
ZNRF3	4	0.18256	1.5073	0.40667	0.88934	0.13174	0.634
FHIT	4	0.39553	1.3547	0.096858	0.58144	0.1755	0.634
ONECUT2	4	0.33365	1.2303	0.15463	0.67848	0.21858	0.634
GNRHR	4	0.029282	0.098728	0.78123	0.98108	0.92135	0.96396
CES1	4	-0.20758	-0.84533	0.63972	0.95412	0.39793	0.69724
HNRNPAB	4	0.1794	1.1502	0.41358	0.89203	0.25007	0.63489
RELL2	4	-0.067652	-0.26277	0.96569	0.99826	0.79273	0.89109
RNF34	4	0.19186	0.93909	0.38887	0.88091	0.34769	0.66881
LRGUK	4	0.17424	0.64732	0.42472	0.8954	0.51743	0.76479
SCGB3A2	4	0.54634	1.1886	0.023121	0.28267	0.23461	0.634
URM1	4	-0.24001	-0.3752	0.57319	0.93779	0.70751	0.8418
KIAA0020	4	-0.66971	-1.2529	0.10432	0.59846	0.21023	0.634
KLF13	4	-0.40192	-1.3249	0.31568	0.84175	0.18522	0.634
MYL6B	4	0.11328	0.8005	0.56454	0.93746	0.42342	0.71598
FBXW5	4	-0.41991	-1.1642	0.29385	0.82437	0.24436	0.63489
SRRM3	4	-0.37293	-1.2896	0.35138	0.86155	0.19718	0.634
COX7B2	4	0.36676	1.4133	0.12117	0.62941	0.15758	0.634
TRIM63	4	0.17845	0.79803	0.41567	0.89278	0.42485	0.7172
LIG3	4	-0.44	-1.18	0.27093	0.80357	0.23798	0.634
CCDC14	4	-0.40134	-1.5483	0.31633	0.84199	0.12155	0.634
C17orf47	4	-0.024203	-0.10067	0.92467	0.99393	0.91981	0.96314
DTX2	4	0.04926	0.41928	0.72772	0.97417	0.67501	0.82399
SLC27A1	4	0.34419	1.1332	0.1434	0.66299	0.25714	0.63496
PNPLA6	4	-0.23611	-0.89635	0.581	0.93999	0.37006	0.67984
PRKCZ	4	0.33751	1.2437	0.15051	0.67252	0.21361	0.634
SCMH1	4	-0.067923	-0.6313	0.96505	0.99826	0.52785	0.76846
BAP1	4	-0.74232	-2.0341	0.075129	0.51729	0.041943	0.45483
PRKAA2	4	-0.20182	-1.0721	0.65115	0.95548	0.28368	0.63926
CIB4	4	0.17087	0.90512	0.43278	0.89825	0.3654	0.67745
FRMPD3	4	-0.090351	-0.62884	0.90782	0.99393	0.52945	0.76868
DOK7	4	0.19918	0.95666	0.37286	0.87448	0.33874	0.66363
MYBPHL	4	-0.33861	-2.1321	0.4013	0.88776	0.033	0.41351
TMEM221	4	-0.020249	-0.10242	0.91577	0.99393	0.91842	0.96255
LCE2C	4	0.047754	0.30733	0.73096	0.97442	0.75859	0.87201
IL13RA2	4	-0.30477	-1.1437	0.45565	0.90491	0.25275	0.63489
PGA4	4	-0.016433	-0.078027	0.90563	0.99393	0.93781	0.97273
ROBO3	4	-0.041269	-0.54505	0.96694	0.99826	0.58572	0.78612
CYTH2	4	-0.087485	-1.0599	0.91532	0.99393	0.28917	0.64214
TAS2R19	4	-0.63029	-1.5572	0.12261	0.631	0.11943	0.634
OR2H1	4	0.22995	1.3767	0.31215	0.83964	0.16861	0.634
KSR1	4	0.12334	0.60408	0.54107	0.9326	0.54579	0.77549
ANKRD16	4	-0.26128	-1.1831	0.53411	0.93207	0.23677	0.634
SF3A2	4	-1.1561	-2.1645	0.010889	0.17819	0.03043	0.39538
GALT	4	-0.66046	-2.0769	0.1079	0.60591	0.037808	0.43895
PPP1R3A	4	0.062766	0.3693	0.69108	0.96665	0.71191	0.84434
PABPC1L2B	4	-0.74867	-2.0508	0.073638	0.5144	0.040286	0.44814
CABP1	4	-0.046485	-0.14381	0.97986	0.99934	0.88565	0.94512
LOC339862	4	-0.35395	-1.485	0.38017	0.87704	0.13754	0.634
PRSS56	4	0.43408	1.065	0.069859	0.49911	0.28687	0.64084
RAD51AP2	4	0.19767	1.0442	0.3757	0.87606	0.29639	0.64464
KRTAP9-1	4	0.22608	1.4039	0.32001	0.84451	0.16034	0.634
COA4	4	0.12303	0.45975	0.54162	0.9326	0.64569	0.80795
DPP9-AS1	4	0.01951	0.093518	0.80688	0.98555	0.92549	0.96613
ZNF107	4	-0.27986	-0.73037	0.49861	0.92313	0.46516	0.73931
SLC22A15	4	0.022747	0.21883	0.79719	0.98344	0.82678	0.91199
FAM168A	4	0.66273	1.1555	0.0058174	0.11842	0.24789	0.63489
TGFBI	4	0.02334	0.20019	0.79604	0.98325	0.84134	0.91937
SYNE1	4	0.21752	0.88559	0.33557	0.85193	0.37584	0.6835
C9orf24	4	-0.057983	-0.22867	0.98956	0.99965	0.81913	0.90699
LRRC25	4	-0.084404	-0.48106	0.92303	0.99393	0.63048	0.80178
RNF6	4	0.387	1.2344	0.10357	0.59805	0.21704	0.634
LYPLA1	4	0.3415	1.3843	0.14623	0.66765	0.16628	0.634
PLK2	4	-0.069883	-0.31552	0.96017	0.99826	0.75237	0.86833
SLC4A10	4	0.15437	0.6645	0.46858	0.91036	0.50637	0.76167
MSH2	4	-0.54641	-1.815	0.17542	0.70593	0.069521	0.56131
MTCL1	4	0.077299	0.55926	0.65374	0.95636	0.57598	0.78332
IYD	4	0.063471	0.35903	0.68869	0.96665	0.71958	0.84856
MMP9	4	0.12091	0.45372	0.54733	0.93455	0.65003	0.8106
HOXD12	4	-0.012771	-0.14679	0.89524	0.99393	0.8833	0.94401
UXS1	4	-0.82874	-2.2155	0.050219	0.427	0.026729	0.3702
GSR	4	-0.44073	-1.4967	0.27014	0.80263	0.13448	0.634
CCDC173	4	0.55374	1.3182	0.021331	0.26998	0.18743	0.634
NRN1L	4	-0.13591	-1.4979	0.79813	0.98352	0.13415	0.634
MRPL54	4	-0.41025	-1.8534	0.30539	0.83481	0.063819	0.54502
CALML5	4	-0.43283	-1.789	0.27869	0.81079	0.073607	0.57647
NMNAT1	4	0.030072	0.36255	0.77944	0.98108	0.71694	0.84733
CDC5L	4	-1.2334	-2.5017	0.0072096	0.13501	0.012359	0.24693
ARNTL	4	-0.070426	-0.19799	0.95868	0.99826	0.84305	0.92044
RBPJ	4	-0.19669	-0.61984	0.66314	0.9589	0.53536	0.77142
TMA16	4	-0.48598	-1.1814	0.22454	0.76085	0.23745	0.634
CD300C	4	-0.08455	-0.35809	0.92278	0.99393	0.72028	0.84902
ZNF771	4	-0.1136	-0.31728	0.84999	0.98873	0.75103	0.86779
CPNE6	4	0.0036038	0.010353	0.84939	0.98873	0.99174	0.99585
CTAGE4	4	0.03236	0.1277	0.77372	0.98097	0.89839	0.95163
METTL16	4	-0.66848	-2.3036	0.10491	0.59926	0.021243	0.33185
MGAT5	4	0.080056	0.38322	0.64742	0.95475	0.70155	0.83867
BRINP3	4	-0.556	-1.5936	0.169	0.69803	0.11102	0.634
LRRC19	4	-0.10554	-0.47601	0.86948	0.99214	0.63407	0.80307
RAPGEF2	4	0.0072376	0.028872	0.84015	0.98744	0.97697	0.9901
IFITM3	4	-0.83259	-2.1596	0.049473	0.42431	0.030805	0.39833
HCFC1	4	-1.0588	-2.0403	0.017502	0.24242	0.041324	0.45301
TCERG1L	4	-0.23578	-1.5085	0.58174	0.94089	0.13141	0.634
PSCA	4	0.13564	0.5915	0.51019	0.92468	0.55419	0.77855
STOX1	4	0.23736	1.5172	0.29828	0.82768	0.12923	0.634
RBM18	4	-0.092087	-0.28826	0.90289	0.99393	0.77315	0.88134
CASP7	4	0.03597	0.34021	0.76472	0.97931	0.7337	0.85717
SLC31A1	4	-0.25731	-1.3022	0.54107	0.9326	0.19285	0.634
C5orf66	4	0.15219	0.84451	0.4732	0.91367	0.39839	0.69733
ADRA1D	4	0.6088	1.2587	0.01064	0.17498	0.20813	0.634
RNF148	4	0.24163	0.99895	0.29102	0.82209	0.31782	0.65395
BPHL	4	0.31632	1.3573	0.17467	0.70571	0.1747	0.634
HIST1H2BD	4	-0.77642	-1.8866	0.064539	0.4811	0.059212	0.52633
OLFM2	4	0.51509	1.4163	0.032468	0.3435	0.1567	0.634
LACTB	4	0.11463	0.51031	0.56161	0.93746	0.60983	0.79356
NOC4L	4	-1.323	-2.8672	0.0043258	0.098639	0.0041409	0.1388
NAT8L	4	-0.04166	-0.41133	0.96813	0.99826	0.68083	0.82687
POLR2J	4	-1.9995	-3.0011	9.9443e-05	0.0081633	0.0026897	0.1081
CFC1B	4	-0.26772	-1.2084	0.52193	0.92689	0.22689	0.634
LOC400863	4	-0.018563	-0.15469	0.91164	0.99393	0.87707	0.94083
TMEM189	4	-0.32458	-1.3878	0.42373	0.89486	0.16521	0.634
ATL3	4	0.25986	1.0647	0.25825	0.7937	0.287	0.64093
PDGFRB	4	-0.28465	-1.8308	0.49006	0.91945	0.067137	0.55248
WNT3A	4	0.068476	0.41805	0.67477	0.96228	0.67591	0.82456
KDM3A	4	0.046817	0.40666	0.73344	0.97579	0.68426	0.82847
NRIP2	4	-0.051478	-0.39303	0.99299	0.99965	0.6943	0.8347
RELB	4	-0.16955	-1.0883	0.72042	0.97202	0.27645	0.63891
CLSTN1	4	0.073961	0.53946	0.6612	0.95837	0.58957	0.7874
KCNQ1	4	0.16641	1.1392	0.44178	0.9005	0.2546	0.63496
ZFP30	4	-0.43506	-1.9713	0.27595	0.80942	0.048694	0.48498
ISYNA1	4	-0.18552	-0.58001	0.6873	0.96605	0.56191	0.77999
OXCT1	4	0.18124	1.4793	0.40926	0.89042	0.13907	0.634
TUBA3E	4	-0.30782	-0.79435	0.45092	0.9044	0.42699	0.7187
TRAPPC4	4	-2.0522	-3.9245	4.9722e-05	0.0044248	8.6925e-05	0.018023
NDUFC1	4	-1.0921	-2.0499	0.015066	0.21909	0.040378	0.44842
CPO	4	0.49691	1.138	0.038733	0.37452	0.25511	0.63496
PARG	4	-1.1638	-2.7089	0.010442	0.17256	0.0067508	0.17876
ZNF20	4	-0.22161	-0.94028	0.61048	0.94841	0.34708	0.66835
USP22	4	0.16133	0.47536	0.45271	0.9044	0.63453	0.80307
AGL	4	-0.098917	-0.49716	0.88549	0.99309	0.61907	0.79655
LGALS4	4	0.16959	0.81932	0.43526	0.89861	0.4126	0.70883
FBXO22	4	-0.69725	-1.9469	0.091885	0.56583	0.051552	0.49423
LRIT3	4	-0.13789	-1.3297	0.79356	0.98321	0.18362	0.634
LOC100129083	4	0.083578	0.4931	0.63842	0.95395	0.62194	0.79809
ATG7	4	0.08894	0.49328	0.6251	0.95125	0.62182	0.79809
IL22RA1	4	0.042545	0.1467	0.74602	0.9778	0.88337	0.94401
CYTL1	4	0.045892	0.18365	0.73613	0.97692	0.85429	0.92813
VARS	4	-2.0111	-3.8117	4.9722e-05	0.0044248	0.00013803	0.022204
SUSD3	4	0.20628	1.4797	0.3579	0.86629	0.13896	0.634
SSBP4	4	-0.20896	-1.188	0.63698	0.95363	0.23483	0.634
FCAR	4	0.30193	1.0031	0.19441	0.72744	0.31581	0.65349
ZSCAN9	4	-0.27678	-1.1124	0.50537	0.92465	0.26597	0.63754
PSMC3IP	4	-0.71604	-2.1848	0.084179	0.54332	0.028902	0.38546
ANKRD28	4	0.23894	1.227	0.29579	0.82553	0.21982	0.634
LEF1	4	0.016197	0.096114	0.81568	0.98588	0.92343	0.9651
NIPSNAP3A	4	-0.29052	-1.0024	0.48051	0.91568	0.31615	0.65349
MASP2	4	-0.026503	-0.27934	0.93019	0.9941	0.77998	0.88466
MOXD1	4	-0.085246	-0.46035	0.92104	0.99393	0.64526	0.80786
OR5T1	4	0.61882	0.97459	0.0098946	0.16639	0.32976	0.65953
C9orf72	4	0.34324	1.5222	0.14459	0.66644	0.12796	0.634
GSTM4	4	0.11939	0.81701	0.55072	0.93455	0.41392	0.70964
FEM1A	4	0.60506	1.3118	0.011386	0.18232	0.18958	0.634
RNF113B	4	0.18448	0.87713	0.4025	0.88776	0.38041	0.68661
OSR2	4	0.06646	0.34784	0.68034	0.96407	0.72796	0.85408
