sgRNA,Gene,Vaco_Control_D0,Vaco_Control_D10
7652817,APOBEC1,1476,1239
44914920,APOC1,1968,1609
44916229,APOC1,709,787
44914945,APOC1,981,1064
44916268,APOC1,1171,1456
25224411,AQP8,1824,1869
25221532,AQP8,1605,1576
25217279,AQP8,1613,1725
25217432,AQP8,1634,1423
44948523,APOC2,368,325
44948822,APOC2,1102,1212
44948764,APOC2,678,593
44948502,APOC2,321,227
116830635,APOC3,2941,3643
116830800,APOC3,2151,2616
116830866,APOC3,2031,2502
116832776,APOC3,2168,2109
44944808,APOC4,1130,1286
44944758,APOC4,1462,1415
44942300,APOC4,1363,1753
44944870,APOC4,1014,969
195573863,APOD,360,318
195569125,APOD,578,564
195573963,APOD,501,628
195571342,APOD,375,379
44907825,APOE,774,773
44908739,APOE,769,869
44908683,APOE,827,867
44908583,APOE,739,859
66228091,APOH,805,1042
66220711,APOH,1627,2107
66226080,APOH,618,865
66216937,APOH,535,673
26000093,APP,901,1018
25982424,APP,732,606
26051140,APP,507,610
25975070,APP,1290,1365
88811564,APRT,1724,1187
88810483,APRT,1625,1462
88811610,APRT,1933,1718
88810434,APRT,757,349
50858048,KLK3,2656,2906
50856254,KLK3,1785,1612
50858123,KLK3,1753,1846
50856340,KLK3,68,74
89010556,FAS,970,1310
89010767,FAS,1367,1185
89003145,FAS,1349,1364
89007730,FAS,1941,1759
172659447,FASLG,328,335
172665670,FASLG,861,773
172659501,FASLG,260,328
172659278,FASLG,808,1035
9894621,SHROOM2,1534,2105
9895753,SHROOM2,1512,2076
9895007,SHROOM2,345,473
9932348,SHROOM2,276,386
30912290,AQP1,992,1142
30912197,AQP1,646,713
30912023,AQP1,461,492
30922153,AQP1,349,437
49951168,AQP2,896,927
49950952,AQP2,655,732
49951040,AQP2,1269,1224
49951096,AQP2,99,45
33443381,AQP3,1859,1885
33442500,AQP3,1412,1426
33443841,AQP3,1754,1435
33442451,AQP3,2264,2985
26862424,AQP4,924,1241
26861274,AQP4,461,358
26862357,AQP4,751,734
26862286,AQP4,874,973
49963619,AQP5,702,564
49963508,AQP5,258,231
49962337,AQP5,372,302
49963577,AQP5,693,253
49973277,AQP6,334,373
49973565,AQP6,488,630
49973336,AQP6,950,1021
49973427,AQP6,488,352
33385763,AQP7,977,764
33395135,AQP7,775,615
33386512,AQP7,635,753
33386437,AQP7,926,209
58166786,AQP9,920,1060
58173173,AQP9,2130,2412
58179141,AQP9,989,981
58174954,AQP9,255,323
67546645,AR,2381,2667
67545703,AR,902,1232
67545527,AR,989,971
67546299,AR,931,1195
16177585,ABCC6,887,834
16198057,ABCC6,703,748
16188905,ABCC6,485,523
16173289,ABCC6,449,375
47565279,ARAF,1126,1236
47563059,ARAF,502,596
47567021,ARAF,540,624
47563325,ARAF,671,639
118581426,ARCN1,1440,1542
118584584,ARCN1,1268,1200
118592719,ARCN1,1184,1374
118583354,ARCN1,604,677
65611839,TRIM23,835,517
65618098,TRIM23,1807,1535
65610899,TRIM23,1520,1412
65611649,TRIM23,1943,1078
74449227,AREG,460,527
74446778,AREG,1770,2013
74446686,AREG,420,313
74446573,AREG,311,193
228097357,ARF1,1058,947
228097219,ARF1,410,481
228097633,ARF1,455,471
228097425,ARF1,1119,630
48940064,ARF3,1959,2593
48940981,ARF3,628,870
48940952,ARF3,1093,1183
48940025,ARF3,1284,1349
57583898,ARF4,773,861
57584388,ARF4,904,960
57575672,ARF4,569,699
57597106,ARF4,768,743
43400031,ARL4D,61,28
43400107,ARL4D,1645,1572
43399991,ARL4D,525,702
43399927,ARL4D,1425,1522
127588561,ARF5,475,539
127589159,ARF5,1069,975
127590133,ARF5,480,567
127590094,ARF5,488,385
49893996,ARF6,990,714
49894024,ARF6,945,691
49893861,ARF6,396,224
49893956,ARF6,639,646
131581321,ARG1,426,532
131582649,ARG1,1160,1263
131576700,ARG1,294,434
131583125,ARG1,494,653
67642273,ARG2,778,947
67620080,ARG2,1553,1346
67646655,ARG2,419,617
67646986,ARG2,450,506
49368470,RHOA,267,351
49362600,RHOA,817,1050
49375451,RHOA,519,523
49368436,RHOA,177,168
20447561,RHOB,396,415
20447602,RHOB,634,588
20447701,RHOB,770,813
20447773,RHOB,664,579
112703769,RHOC,1501,1147
112703072,RHOC,903,601
112703709,RHOC,1431,1366
112702611,RHOC,735,462
150487335,RND3,1427,1157
150471632,RND3,1449,1697
150474942,RND3,1730,1716
150486705,RND3,1129,1029
3827967,RHOG,942,866
3827863,RHOG,421,503
3827910,RHOG,251,268
3828033,RHOG,202,220
46695732,ARHGAP1,753,464
46681011,ARHGAP1,1108,1250
46682067,ARHGAP1,1169,811
46688247,ARHGAP1,1257,1105
153913411,ARHGAP4,1139,1258
153919247,ARHGAP4,212,260
153912728,ARHGAP4,1057,818
153913853,ARHGAP4,1201,1175
32093026,ARHGAP5,588,870
32092627,ARHGAP5,367,347
32093452,ARHGAP5,893,1219
32090991,ARHGAP5,1094,1450
11169510,ARHGAP6,1976,2414
11664260,ARHGAP6,2231,2993
11664446,ARHGAP6,1651,2123
11179435,ARHGAP6,1932,2319
81869192,ARHGDIA,979,1047
81869755,ARHGDIA,862,697
81869608,ARHGDIA,384,274
81869226,ARHGDIA,512,502
14950558,ARHGDIB,1761,2048
14949871,ARHGDIB,1434,1367
14944788,ARHGDIB,1998,2659
14949817,ARHGDIB,755,621
282094,ARHGDIG,1126,1125
281889,ARHGDIG,439,471
282475,ARHGDIG,922,902
281781,ARHGDIG,754,832
40243511,RHOH,1458,1563
40243445,RHOH,789,1129
40243649,RHOH,912,1005
40243744,RHOH,1632,1829
101401067,ARL1,1716,1893
101401167,ARL1,1145,1329
101405952,ARL1,442,631
101405889,ARL1,950,1274
72240050,PHOX2A,1778,2217
72241149,PHOX2A,1435,1824
72243894,PHOX2A,883,1082
72243944,PHOX2A,1361,1902
65018646,ARL2,572,686
65018408,ARL2,587,496
65018438,ARL2,585,569
65018615,ARL2,1384,1489
102699464,ARL3,507,492
102705351,ARL3,568,462
102699434,ARL3,647,882
102685986,ARL3,815,499
150846277,ARNT,512,510
150839530,ARNT,287,332
150818003,ARNT,542,352
150831863,ARNT,485,585
13358516,ARNTL,1893,2398
13372287,ARNTL,1167,1423
13369647,ARNTL,906,1051
13357073,ARNTL,412,433
70276675,ARR3,1325,1684
70277401,ARR3,2045,2258
70276250,ARR3,1082,1265
70270116,ARR3,1061,1114
75278702,ARRB1,1106,1360
75283391,ARRB1,598,721
75278620,ARRB1,831,930
75281109,ARRB1,1411,1570
4718651,ARRB2,647,733
4718271,ARRB2,508,661
4716029,ARRB2,679,856
4717911,ARRB2,566,733
50627197,ARSA,442,436
50627677,ARSA,2110,2514
50626211,ARSA,1078,1202
50626847,ARSA,912,1039
78955447,ARSB,1401,1668
78985073,ARSB,1063,892
78969027,ARSB,959,989
78885824,ARSB,1323,1372
7276052,STS,811,1045
7259469,STS,1952,2301
7257356,STS,1440,1857
7259745,STS,52,47
2910686,ARSD,1378,2030
2921904,ARSD,914,1119
2915583,ARSD,516,801
2918195,ARSD,888,1211
2949445,ARSE,665,781
2955424,ARSE,1688,2096
2946022,ARSE,413,495
2943109,ARSE,613,772
3084370,ARSF,1971,2259
3101139,ARSF,1373,1782
3089558,ARSF,1970,2318
3076640,ARSF,1832,2266
3659600,ART1,699,777
3659659,ART1,482,553
3660133,ART1,437,340
3659716,ART1,19,27
76081887,ART3,731,703
76082348,ART3,568,859
76081960,ART3,1000,1037
76082212,ART3,703,906
14840854,ART4,848,1019
14840940,ART4,627,707
14841063,ART4,545,572
14840733,ART4,639,558
19979029,ARVCF,1405,1777
19981707,ARVCF,1499,1842
19980018,ARVCF,439,618
19990586,ARVCF,832,992
18069829,ASAH1,722,1140
18061700,ASAH1,1039,1113
18067238,ASAH1,835,933
18084677,ASAH1,861,986
102958559,ASCL1,1607,1788
102958637,ASCL1,2605,3041
102958326,ASCL1,514,459
102958685,ASCL1,632,727
2270044,ASCL2,506,157
2270199,ASCL2,1088,735
2270252,ASCL2,1307,1573
2270097,ASCL2,675,899
7174436,ASGR1,2198,1986
7178494,ASGR1,2139,2661
7176863,ASGR1,1883,2294
7177211,ASGR1,1558,1734
7108489,ASGR2,565,693
7107880,ASGR2,1402,1735
7107112,ASGR2,498,444
7107303,ASGR2,530,552
34262854,ASIP,495,516
34260499,ASIP,1301,1358
34260453,ASIP,132,160
34260522,ASIP,694,861
66082414,ASL,1612,1735
66087774,ASL,562,616
66081894,ASL,341,373
66083136,ASL,500,609
1624384,ASMT,1449,1804
1615247,ASMT,975,1070
1624308,ASMT,1030,1280
1629904,ASMT,799,921
12745495,ASNA1,852,870
12737631,ASNA1,1179,1156
12745426,ASNA1,975,745
12745702,ASNA1,2082,2321
97858879,ASNS,1584,1883
97864339,ASNS,601,626
97858297,ASNS,821,407
97859250,ASNS,1255,1240
3481730,ASPA,1251,1353
3481637,ASPA,1274,1477
3489236,ASPA,740,688
3476256,ASPA,1851,2019
61644615,ASPH,1628,1144
61567275,ASPH,1506,1227
61562799,ASPH,1609,990
61637987,ASPH,748,505
130452292,ASS1,996,805
130464160,ASS1,1449,1620
130466795,ASS1,1006,1134
130471511,ASS1,1214,1411
177032478,ASTN1,1400,1274
176965214,ASTN1,1519,1984
177024657,ASTN1,1658,2013
177032793,ASTN1,628,845
173909825,SERPINC1,791,1082
173914729,SERPINC1,595,629
173910819,SERPINC1,545,541
173914805,SERPINC1,621,744
72957963,ZFHX3,740,775
72959248,ZFHX3,418,552
72950825,ZFHX3,179,184
72958543,ZFHX3,687,742
50814148,ATF1,983,1083
50814025,ATF1,688,893
50795982,ATF1,644,515
50809489,ATF1,707,641
212615192,ATF3,835,785
212615059,ATF3,997,1057
212615100,ATF3,502,693
212615236,ATF3,1680,1971
39521890,ATF4,968,934
39521667,ATF4,567,341
39521953,ATF4,663,761
39521558,ATF4,107,58
215326027,ATIC,1037,1131
215334967,ATIC,444,383
215332400,ATIC,318,354
215312581,ATIC,331,55
108244114,ATM,1428,1823
108299870,ATM,403,279
108272828,ATM,1888,2364
108250808,ATM,1889,2015
8495095,RERE,728,874
8362831,RERE,1271,1051
8624361,RERE,482,645
8541260,RERE,433,447
93829041,ATOH1,1007,1229
93829580,ATOH1,1799,1781
93829324,ATOH1,582,336
93829162,ATOH1,1054,942
151746421,ATOX1,1274,1752
151751767,ATOX1,934,1162
151751712,ATOX1,32,38
151751754,ATOX1,695,781
116387357,ATP1A1,2208,2618
116389703,ATP1A1,835,417
116388162,ATP1A1,283,347
116389466,ATP1A1,869,678
160124406,ATP1A2,1486,1370
160127607,ATP1A2,1888,2281
160128821,ATP1A2,1197,1669
160130476,ATP1A2,1457,1366
41981973,ATP1A3,573,667
41987946,ATP1A3,625,745
41985408,ATP1A3,725,852
41978783,ATP1A3,725,843
24702050,ATP12A,2800,3183
24698764,ATP12A,2099,2607
24692454,ATP12A,1536,1698
24690649,ATP12A,1319,1489
160155083,ATP1A4,1368,1444
160164219,ATP1A4,1328,1864
160156070,ATP1A4,1648,2089
160171314,ATP1A4,1650,1748
169127246,ATP1B1,1596,1644
169124929,ATP1B1,1582,1949
169130016,ATP1B1,1904,1943
169111457,ATP1B1,1745,1917
7651588,ATP1B2,1606,1839
7654208,ATP1B2,1666,2273
7654098,ATP1B2,1268,1764
7653399,ATP1B2,371,458
141907200,ATP1B3,1176,1440
141903645,ATP1B3,267,305
141876886,ATP1B3,1702,1484
141903710,ATP1B3,733,774
117824659,FXYD2,906,1057
117822686,FXYD2,1212,1468
117822463,FXYD2,1174,1415
117822428,FXYD2,2173,2350
28898243,ATP2A1,1236,1550
28894859,ATP2A1,1092,1179
28900664,ATP2A1,856,938
28887646,ATP2A1,838,796
110327951,ATP2A2,664,361
110340704,ATP2A2,857,706
110339371,ATP2A2,245,290
110340919,ATP2A2,245,204
3941188,ATP2A3,650,717
3953355,ATP2A3,278,424
3947662,ATP2A3,576,830
3945073,ATP2A3,280,303
89611331,ATP2B1,1297,641
89634837,ATP2B1,1436,2058
89616993,ATP2B1,782,985
89620209,ATP2B1,857,931
10350124,ATP2B2,1398,1185
10371946,ATP2B2,1005,1267
10402169,ATP2B2,597,630
10358810,ATP2B2,884,1333
153553068,ATP2B3,730,791
153549603,ATP2B3,434,499
153556407,ATP2B3,250,293
153543091,ATP2B3,653,768
203703715,ATP2B4,667,666
203711057,ATP2B4,915,835
203683390,ATP2B4,1793,1762
203709416,ATP2B4,982,1339
35560564,ATP4A,1284,1490
35562585,ATP4A,1048,799
35560365,ATP4A,5,9
35557032,ATP4A,2170,2600
113653347,ATP4B,700,775
113653411,ATP4B,1456,1632
113654847,ATP4B,1525,1473
113652922,ATP4B,880,1082
46089683,ATP5A1,1298,863
46089894,ATP5A1,855,529
46087187,ATP5A1,949,581
46089571,ATP5A1,898,853
126559251,ALDH7A1,687,639
126592726,ALDH7A1,751,941
126577178,ALDH7A1,1218,1435
126595047,ALDH7A1,412,247
56642520,ATP5B,1667,1933
56644862,ATP5B,707,754
56645255,ATP5B,83,26
56643473,ATP5B,936,481
7799062,ATP5C1,1305,1395
7799013,ATP5C1,350,466
7797107,ATP5C1,887,718
7796121,ATP5C1,527,509
1244130,ATP5D,1616,1296
1241918,ATP5D,1153,1002
1244101,ATP5D,1870,2075
1241989,ATP5D,1843,1296
59032225,ATP5E,667,778
59032221,ATP5E,2012,1513
59032239,ATP5E,857,609
59030418,ATP5E,1823,2226
111456094,ATP5F1,639,772
111454239,ATP5F1,793,876
111456245,ATP5F1,368,503
111454312,ATP5F1,1072,1104
48895211,ATP5G1,537,239
48894421,ATP5G1,514,593
48894386,ATP5G1,450,558
48895181,ATP5G1,683,742
53669876,ATP5G2,1416,1319
53669215,ATP5G2,1536,764
53669272,ATP5G2,665,886
53669917,ATP5G2,994,887
175180121,ATP5G3,994,1311
175179249,ATP5G3,676,802
175181357,ATP5G3,516,518
175179202,ATP5G3,373,486
673390,ATP5I,287,239
673956,ATP5I,335,221
673918,ATP5I,1866,914
673945,ATP5I,2234,648
25729743,ATP5J,703,728
25729761,ATP5J,798,406
25725332,ATP5J,412,548
25729678,ATP5J,811,1031
113781065,ATP6V1A,1735,1561
113784785,ATP6V1A,516,438
113788824,ATP6V1A,1380,1473
113784331,ATP6V1A,815,342
70936034,ATP6V1B1,894,850
70959976,ATP6V1B1,1125,1274
70958401,ATP6V1B1,548,565
70962781,ATP6V1B1,822,691
20197539,ATP6V1B2,694,703
20211210,ATP6V1B2,437,309
20211312,ATP6V1B2,711,544
20210416,ATP6V1B2,274,276
2519260,ATP6V0C,2384,1020
2519366,ATP6V0C,434,381
2514178,ATP6V0C,1588,717
2519315,ATP6V0C,2250,1974
103055880,ATP6V1C1,712,801
103063002,ATP6V1C1,319,369
103048951,ATP6V1C1,1367,1172
103048893,ATP6V1C1,909,852
17613294,ATP6V1E1,616,551
17600034,ATP6V1E1,365,395
17600069,ATP6V1E1,367,385
17612834,ATP6V1E1,900,976
43976115,ATP6V0B,603,615
43976304,ATP6V0B,627,188
43976820,ATP6V0B,1127,813
43975839,ATP6V0B,1333,666
31546146,ATP6V1G2,1535,1825
31546541,ATP6V1G2,1778,1576
31545570,ATP6V1G2,1288,1246
31546183,ATP6V1G2,1016,870
42487168,ATP6V0A1,1943,1961
42468056,ATP6V0A1,2024,2117
42477661,ATP6V0A1,679,873
42495172,ATP6V0A1,131,138
154433689,ATP6AP1,638,562
154428777,ATP6AP1,148,85
154432312,ATP6AP1,622,378
154434316,ATP6AP1,1452,1217
78011627,ATP7A,840,1232
78021024,ATP7A,450,560
77989640,ATP7A,1630,1813
78020244,ATP7A,1890,2319
33907378,ATP5O,745,793
33912394,ATP5O,1795,2080
33909098,ATP5O,1338,1678
33907420,ATP5O,1077,1190
51974612,ATP7B,533,676
51968531,ATP7B,867,965
51957550,ATP7B,735,811
51950071,ATP7B,745,966
142512359,ATR,662,890
142559256,ATR,755,878
142519725,ATR,454,414
142550221,ATR,581,477
77684232,ATRX,576,352
77682946,ATRX,254,362
77634620,ATRX,621,767
77693829,ATRX,162,210
240763061,KIF1A,318,343
240750505,KIF1A,1184,1402
240771023,KIF1A,526,606
240775891,KIF1A,784,929
91325365,AUH,1116,1582
91297999,AUH,760,1032
91355896,AUH,1283,1472
91296025,AUH,1075,1514
74528443,AUP1,682,893
74528915,AUP1,497,433
74529276,AUP1,2311,2329
74527981,AUP1,472,520
3084572,AVP,596,566
3084617,AVP,983,1197
3082995,AVP,296,385
3083131,AVP,596,638
63150698,AVPR1A,2226,2662
63150386,AVPR1A,1813,1522
63150487,AVPR1A,2311,2584
63150594,AVPR1A,2257,2291
206116391,AVPR1B,481,510
206116191,AVPR1B,1567,1992
206116278,AVPR1B,2702,2986
206116075,AVPR1B,559,706
153905841,AVPR2,1992,2686
153906161,AVPR2,1338,1355
153905961,AVPR2,2575,2840
153905729,AVPR2,1889,2552
41220748,AXL,495,599
41242921,AXL,1607,1717
41231012,AXL,1858,2193
41238502,AXL,1493,1674
99971874,AZGP1,1927,2515
99971931,AZGP1,1029,1285
99968205,AZGP1,735,920
99968418,AZGP1,1108,1340
828244,AZU1,938,1093
829571,AZU1,755,764
830772,AZU1,1222,1179
828354,AZU1,742,897
44715515,B2M,1090,1328
44715487,B2M,367,548
44715423,B2M,1246,1654
44711569,B2M,608,418
101368304,BAAT,705,815
101371011,BAAT,1008,1030
101371178,BAAT,439,343
101362922,BAAT,608,669
29326546,BACH1,842,1033
29321463,BACH1,1284,1557
29327136,BACH1,1294,1518
29326948,BACH1,577,925
64271677,BAD,1023,770
64271760,BAD,539,457
64284235,BAD,759,438
64284187,BAD,570,545
33264281,BAG1,785,596
33264496,BAG1,1750,1291
33262768,BAG1,1227,1085
33261138,BAG1,519,537
142479465,ADGRB1,2162,1892
142518165,ADGRB1,1561,1393
142475510,ADGRB1,1460,1527
142489060,ADGRB1,2215,2504
31740370,ADGRB2,1027,1019
31741954,ADGRB2,1757,1887
31744352,ADGRB2,1451,1676
31756292,ADGRB2,478,611
68956730,ADGRB3,1196,1493
69018416,ADGRB3,220,271
68639403,ADGRB3,1432,1696
68943842,ADGRB3,1402,1543
33577541,BAK1,1769,1841
33575407,BAK1,1327,1597
33575804,BAK1,1185,1161
33574152,BAK1,1005,876
13544344,NKX3-2,405,410
13544175,NKX3-2,516,777
13542486,NKX3-2,1580,1773
13544059,NKX3-2,553,610
214792399,BARD1,2042,1495
214780900,BARD1,761,848
214780597,BARD1,370,395
214780749,BARD1,2004,2125
48956294,BAX,1271,1625
48955818,BAX,1736,1734
48955703,BAX,742,899
48956230,BAX,567,452
66511220,BBS1,934,667
66521293,BBS1,473,522
66515887,BBS1,653,705
66514579,BBS1,193,211
56514612,BBS2,382,395
56501476,BBS2,406,540
56502787,BBS2,1470,1007
56511225,BBS2,384,522
72709701,BBS4,358,316
72731629,BBS4,406,460
72731342,BBS4,563,480
72715368,BBS4,739,890
24878545,BCAT1,474,709
24894379,BCAT1,472,499
24881345,BCAT1,1046,1173
24849891,BCAT1,1388,1979
48806651,BCAT2,528,621
48799812,BCAT2,1832,2143
48797268,BCAT2,1941,2020
48799680,BCAT2,1192,1356
165830073,BCHE,909,959
165830511,BCHE,732,1010
165830684,BCHE,934,1156
165830836,BCHE,1030,1199
41422230,BCKDHA,1478,2118
41410975,BCKDHA,1074,1397
41410704,BCKDHA,834,1012
41419163,BCKDHA,1366,1414
80167705,BCKDHB,896,1162
80168909,BCKDHB,1542,1637
80106815,BCKDHB,529,423
80127595,BCKDHB,1475,1539
69643149,CCND1,1253,1099
69643035,CCND1,1065,564
69641361,CCND1,571,286
69643890,CCND1,578,620
63318290,BCL2,721,811
63318207,BCL2,385,439
63318335,BCL2,943,1165
63318583,BCL2,415,486
79970900,BCL2A1,1064,1208
79970789,BCL2A1,1379,1580
79970866,BCL2A1,1506,1200
79971046,BCL2A1,1227,1402
31721925,BCL2L1,1498,452
31722028,BCL2L1,553,215
31722104,BCL2L1,738,672
31721821,BCL2L1,870,741
23307831,BCL2L2,1325,1203
23308055,BCL2L2,786,749
23308006,BCL2L2,1463,1339
23308102,BCL2L2,1336,1697
44751272,BCL3,1287,1679
44757411,BCL3,1545,1676
44757217,BCL3,1869,2561
44757054,BCL3,2468,2957
187729579,BCL6,1954,2412
187729935,BCL6,2944,3515
187731767,BCL6,1741,2090
187733542,BCL6,2178,2857
122030773,BCL7A,1547,2056
122030723,BCL7A,836,923
122022156,BCL7A,833,744
122035386,BCL7A,1590,1362
147618838,BCL9,747,845
147620411,BCL9,1642,2205
147619541,BCL9,910,1117
147613146,BCL9,56,56
11967652,TNFRSF17,2502,3117
11965397,TNFRSF17,1870,2276
11965427,TNFRSF17,1641,1795
11967580,TNFRSF17,1905,2259
607972,HCN2,1609,2231
603642,HCN2,560,719
613382,HCN2,732,705
603786,HCN2,783,1025
128774595,OPN1SW,1916,1849
128775144,OPN1SW,1869,2011
128775087,OPN1SW,1379,1761
128775505,OPN1SW,1225,1543
23268439,BCR,554,788
23273742,BCR,408,439
23181916,BCR,411,431
23287167,BCR,690,712
218661935,BCS1L,591,761
218661467,BCS1L,670,704
218661853,BCS1L,439,279
218661221,BCS1L,482,284
197533503,BDH1,766,912
197514375,BDH1,684,578
197514276,BDH1,533,573
197512290,BDH1,1565,1457
96264328,BDKRB1,831,779
96264199,BDKRB1,1272,1656
96264023,BDKRB1,1682,2014
96263881,BDKRB1,852,993
96240724,BDKRB2,2193,2337
96240474,BDKRB2,1062,1257
96240824,BDKRB2,1573,2185
96240960,BDKRB2,1391,1607
31947766,CFB,627,805
31947119,CFB,650,712
31949253,CFB,988,1101
31948006,CFB,1603,1717
17511991,BFSP1,449,697
17494962,BFSP1,1303,1730
17498850,BFSP1,8,6
17514747,BFSP1,739,885
156242809,BGLAP,763,817
156242255,BGLAP,1320,1368
156242275,BGLAP,1763,1663
156242827,BGLAP,1412,763
153506635,BGN,672,651
153504844,BGN,1325,1601
153505316,BGN,642,749
153504744,BGN,602,736
42527181,CEACAM1,896,1089
42521323,CEACAM1,1270,1335
42521411,CEACAM1,543,599
42527327,CEACAM1,888,1126
79115853,BHMT,867,1002
79121279,BHMT,1091,845
79126168,BHMT,1600,1166
79119287,BHMT,1414,1344
32328140,BICD1,2057,2175
32305935,BICD1,1324,1436
32327729,BICD1,822,781
32216424,BICD1,1301,1797
17739454,BID,1239,1365
17743995,BID,2531,2142
17739357,BID,1086,975
17743804,BID,849,747
43124148,BIK,1153,1473
43124098,BIK,1165,1211
43127710,BIK,831,647
43128525,BIK,1487,1451
106088300,PRDM1,811,860
106105284,PRDM1,505,685
106105127,PRDM1,516,579
106099308,PRDM1,518,586
11549085,BLK,1557,2156
11548071,BLK,629,578
11556787,BLK,538,503
11550218,BLK,324,359
90749518,BLM,631,757
90769585,BLM,566,582
90761137,BLM,255,270
90765370,BLM,1006,1193
30272822,BLMH,1704,2273
30285460,BLMH,745,708
30287829,BLMH,1156,1526
30274149,BLMH,1490,1592
118893668,CXCR5,611,851
118894212,CXCR5,642,913
118893804,CXCR5,752,815
118894148,CXCR5,667,663
43800550,BLVRA,464,700
43800501,BLVRA,864,1044
43792748,BLVRA,916,1310
43788024,BLVRA,614,748
40458477,BLVRB,436,413
40458155,BLVRB,772,841
40458430,BLVRB,375,473
40458209,BLVRB,331,441
83264489,BNC1,889,1009
83263419,BNC1,466,611
83266849,BNC1,1368,1520
83268171,BNC1,1538,1517
22327972,BMI1,629,871
22326500,BMI1,534,728
22329064,BMI1,678,874
22328138,BMI1,620,962
22173676,BMP1,893,936
22194758,BMP1,1064,981
22180416,BMP1,853,870
22177111,BMP1,82,136
6778533,BMP2,756,881
6770227,BMP2,1157,1068
6770358,BMP2,669,755
6778323,BMP2,1270,1339
81046198,BMP3,2283,3326
81045856,BMP3,1571,2050
81046293,BMP3,2361,1723
81046041,BMP3,1943,2390
53950483,BMP4,956,890
53950729,BMP4,438,378
53950566,BMP4,1318,1253
53950632,BMP4,1353,1187
55794381,BMP5,2072,2364
55819737,BMP5,1452,1631
55874491,BMP5,2057,2365
55874789,BMP5,1448,1427
7727337,BMP6,508,918
7861565,BMP6,490,567
7845265,BMP6,759,923
7845149,BMP6,638,1028
57202521,BMP7,622,850
57228382,BMP7,1943,2198
57265880,BMP7,1864,1686
57265740,BMP7,581,583
39788221,BMP8B,641,778
39788321,BMP8B,1487,1797
39774343,BMP8B,1463,1699
39788157,BMP8B,1055,1345
86890164,BMPR1A,643,771
86917231,BMPR1A,1294,1025
86919178,BMPR1A,903,1022
86899882,BMPR1A,337,274
95131323,BMPR1B,1444,1828
