sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
ZNF645_1278.16,ZNF645,1051,546.6
ZIC3_E1_118.20,ZIC3,1429,1942.4
MYT1L_E10_978.92,MYT1L,1897,2054.2
ZNF665_E4_1497.67,ZNF665,1562,1147.8
ZNF331_E7_993.46,ZNF331,382,292
STK26_PKc_E6_158.7,STK26,605,555.2
KMT2D_16614.77,KMT2D,941,1113.8
ZNF784_E2_447.47,ZNF784,1077,931.4
TFDP1_E6_144.9,TFDP1,785,1103.4
RBBP6_5379.445,RBBP6,1505,976.8
TRIM17_1434.286,TRIM17,1518,1536.4
HAT1_e4_121.5,HAT1,1222,1061.8
FOXN3_E2_204.2,FOXN3,1239,1155.8
SEBOX_E2_135.2,SEBOX,1803,1808.8
NEURL1B_1668.224,NEURL1B,605,660.6
HDAC3_e9_74.6,HDAC3,781,673
CUL4B_2742.88,CUL4B,1319,1201.6
ZNF283_E7_1077.52,ZNF283,1736,1260.8
NR2C2_E6_180.16,NR2C2,1708,1478
USP44_2139.144,USP44,1913,1889.2
ATAD2_BD_e21_95.1,ATAD2,1953,2230.2
RNF121_984.52,RNF121,1505,1936.8
MLL5_e13_110.1,MLL5,1460,1081
FURIN_2385.148,FURIN,709,594.4
DMRT3_E1_141.9,DMRT3,1611,1614.4
ZNRF1_684.77,ZNRF1,978,909
ZBTB8A_E4_144.2,ZBTB8A,1694,1584.6
CISH_828.103,CISH,751,933.8
EMX1_E2_129.2,EMX1,2143,2144.2
DTX3L_2223.80,DTX3L,938,762.2
MASP1_2187.174,MASP1,911,1112.4
OBSCN_PKc_E87_61.1,OBSCN,1358,1394.4
PRSS33_843.72,PRSS33,1023,1200.8
NFIC_E8_185.32,NFIC,2154,1589.4
PSMD14_933.12,PSMD14,891,691
USP47_3864.41,USP47,991,917.8
RNF144A_879.31,RNF144A,848,788.8
BRD4_BD1_e4_68.1,BRD4,334,116
EZH2_SET_e17_82.0,EZH2,17933,13981
KDM2B_6,KDM2B,943,741.2
DCAF12L1_1392.129,DCAF12L1,1315,926.2
MAP2K4_PKc_E4_120.2,MAP2K4,1466,1458.4
ZNF274_E8_552.10,ZNF274,3337,2886.8
TMPRSS9_3180.87,TMPRSS9,1725,1606.6
INSRR_PKc_E19_160.12,INSRR,584,540.6
BPTF_Phd2_E27_106.5,BPTF,2084,3053.6
SCYL3_PKc_E4_114.1,SCYL3,1679,1821.4
EZH2_SANT_E5_150.2,EZH2,763,618.8
DCAF8_1794.97,DCAF8,1397,1778
ANAPC1_9,ANAPC1,376,206.2
NAT10_e18_75.7,NAT10,399,309
ZBTB25_E6_69.1,ZBTB25,568,640.4
FBXO28_540.45,FBXO28,645,520.2
ATF6B_E10_162.1,ATF6B,1010,822
DCUN1D1_735.23,DCUN1D1,1006,954
ZNF587_E3_567.56,ZNF587,1071,1222.6
TRIM6-TRIM34_2529.15,TRIM6-TRIM34,1359,1220
SGK2_PKc_E6_113.1,SGK2,604,741.6
MTA1_E14_152.14,MTA1,1751,1545.6
IRF2_E4_152.6,IRF2,2398,2014.2
TGFBR2_PKc_E6_142.2,TGFBR2,651,715.2
MMP7_804.52,MMP7,1457,1259
PDK3_PKc_E2_142.11,PDK3,1014,1021.8
YBX3_E4_90.1,YBX3,457,488
ZNF726_E4_1281.48,ZNF726,1122,947.6
KCTD2_BTB74164_E1_792.6,KCTD2,1510,965.6
ZNF770_E3_1944.123,ZNF770,1622,1902.2
MLKL_PKc_E6_136.11,MLKL,1285,1217.4
BAZ2A_Phd_E26_141.13,BAZ2A,1211,1528
HTRA4_1431.96,HTRA4,2349,1962.6
SMAD2_E3_90.4,SMAD2,1982,1536.2
SENP2_1770.9,SENP2,1416,1057.6
ZNF24_E4_234.12,ZNF24,2204,2117.4
TRIM63_1062.148,TRIM63,862,667.2
FOXM1_E5_87.2,FOXM1,1108,884.8
ADAMTS9_5808.703,ADAMTS9,1046,740.6
SHPRH_5052.196,SHPRH,1389,1483.2
LHX8_E8_96.0,LHX8,1148,1079.4
RC3H2_3576.1,RC3H2,1403,1153.6
METAP2_1437.95,METAP2,1578,1407.4
CLPP_834.106,CLPP,654,638.2
USP12_1113.17,USP12,1683,1067
EIF3F_1074.83,EIF3F,1760,1433.4
RHOXF2B_E4_42.0,RHOXF2B,2826,2139.4
ZIM2_E11_492.13,ZIM2,860,695.6
SETD7_e7_158.10,SETD7,1952,2021.6
RNF38_1548.60,RNF38,2569,2517.2
RFPL1_954.96,RFPL1,766,549
KDM5A_e13_120.2,KDM5A,1485,1219.8
TLX1_E2_167.12,TLX1,1455,1055.2
MMP2_1983.51,MMP2,2584,2055.8
DLX4_E2_129.12,DLX4,1473,1485.8
DCAF6_2856.250,DCAF6,1459,1353.6
LNX2_2073.81,LNX2,957,775.6
ZNF461_E6_666.53,ZNF461,1189,954.4
neg97,neg97,2428,1603.4
ZNF414_E5_61.1,ZNF414,2891,2796.2
ZNF630_E5_909.72,ZNF630,1237,1148.6
TRIM11_1407.294,TRIM11,458,414.4
ASB9_885.63,ASB9,912,781.8
HEYL_E3_84.2,HEYL,2015,1657.6
ASH1L_Phd_E21_66.2,ASH1L,1616,1513.8
MYCBP2_14037.627,MYCBP2,824,629.2
ZNF600_E3_1785.72,ZNF600,2495,2031
CTSG_768.124,CTSG,1718,1430.2
FOXK2_E4_138.12,FOXK2,1588,1004.6
FBXL15_903.29,FBXL15,362,398.6
UBR2_5268.330,UBR2,2062,1519
PTK7_PKc_E15_40.3,PTK7,1017,1105.8
RPS6KA4_PKc2_E10_129.2,RPS6KA4,430,280
HNF4A_E2_113.9,HNF4A,726,563.4
TRIM49B_1359.134,TRIM49B,1444,1091.2
CEBPB_E1_147.1,CEBPB,1490,1391.6
MARCH10_2541.167,10-Mar,1382,1299.4
ZNF107_E7_1755.5,ZNF107,2515,1913.4
PHF14_ePhd_E5_53.0,PHF14,1424,1233.6
NFATC1_E5_173.20,NFATC1,1385,1865
UBE2D3_3,UBE2D3,1230,1004
TBX21_E4_159.13,TBX21,1297,1279.8
BNC2_E6_147.6,BNC2,572,712.8
DPYSL3_2055.258,DPYSL3,1269,1190.4
EIF3F_1074.84,EIF3F,1307,1222.4
L3MBTL3_MBT451543_E1_2343.102,L3MBTL3,727,505
USP51_2136.138,USP51,2778,2806
RNF149_1203.130,RNF149,997,842.6
PATZ1_E2_64.1,PATZ1,3678,3611
ASB15_1767.140,ASB15,1354,1694
ADAMTS12_4785.84,ADAMTS12,709,657.6
ZNF28_E4_1494.47,ZNF28,3437,3016.8
neg78,neg78,3025,2116.2
ZNF555_E4_1170.98,ZNF555,2753,2553
ESX1_E2_89.3,ESX1,1227,905
ZNF569_E6_1494.50,ZNF569,513,368.6
CAD_6678.759,CAD,866,928.2
USP17L5_885.28,USP17L5,716,509
CBX4_Chromo_E1_69.1,CBX4,578,427.6
SCAF11_4392.9,SCAF11,1317,632
ZNF549_E4_1143.72,ZNF549,1752,1922
TRIM27_1373.221,TRIM27,1106,1761
neg17,neg17,4895,4314.4
FOXO3_E2_90.1,FOXO3,1843,1556.2
ADCK1_PKc_E7_117.13,ADCK1,548,446.4
NAT10_e18_75.4,NAT10,2150,1561
CUL4A_2280.174,CUL4A,1194,1008.4
CBLC_1425.230,CBLC,529,498.2
NKX1_2_E2_177.16,NKX1,990,1131.6
ELK3_E2_153.6,ELK3,2159,1940.2
RNF213_15624.1363,RNF213,973,694.6
ZNF160_E7_1665.76,ZNF160,2916,2936.6
TPP2_3750.92,TPP2,2736,2216.2
YEATS2_Yeats231310_E1_4269.537,YEATS2,879,529.2
HOXA2_E2_174.13,HOXA2,1345,951.4
MBD4_E2_77.3,MBD4,2563,1880.2
MBD4_MBD_E2_77.3,MBD4,2563,1880.2
RNF24_510.42,RNF24,1131,707.4
TRIM16_1695.254,TRIM16,2100,1945.4
PHF19_tudor4387_E1_624.99,PHF19,2123,2183.4
RNF146_1077.1,RNF146,3189,2104
POU2F1_E12_108.3,POU2F1,1014,735.8
TRIM66_BD_e17_75.4,TRIM66,1935,2223.4
SENP3_1725.167,SENP3,1172,1298.6
UBR3_RING_E29_62.2,UBR3,792,664.8
ISL2_E4_174.19,ISL2,967,1176.4
ASB4_1281.68,ASB4,565,490.8
ASB1_1008.33,ASB1,910,856.2
LTN1_5439.227,LTN1,618,399
KMT2D_ePhd1_E5_110.19,KMT2D,2561,3449.2
ZNF429_E4_1167.65,ZNF429,1580,1386.6
USP53_3222.215,USP53,1507,1487
TPSD1_729.27,TPSD1,503,408.4
HTRA1_1443.154,HTRA1,440,492.8
LMX1B_E5_78.4,LMX1B,666,663.8
CDK9_e2.1,CDK9,1709,1126.4
KCTD19_BTB398488_E1_2781.76,KCTD19,2331,2446.6
ZNF577_E7_657.14,ZNF577,2965,2917.2
NSD1_Phd3_E14_110.0,NSD1,987,857.4
PJA1_1368.101,PJA1,1240,905
ZNF763_E4_402.18,ZNF763,1343,915
NR2E3_E3_104.11,NR2E3,911,756.6
KDM4C_ePhd_E17_109.8,KDM4C,750,961.8
L3MBTL4_E14_65.4,L3MBTL4,2640,2765.8
RNF187_708.11,RNF187,256,230
IRF2BP1_1755.220,IRF2BP1,2050,2069
PBRM1_Bah9571049_E1_4749.115,PBRM1,829,688.6
MMP14_1749.289,MMP14,821,726.4
PROX2_E2_102.8,PROX2,1476,1471.8
ABHD12B_858.33,ABHD12B,3264,3407
ADAMTS17_3288.91,ADAMTS17,1719,1687.4
ZNF624_E6_1671.46,ZNF624,2091,2040
BRWD3_BD_e32_126.3,BRWD3,1912,1179.2
DLX4_E2_129.11,DLX4,665,641
AR_E3_117.4,AR,1400,1140
BPTF_BD_e24_187.3,BPTF,1022,1626.6
CREB3_E6_67.4,CREB3,951,520.8
ING5_Phd_E6_136.15,ING5,1261,797.4
ASRGL1_927.56,ASRGL1,1949,1531.2
KMT2C_Phd5_E19_134.12,KMT2C,347,428.4
MMP21_1710.218,MMP21,1232,944
KCTD14_BTB35119_E1_768.17,KCTD14,507,349
L3MBTL4_E14_65.5,L3MBTL4,2097,2000
ZNF821_E6_60.5,ZNF821,603,585.2
FBXL7_1476.31,FBXL7,978,1281.6
KDM5D_Phd2_E25_183.17,KDM5D,1967,1813.8
TFAM_E4_150.2,TFAM,749,818.6
KLHL18_BTB28135_E1_1725.251,KLHL18,1322,1133.2
REL_E4_92.2,REL,1461,945.6
ACE2_2418.74,ACE2,1509,1283
RHBDF2_2571.33,RHBDF2,3001,3002
RHBDF2_174.3,RHBDF2,3001,3002
DCLK2_PKc_E8_68.1,DCLK2,1004,920.8
ZNF547_E4_495.16,ZNF547,2315,1859.2
ZNF555_E4_1170.74,ZNF555,3272,3064.4
LATS1_PKc_E8_369.2,LATS1,1341,900.8
ZCWPW2_PWWP97160_E1_1071.7,ZCWPW2,366,331.4
ZPR1_E8_67.2,ZPR1,925,685.6
RNF6_2058.110,RNF6,2057,1499.8
FBXL14_1257.219,FBXL14,699,572
RNFT2_1335.134,RNFT2,477,385.6
neg11,neg11,5236,5628.6
PEX2_918.43,PEX2,1161,576
HAT1_e5_180.9,HAT1,1425,868.4
KDM1A_e14_112.1,KDM1A,1451,1224
SRPK3_PKc_E3_98.1,SRPK3,1356,1209
PAK6_PKc_E7_134,PAK6,1011,1005.2
HDAC11_e3_101.12,HDAC11,1597,1767.2
JOSD2_567.42,JOSD2,1212,1172.8
DESI2_585.1,DESI2,2286,1979.8
ATAD2B_BD_e23_86.1,ATAD2B,1066,737.8
CCNB1IP1_834.1,CCNB1IP1,2468,1753.6
HGF_147.4,HGF,2660,2701.8
SKP2_1275.38,SKP2,1129,1158.4
TRIM55_1647.194,TRIM55,2475,2286.6
PRDM1_E5_51.1,PRDM1,662,527.4
ZNF221_E6_1233.111,ZNF221,2905,2537.8
TFCP2_E4_106.9,TFCP2,3143,3095.8
TEC_PKc_E13_161.15,TEC,1280,1165.8
ZNF473_E5_1962.193,ZNF473,1316,819
ZNF527_E5_831.66,ZNF527,2507,2038.4
NPR1_PKc_E11_105.4,NPR1,1176,997.2
UBR1_5250.20,UBR1,840,796.8
MBD3_E5_178.8,MBD3,3233,2626.8
MBD3_MBD2_E5_178.8,MBD3,3233,2626.8
TCF7_E8_99.1,TCF7,1039,754
ECE1_2313.194,ECE1,1449,1744.8
FBXO4_8,FBXO4,2197,2239
DPYSL4_1719.78,DPYSL4,1264,1505.6
ZNF91_E4_2595.63,ZNF91,1192,944.2
neg5,neg5,4896,4043
BHLHE23_E1_171.4,BHLHE23,801,696.8
ABHD5_1050.92,ABHD5,1937,1759.2
GMEB2_E5_104.6,GMEB2,3615,3967.8
RNF20_2928.181,RNF20,1090,1059
ZNF700_E4_1239.60,ZNF700,1622,1154.4
MIS18BP1_SANT_E12_112.2,MIS18BP1,551,540
FRK_PKc_E4_127.1,FRK,633,433.8
DTX2_1869.136,DTX2,1918,1586.4
SOX18_E1_109.7,SOX18,1443,959.6
HINFP_E6_153.6,HINFP,2585,2694.8
KDM2A_E10_56.4,KDM2A,762,740.4
ZNF98_E4_1155.61,ZNF98,1460,830
RHOBTB2_BTB289326_E1_2250.328,RHOBTB2,747,774.8
ASB12_957.49,ASB12,320,256.4
SOCS2_597.65,SOCS2,1462,1048.2
PRMT9_e4_168.0,PRMT9,1837,2326
TRIM66_Phd_E15_113.12,TRIM66,2052,2297.6
REPIN1_E4_1524.124,REPIN1,2487,3066.4
ZNF226_E6_1572.153,ZNF226,1927,1716
KLK8_137.18,KLK8,202,148.4
SREBF2_E5_103.3,SREBF2,1291,805.6
MXI1_E4_115.1,MXI1,1939,2716
ZNF384_E8_183.5,ZNF384,1105,1078.8
CRX_E3_135.6,CRX,423,462
E2F4_E2_110.1,E2F4,1334,1348.4
BAHCC1_BAHCC1_E27_180.4,BAHCC1,1810,2488.2
KDM4C_ePhd_E16_53.0,KDM4C,1671,1274.8
BFAR_1353.3,BFAR,883,826.4
FBXL2_1272.68,FBXL2,1058,1036.8
NR4A2_E4_130.10,NR4A2,1921,1789.4
FOXD3_E1_234.31,FOXD3,1195,991.2
MTF1_E3_215.22,MTF1,340,216.8
BRCA1_5592.484,BRCA1,1495,1327.4
NLK_PKc_E5_86.1,NLK,1483,813
DLX2_E3_48.4,DLX2,703,619.6
LMTK2_PKc_E6_88.1,LMTK2,706,606.6
ZNF701_E5_795.42,ZNF701,3490,3588.6
ARIH1_1674.162,ARIH1,1347,904.8
STK10_PKc_E3_49.5,STK10,1081,976.8
CNDP1_1524.152,CNDP1,1920,2445.8
ZBED4_E2_1476.200,ZBED4,1388,1202.8
FBXW11_5,FBXW11,591,606.8
KLK9_753.81,KLK9,1094,1172.8
PCSK1_2262.103,PCSK1,1065,909.4
HMGB2_E4_175.2,HMGB2,1949,1189
HNF1B_E4_106.6,HNF1B,1630,1759.8
PSMB2_606.43,PSMB2,560,399.6
ZNF143_E12_167.5,ZNF143,1242,995
PPIL2_1563.168,PPIL2,186,272
BTBD6_BTB76183_E1_1458.15,BTBD6,1466,1619.6
CDK4_PKc_E6_51,CDK4,289,233.8
THAP10_E1_276.39,THAP10,1664,1488.6
RHBDD2_672.14,RHBDD2,1135,1073.8
KDM5D_e14_163.1,KDM5D,1199,984.4
neg40,neg40,8121,8070.6
MMP27_1542.15,MMP27,1169,882.8
neg88,neg88,3403,2838
PSMB7_834.11,PSMB7,1213,1089.6
RNF144A_879.119,RNF144A,1212,1232
SCRT1_E2_156.5,SCRT1,1147,1134.8
DLX5_E2_129.10,DLX5,997,738.8
ZBTB1_E2_522.13,ZBTB1,1272,933.4
CPM_1332.11,CPM,1494,1266.6
PRDM9_e8_158.18,PRDM9,2393,1626.8
NCOR1_E18_95.1,NCOR1,1644,1567.6
RNF187_708.130,RNF187,934,848
ZNF677_E5_903.3,ZNF677,2087,2081.2
TRIM6-TRIM34_2529.165,TRIM6-TRIM34,1667,1422.2
TRIM34_1467.79,TRIM34,1667,1422.2
JARID2_E7_88.9,JARID2,2103,2169.8
ZNF790_E5_1317.42,ZNF790,1404,1034.6
INSR_PKc_E21_135.15,INSR,356,362.2
MAPK14_PKc_E5_30,MAPK14,697,605.2
PRMT6_e1_281.50,PRMT6,1185,1114.8
ZBTB7A_E2_68.3,ZBTB7A,2830,3358.4
POU5F1_E5_51.2,POU5F1,1376,993
CBX4_Chromo_E3_66.0,CBX4,286,325.4
PDGFRA_PKc_E14_111.9,PDGFRA,844,464.8
ZCWPW2_PWWP97160_E1_1071.64,ZCWPW2,834,699.4
SPIN3_Spinlin129177_E1_777.4,SPIN3,819,788.2
DCAF15_1803.68,DCAF15,735,987
ZNF778_E7_1323.152,ZNF778,1814,1892
ZNF623_E1_1116.1,ZNF623,1779,1175.4
ZNF229_E6_1239.139,ZNF229,1571,1726
ZNF324B_E4_660.58,ZNF324B,1327,1152.8
TSC22D4_E5_162.2,TSC22D4,896,1065.6
PTK6_PKc_E8_164.19,PTK6,1088,1148.2
TBX3_E6_133.6,TBX3,1552,1443
UBE2U_681.16,UBE2U,1365,973
ASB14_1764.82,ASB14,2016,1781.8
WSB2_1266.30,WSB2,909,782.2
GATA3_E6_51.0,GATA3,2063,1841.2
IRX1_E2_165.13,IRX1,1118,706.6
FBXL3_1287.57,FBXL3,2200,2123.8
ZNF143_E11_180.0,ZNF143,1864,1180.2
ZIK1_E4_666.75,ZIK1,3480,3098.4
ZNF211_E4_1116.0,ZNF211,1238,890
ROS1_PKc_E41_135.2,ROS1,240,206
SETD4_e7_103.2,SETD4,2168,1254.2
ZNF268_E6_1749.35,ZNF268,1872,1970.6
ASB11_972.20,ASB11,1035,836.4
DPP9_2679.28,DPP9,1834,1306.4
HP_1221.118,HP,2111,2085.8
FBXL3_1287.78,FBXL3,1675,1832.8
BIRC3_1815.68,BIRC3,2060,1895.6
ZNF780A_E6_1410.120,ZNF780A,979,635
SYVN1_1854.42,SYVN1,1268,1277.6
ZNF671_E4_573.9,ZNF671,941,1206.6
SPIN4_Spinlin4189_E1_750.12,SPIN4,830,911.8
PAX2_E2_167.32,PAX2,1021,1256.2
MAK_PKc_E2_92.4,MAK,914,1042
RNF17_tudor9671013_E1_4872.105,RNF17,704,457.8
ZNF444_E5_360.32,ZNF444,669,650.8
SH3RF2_2190.409,SH3RF2,571,512.4
WT1_E8_90.2,WT1,1446,1193
NKX1_2_E2_177.0,NKX1,1078,1266.8
GATAD2B_E8_203.20,GATAD2B,720,480.6
MYBL1_SANT2_E4_32.0,MYBL1,885,796.8
BRWD1_BD2_e35_98.2,BRWD1,1573,1034.6
GLYR1_PWWP690_E1_1662.7,GLYR1,2337,1734
DCAF13_1794.90,DCAF13,985,662
CHD1L_H_e12_111.0,CHD1L,2794,3742.8
CFI_1752.73,CFI,1237,1082
UBR1_5250.29,UBR1,2210,1888.8
SPIN1_Spinlin133181_E1_789.33,SPIN1,486,313.4
BIRC2_1857.4,BIRC2,1410,1223.6
MBTPS1_3159.393,MBTPS1,1322,1476.6
GZMA_789.4,GZMA,1085,812.6
CHD9_Chromo_E6_39.0,CHD9,1229,803
ZNF417_E3_567.41,ZNF417,2586,2222.8
NEURL2_858.78,NEURL2,1542,893.8
HIC2_E3_507.28,HIC2,2206,3044.2
TRIM27_1373.222,TRIM27,1427,1362.6
ZNF726_E4_1281.25,ZNF726,2201,1478.6
PHF23_Phd_E5_132.15,PHF23,2500,2774.8
ZNF614_E5_666.11,ZNF614,1555,1824.8
GABPA_E10_70.0,GABPA,2042,1286.8
KBTBD7_BTB53168_E1_2055.212,KBTBD7,946,869.8
ZBTB33_E3_657.1,ZBTB33,682,513.2
LONRF3_2280.204,LONRF3,748,759.2
NR1D1_E4_145.6,NR1D1,555,468.4
ADAM21_2169.191,ADAM21,645,446.8
ZFP82_E5_1152.83,ZFP82,2360,2063
RCBTB2_BTB395487_E1_1656.123,RCBTB2,2439,2016
ZNF142_E6_781.19,ZNF142,2522,3085.8
MBTPS1_3159.84,MBTPS1,696,555.2
UBE2D2_444.24,UBE2D2,1115,883.8
RHOBTB2_BTB443492_E1_2250.124,RHOBTB2,1170,1015.8
RNF215_1134.130,RNF215,950,689.2
AKTIP_7,AKTIP,1176,1423.8
RNF38_1548.171,RNF38,625,585.2
ANAPC10_6,ANAPC10,771,526.6
MAPK1_PKc_E4_117.4,MAPK1,890,1085.4
VRK1_PKc_E4_70,VRK1,551,458.6
RNF41_954.35,RNF41,486,437
TRIM39_1557.223,TRIM39,672,593
RNF165_1041.62,RNF165,924,988.8
GZMB_744.1,GZMB,2393,2475.6
SIK3_PKc_E1_81,SIK3,2851,3584.4
ZSCAN20_E9_248.27,ZSCAN20,1801,1969.2
ZSCAN20_SANT2_E7_248.27,ZSCAN20,1801,1969.2
KDM2A_4,KDM2A,822,773.8
KCNC1_BTB10104_E1_1758.27,KCNC1,733,758.8
ALX3_E2_135.20,ALX3,1549,1739.2
NEURL3_789.11,NEURL3,642,623.4
TRIM28_2508.428,TRIM28,605,810.8
LIN28B_E3_105.6,LIN28B,1375,1497.4
SMARCAL1_H_e16_50.0,SMARCAL1,1326,1801.2
REST_E4_83.1,REST,2198,2062.6
neg55,neg55,3010,2636.2
PCSK7_2358.395,PCSK7,2916,2891.8
MIB1_3021.218,MIB1,2218,2128.6
ZSCAN20_E8_478.84,ZSCAN20,3290,3837.4
ZSCAN20_SANT_E6_478.84,ZSCAN20,3290,3837.4
ZNF419_E5_666.42,ZNF419,2056,1480.6
KLHL29_BTB319431_E1_2628.37,KLHL29,475,502.8
SOCS5_1611.87,SOCS5,1166,852
ZNF33A_E5_1407.108,ZNF33A,2240,2199.6
ATF3_E4_99.1,ATF3,2210,2342.4
ZNF596_E6_906.4,ZNF596,1445,1517.8
KDM4A_Phd_E15_56.2,KDM4A,957,1071.8
DLX6_E2_129.3,DLX6,1245,1033.8
ZNF133_E7_1230.89,ZNF133,959,586.6
KLHL38_BTB24131_E1_1746.272,KLHL38,942,660.2
HUWE1_13125.775,HUWE1,1075,933.6
HOXA6_E2_177.0,HOXA6,1642,1505.4
MYT1L_E15_251.5,MYT1L,2007,2783.6
POU2F2_E11_108.2,POU2F2,876,912.4
RBCK1_1533.8,RBCK1,573,576.8
SOCS7_1746.203,SOCS7,1363,1542.6
PRSS35_1242.38,PRSS35,861,404.2
CUL9_7554.539,CUL9,2509,2512.6
AHR_E2_126.7,AHR,953,689.4
ZNF256_E3_1128.66,ZNF256,1780,2143.4
EPHA5_PKc_E12_186.6,EPHA5,889,903.8
ATF4_E2_156.1,ATF4,1322,803.2
TBX15_E4_172.0,TBX15,2287,1579.8
BTBD17_BTB53162_E1_1437.265,BTBD17,1274,1225.8
FBXO41_2628.456,FBXO41,961,977.4
ZNF780A_E6_1410.76,ZNF780A,1929,1410.4
ADAM9_2460.47,ADAM9,1547,1507.8
KDM2A_CXXC576609_E1_3489.398,KDM2A,2514,3738
KDM2A_3489.398,KDM2A,2514,3738
PhIP_BD1_e31_121.5,PhIP,1313,1140.6
GGT5_1764.156,GGT5,843,595
NFATC1_E5_173.1,NFATC1,2256,1548.4
ABHD17B_882.28,ABHD17B,968,918.4
RNF25_1380.37,RNF25,1686,1683.8
PSMA8_771.53,PSMA8,768,474
HOXB9_E2_177.4,HOXB9,880,1299.6
NR2F2_E1_208.24,NR2F2,1688,1472.8
ZNF860_E2_1002.40,ZNF860,1906,1869.2
CASP8_127.5,CASP8,1853,1919.2
LONP1_2880.207,LONP1,416,404.6
RAG1_3132.321,RAG1,1296,1011.2
ZNF585B_E5_1839.124,ZNF585B,3645,2716
SMAD1_E2_372.20,SMAD1,1096,1062.2
NCOR2_SANT2_E18_63.0,NCOR2,774,936.8
PHIP_5466.70,PHIP,1394,1037.4
ZNF426_E8_750.72,ZNF426,4607,3610.2
EPHX1_1368.92,EPHX1,2788,3562
RXRG_E4_180.15,RXRG,1984,2247.8
LZTR1_BTB665799_E1_2523.198,LZTR1,1958,1545.8
ZNF550_E4_660.4,ZNF550,776,1019.6
RSPRY1_1731.85,RSPRY1,1915,1924
ZNF383_E5_969.43,ZNF383,2233,2422.4
ASCL1_E1_126.11,ASCL1,916,1121.2
HDAC4_e22_98.4,HDAC4,866,745
HERC4_2385.153,HERC4,1602,1238.8
neg1,neg1,4266,4055.2
EBF1_E8_105.6,EBF1,1516,802.6
ZNF14_E4_1155.71,ZNF14,597,378.8
ZNF432_E5_1392.85,ZNF432,1757,1710.6
ZNF114_E6_321.21,ZNF114,1078,432.2
CYHR1_5,CYHR1,1909,1904.6
NSD3_e21_142.11,NSD3,1486,1188
FBXO42_2154.17,FBXO42,1044,983.8
RNF112_1896.387,RNF112,751,717
SPDEF_E6_173.18,SPDEF,1989,1528.4
ZBTB8A_BTB14122_E1_1326.9,ZBTB8A,1237,936.4
GRK6_PKc_E11_90.3,GRK6,950,935.2
INSM2_E1_852.107,INSM2,777,525.2
GATA5_E3_135.5,GATA5,1777,1820.4
ATAT1_e4_50.0,ATAT1,3274,2210.4
TRIM21_1428.206,TRIM21,1177,928.4
FES_PKc_E13_27,FES,967,748.6
TEF_E4_174.14,TEF,1035,605.6
CAPN8_2112.88,CAPN8,1383,938.2
PLG_146.10,PLG,2026,2219.6
ZNF28_E4_1494.60,ZNF28,1914,1586.4
NSD1_PWWP319429_E1_8091.928,NSD1,1445,1119.2
THOP1_2070.14,THOP1,2630,2820.6
ABTB1_BTB273376_E1_1437.8,ABTB1,1383,1478
RNF2_1011.9,RNF2,1065,1061.2
HIVEP1_E4_4854.350,HIVEP1,1057,799.8
IRAK4_PKc_E8_115.3,IRAK4,1578,1291.6
ADAM18_137.6,ADAM18,1156,1042.2
ZNF10_E5_666.23,ZNF10,2818,2602.6
TTN_PKc_E358_736.25,TTN,1237,1100.2
ZKSCAN3_E7_573.55,ZKSCAN3,2031,1329.2
C1R_2118.118,C1R,1105,920.2
METAP1_1161.46,METAP1,1893,1546.8
RNF6_2058.108,RNF6,1156,746.4
RCOR1_E11_92.5,RCOR1,3299,2544.2
RCOR1_SANT2_E11_101.5,RCOR1,3299,2544.2
APEH_2199.24,APEH,993,1206.8
RFX5_E7_120.13,RFX5,1918,2488.6
DYRK3_PKc_E3_1140.11,DYRK3,1400,1135.8
KMT2C_14736.1676,KMT2C,2408,2195.6
TFDP3_E1_249.0,TFDP3,1394,1037
CBX8_Chromo_E3_66.3,CBX8,586,584.2
ZMYND11_BD_e8_56.0,ZMYND11,579,711.8
ZBTB49_E6_83.4,ZBTB49,767,663.8
ZNF678_E4_1197.73,ZNF678,4824,4030
MUSK_PKc_E13_74.1,MUSK,332,215.6
KCTD9_BTB91181_E1_1170.97,KCTD9,654,596.6
IRF7_E1_153.9,IRF7,1384,1178
USP17L2_1593.178,USP17L2,3418,3984.6
CHFR_1995.303,CHFR,1499,1857.2
PRSS35_1242.31,PRSS35,1946,2142
KMT2D_Phd1_E8_115.1,KMT2D,1535,1627.4
KMT2D_16614.94,KMT2D,1535,1627.4
L3MBTL1_MBT385481_E1_2523.339,L3MBTL1,416,314
ZNF257_E4_936.14,ZNF257,1248,773.6
LHX8_E8_96.5,LHX8,2650,2711.6
PHIP_5466.365,PHIP,1806,1846.6
E2F7_E4_115.1,E2F7,3174,3029.4
FBXO21_1887.131,FBXO21,604,511
ASB16_1362.120,ASB16,255,219
KDM3A_e21_131.13,KDM3A,1712,1956.6
ZNF683_E4_51.0,ZNF683,1571,1284.8
L3MBTL3_MBT451543_E1_2343.99,L3MBTL3,693,844.2
ZBTB5_BTB14121_E1_2034.12,ZBTB5,714,787.6
PHF7_Phd_E9_59.4,PHF7,2554,2158.4
PHF7_1146.101,PHF7,2554,2158.4
NFE2L3_E4_135.0,NFE2L3,2154,2210.4
ZNF138_E4_231.10,ZNF138,1921,1618
ZNF765_E4_744.27,ZNF765,3226,2238.6
FOXQ1_E1_237.5,FOXQ1,251,150
