sgRNA,Gene,A2780_Cont2_D0,A2780_Cont2_D10
CHUK_PKc_E5_89,CHUK,752,538
CHUK_PKc_E6_90.5,CHUK,1056,728
CIT_PKc_E4_132.1,CIT,900,605
CIT_PKc_E5_102.1,CIT,1660,479
CIT_PKc_E6_143.9,CIT,772,693
CIT_PKc_E7_94,CIT,2712,2019
CIT_PKc_E8_204,CIT,2174,1222
CIT_PKc_E9_154.9,CIT,1215,1921
CLK1_PKc_E4_40,CLK1,701,367
CLK1_PKc_E5_67,CLK1,1018,1619
CLK1_PKc_E6_117.1,CLK1,438,902
CLK1_PKc_E7_167.7,CLK1,1897,1146
CLK1_PKc_E8_95,CLK1,1931,1027
CLK1_PKc_E9_130.1,CLK1,3258,3819
CLK2_PKc_E10_83.3,CLK2,1251,287
CLK2_PKc_E4_40,CLK2,1155,890
CLK2_PKc_E5_67,CLK2,756,202
CLK2_PKc_E6_117.1,CLK2,1582,1052
CLK2_PKc_E7_167.4,CLK2,1784,1183
CLK2_PKc_E9_130.3,CLK2,972,263
CLK3_PKc_E4_43.1,CLK3,1930,1358
CLK3_PKc_E5_67.7,CLK3,1677,907
CLK3_PKc_E6_117,CLK3,2771,2565
CLK3_PKc_E7_167.21,CLK3,981,1071
CLK3_PKc_E8_95.3,CLK3,2175,842
CLK3_PKc_E9_130.3,CLK3,779,394
CLK4_PKc_E4_40,CLK4,1209,603
CLK4_PKc_E5_67,CLK4,2018,1440
CLK4_PKc_E6_117.3,CLK4,4440,3583
CLK4_PKc_E7_167.8,CLK4,1803,2677
CLK4_PKc_E8_95.2,CLK4,2126,3557
CLK4_PKc_E9_130.3,CLK4,1824,1182
CSF1R_PKc_E12_127.12,CSF1R,1141,656
CSF1R_PKc_E13_105.8,CSF1R,620,155
CSF1R_PKc_E14_111.8,CSF1R,601,101
CSF1R_PKc_E15_163.13,CSF1R,3383,2205
CSF1R_PKc_E16_89.3,CSF1R,1586,1155
CSF1R_PKc_E17_98.1,CSF1R,2473,1719
CSK_PKc_E10_74.8,CSK,1819,2461
CSK_PKc_E11_196.3,CSK,1993,591
CSK_PKc_E12_87,CSK,2111,803
CSK_PKc_E7_61.3,CSK,825,948
CSK_PKc_E8_100.1,CSK,324,278
CSK_PKc_E9_91,CSK,1097,272
CSNK1A1_PKc_E1_78.2,CSNK1A1,361,238
CSNK1A1_PKc_E2_107.7,CSNK1A1,1675,98
CSNK1A1_PKc_E3_127.1,CSNK1A1,1121,92
CSNK1A1_PKc_E4_99.5,CSNK1A1,766,318
CSNK1A1_PKc_E5_84.1,CSNK1A1,2819,2095
CSNK1A1_PKc_E6_140.6,CSNK1A1,2009,393
CSNK1D_PKc_E1_55.2,CSNK1D,1472,1268
CSNK1D_PKc_E1_55.3,CSNK1D,1627,477
CSNK1D_PKc_E2_111.8,CSNK1D,1705,1398
CSNK1D_PKc_E3_149.8,CSNK1D,953,401
CSNK1D_PKc_E4_229.12,CSNK1D,1468,456
CSNK1D_PKc_E5_171.15,CSNK1D,1361,145
CSNK1E_PKc_E2_55.4,CSNK1E,1253,687
CSNK1E_PKc_E3_111.11,CSNK1E,1638,377
CSNK1E_PKc_E4_149.4,CSNK1E,1289,119
CSNK1E_PKc_E5_229.35,CSNK1E,900,230
CSNK1E_PKc_E6_171.15,CSNK1E,930,1482
CSNK1E_PKc_E7_110.8,CSNK1E,625,657
CSNK1G1_PKc_E2_55.3,CSNK1G1,1618,304
CSNK1G1_PKc_E3_41,CSNK1G1,4706,5626
CSNK1G1_PKc_E4_70.2,CSNK1G1,968,734
CSNK1G1_PKc_E5_152.1,CSNK1G1,2239,872
CSNK1G1_PKc_E6_235.8,CSNK1G1,2091,1275
CSNK1G1_PKc_E7_86.9,CSNK1G1,713,942
CSNK1G2_PKc_E2_55.5,CSNK1G2,1396,1877
CSNK1G2_PKc_E3_41,CSNK1G2,1156,1073
CSNK1G2_PKc_E4_70.3,CSNK1G2,429,123
CSNK1G2_PKc_E5_149.15,CSNK1G2,905,1590
CSNK1G2_PKc_E6_235.22,CSNK1G2,533,195
CSNK1G2_PKc_E7_86.13,CSNK1G2,730,363
CSNK1G3_PKc_E2_55.2,CSNK1G3,1832,929
CSNK1G3_PKc_E3_41,CSNK1G3,1165,739
CSNK1G3_PKc_E4_70.2,CSNK1G3,800,596
CSNK1G3_PKc_E5_149.1,CSNK1G3,517,695
CSNK1G3_PKc_E6_235.1,CSNK1G3,924,846
CSNK1G3_PKc_E7_86.3,CSNK1G3,916,502
CSNK2A1_PKc_E10_102.3,CSNK2A1,650,248
CSNK2A1_PKc_E10_102.7,CSNK2A1,1529,754
CSNK2A1_PKc_E11_101,CSNK2A1,1151,475
CSNK2A1_PKc_E11_101.1,CSNK2A1,1684,1031
CSNK2A1_PKc_E12_149.5,CSNK2A1,1404,748
CSNK2A2_PKc_E1_41,CSNK2A2,1846,868
CSNK2A2_PKc_E2_112.4,CSNK2A2,1436,1345
CSNK2A2_PKc_E3_102.5,CSNK2A2,1556,612
CSNK2A2_PKc_E4_51,CSNK2A2,1147,654
CSNK2A2_PKc_E5_60.2,CSNK2A2,1070,1194
CSNK2A2_PKc_E6_84.4,CSNK2A2,1018,533
DAPK1_PKc_E2_44.1,DAPK1,1558,609
DAPK1_PKc_E3_222.6,DAPK1,1306,1143
DAPK1_PKc_E4_139.3,DAPK1,834,749
DAPK1_PKc_E5_130.11,DAPK1,1278,680
DAPK1_PKc_E6_49.3,DAPK1,1563,1529
DAPK1_PKc_E8_153.1,DAPK1,2007,1892
DAPK2_PKc_E2_44.1,DAPK2,1595,704
DAPK2_PKc_E3_222.18,DAPK2,1113,1060
DAPK2_PKc_E4_139,DAPK2,1202,639
DAPK2_PKc_E5_130.5,DAPK2,839,957
DAPK2_PKc_E6_49.1,DAPK2,2637,2019
DAPK2_PKc_E8_153.1,DAPK2,1466,692
DAPK3_PKc_E2_44,DAPK3,1829,1110
DAPK3_PKc_E3_361.58,DAPK3,1358,915
DAPK3_PKc_E4_130.4,DAPK3,574,532
DAPK3_PKc_E5_49,DAPK3,783,468
DAPK3_PKc_E7_153.1,DAPK3,1515,1502
DAPK3_PKc_E8_43,DAPK3,1311,1103
DCLK1_PKc_E10_120.4,DCLK1,5151,3859
DCLK1_PKc_E11_147.4,DCLK1,851,412
DCLK1_PKc_E12_134.16,DCLK1,1107,463
DCLK1_PKc_E13_78.4,DCLK1,2116,1481
DCLK1_PKc_E8_83.4,DCLK1,1586,1151
DCLK1_PKc_E9_58,DCLK1,635,328
DCLK2_PKc_E10_120.6,DCLK2,1590,1313
DCLK2_PKc_E11_147.9,DCLK2,1,1
DCLK2_PKc_E12_134.4,DCLK2,2893,2015
DCLK2_PKc_E13_78.2,DCLK2,1539,1893
DCLK2_PKc_E8_68.1,DCLK2,1484,2052
DCLK2_PKc_E9_58.3,DCLK2,2012,1593
DCLK3_PKc_E2_390.28,DCLK3,2181,1056
DCLK3_PKc_E2_390.6,DCLK3,2345,1444
DCLK3_PKc_E3_133.3,DCLK3,732,340
DCLK3_PKc_E3_133.7,DCLK3,996,943
DCLK3_PKc_E4_168.9,DCLK3,2135,1510
DCLK3_PKc_E5_86.5,DCLK3,1766,2406
DDR1_PKc_E12_60.4,DDR1,1673,1775
DDR1_PKc_E12_60.9,DDR1,2117,1566
DDR1_PKc_E13_128.2,DDR1,485,66
DDR1_PKc_E14_237.4,DDR1,2035,1631
DDR1_PKc_E15_235.2,DDR1,565,451
DDR1_PKc_E16_150.1,DDR1,2990,1247
DDR2_PKc_E14_60.8,DDR2,2033,2333
DDR2_PKc_E15_128.5,DDR2,1460,679
DDR2_PKc_E16_192.4,DDR2,1840,2001
DDR2_PKc_E17_235.9,DDR2,35,25
DDR2_PKc_E18_150.9,DDR2,1586,1018
DDR2_PKc_E19_120.5,DDR2,1010,545
DMPK_PKc_E1_48.3,DMPK,903,2227
DMPK_PKc_E2_84.9,DMPK,1489,1367
DMPK_PKc_E3_96.8,DMPK,428,10
DMPK_PKc_E4_149.4,DMPK,1523,1884
DMPK_PKc_E5_94.11,DMPK,1237,498
DMPK_PKc_E6_207.24,DMPK,1111,911
DSTYK_PKc_E10_114.7,DSTYK,1809,744
DSTYK_PKc_E11_115.6,DSTYK,1202,556
DSTYK_PKc_E12_135,DSTYK,1019,1132
DSTYK_PKc_E13_134.19,DSTYK,2807,1223
DSTYK_PKc_E8_155.7,DSTYK,1301,2049
DSTYK_PKc_E9_133,DSTYK,2104,949
DYRK1A_PKc_E4_75.3,DYRK1A,1645,747
DYRK1A_PKc_E5_148,DYRK1A,1118,179
DYRK1A_PKc_E6_287.15,DYRK1A,1326,1246
DYRK1A_PKc_E7_147.1,DYRK1A,1667,1030
DYRK1A_PKc_E8_141.1,DYRK1A,386,542
DYRK1A_PKc_E9_213.21,DYRK1A,548,598
DYRK1B_PKc_E4_84,DYRK1B,2572,1503
DYRK1B_PKc_E5_148.7,DYRK1B,1085,792
DYRK1B_PKc_E6_287.28,DYRK1B,1306,674
DYRK1B_PKc_E7_147.3,DYRK1B,1084,556
DYRK1B_PKc_E8_141,DYRK1B,1505,2001
DYRK1B_PKc_E9_213.48,DYRK1B,692,364
DYRK2_PKc_E3_1140.113,DYRK2,993,953
DYRK2_PKc_E3_1140.126,DYRK2,246,122
DYRK2_PKc_E3_1140.134,DYRK2,609,213
DYRK2_PKc_E3_1140.135,DYRK2,581,339
DYRK2_PKc_E3_1140.32,DYRK2,1465,838
DYRK2_PKc_E3_1140.73,DYRK2,1082,572
DYRK3_PKc_E3_1140.11,DYRK3,2910,2007
DYRK3_PKc_E3_1140.115,DYRK3,1008,869
DYRK3_PKc_E3_1140.119,DYRK3,641,232
DYRK3_PKc_E3_1140.128,DYRK3,924,417
DYRK3_PKc_E3_1140.22,DYRK3,1220,825
DYRK3_PKc_E3_1140.67,DYRK3,1229,1252
DYRK4_PKc_E4_105.4,DYRK4,1521,1431
DYRK4_PKc_E5_137,DYRK4,1561,1117
DYRK4_PKc_E6_141.7,DYRK4,3300,2557
DYRK4_PKc_E7_139.3,DYRK4,1202,103
DYRK4_PKc_E8_82.5,DYRK4,1712,1521
DYRK4_PKc_E9_173.37,DYRK4,568,197
EEF2K_PKc_E4_48,EEF2K,1047,223
EEF2K_PKc_E5_38.5,EEF2K,1367,1144
EEF2K_PKc_E6_172.2,EEF2K,1019,915
EEF2K_PKc_E7_150.5,EEF2K,1425,360
EEF2K_PKc_E8_133,EEF2K,1349,1227
EEF2K_PKc_E9_53.1,EEF2K,956,694
EGFR_PKc_E18_75.5,EGFR,2943,1809
EGFR_PKc_E19_99,EGFR,1535,2538
EGFR_PKc_E20_186.28,EGFR,2826,1637
EGFR_PKc_E21_156,EGFR,1609,1400
EGFR_PKc_E22_76.2,EGFR,869,890
EGFR_PKc_E23_147.18,EGFR,1291,907
EIF2AK1_PKc_E10_112.5,EIF2AK1,1485,1151
EIF2AK1_PKc_E5_72.4,EIF2AK1,757,554
EIF2AK1_PKc_E6_81.2,EIF2AK1,2158,2144
EIF2AK1_PKc_E7_100.3,EIF2AK1,1041,856
EIF2AK1_PKc_E8_61.1,EIF2AK1,1019,202
EIF2AK1_PKc_E9_328.3,EIF2AK1,1234,988
EIF2AK2_PKc_E11_123.3,EIF2AK2,2670,1006
EIF2AK2_PKc_E12_159.6,EIF2AK2,1579,904
EIF2AK2_PKc_E13_181.3,EIF2AK2,1541,488
EIF2AK2_PKc_E14_129.3,EIF2AK2,1182,194
EIF2AK2_PKc_E15_102.3,EIF2AK2,1721,1610
EIF2AK2_PKc_E16_54.1,EIF2AK2,1336,665
EIF2AK3_PKc_E11_123.1,EIF2AK3,1092,599
EIF2AK3_PKc_E12_103.6,EIF2AK3,835,61
EIF2AK3_PKc_E13_201.3,EIF2AK3,1108,127
EIF2AK3_PKc_E14_168.13,EIF2AK3,2377,1407
EIF2AK3_PKc_E15_102.3,EIF2AK3,1810,495
EIF2AK3_PKc_E16_63.2,EIF2AK3,2197,2857
EIF2AK4_PKc_E10_107.3,EIF2AK4,1509,772
EIF2AK4_PKc_E10_107.8,EIF2AK4,1982,1059
EIF2AK4_PKc_E8_123.1,EIF2AK4,1301,1328
EIF2AK4_PKc_E8_123.3,EIF2AK4,1344,453
EIF2AK4_PKc_E9_536.1,EIF2AK4,2883,1511
EIF2AK4_PKc_E9_536.41,EIF2AK4,1078,793
EIF2AK4_PKc2_E12_431.72,EIF2AK4,974,191
EIF2AK4_PKc2_E13_70,EIF2AK4,1395,1557
EIF2AK4_PKc2_E14_84.1,EIF2AK4,1770,1216
EIF2AK4_PKc2_E15_123.2,EIF2AK4,1303,796
EIF2AK4_PKc2_E16_105.6,EIF2AK4,1016,378
EIF2AK4_PKc2_E17_55,EIF2AK4,1344,1442
EPHA1_PKc_E11_43.2,EPHA1,792,691
EPHA1_PKc_E12_186.1,EPHA1,655,235
EPHA1_PKc_E13_62.2,EPHA1,879,385
EPHA1_PKc_E14_207.8,EPHA1,1337,1050
EPHA1_PKc_E15_150.26,EPHA1,2240,1333
EPHA1_PKc_E16_150.6,EPHA1,938,523
EPHA10_PKc_E10_46,EPHA10,997,537
EPHA10_PKc_E11_186.3,EPHA10,459,114
EPHA10_PKc_E12_62.1,EPHA10,2303,2775
EPHA10_PKc_E13_204.12,EPHA10,2052,757
EPHA10_PKc_E14_150.23,EPHA10,1441,862
EPHA10_PKc_E15_150.3,EPHA10,876,1792
EPHA2_PKc_E11_189.12,EPHA2,1452,777
EPHA2_PKc_E11_189.15,EPHA2,1911,925
EPHA2_PKc_E12_62,EPHA2,2050,1318
EPHA2_PKc_E12_62.7,EPHA2,2396,4672
EPHA2_PKc_E13_210.12,EPHA2,1081,1354
EPHA2_PKc_E13_210.8,EPHA2,1906,356
EPHA3_PKc_E10_43.1,EPHA3,1035,467
EPHA3_PKc_E11_186.8,EPHA3,1077,242
EPHA3_PKc_E12_62.2,EPHA3,1926,2337
EPHA3_PKc_E13_210.12,EPHA3,1820,2103
EPHA3_PKc_E14_150.14,EPHA3,1388,1103
EPHA3_PKc_E15_150.1,EPHA3,4356,4001
EPHA4_PKc_E11_43.1,EPHA4,1739,1567
EPHA4_PKc_E12_186.13,EPHA4,1681,1914
EPHA4_PKc_E13_62.3,EPHA4,1308,2331
EPHA4_PKc_E14_210.8,EPHA4,1188,695
EPHA4_PKc_E15_150.7,EPHA4,446,403
EPHA4_PKc_E16_150.16,EPHA4,2136,988
EPHA5_PKc_E11_43,EPHA5,2193,722
EPHA5_PKc_E12_186.6,EPHA5,2592,1568
EPHA5_PKc_E13_62.2,EPHA5,3737,1969
EPHA5_PKc_E14_210.8,EPHA5,2490,999
EPHA5_PKc_E15_150.7,EPHA5,1579,278
EPHA5_PKc_E16_150,EPHA5,681,876
EPHA6_PKc_E10_43,EPHA6,1457,1392
EPHA6_PKc_E11_186.1,EPHA6,1950,1360
EPHA6_PKc_E12_126.26,EPHA6,2764,1477
EPHA6_PKc_E13_62.4,EPHA6,1852,2520
EPHA6_PKc_E15_150.1,EPHA6,1294,757
EPHA6_PKc_E16_150.9,EPHA6,2187,2432
EPHA7_PKc_E10_43,EPHA7,1092,1006
EPHA7_PKc_E11_186.8,EPHA7,2180,5213
EPHA7_PKc_E12_62.2,EPHA7,905,309
EPHA7_PKc_E13_210.13,EPHA7,984,949
EPHA7_PKc_E14_150.12,EPHA7,1993,876
EPHA7_PKc_E15_150.1,EPHA7,1110,602
EPHA8_PKc_E11_186.28,EPHA8,1246,853
EPHA8_PKc_E11_186.31,EPHA8,527,220
EPHA8_PKc_E12_62.2,EPHA8,609,359
EPHA8_PKc_E13_210.35,EPHA8,3232,3149
EPHA8_PKc_E14_150.21,EPHA8,1702,677
EPHA8_PKc_E15_150.4,EPHA8,1997,2644
EPHB1_PKc_E10_43,EPHB1,1208,963
EPHB1_PKc_E10_43.1,EPHB1,1395,543
EPHB1_PKc_E11_248.3,EPHB1,1609,1319
EPHB1_PKc_E12_216.9,EPHB1,1005,705
EPHB1_PKc_E13_150.12,EPHB1,1033,461
EPHB1_PKc_E14_150.11,EPHB1,1163,325
EPHB2_PKc_E10_43.1,EPHB2,1038,877
EPHB2_PKc_E10_43.2,EPHB2,2596,2022
EPHB2_PKc_E11_248.3,EPHB2,734,491
EPHB2_PKc_E12_216.6,EPHB2,1239,1188
EPHB2_PKc_E13_150.22,EPHB2,1601,717
EPHB2_PKc_E14_150.11,EPHB2,947,658
EPHB3_PKc_E10_43.2,EPHB3,903,614
EPHB3_PKc_E10_43.3,EPHB3,2914,2433
EPHB3_PKc_E11_248.16,EPHB3,1676,1324
EPHB3_PKc_E12_216.7,EPHB3,1131,1743
EPHB3_PKc_E13_150.1,EPHB3,1032,1669
EPHB3_PKc_E14_150.8,EPHB3,296,520
EPHB4_PKc_E11_43,EPHB4,2098,3177
EPHB4_PKc_E11_43.2,EPHB4,1492,691
EPHB4_PKc_E12_248.35,EPHB4,507,448
EPHB4_PKc_E13_216.23,EPHB4,2259,1365
EPHB4_PKc_E14_150.2,EPHB4,2521,2048
EPHB4_PKc_E15_150.34,EPHB4,3399,2082
EPHB6_PKc_E11_43.3,EPHB6,2417,2228
EPHB6_PKc_E11_43.4,EPHB6,1283,401
EPHB6_PKc_E12_248.1,EPHB6,1244,1094
EPHB6_PKc_E13_174.1,EPHB6,852,780
EPHB6_PKc_E14_150,EPHB6,1515,1158
EPHB6_PKc_E15_150.12,EPHB6,481,25
ERBB2_PKc_E18_75.5,ERBB2,2059,542
ERBB2_PKc_E19_99.8,ERBB2,3783,2912
ERBB2_PKc_E20_186.2,ERBB2,1103,1158
ERBB2_PKc_E21_156.2,ERBB2,1171,428
ERBB2_PKc_E22_76.9,ERBB2,925,575
ERBB2_PKc_E23_147.4,ERBB2,1718,467
ERBB3_PKc_E18_75.4,ERBB3,895,66
ERBB3_PKc_E19_99.4,ERBB3,1128,1292
ERBB3_PKc_E20_186.13,ERBB3,2440,1294
ERBB3_PKc_E21_156.15,ERBB3,694,509
ERBB3_PKc_E22_76.7,ERBB3,2120,582
ERBB3_PKc_E23_147.5,ERBB3,2156,2732
ERBB4_PKc_E17_54,ERBB4,706,552
ERBB4_PKc_E18_123.8,ERBB4,2279,1560
ERBB4_PKc_E19_99.2,ERBB4,686,450
ERBB4_PKc_E20_186.2,ERBB4,2298,705
ERBB4_PKc_E21_156.2,ERBB4,1902,691
ERBB4_PKc_E22_76.2,ERBB4,1413,300
ERN1_PKc_E14_62,ERN1,1474,738
ERN1_PKc_E15_190,ERN1,1190,1263
ERN1_PKc_E16_100.1,ERN1,2032,814
ERN1_PKc_E17_200.6,ERN1,1241,616
ERN1_PKc_E18_148.14,ERN1,1168,1324
ERN1_PKc_E19_98.5,ERN1,622,290
FASTK_PKc_E5_201.19,FASTK,3170,1207
FASTK_PKc_E5_201.31,FASTK,1890,989
FASTK_PKc_E6_143.1,FASTK,1217,594
FASTK_PKc_E6_143.9,FASTK,2712,1621
FASTK_PKc_E7_92.8,FASTK,3,5
FASTK_PKc_E8_41.2,FASTK,1157,1368
FER_PKc_E14_27,FER,1367,577
FER_PKc_E15_116.2,FER,2026,1381
FER_PKc_E16_95.3,FER,1558,578
FER_PKc_E17_124.2,FER,1631,1652
FER_PKc_E18_155.1,FER,2885,3582
FER_PKc_E19_123.7,FER,1119,818
FES_PKc_E13_27,FES,2052,1481
FES_PKc_E14_119.13,FES,2049,1702
FES_PKc_E15_95.7,FES,2503,835
FES_PKc_E16_124.2,FES,1507,819
FES_PKc_E17_158.5,FES,1028,398
FES_PKc_E18_123.23,FES,643,1367
FGFR1_PKc_E10_41,FGFR1,605,157
FGFR1_PKc_E11_122.18,FGFR1,2130,901
FGFR1_PKc_E12_111.7,FGFR1,3042,1812
FGFR1_PKc_E13_191.13,FGFR1,1871,824
FGFR1_PKc_E14_123.7,FGFR1,607,1342
FGFR1_PKc_E15_71.2,FGFR1,2056,1004
FGFR2_PKc_E10_74.6,FGFR2,1307,914
FGFR2_PKc_E11_122.16,FGFR2,2041,1654
FGFR2_PKc_E12_111.5,FGFR2,2180,2565
FGFR2_PKc_E13_191.1,FGFR2,2096,1838
FGFR2_PKc_E14_123.2,FGFR2,694,391
FGFR2_PKc_E15_71.1,FGFR2,850,115
FGFR3_PKc_E10_38.6,FGFR3,1156,532
FGFR3_PKc_E11_122.16,FGFR3,367,1091
FGFR3_PKc_E12_111.1,FGFR3,995,486
FGFR3_PKc_E13_191.41,FGFR3,1155,466
FGFR3_PKc_E14_123.8,FGFR3,810,511
FGFR3_PKc_E15_71.4,FGFR3,286,4
FGFR4_PKc_E10_38.3,FGFR4,1652,643
FGFR4_PKc_E11_122.18,FGFR4,967,915
FGFR4_PKc_E12_111.3,FGFR4,1644,649
FGFR4_PKc_E13_191.1,FGFR4,1199,443
FGFR4_PKc_E14_123.9,FGFR4,1481,771
FGFR4_PKc_E15_71.5,FGFR4,1,1
FGR_PKc_E10_77.7,FGR,2757,2117
FGR_PKc_E11_154.11,FGR,1056,2119
FGR_PKc_E12_132.2,FGR,887,463
FGR_PKc_E13_161.22,FGR,1276,1071
FGR_PKc_E8_52,FGR,1221,1512
FGR_PKc_E9_180.14,FGR,672,479
FLT1_PKc_E17_34,FLT1,1468,1377
FLT1_PKc_E18_105.4,FLT1,3466,3444
FLT1_PKc_E19_114.1,FLT1,1071,413
FLT1_PKc_E20_89.2,FLT1,3207,1336
FLT1_PKc_E21_157.4,FLT1,1049,443
FLT1_PKc_E22_98,FLT1,2768,1069
FLT3_PKc_E14_124.1,FLT3,1410,2419
FLT3_PKc_E15_105.1,FLT3,2664,2199
FLT3_PKc_E16_111.8,FLT3,1506,530
FLT3_PKc_E17_154.5,FLT3,3342,2335
FLT3_PKc_E18_83.1,FLT3,2480,1469
FLT3_PKc_E19_128.4,FLT3,2689,2501
FLT4_PKc_E17_34,FLT4,211,1
FLT4_PKc_E18_105,FLT4,1019,1132
FLT4_PKc_E19_114.12,FLT4,1087,902
FLT4_PKc_E20_89.4,FLT4,1498,564
FLT4_PKc_E21_151.21,FLT4,959,241
FLT4_PKc_E22_95,FLT4,923,371
FRK_PKc_E4_127.1,FRK,1467,597
FRK_PKc_E4_127.4,FRK,824,195
FRK_PKc_E5_159.6,FRK,1771,628
FRK_PKc_E6_182.11,FRK,818,932
FRK_PKc_E7_166.2,FRK,793,434
FRK_PKc_E8_176.6,FRK,2358,1345
FYN_PKc_E10_180.5,FYN,1569,757
FYN_PKc_E11_77.4,FYN,2264,1844
FYN_PKc_E12_154.5,FYN,1965,2292
FYN_PKc_E13_132.11,FYN,1298,685
FYN_PKc_E14_197.11,FYN,738,308
FYN_PKc_E9_82.12,FYN,2377,1845
GAK_PKc_E1_31,GAK,883,266
GAK_PKc_E2_62.2,GAK,925,150
GAK_PKc_E3_60,GAK,1696,554
GAK_PKc_E4_115.1,GAK,297,162
GAK_PKc_E5_143.15,GAK,1226,389
GAK_PKc_E6_126.13,GAK,690,288
GCK_PKc_E2_163.12,GCK,707,815
GCK_PKc_E3_155.17,GCK,1888,1560
GCK_PKc_E4_120.4,GCK,2139,1490
GCK_PKc_E5_96.1,GCK,854,791
GCK_PKc_E6_100.5,GCK,1293,1684
GCK_PKc_E7_184.12,GCK,2047,1897
GRK4_PKc_E10_38,GRK4,1333,188
GRK4_PKc_E11_90.8,GRK4,976,537
GRK4_PKc_E12_209.1,GRK4,1320,462
GRK4_PKc_E7_45.3,GRK4,1492,601
GRK4_PKc_E8_141.7,GRK4,1266,260
GRK4_PKc_E9_191.15,GRK4,2270,1062
GRK5_PKc_E10_38,GRK5,231,28
GRK5_PKc_E11_90.14,GRK5,938,1015
GRK5_PKc_E12_209.8,GRK5,1541,779
GRK5_PKc_E7_51,GRK5,2731,2319
GRK5_PKc_E8_141.16,GRK5,1607,959
GRK5_PKc_E9_191,GRK5,2179,1775
GRK6_PKc_E10_38,GRK6,2227,1401
GRK6_PKc_E11_90.3,GRK6,2100,944
GRK6_PKc_E12_209.29,GRK6,1807,998
GRK6_PKc_E7_45,GRK6,616,731
GRK6_PKc_E8_141.5,GRK6,529,1010
GRK6_PKc_E9_191.22,GRK6,1197,1268
GSG2_PKc_E1_1371.11,GSG2,500,18
GSG2_PKc_E1_1371.119,GSG2,1381,916
GSG2_PKc_E1_1371.166,GSG2,1035,743
GSG2_PKc_E1_1371.55,GSG2,2532,651
GSG2_PKc_E1_1371.87,GSG2,1415,926
GSG2_PKc_E1_1371.9,GSG2,1322,338
GSK3A_PKc_E2_132.5,GSK3A,1026,591
GSK3A_PKc_E3_84,GSK3A,707,450
GSK3A_PKc_E4_111.4,GSK3A,1168,1163
GSK3A_PKc_E5_131.14,GSK3A,598,550
GSK3A_PKc_E6_107.2,GSK3A,3035,2708
GSK3A_PKc_E7_98.2,GSK3A,1426,812
GSK3B_PKc_E2_132.6,GSK3B,1522,2181
GSK3B_PKc_E3_84.2,GSK3B,1895,2521
GSK3B_PKc_E4_111.3,GSK3B,2789,4574
GSK3B_PKc_E5_131.8,GSK3B,1457,705
GSK3B_PKc_E6_107.2,GSK3B,1834,2821
GSK3B_PKc_E7_98.9,GSK3B,2662,1553
GUCY2D_PKc_E10_157.1,GUCY2D,1251,717
GUCY2D_PKc_E11_150.8,GUCY2D,857,615
GUCY2D_PKc_E12_149.8,GUCY2D,1855,6396
GUCY2D_PKc_E7_63.1,GUCY2D,3881,2416
GUCY2D_PKc_E8_81.5,GUCY2D,1032,801
GUCY2D_PKc_E9_207.18,GUCY2D,1025,543
GUCY2F_PKc_E10_157.3,GUCY2F,728,197
GUCY2F_PKc_E11_150.7,GUCY2F,1181,541
GUCY2F_PKc_E12_149.12,GUCY2F,1,1
GUCY2F_PKc_E7_69,GUCY2F,3619,1364
GUCY2F_PKc_E8_90,GUCY2F,688,110
GUCY2F_PKc_E9_177.5,GUCY2F,762,219
HCK_PKc_E10_77.2,HCK,3369,1478
HCK_PKc_E11_154.1,HCK,1461,554
HCK_PKc_E12_132.7,HCK,1,1
HCK_PKc_E13_194.6,HCK,955,701
HCK_PKc_E8_76.11,HCK,1260,673
HCK_PKc_E9_180.11,HCK,1126,436
HIPK1_PKc_E2_557.19,HIPK1,2046,408
HIPK1_PKc_E2_557.27,HIPK1,228,1
HIPK1_PKc_E3_124.1,HIPK1,668,338
HIPK1_PKc_E4_120.6,HIPK1,993,112
HIPK1_PKc_E5_87.3,HIPK1,1015,224
HIPK1_PKc_E6_177.4,HIPK1,4144,3552
HIPK2_PKc_E2_557.17,HIPK2,1139,2588
HIPK2_PKc_E2_557.57,HIPK2,1381,1240
HIPK2_PKc_E3_124.7,HIPK2,1306,1083
HIPK2_PKc_E4_120.8,HIPK2,1570,506
HIPK2_PKc_E5_87.4,HIPK2,2004,896
HIPK2_PKc_E6_177.13,HIPK2,1947,2247
HIPK3_PKc_E2_512.3,HIPK3,877,330
HIPK3_PKc_E2_512.3,HIPK3,743,1763
HIPK3_PKc_E3_124.5,HIPK3,1624,562
HIPK3_PKc_E4_120.1,HIPK3,729,657
HIPK3_PKc_E5_87.1,HIPK3,1122,626
HIPK3_PKc_E6_147.2,HIPK3,1701,834
HIPK4_PKc_E1_435.51,HIPK4,977,1048
HIPK4_PKc_E1_435.67,HIPK4,1131,1349
HIPK4_PKc_E2_357.17,HIPK4,188,1
HIPK4_PKc_E2_357.2,HIPK4,1917,1355
HIPK4_PKc_E3_219.24,HIPK4,1485,1118
HIPK4_PKc_E3_219.28,HIPK4,2777,2664
HUNK_PKc_E1_90,HUNK,2028,1801
HUNK_PKc_E1_90.6,HUNK,1711,748
HUNK_PKc_E2_293.25,HUNK,1105,941
HUNK_PKc_E4_136.17,HUNK,1,1
HUNK_PKc_E5_128.3,HUNK,1693,1022
HUNK_PKc_E6_86.5,HUNK,1624,1792
