sgRNA,Gene,HCT116-Cont2.initial,HCT116-Cont2.final
ZMYND8_BD_e7_88.2,ZMYND8,1437,1356
FOS_E3_75.2,FOS,625,563
PPAT_1554.7,PPAT,1448,568
HECTD1_7833.469,HECTD1,920,336
CBX3_Chromo_E4_67.0,CBX3,663,532
STK10_PKc_E1_90,STK10,641,347
OMA1_1575.44,OMA1,1344,1071
CMA1_744.8,CMA1,1062,1066
PIAS1_Ex_220.2,PIAS1,3131,1768
PIAS1_1956.39,PIAS1,3131,1768
TRIM2_2316.322,TRIM2,483,377
ZNF765_E4_744.27,ZNF765,2260,2415
ASB12_957.48,ASB12,892,890
CDK9_PKc_E1_77.1,CDK9,667,184
CASP5_879.83,CASP5,907,665
BRCC3_951.101,BRCC3,1671,1090
SFMBT2_MBT384477_E1_2685.91,SFMBT2,342,346
EHF_E8_188.5,EHF,542,554
KMT2B_Phd2_E13_96.11,KMT2B,301,179
ZNF140_E5_891.52,ZNF140,499,474
PCGF5_771.3,PCGF5,1624,1410
CPA6_1314.53,CPA6,1672,1251
ZNF432_E5_1392.68,ZNF432,2402,2350
ONECUT1_E2_165.14,ONECUT1,2041,1742
CREBBP_e26_114.9,CREBBP,866,151
MOZ_e12_162.7,MOZ,2241,1704
KMT2B_Phd1_E11_36.0,KMT2B,522,452
SMARCAD1_D_e13_60.1,SMARCAD1,2112,1838
ZKSCAN5_E7_1055.38,ZKSCAN5,1192,1100
SPPL2A_1563.116,SPPL2A,1285,1405
MYBL2_E5_221.23,MYBL2,3157,2113
MYBL2_SANT3_E5_97.10,MYBL2,3157,2113
KLHL24_BTB56163_E1_1803.9,KLHL24,1232,1094
CTSC_67.0,CTSC,1091,1019
GRHL1_E8_95.0,GRHL1,2221,1774
RFWD2_2124.140,RFWD2,783,789
MMP27_1542.151,MMP27,1588,1110
TBL1Y_2,TBL1Y,963,1222
ANAPC2_2469.246,ANAPC2,266,49
BUB1_PKc_E23_172.2,BUB1,897,247
ZNF136_E4_1110.64,ZNF136,2280,2139
SMYD3_e6_68.3,SMYD3,1251,1266
ZNF426_E8_750.44,ZNF426,1782,2014
RNF112_1896.376,RNF112,1210,837
MSL3_Chromo_E2_83.0,MSL3,796,615
UBE3B_3207.214,UBE3B,1088,965
EIF2AK1_PKc_E5_72.4,EIF2AK1,209,158
TFDP3_E1_249.21,TFDP3,1243,765
GLIS2_E6_53.3,GLIS2,2369,2094
FLI1_E9_252.35,FLI1,1071,706
ZBTB39_BTB20120_E1_2139.327,ZBTB39,802,541
FBXW5_1701.176,FBXW5,609,556
SNAPC4_E12_95.12,SNAPC4,2561,804
SNAPC4_SANT3_E12_95.12,SNAPC4,2561,804
ZNF398_E6_246.40,ZNF398,1793,1739
TDRKH_tudor357404_E1_1686.7,TDRKH,968,578
TBX22_E4_102.10,TBX22,393,456
ASB14_1764.35,ASB14,1266,1019
ZNF419_E5_666.9,ZNF419,1216,840
RAD18_1,RAD18,1640,2133
JOSD2_567.29,JOSD2,896,430
DPF1_Phd2_E10_80.7,DPF1,136,91
PHIP_5466.43,PHIP,690,425
HIF1A_E2_187.9,HIF1A,1029,999
WEE1_PKc_E5_122.1,WEE1,817,285
TMPRSS11F_1317.45,TMPRSS11F,1354,1074
RNF31_2766.307,RNF31,903,437
TMPRSS11D_1257.57,TMPRSS11D,906,973
FBXO5_1206.31,FBXO5,515,139
HGFAC_1968.271,HGFAC,1629,1257
TP73_E5_187.12,TP73,210,155
GRHL2_E6_157.12,GRHL2,1713,1124
CAPN8_2112.88,CAPN8,1321,1263
SOLH_3261.24,SOLH,830,838
BRWD1_6963.102,BRWD1,1232,1004
NFE2L2_E5_183.1,NFE2L2,950,748
PRRX1_E2_123.7,PRRX1,1210,799
CLOCK_E7_149.4,CLOCK,1236,741
CPA1_1260.53,CPA1,950,697
ZNF814_E3_1911.59,ZNF814,2125,1974
CPA6_1314.4,CPA6,1222,1198
BTBD7_BTB137235_E1_3399.346,BTBD7,1094,868
CASP3_834.51,CASP3,1140,1095
PSMB7_834.47,PSMB7,879,474
RAG1_3132.310,RAG1,669,603
SMARCA2_H_e25_59.1,SMARCA2,2193,971
KLHL35_BTB3170_E1_1752.1,KLHL35,574,173
DCUN1D3_915.87,DCUN1D3,537,549
SOHLH1_E2_47.2,SOHLH1,1219,520
MBTD1_MBT145245_E1_1887.144,MBTD1,641,340
PEX10_1041.137,PEX10,1505,1554
USP3_1563.63,USP3,877,372
HOXC11_E2_171.13,HOXC11,833,570
RNF114_687.52,RNF114,616,366
PSMA7_747.31,PSMA7,1164,297
ADAMTS4_2514.117,ADAMTS4,920,601
PhIP_BD2_e35_80.0,PhIP,1293,1047
CDK6_PKc_E3_136.2,CDK6,326,267
ATOH7_E1_144.20,ATOH7,837,763
TRIM24_3153.346,TRIM24,460,457
CUL3_2325.99,CUL3,1620,1168
ZFPM2_E8_1788.155,ZFPM2,1061,656
MEOX1_E2_129.3,MEOX1,1636,1275
RNF114_687.59,RNF114,1075,619
MAP3K1_4539.112,MAP3K1,829,768
ZFP2_E5_1059.45,ZFP2,1114,1060
PKN1_PKc_E19_143.6,PKN1,602,614
TRIML1_1407.185,TRIML1,1258,1089
TRIM49_8,TRIM49,1623,497
ZNF345_E3_1242.123,ZNF345,1958,1838
MBD3_E5_178.14,MBD3,2693,1696
MBD3_MBD2_E5_178.14,MBD3,2693,1696
OLIG1_E1_189.28,OLIG1,681,450
ZNF202_E9_735.50,ZNF202,1310,1225
RNF10_2436.271,RNF10,729,505
SOX13_E13_107.6,SOX13,1051,981
GZMA_789.6,GZMA,1229,1031
TRIM31_1278.8,TRIM31,1023,851
USP43_3372.6,USP43,1602,1276
HP_1221.118,HP,1678,1192
CORIN_3129.196,CORIN,2311,1678
ZNF382_E5_765.8,ZNF382,1759,1893
DPP7_1479.303,DPP7,1029,627
LATS1_PKc_E7_107.6,LATS1,397,353
PDK1_PKc_E1_34.4,PDK1,601,417
DYRK1B_PKc_E4_84,DYRK1B,1148,747
STK24_PKc_E7_102.2,STK24,849,913
PRSS58_726.2,PRSS58,1626,1281
ERAP1_2847.273,ERAP1,806,712
PRDM12_E5_66.3,PRDM12,660,444
RNF141_693.50,RNF141,847,588
RFX7_E4_101.10,RFX7,539,404
DTX1_1863.152,DTX1,970,760
NEURL3_789.24,NEURL3,689,476
PSMA7_747,PSMA7,1400,413
MMP19_918.139,MMP19,826,464
JARID2_E8_182.19,JARID2,1424,1106
SMARCAD1_H_e21_119.0,SMARCAD1,1211,1098
BAHD1_Bah623733_E1_2343.162,BAHD1,426,400
SP100_E22_143.7,SP100,2337,1848
FBXO17_864.42,FBXO17,871,833
TEAD4_E4_65.1,TEAD4,1427,1095
KLK9_753.17,KLK9,1125,718
ZNF561_E6_897.46,ZNF561,2905,2492
TFEC_E6_76.2,TFEC,835,613
CDK10_PKc_E3_72.5,CDK10,462,297
SMAD4_E3_165.0,SMAD4,950,657
MEP1A_2241.289,MEP1A,1344,969
POU2F1_E12_108.3,POU2F1,1443,436
MIPEP_2142.223,MIPEP,1790,1122
MMP11_1467.245,MMP11,1200,1246
DNMT1_Bah9811117_E1_4899.573,DNMT1,772,326
KDM5B_E3_123.1,KDM5B,1804,1163
IRF8_E3_168.8,IRF8,1993,1529
KLF14_E1_168.21,KLF14,700,466
CASP6_882.78,CASP6,1166,765
ADAMTS9_5808.703,ADAMTS9,1002,783
ZNF732_E4_1239.45,ZNF732,1981,1487
FBXO34_4,FBXO34,1384,828
RNF144A_879.31,RNF144A,558,305
KLK1_789.33,KLK1,1452,1190
ZNF486_E4_663.13,ZNF486,1655,1379
GUCY2F_PKc_E7_69,GUCY2F,1464,1069
POMK_PKc_E5_705.7,POMK,1037,883
PARP15_Macro304431_E1_2037.158,PARP15,570,498
SNAPC4_SANT4_E14_68.3,SNAPC4,1140,257
CAMTA2_E5_136.9,CAMTA2,798,646
MKRN2_1251.41,MKRN2,660,479
RNF34_1122.64,RNF34,572,284
PIGK_1188.101,PIGK,1623,1567
PSMB6_720.34,PSMB6,1773,975
PSMB8_831.6,PSMB8,1296,1293
DTL_2193.225,DTL,747,252
GMEB2_E5_104.7,GMEB2,2390,1511
CREBBP_e25_147.2,CREBBP,1246,1079
FOSL1_E3_63.6,FOSL1,1694,746
RHBDF2_2571.367,RHBDF2,1099,607
RHBDF2_119.7,RHBDF2,1099,607
MYT1_E8_135.17,MYT1,378,453
ZNF75D_E7_405.4,ZNF75D,3301,3575
ADAMTS12_4785.638,ADAMTS12,1438,1078
TEX14_PKc_E9_124.2,TEX14,1522,771
TBX3_E3_60.0,TBX3,1343,1336
ZNF530_E3_1005.13,ZNF530,2073,1817
ASH1L_Bah26602794_E1_8895.486,ASH1L,672,379
LATS2_PKc_E5_487.64,LATS2,358,265
RNF223_750.160,RNF223,365,276
ZNF398_E6_246.3,ZNF398,2010,1424
ACE2_2418.6,ACE2,1102,1084
BPTF_BD_e23_85.10,BPTF,2000,1096
DPP8_2697.145,DPP8,920,882
ZNF532_E6_177.12,ZNF532,773,608
TRIM55_1647.198,TRIM55,533,544
FBXO7_1569.160,FBXO7,1182,1018
TPSD1_729.58,TPSD1,1719,823
RNF17_tudor14841531_E1_4872.18,RNF17,1096,1070
ZNF707_E8_567.80,ZNF707,1558,1043
CUX1_E23_155.20,CUX1,612,336
SETD5_e9_105.1,SETD5,682,512
TMPRSS3_984.134,TMPRSS3,1244,1046
HOXA10_E2_177.12,HOXA10,942,669
SNAI1_E3_133.17,SNAI1,736,609
SOCS4_1323.36,SOCS4,1326,953
ZNF160_E7_1665.108,ZNF160,1831,1719
PRSS23_1395.159,PRSS23,2130,1550
PRSS38_981.25,PRSS38,623,427
NR2C2_E6_180.15,NR2C2,2238,1102
PRPF19_1515.115,PRPF19,636,51
PBRM1_BD3_e13_140.4,PBRM1,1350,1174
SPPL2B_1779.95,SPPL2B,1157,909
RREB1_E12_798.173,RREB1,1209,846
NSD1_e19_117.0,NSD1,2143,2152
CAMK2A_PKc_E3_60,CAMK2A,757,298
CTCFL_E9_84.0,CTCFL,2198,1148
INPP5E_1935.94,INPP5E,917,689
ZNF555_E4_1170.104,ZNF555,1133,755
MUL1_1059.73,MUL1,381,325
HMX3_E2_174.17,HMX3,1831,1550
ELF4_E7_188.20,ELF4,1372,947
KCTD19_BTB1872_E1_2781.437,KCTD19,782,423
MYNN_E3_151.8,MYNN,941,685
FOXO3_E1_153.16,FOXO3,1630,854
LBX1_E2_171.12,LBX1,669,557
L3MBTL1_E18_88.10,L3MBTL1,794,627
PPAT_1554.4,PPAT,802,258
ZNF679_E5_492.40,ZNF679,397,358
ZNF195_E6_1215.8,ZNF195,920,864
CEBPA_E1_147.8,CEBPA,1335,1042
MLLT6_ePhd_E4_110.8,MLLT6,910,602
CPD_4143.134,CPD,642,296
ZBTB18_E2_69.1,ZBTB18,386,243
TEAD4_E6_129.5,TEAD4,306,159
RORC_E4_142.14,RORC,1579,1292
ZSCAN32_E7_555.45,ZSCAN32,1109,751
EAF2_E1_67.0,EAF2,1113,888
SENP6_3339.149,SENP6,989,375
RFX3_E8_49.0,RFX3,1696,1438
KDM5D_E5_144.6,KDM5D,1031,960
CHD5_D_e17_59.0,CHD5,975,878
FBXW9_7,FBXW9,825,557
ZNF540_E5_1251.69,ZNF540,1479,1314
CARM1_e6_178.13,CARM1,400,257
ELP3_e15_58.1,ELP3,3255,1146
SOCS4_1323.58,SOCS4,2029,1662
ZNF625_E4_396.33,ZNF625,2376,2030
USP9Y_174.13,USP9Y,1137,988
ECEL1_2328.387,ECEL1,1059,865
GGT5_147.21,GGT5,854,625
KCNG2_BTB19112_E1_1401.9,KCNG2,1357,770
UBE2C_540.42,UBE2C,774,244
MAPK15_PKc_E6_164.17,MAPK15,721,554
GLIS3_E5_162.7,GLIS3,1580,1555
PNCK_PKc_E5_139,PNCK,1355,1032
IRF1_E3_100.6,IRF1,1387,1226
ABHD12B_858.38,ABHD12B,2710,1865
MUSK_PKc_E15_647.33,MUSK,800,590
STEAP1_1020.6,STEAP1,1636,1270
RHBDD2_672.135,RHBDD2,1907,1449
RXRA_E4_180.11,RXRA,1160,805
CNOT4_2142.282,CNOT4,718,434
ZNF607_E5_1227.23,ZNF607,3030,2666
HMG20A_E6_54.1,HMG20A,2550,2103
ACR_1266.25,ACR,1694,967
EMX2_E2_129.4,EMX2,1372,644
NFIX_E9_148.7,NFIX,741,393
HDAC11_e4_117.8,HDAC11,1318,866
LMTK2_PKc_E9_122.4,LMTK2,475,349
CFB_2295.196,CFB,1162,973
PCSK6_2910.425,PCSK6,1451,1184
PHF2_e7_163.12,PHF2,904,575
YEATS2_Yeats231310_E1_4269.26,YEATS2,1008,422
ADAM19_2757.435,ADAM19,1065,933
FBXO27_852.148,FBXO27,91,72
TUB_E13_113.10,TUB,1801,1420
USP48_3108.24,USP48,1232,810
CAMKV_PKc_E5_139.14,CAMKV,646,329
DCAF7_1029.69,DCAF7,942,572
NEK4_PKc_E4_108.2,NEK4,330,272
SPIB_E6_261.21,SPIB,1343,1189
CAMK1G_PKc_E10_82,CAMK1G,894,571
CDKL2_PKc_E4_179.16,CDKL2,391,376
ZNF773_E4_663.53,ZNF773,1204,1071
TDRD6_tudor314360_E1_6291.126,TDRD6,504,540
CPD_4143.301,CPD,2157,993
CDRT1_1,CDRT1,657,362
IRF2BP1_1755.171,IRF2BP1,238,217
COMMD3_588.28,COMMD3,844,810
PRDM13_E4_63.3,PRDM13,2685,2736
neg59,neg59,1894,1594
ZNF407_E1_4129.116,ZNF407,1220,482
ZBTB41_E7_107.2,ZBTB41,1052,817
TRIM32_1962.5,TRIM32,1176,739
RFFL_1092.13,RFFL,861,701
USP45_2445.141,USP45,1340,1042
JADE3_Phd_E7_66.7,JADE3,540,546
TRIM49_7,TRIM49,350,131
MAFK_E3_210.18,MAFK,613,472
ACY3_960.74,ACY3,185,269
RNF31_2766.25,RNF31,917,671
MAP4K4_PKc_E4_126.4,MAP4K4,1005,985
HUWE1_13125.1740,HUWE1,372,90
ASB13_837.120,ASB13,572,424
IRF7_E1_153.12,IRF7,141,58
SP100_BD_e28_144.3,SP100,451,380
ADAMTS3_3618.81,ADAMTS3,1556,1244
PRKG1_PKc_E14_164.6,PRKG1,1005,855
CDK10_PKc_E5_82.4,CDK10,403,205
GZMB_744.109,GZMB,1228,768
CTSL2_1005.4,CTSL2,1557,1273
FOXI2_E1_208.24,FOXI2,926,717
KLHL32_BTB32137_E1_1863.5,KLHL32,856,693
TRIM16_1695.207,TRIM16,922,584
HTRA4_1431.149,HTRA4,2332,2156
CAPN12_2160.55,CAPN12,1341,973
KDM5D_e13_79.1,KDM5D,2006,1901
DTX2_1869.128,DTX2,700,382
TMPRSS9_3180.525,TMPRSS9,1224,846
DTX3L_2223.133,DTX3L,1813,1656
LHX1_E3_135.9,LHX1,279,237
KLHL5_BTB210317_E1_2268.193,KLHL5,1072,1181
E2F6_E3_194.2,E2F6,755,477
HERC4_2385.101,HERC4,1431,1174
ADAM9_2460.58,ADAM9,2700,1821
DCUN1D1_735.15,DCUN1D1,1078,1097
ZNF7_E5_1380.65,ZNF7,1577,1600
JAK2_PKc_E13_135.1,JAK2,1104,913
DPP9_2679.182,DPP9,668,420
FBXL22_744.157,FBXL22,946,755
CXXC1_CXXC162208_E1_1983.59,CXXC1,1679,576
NFATC3_E4_200.10,NFATC3,998,762
NKX1_1_E2_177.1,NKX1,397,397
CHD1L_H_e10_50.2,CHD1L,2279,1782
ZSCAN20_E8_478.13,ZSCAN20,1918,1399
TRAIP_1410.202,TRAIP,702,141
F11_1878.113,F11,1078,790
ZNF732_E4_1239.96,ZNF732,1807,1203
PRDM6_E7_131.5,PRDM6,1344,985
TRIM55_1647.204,TRIM55,795,679
POU4F1_E2_177.11,POU4F1,848,782
ZBTB18_E2_69.6,ZBTB18,1904,1931
ZSWIM2_1902.52,ZSWIM2,1269,985
PYGO1_Phd_E3_171.1,PYGO1,465,463
C1R_2118.135,C1R,1407,1247
DCAF8_1794.203,DCAF8,830,666
FOXP4_E14_81.1,FOXP4,527,280
KMT2D_Phd5_E18_85.3,KMT2D,976,487
FBXO40_10,FBXO40,1336,1526
PLAG1_E5_67.1,PLAG1,2902,2394
TRIM72_1434.27,TRIM72,212,200
KDM4C_tudor935990_E1_3171.194,KDM4C,754,662
STK32C_PKc_E7_104.4,STK32C,237,249
BRPF1_BD_e6_118.11,BRPF1,728,534
HIF1A_E2_187.5,HIF1A,1246,1037
PHF2_Phd_E2_61.2,PHF2,375,361
TSSK4_PKc_E4_75.6,TSSK4,533,463
PPP1R11_381.9,PPP1R11,589,123
FBXO5_1344.73,FBXO5,912,457
ZKSANT2_SANT_E5_472.38,ZKSANT2,1091,949
UBE4A_3201.25,UBE4A,1011,617
PCAF_e11_118.7,PCAF,960,878
PTK7_PKc_E15_40.1,PTK7,551,644
MYNN_BTB14111_E1_1833.128,MYNN,1856,1279
ATRX_D_e20_138.2,ATRX,1834,1244
RHOXF1_E1_89.3,RHOXF1,466,283
LHX9_E4_135.10,LHX9,627,439
ARID3B_E5_184.13,ARID3B,552,184
ADAMTS12_4785.98,ADAMTS12,543,600
ZFP36L1_1224.189,ZFP36L1,296,154
TRIM5_1482.155,TRIM5,319,269
GSK3A_PKc_E6_107.2,GSK3A,943,530
MNT_E4_112.10,MNT,964,876
RNPEPL1_2178.363,RNPEPL1,899,674
ZNF600_E3_1785.134,ZNF600,1684,1410
NCOR2_SANT2_E17_173.12,NCOR2,901,688
IRF2BP2_1764.372,IRF2BP2,393,247
FBXO30_5,FBXO30,535,399
HOXC12_E2_171.15,HOXC12,2517,1559
ZNF225_E5_1635.119,ZNF225,895,964
TOX3_E5_144.13,TOX3,4126,3432
HTRA1_1443.12,HTRA1,1100,612
MYBL1_SANT2_E4_32.1,MYBL1,956,1005
RNF31_2766.296,RNF31,1265,936
NEUROD4_E2_171.21,NEUROD4,609,394
BARHL1_E2_155.9,BARHL1,836,809
ZNF300_E7_1077.59,ZNF300,420,125
ZNF266_E11_1233.73,ZNF266,1812,1329
RNF139_1995.29,RNF139,980,842
PRSS56_1812.396,PRSS56,1087,790
HMG20A_E5_144.9,HMG20A,4052,3651
EP300_e28_165.4,EP300,1259,936
TRIM64B_2,TRIM64B,728,554
KLK12_765.6,KLK12,848,847
FBXW5_1701.266,FBXW5,387,329
BRPF3_BD_e6_190.25,BRPF3,699,541
MID1_2004.190,MID1,1203,986
KCNC4_BTB38143_E1_1908.23,KCNC4,336,214
RNF6_2058.112,RNF6,2450,1748
FOXC1_E1_234.10,FOXC1,797,467
ATM_PKc_E62_36.1,ATM,390,227
PCGF1_780.79,PCGF1,1401,1457
ZNF562_E6_726.16,ZNF562,1276,1118
TRIM23_1725.135,TRIM23,1316,861
ZNF648_E2_828.0,ZNF648,482,349
ZFP36L2_1485.265,ZFP36L2,695,326
UBE2G1_513.41,UBE2G1,490,423
USP17L13_885.50,USP17L13,2869,2684
USP17L17_885.50,USP17L17,2869,2684
ZNF273_E4_1041.20,ZNF273,1815,1780
neg68,neg68,1898,1729
ZNF174_E3_237.22,ZNF174,1418,1047
FOXC1_E1_234.32,FOXC1,390,188
ZNF443_E4_1242.39,ZNF443,3309,3456
ZNF780B_E5_1908.143,ZNF780B,1650,1379
XBP1_E2_97.0,XBP1,875,689
UBE2E3_624.36,UBE2E3,676,507
THAP6_E3_202.4,THAP6,1988,1176
BRDT_BD1_e2_121.6,BRDT,983,671
TRIM31_1278.2,TRIM31,881,874
FBXO18_3285.312,FBXO18,128,95
PHF7_ePhd_E4_90.0,PHF7,688,582
SOX1_E1_216.15,SOX1,2101,2192
neg74,neg74,2581,2746
MMP2_1983.51,MMP2,1717,1357
RNF167_1053.71,RNF167,1279,972
KCTD19_BTB398488_E1_2781.345,KCTD19,422,433
KLF5_E4_78.11,KLF5,1131,649
TPP2_3750.162,TPP2,967,854
EPHA8_PKc_E12_62.2,EPHA8,352,178
DOT1L_e6_95.7,DOT1L,978,537
KMT2C_Phd1_E8_138.3,KMT2C,1111,561
TEAD1_E3_187.19,TEAD1,2243,1743
NFIC_E5_124.15,NFIC,890,703
HECW2_4719.514,HECW2,1030,637
MAP4K5_PKc_E4_91.1,MAP4K5,771,960
ANAPC2_2469.293,ANAPC2,602,479
DCAF15_1803.340,DCAF15,941,612
TSHZ3_E2_207.30,TSHZ3,556,484
BRSK1_PKc_E1_43.4,BRSK1,643,402
NTRK3_PKc_E16_173.8,NTRK3,1287,1045
CCNB1IP1_834.64,CCNB1IP1,582,569
CAPN11_2220.28,CAPN11,1377,1096
FBXO21_1887.80,FBXO21,1772,880
KDM5C_Phd_E21_183.29,KDM5C,468,328
ZNF280D_E12_101.1,ZNF280D,1888,1443
GGH_957.56,GGH,2082,1482
CDYL_Chromo_E2_150.13,CDYL,535,389
POU6F2_E11_174.1,POU6F2,2456,2028
DMRT1_E1_141.5,DMRT1,580,366
ZNF541_E12_78.1,ZNF541,1820,1883
ZNF541_SANT_E12_78.1,ZNF541,1820,1883
ADAM20_2331.82,ADAM20,1247,1109
TRIM56_2268.555,TRIM56,740,881
TLK2_PKc_E23_144.8,TLK2,1478,604
BRAF_PKc_E14_47.1,BRAF,972,536
MOF_e10_135.9,MOF,1512,668
CXXC4_CXXC301341_E1_1104.111,CXXC4,903,649
PRKCH_PKc_E11_139.2,PRKCH,648,452
CREBBP_e26_114.7,CREBBP,1621,391
ZNF225_E5_1635.120,ZNF225,2322,1626
EIF2AK1_PKc_E10_112.5,EIF2AK1,753,373
NKX2_8_E2_171.9,NKX2,1034,553
ZNF419_E5_666.16,ZNF419,1498,1971
ZNF879_E5_1077.5,ZNF879,1288,1062
ARNTL2__158.6,ARNTL2,2777,1614
ARX_E2_89.0,ARX,1694,1662
SENP7_3153.91,SENP7,1261,1204
C2_2259.133,C2,1139,798
IRX6_E4_180.7,IRX6,801,612
ASB3_1557.79,ASB3,1161,770
ONECUT1_E2_165.6,ONECUT1,1304,1127
ADAMTS20_5733.517,ADAMTS20,1412,952
ZNF283_E7_1077.94,ZNF283,889,702
RNF181_462.17,RNF181,1124,939
TPP2_3750.92,TPP2,2136,1610
MKRN1_1449.137,MKRN1,432,383
ATAD2B_BD_e23_86.2,ATAD2B,1934,1750
RNF144A_879.50,RNF144A,457,383
ZNF329_E4_1050.36,ZNF329,695,515
TRIM54_1203.183,TRIM54,1075,758
SOCS6_1608.102,SOCS6,696,493
SETD5_e10_118.5,SETD5,1249,713
ZNF160_E7_1665.22,ZNF160,669,708
MMP23B_168.16,MMP23B,1316,886
USP8_3357.149,USP8,940,572
BMI1_981.3,BMI1,674,665
REPIN1_E4_1524.126,REPIN1,593,663
EVX2_E2_135.17,EVX2,908,663
BIRC2_1857.92,BIRC2,689,420
INSR_PKc_E22_115.16,INSR,867,663
ZNF529_E6_1119.83,ZNF529,1240,1190
TSHZ1_E2_221.9,TSHZ1,1195,1054
ASB4_1281.107,ASB4,653,632
MIB1_3021.202,MIB1,1334,1177
ZNF324_E4_660.39,ZNF324,3014,1990
LCK_PKc_E13_173.24,LCK,309,178
PML_2649.26,PML,305,405
PRKCH_PKc_E10_155.8,PRKCH,1517,1060
MARCH4_1233.170,43528,699,600
NR6A1_E3_232.20,NR6A1,756,496
TMPRSS2_1590.167,TMPRSS2,1363,974
MYSM1_E7_90.3,MYSM1,2533,2337
MYSM1_SANT_E7_93.3,MYSM1,2533,2337
TGIF2LY_E2_171.13,TGIF2LY,1277,970
ZNF83_E6_1173.78,ZNF83,1461,1694
neg50,neg50,4158,3990
CTSW_1131.67,CTSW,1255,955
ZNF337_E4_1665.23,ZNF337,669,591
RCOR3_E10_81.3,RCOR3,2739,2276
RCOR3_SANT_E5_84.3,RCOR3,2739,2276
MYOG_E1_177.11,MYOG,737,591
TCF7_E7_114.5,TCF7,1384,1017
ZNF30_E5_1491.114,ZNF30,1797,1492
EPHB2_PKc_E10_43.2,EPHB2,772,771
TRIM43_6,TRIM43,598,266
ZBTB46_E5_96.2,ZBTB46,630,537
TRAF7_2013.93,TRAF7,1160,314
ZKSCAN8_E7_744.31,ZKSCAN8,4240,3866
MEF2D_E3_180.8,MEF2D,1368,504
MSL2_1734.4,MSL2,793,662
PRSS48_987.27,PRSS48,1409,961
FBXW4_1239.172,FBXW4,1513,803
ATF2_E12_133.3,ATF2,1438,1270
BRCA1_5592.82,BRCA1,994,554
SMARCC2_SANT_E19_63.2,SMARCC2,579,408
NR5A2_E3_66.3,NR5A2,2230,1771
RCOR3_E10_81.1,RCOR3,3193,2513
RCOR3_SANT_E5_84.1,RCOR3,3193,2513
TESK1_PKc_E4_147.1,TESK1,847,698
GRHL2_E7_112.4,GRHL2,584,388
SOX12_E1_216.11,SOX12,608,487
KDM5D_Phd1_E9_138.5,KDM5D,482,563
PHEX_2250.19,PHEX,1560,1022
CDK15_PKc_E6_63.4,CDK15,512,543
TTF2_D_e20_151.8,TTF2,2967,548
PHIP_5466.355,PHIP,1343,1033
BTBD7_BTB268397_E1_3399.52,BTBD7,1476,1578
FBXL18_2157.376,FBXL18,774,733
PARP15_Macro89230_E1_2037.46,PARP15,952,1290
DNAJC2_E14_101.2,DNAJC2,2955,1423
DNAJC2_SANT_E14_101.2,DNAJC2,2955,1423
PCSK9_2079.118,PCSK9,1416,1018
NOTO_E2_129.0,NOTO,1999,1499
ZNF827_E3_173.10,ZNF827,813,652
WNK1_PKc_E3_221.3,WNK1,404,82
ZFP92_E4_657.91,ZFP92,1053,1019
BDP1_SANT_E7_95.2,BDP1,490,127
ZNF16_E4_1479.148,ZNF16,1853,1735
FOXN2_E4_33.0,FOXN2,1282,1169
BRD9_BD_e6_111.5,BRD9,1077,838
THAP11_E1_234.15,THAP11,1576,709
AFG3L2_2394.142,AFG3L2,1226,564
ZNF709_E4_1422.65,ZNF709,1499,1724
ERF_E2_182.6,ERF,436,431
ABHD12B_858.21,ABHD12B,1701,1623
KDM2A_CXXC576609_E1_3489.397,KDM2A,2993,1569
KDM2A_3489.397,KDM2A,2993,1569
ZNF580_E1_237.35,ZNF580,752,596
NIM1K_PKc_E4_414.1,NIM1K,762,613
EBF2_E2_157.12,EBF2,1398,959
FEZF1_E4_191.11,FEZF1,1597,1522
HIF1A_E2_187.3,HIF1A,1179,1165
ZNF691_E4_573.30,ZNF691,169,70
ZNF334_E5_1401.48,ZNF334,2388,2331
EN2_E2_180.15,EN2,357,275
VAX2_E2_129.5,VAX2,650,492
ZNF879_E5_1077.73,ZNF879,1054,1132
TBX18_E5_168.16,TBX18,2863,2330
SPG7_2388.299,SPG7,386,319
TRIM10_1446.251,TRIM10,944,592
NR1D1_E3_89.8,NR1D1,714,486
ZNF646_E2_5235.1075,ZNF646,696,600
ZNF845_E4_1935.77,ZNF845,1690,1562
TULP3_E10_172.13,TULP3,1315,1039
FOXQ1_E1_237.2,FOXQ1,1390,1226
SPOP_BTB190297_E1_1125.99,SPOP,756,782
USP46_1101.64,USP46,917,885
MUL1_1059.85,MUL1,888,687
PBK_PKc_E3_59.2,PBK,480,283
CYHR1_1089.173,CYHR1,653,453
ZNF485_E5_651.20,ZNF485,1128,904
KDM4C_ePhd_E16_53.1,KDM4C,961,789
JMJD8_E6_120.1,JMJD8,1448,725
ZNF320_E4_1011.48,ZNF320,1513,1190
UBR3_5667.60,UBR3,398,197
NCOR1_E16_218.8,NCOR1,1604,1279
XPNPEP2_72.11,XPNPEP2,1304,884
ZBTB34_BTB22122_E1_1503.195,ZBTB34,1178,894
ZNF221_E6_1233.68,ZNF221,1227,1294
MBTD1_MBT468560_E1_1887.11,MBTD1,812,504
IMMP2L_528.19,IMMP2L,1288,806
CUL2_2295.123,CUL2,941,533
OLIG3_E1_174.0,OLIG3,2420,2905
OLIG3_E1_174.4,OLIG3,1360,1242
