sgRNA,Gene,DLD1-Ts2.18.initial,DLD1-Ts2.18.final,test1,Test2,DLD1-Ts2.18.final_recalculate
ADRBK1_PKc_E11_131.9,ADRBK1,531,1341,810,810,810
BCL6B_BTB28134_E1_1440.28,BCL6B,427,1128,701,701,701
ZBTB26_BTB23123_E1_1326.8,ZBTB26,414,1177,763,763,763
HIC2_BTB40141_E1_1848.396,HIC2,1426,3751,2325,2325,2325
LHX6_E7_96.8,LHX6,1072,3001,1929,1929,1929
PHF23_Phd_E5_132.6,PHF23,494,798,304,304,304
ZNF182_E7_1221.87,ZNF182,1172,2930,1758,1758,1758
USP1_2358.54,USP1,637,1287,650,650,650
USP17L13_885.18,USP17L13,1989,4806,2817,2817,2817
RNF26_1302.135,RNF26,886,2082,1196,1196,1196
MYBL1_SANT2_E5_115.6,MYBL1,1194,3510,2316,2316,2316
TDRD1_tudor316364_E1_3570.241,TDRD1,1094,2532,1438,1438,1438
TDRD7_tudor707752_E1_3297.22,TDRD7,625,1365,740,740,740
AKT3_PKc_E5_132.2,AKT3,617,1576,959,959,959
SFMBT2_MBT276372_E1_2685.64,SFMBT2,1221,2765,1544,1544,1544
PWWP2A_PWWP653739_E1_2268.176,PWWP2A,692,1711,1019,1019,1019
EHMT1_e25_79.1,EHMT1,1562,3570,2008,2008,2008
FOXO1_E1_153.16,FOXO1,515,1322,807,807,807
PBRM1_E26_202.18,PBRM1,486,934,448,448,448
PHF1_Phd2_E8_34.1,PHF1,945,2710,1765,1765,1765
ZNF320_E4_1011.42,ZNF320,1177,2833,1656,1656,1656
ASB15_1767.81,ASB15,871,2310,1439,1439,1439
CAMTA1_E7_39.3,CAMTA1,2223,5132,2909,2909,2909
PRKCQ_PKc_E15_139.2,PRKCQ,688,1742,1054,1054,1054
ULK2_PKc_E8_102.3,ULK2,863,1968,1105,1105,1105
THAP5_E1_74.5,THAP5,239,396,157,157,157
CASP8_502.38,CASP8,1252,3694,2442,2442,2442
DCST1_2121.154,DCST1,1076,2688,1612,1612,1612
RBCK1_1533.195,RBCK1,808,2161,1353,1353,1353
CDK4_PKc_E4_168.12,CDK4,1292,2931,1639,1639,1639
HTRA1_1443.64,HTRA1,1450,3742,2292,2292,2292
RBX1_327.30,RBX1,1749,2464,715,715,715
NEUROG1_E1_180.16,NEUROG1,670,1686,1016,1016,1016
CASP4_966.39,CASP4,2064,4954,2890,2890,2890
TRIM6-TRIM34_2529.13,TRIM6-TRIM34,1554,3693,2139,2139,2139
TRIM6_1551.13,TRIM6,1554,3693,2139,2139,2139
MINK1_PKc_E3_57,MINK1,197,645,448,448,448
RNF144B_912.4,RNF144B,935,2154,1219,1219,1219
ASH1L_Phd_E20_63.2,ASH1L,1018,2041,1023,1023,1023
RC3H1_3405.28,RC3H1,1233,2763,1530,1530,1530
SPPL3_1155.73,SPPL3,534,1135,601,601,601
CEBPE_E2_150.13,CEBPE,1114,2275,1161,1161,1161
FOXP1_E18_81.0,FOXP1,1141,3266,2125,2125,2125
FLT1_PKc_E17_34,FLT1,859,1399,540,540,540
ACE2_2418.82,ACE2,2066,5594,3528,3528,3528
FBXO4_2,FBXO4,1953,4316,2363,2363,2363
PSMB1_726.15,PSMB1,862,1323,461,461,461
PAPPA_4884.643,PAPPA,1217,3368,2151,2151,2151
SPIN4_Spinlin4189_E1_750.74,SPIN4,1112,2528,1416,1416,1416
HSF1_E1_78.1,HSF1,635,1261,626,626,626
RNF175_987.84,RNF175,1167,2853,1686,1686,1686
ZBTB40_E14_165.21,ZBTB40,604,1492,888,888,888
KDM8_e7_159.7,KDM8,775,1681,906,906,906
PSMA8_771.47,PSMA8,1653,4004,2351,2351,2351
CSNK1E_PKc_E2_55.4,CSNK1E,654,1455,801,801,801
SPIN3_Spinlin129177_E1_777.69,SPIN3,634,1496,862,862,862
ZNF324B_E4_660.67,ZNF324B,1232,3256,2024,2024,2024
ZBTB16_E6_168.5,ZBTB16,747,1703,956,956,956
ZNF333_E12_972.65,ZNF333,915,2135,1220,1220,1220
PIAS2_E9_129.1,PIAS2,1958,4658,2700,2700,2700
DMPK_PKc_E4_149.4,DMPK,705,1992,1287,1287,1287
SMYD4_e5_95.5,SMYD4,703,1476,773,773,773
PRKY_PKc_E2_169.9,PRKY,1643,5363,3720,3720,3720
KCNV2_BTB99190_E1_1638.241,KCNV2,1046,2425,1379,1379,1379
ZNF606_E7_1176.2,ZNF606,1122,2525,1403,1403,1403
BATF3_E2_90.0,BATF3,1454,3772,2318,2318,2318
SRC_PKc_E11_77.4,SRC,645,1634,989,989,989
ASCL4_E1_165.4,ASCL4,896,2013,1117,1117,1117
PBRM1_Bah11301248_E1_4749.143,PBRM1,384,729,345,345,345
KLK2_786.109,KLK2,1206,2886,1680,1680,1680
ZNF114_E6_321.27,ZNF114,1215,2412,1197,1197,1197
KDM5A_Phd3_E28_204.20,KDM5A,820,2016,1196,1196,1196
ZNF470_E6_1338.77,ZNF470,982,3145,2163,2163,2163
ADAM19_2757.456,ADAM19,631,1403,772,772,772
CDK5_PKc_E5_57.1,CDK5,911,2076,1165,1165,1165
NPR2_PKc_E12_72.1,NPR2,2104,5199,3095,3095,3095
GATA6_E4_126.2,GATA6,781,1279,498,498,498
CLK1_PKc_E7_167.7,CLK1,520,1334,814,814,814
SMURF1_2187.286,SMURF1,906,2269,1363,1363,1363
neg90,neg90,2568,7014,4446,4446,4446
KMT2D_16614.143,KMT2D,890,2594,1704,1704,1704
ZSCAN1_E6_336.74,ZSCAN1,275,593,318,318,318
CHD9_H_e16_135.3,CHD9,630,1307,677,677,677
HAND2_E1_177.21,HAND2,290,489,199,199,199
MAPK13_PKc_E2_130.6,MAPK13,487,1371,884,884,884
CTSD_1239.146,CTSD,1473,2846,1373,1373,1373
CUL2_2295.58,CUL2,1017,2485,1468,1468,1468
ZNRF3_2811.63,ZNRF3,757,1433,676,676,676
JMJD7_e5_96.4,JMJD7,945,2063,1118,1118,1118
STK10_PKc_E6_195.19,STK10,805,1756,951,951,951
HDAC10_e8_66.0,HDAC10,1746,4264,2518,2518,2518
DNMT3B_ADD431550_E1_2562.295,DNMT3B,551,1253,702,702,702
MARCH8_876.66,8-Mar,604,1536,932,932,932
TINAG_1431.1,TINAG,927,2089,1162,1162,1162
JUND_E1_162.7,JUND,186,285,99,99,99
RNF157_2040.49,RNF157,829,2080,1251,1251,1251
ZFHX4_E8_201.13,ZFHX4,1169,3194,2025,2025,2025
ASB16_1362.53,ASB16,97,318,221,221,221
KCNA4_BTB178269_E1_1962.74,KCNA4,572,1229,657,657,657
USP37_2940.59,USP37,1269,1840,571,571,571
BAZ2B_BD_e37_139.3,BAZ2B,2045,6090,4045,4045,4045
RNF175_987.58,RNF175,609,1462,853,853,853
FIZ1_E2_186.1,FIZ1,897,2651,1754,1754,1754
TGIF2LY_E2_171.12,TGIF2LY,2014,5983,3969,3969,3969
MLXIPL_E13_117.10,MLXIPL,1338,3152,1814,1814,1814
FBXW11_4,FBXW11,1347,3720,2373,2373,2373
TBX2_E2_268.5,TBX2,678,1991,1313,1313,1313
AREL1_2472.138,AREL1,1161,2894,1733,1733,1733
TRAF5_1674.166,TRAF5,604,1165,561,561,561
TNFAIP3_2373.343,TNFAIP3,1551,3697,2146,2146,2146
RNF13_1146.45,RNF13,1668,4346,2678,2678,2678
ZNF546_E7_1833.116,ZNF546,2159,5368,3209,3209,3209
NEUROD6_E2_171.15,NEUROD6,1890,5383,3493,3493,3493
DCAF10_1680.111,DCAF10,1427,4066,2639,2639,2639
SMARCAL1_D_e10_66.2,SMARCAL1,796,1709,913,913,913
KDM2B_4011.172,KDM2B,427,1045,618,618,618
EIF3F_1074.88,EIF3F,2136,4906,2770,2770,2770
ZSWIM2_1902.107,ZSWIM2,1481,3600,2119,2119,2119
ANAPC7_1800.79,ANAPC7,1548,3573,2025,2025,2025
MARCH6_2733.1,6-Mar,936,2455,1519,1519,1519
NLK_PKc_E7_102.5,NLK,1066,2412,1346,1346,1346
ZFP82_E5_1152.100,ZFP82,767,1561,794,794,794
HTRA4_1431.122,HTRA4,521,1402,881,881,881
UBE2D4_444.8,UBE2D4,1534,3095,1561,1561,1561
RFPL2_1137.51,RFPL2,899,2155,1256,1256,1256
OTX2_E2_135.0,OTX2,1605,4261,2656,2656,2656
BRPF3_PWWP10741189_E1_3618.256,BRPF3,1557,4081,2524,2524,2524
DCAF11_1641.62,DCAF11,730,1528,798,798,798
TMPRSS11D_1257.34,TMPRSS11D,1998,5293,3295,3295,3295
ZBTB42_BTB14121_E1_1269.2,ZBTB42,291,800,509,509,509
AFG3L2_2394.217,AFG3L2,1661,2389,728,728,728
NR1I2_E4_50.1,NR1I2,1327,3268,1941,1941,1941
ZNF592_E8_288.57,ZNF592,1384,3740,2356,2356,2356
SOCS3_678.102,SOCS3,377,918,541,541,541
KDM5B_Phd2_E23_132.0,KDM5B,610,1481,871,871,871
CPB2_1272.51,CPB2,1060,2582,1522,1522,1522
KLHL10_BTB29133_E1_1827.19,KLHL10,1418,3407,1989,1989,1989
AURKB_PKc_E6_139.5,AURKB,547,838,291,291,291
TRIM26_1620.273,TRIM26,745,1633,888,888,888
HEYL_E3_84.0,HEYL,393,838,445,445,445
PLK3_PKc_E4_130.12,PLK3,570,1097,527,527,527
FOXF1_E1_234.34,FOXF1,730,1831,1101,1101,1101
ZNF121_Ex_993.1,ZNF121,1101,2891,1790,1790,1790
ZMYND8_Phd_E5_123.14,ZMYND8,837,1668,831,831,831
EP300_BD_e18_196.14,EP300,1924,3436,1512,1512,1512
ZNF93_E4_1329.94,ZNF93,1090,2552,1462,1462,1462
ZSCAN5B_E4_327.17,ZSCAN5B,2594,5958,3364,3364,3364
CUL3_2325.25,CUL3,2070,4553,2483,2483,2483
FBXO48_468.8,FBXO48,1988,5424,3436,3436,3436
SOX18_E2_107.7,SOX18,260,712,452,452,452
ERBB4_PKc_E17_54,ERBB4,373,1026,653,653,653
YEATS4_Yeats44126_E1_684.3,YEATS4,1080,1973,893,893,893
MMP16_1824.23,MMP16,2358,6766,4408,4408,4408
ZNF717_E5_1770.125,ZNF717,1380,4162,2782,2782,2782
EIF2AK3_PKc_E14_168.13,EIF2AK3,588,2074,1486,1486,1486
PINK1_PKc_E3_101.11,PINK1,672,1481,809,809,809
THAP8_E1_77.2,THAP8,728,1696,968,968,968
UCHL5_990.17,UCHL5,1380,2846,1466,1466,1466
HERC3_2799.38,HERC3,1622,3846,2224,2224,2224
ADAM12_2730.46,ADAM12,1548,4830,3282,3282,3282
ZNF253_E4_828.60,ZNF253,1853,4385,2532,2532,2532
KSR2_PKc_E15_97.1,KSR2,782,2128,1346,1346,1346
MEX3D_2001.234,MEX3D,248,422,174,174,174
SOX11_E1_216.1,SOX11,1759,3618,1859,1859,1859
CHD9_Chromo_E9_87.2,CHD9,694,2536,1842,1842,1842
ZNF746_E7_162.3,ZNF746,1535,4185,2650,2650,2650
MAPK10_PKc_E7_139.9,MAPK10,380,865,485,485,485
UBE2O_3879.282,UBE2O,1411,3141,1730,1730,1730
MAX_E3_105.0,MAX,1956,3515,1559,1559,1559
RNF112_1896.378,RNF112,876,2184,1308,1308,1308
ZSCAN10_E6_1281.74,ZSCAN10,890,1868,978,978,978
PSEN2_1347.108,PSEN2,848,2160,1312,1312,1312
SOCS7_1746.105,SOCS7,224,681,457,457,457
SOX9_E2_91.6,SOX9,652,1485,833,833,833
CDC34_711.9,CDC34,749,1855,1106,1106,1106
ZBTB47_E6_155.13,ZBTB47,1396,3853,2457,2457,2457
NTRK2_PKc_E19_235.8,NTRK2,644,1436,792,792,792
DCAF1_17,DCAF1,1949,3397,1448,1448,1448
ERBB2_PKc_E18_75.5,ERBB2,1219,3316,2097,2097,2097
TCF4_Ex_220.29,TCF4,716,1529,813,813,813
ADAMTS20_5733.515,ADAMTS20,2129,5357,3228,3228,3228
RBBP6_5379.1,RBBP6,1386,2255,869,869,869
TMPRSS5_1374.75,TMPRSS5,657,1741,1084,1084,1084
MDM2_1335.62,MDM2,1101,3132,2031,2031,2031
EBF3_E11_72.2,EBF3,905,2112,1207,1207,1207
CDYL2_Chromo_E2_144.15,CDYL2,493,1292,799,799,799
ADAMTS4_2514.455,ADAMTS4,1397,3061,1664,1664,1664
STK32C_PKc_E7_104.4,STK32C,219,649,430,430,430
UBE2D1_444.32,UBE2D1,1024,2381,1357,1357,1357
PRMT7_e6_79.2,PRMT7,3198,6768,3570,3570,3570
ZNF444_E5_360.70,ZNF444,1431,3885,2454,2454,2454
ZNF561_E6_897.42,ZNF561,934,2781,1847,1847,1847
ZNF443_E4_1152.34,ZNF443,1264,3260,1996,1996,1996
E2F8_E4_110.15,E2F8,1282,2980,1698,1698,1698
PPARA_E5_69.2,PPARA,1797,3619,1822,1822,1822
ZBTB44_BTB21128_E1_1362.11,ZBTB44,1184,3182,1998,1998,1998
ING5_Phd_E7_62.2,ING5,576,1258,682,682,682
ASB2_1908.220,ASB2,446,872,426,426,426
TINAGL1_1404.86,TINAGL1,570,1557,987,987,987
PRMT2_e7_165.12,PRMT2,488,1235,747,747,747
NR5A1_E4_71.1,NR5A1,393,1211,818,818,818
HAT1_e4_121.4,HAT1,1418,3623,2205,2205,2205
MST1R_PKc_E18_166.4,MST1R,1353,3318,1965,1965,1965
RHBDL1_134.4,RHBDL1,2093,4856,2763,2763,2763
REPIN1_E4_1524.126,REPIN1,703,1558,855,855,855
SPIN2B_Spinlin129177_E1_777.34,SPIN2B,1010,2827,1817,1817,1817
SPSB2_792.53,SPSB2,482,1088,606,606,606
RNF125_699.50,RNF125,446,1073,627,627,627
USP50_1005.58,USP50,1379,2957,1578,1578,1578
CPD_4143.301,CPD,2966,6723,3757,3757,3757
MAPK8_PKc_E7_72,MAPK8,814,2226,1412,1412,1412
MEF2D_E3_180.8,MEF2D,1580,4044,2464,2464,2464
TPP1_1692.25,TPP1,1502,3700,2198,2198,2198
MARK4_PKc_E8_237.22,MARK4,671,1806,1135,1135,1135
KCNRG_BTB795_E1_819.1,KCNRG,858,2301,1443,1443,1443
PROX2_E4_168.0,PROX2,1071,2511,1440,1440,1440
TSC22D1_E3_138.4,TSC22D1,345,727,382,382,382
ZBTB46_E4_144.12,ZBTB46,996,2405,1409,1409,1409
TRIM24_3153.30,TRIM24,740,1609,869,869,869
LHX1_E4_42.0,LHX1,530,1132,602,602,602
HECW2_4719.514,HECW2,1092,2780,1688,1688,1688
USP9Y_543.36,USP9Y,878,1896,1018,1018,1018
CAMK1G_PKc_E3_129.8,CAMK1G,253,618,365,365,365
KMT2B_CXXC_E6_131.3,KMT2B,585,1666,1081,1081,1081
SMYD5_SET1_e2__73.6,SMYD5,662,1503,841,841,841
JADE3_ePhd_E8_117.16,JADE3,1166,3467,2301,2301,2301
PMPCB_1470.26,PMPCB,1217,1465,248,248,248
BRPF3_BD_e5_95.0,BRPF3,2711,7104,4393,4393,4393
MAP3K1_PKc_E17_132.1,MAP3K1,1118,2793,1675,1675,1675
CAMK2B_PKc_E5_66.1,CAMK2B,426,988,562,562,562
JUND_E1_162.0,JUND,296,569,273,273,273
ZIM3_E5_492.23,ZIM3,2333,5894,3561,3561,3561
PKN1_PKc_E17_63,PKN1,898,2248,1350,1350,1350
FXR2_Agenet69127_E1_2022.34,FXR2,420,1175,755,755,755
SENP1_1935.83,SENP1,1327,2670,1343,1343,1343
KMT2B_8148.818,KMT2B,1048,2508,1460,1460,1460
TRAF7_2,TRAF7,870,2502,1632,1632,1632
TRAF3_1707.185,TRAF3,706,1390,684,684,684
RNF217_1629.111,RNF217,995,2682,1687,1687,1687
ZNF329_E4_1050.88,ZNF329,338,787,449,449,449
FOXD4L5_E1_234.29,FOXD4L5,1983,3485,1502,1502,1502
KLK10_831.8,KLK10,716,1530,814,814,814
PEPD_1482.136,PEPD,933,2370,1437,1437,1437
HOXB6_E4_177.0,HOXB6,1406,3076,1670,1670,1670
KMT2D_Phd3_E15_105.4,KMT2D,1063,2623,1560,1560,1560
FBXL15_903.87,FBXL15,833,2032,1199,1199,1199
PCSK5_5583.85,PCSK5,951,2297,1346,1346,1346
JMJD4_E2_166.20,JMJD4,1927,4544,2617,2617,2617
TADA2A_SANT_E5_92.3,TADA2A,801,1802,1001,1001,1001
MMP25_1689.358,MMP25,1112,2109,997,997,997
FOXB2_E1_234.0,FOXB2,1777,4473,2696,2696,2696
SIAH2_975.50,SIAH2,109,329,220,220,220
FBXW12_1395.153,FBXW12,214,370,156,156,156
RNF130_1260.24,RNF130,842,2358,1516,1516,1516
FBXL18_2157.381,FBXL18,495,1083,588,588,588
TCF7L2_E11_99.5,TCF7L2,541,1052,511,511,511
IKZF3_E5_168.8,IKZF3,1753,4512,2759,2759,2759
USP26_2742.105,USP26,2252,6181,3929,3929,3929
FBXO9_1,FBXO9,1789,4036,2247,2247,2247
PCGF6_1053.93,PCGF6,1446,2909,1463,1463,1463
NPEPPS_2760.296,NPEPPS,1317,2453,1136,1136,1136
HLTF_3030.40,HLTF,545,1555,1010,1010,1010
TRIM10_1446.238,TRIM10,881,2705,1824,1824,1824
PHF20_tudor90135_E1_3039.21,PHF20,804,1741,937,937,937
HTRA3_1362.156,HTRA3,747,2239,1492,1492,1492
NRBP1_PKc_E2_33.1,NRBP1,718,1174,456,456,456
MIPEP_2142.146,MIPEP,1290,2352,1062,1062,1062
ZNF157_E4_1023.66,ZNF157,976,2576,1600,1600,1600
TTC3_6078.259,TTC3,534,1290,756,756,756
ZNF519_E3_1131.46,ZNF519,785,1794,1009,1009,1009
MAP3K14_PKc_E8_132.6,MAP3K14,331,790,459,459,459
ZNF787_E3_822.44,ZNF787,738,1761,1023,1023,1023
ADAM20_2331.2,ADAM20,1598,3592,1994,1994,1994
NR4A2_E4_130.1,NR4A2,168,328,160,160,160
FBXO27_852.51,FBXO27,370,794,424,424,424
NR1D1_E4_145.5,NR1D1,786,1936,1150,1150,1150
ELP3_e14_82.4,ELP3,1144,1905,761,761,761
SALL4_E3_266.37,SALL4,864,2131,1267,1267,1267
SUV39H1_e5_130.3,SUV39H1,662,1130,468,468,468
RNF5_6,RNF5,657,1583,926,926,926
HOXB7_E2_177.18,HOXB7,690,1860,1170,1170,1170
HDAC10_e6_69.8,HDAC10,1315,3028,1713,1713,1713
FBXO43_2127.99,FBXO43,1145,3001,1856,1856,1856
HECTD4_12855.416,HECTD4,505,1103,598,598,598
EPHX1_1368.15,EPHX1,618,1727,1109,1109,1109
RHBDF2_154.17,RHBDF2,848,1912,1064,1064,1064
BRSK1_PKc_E4_141.5,BRSK1,455,1413,958,958,958
FASTK_PKc_E6_143.1,FASTK,497,1077,580,580,580
FBXO6_7,FBXO6,925,2097,1172,1172,1172
TGFBR2_PKc_E5_525.62,TGFBR2,342,979,637,637,637
NKX2_3_E2_177.17,NKX2,742,1799,1057,1057,1057
ZNF799_E4_1587.42,ZNF799,1141,2389,1248,1248,1248
BSX_E2_129.10,BSX,1930,4816,2886,2886,2886
ZNF598_2715.50,ZNF598,1270,2766,1496,1496,1496
ADAMTS20_5733.517,ADAMTS20,1656,3998,2342,2342,2342
ZNF598_2715.605,ZNF598,1240,2786,1546,1546,1546
CCNB1IP1_834.77,CCNB1IP1,634,1491,857,857,857
IRF2BP1_1755.8,IRF2BP1,753,1793,1040,1040,1040
KCTD19_BTB398488_E1_2781.77,KCTD19,1515,3641,2126,2126,2126
RNF152_612.3,RNF152,501,1353,852,852,852
ZNF157_E4_1023.62,ZNF157,1499,4091,2592,2592,2592
ZBTB7B_E5_196.8,ZBTB7B,447,1011,564,564,564
FBXO17_864.149,FBXO17,43,108,65,65,65
SP9_E2_69.3,SP9,1499,3524,2025,2025,2025
PTF1A_E1_168.0,PTF1A,404,1140,736,736,736
RBCK1_1533.22,RBCK1,844,2083,1239,1239,1239
PHF8_Phd_E2_83.5,PHF8,682,1399,717,717,717
KDM2A_6,KDM2A,1301,1852,551,551,551
CEBPG_E2_162.0,CEBPG,863,1916,1053,1053,1053
HERC1_14586.703,HERC1,746,2028,1282,1282,1282
MYBL2_E5_221.32,MYBL2,1978,3914,1936,1936,1936
MYBL2_SANT2_E5_115.9,MYBL2,1978,3914,1936,1936,1936
JMJD1C_e21_131.6,JMJD1C,1266,2925,1659,1659,1659
ASB11_972.12,ASB11,574,1842,1268,1268,1268
PBRM1_E26_202.19,PBRM1,460,707,247,247,247
SNAI3_E3_44.1,SNAI3,882,2395,1513,1513,1513
NR6A1_E3_232.25,NR6A1,676,1665,989,989,989
TRIM2_2316.322,TRIM2,504,1332,828,828,828
EPHB4_PKc_E11_43.2,EPHB4,1126,2725,1599,1599,1599
KEL_2199.236,KEL,1194,3315,2121,2121,2121
RNF125_699.25,RNF125,1278,3052,1774,1774,1774
ISL1_E4_174.8,ISL1,365,787,422,422,422
KBTBD6_BTB53168_E1_2025.238,KBTBD6,712,2098,1386,1386,1386
KMT2D_ePhd1_E5_110.17,KMT2D,1298,3331,2033,2033,2033
KMT2D_16614.3480,KMT2D,1298,3331,2033,2033,2033
ZSCAN26_E4_771.56,ZSCAN26,824,2113,1289,1289,1289
POU2F1_E12_108.4,POU2F1,1459,2752,1293,1293,1293
ZMIZ2_E14_68.3,ZMIZ2,1755,4124,2369,2369,2369
LMTK2_PKc_E5_119.2,LMTK2,973,2314,1341,1341,1341
DCLK3_PKc_E4_168.9,DCLK3,822,2068,1246,1246,1246
KMT2B_CXXC_E6_131.4,KMT2B,951,2889,1938,1938,1938
KMT2B_8148.310,KMT2B,951,2889,1938,1938,1938
PIK3R4_PKc_E2_661.16,PIK3R4,664,990,326,326,326
SCRT2_E2_156.7,SCRT2,344,813,469,469,469
YEATS4_Yeats44126_E1_684.14,YEATS4,667,1425,758,758,758
ZNF7_E5_1380.104,ZNF7,789,1699,910,910,910
UBE2G1_513.6,UBE2G1,1318,2887,1569,1569,1569
FOXN1_E5_97.5,FOXN1,1776,3417,1641,1641,1641
DCAF8_1794.171,DCAF8,940,1996,1056,1056,1056
DPP10_2403.115,DPP10,1277,2905,1628,1628,1628
USP53_3222.31,USP53,1437,4836,3399,3399,3399
DTX4_1860.109,DTX4,301,929,628,628,628
TGIF2LX_E2_171.8,TGIF2LX,1393,3697,2304,2304,2304
STK17B_PKc_E7_180.1,STK17B,1774,4773,2999,2999,2999
CARM1_e5_111.7,CARM1,1432,3015,1583,1583,1583
DPP9_2679.182,DPP9,605,1466,861,861,861
TNRC18_Bah28162960_E1_8907.952,TNRC18,712,1763,1051,1051,1051
HMG20A_E5_144.13,HMG20A,606,1541,935,935,935
SMARCA2_BD_e29_54.2,SMARCA2,1082,2725,1643,1643,1643
RNF224_471.17,RNF224,1357,3876,2519,2519,2519
IKZF3_E5_168.16,IKZF3,1906,5948,4042,4042,4042
DCAF8_1794.210,DCAF8,1349,3555,2206,2206,2206
IKZF2_E5_168.10,IKZF2,886,1945,1059,1059,1059
ZNF507_E3_81.0,ZNF507,1927,4546,2619,2619,2619
CREBBP_e27_166.7,CREBBP,794,1826,1032,1032,1032
UCHL5_990.4,UCHL5,1360,2811,1451,1451,1451
MUL1_1059.150,MUL1,673,1935,1262,1262,1262
STK38L_PKc_E7_155.8,STK38L,1289,3223,1934,1934,1934
KCNS2_BTB19118_E1_1434.11,KCNS2,30,41,11,11,11
MDM4_1473.35,MDM4,612,1527,915,915,915
ZIM2_E11_492.34,ZIM2,1663,4160,2497,2497,2497
ZNF75D_E7_405.6,ZNF75D,1331,2643,1312,1312,1312
STK35_PKc_E3_695.58,STK35,481,1176,695,695,695
TYK2_PKc_E13_186.14,TYK2,169,218,49,49,49
FBXO28_1107.22,FBXO28,648,1691,1043,1043,1043
VSX2_E3_123.12,VSX2,658,1855,1197,1197,1197
AURKB_PKc_E5_191.1,AURKB,982,1619,637,637,637
ZBTB7B_E4_113.8,ZBTB7B,1615,3584,1969,1969,1969
SCAF11_4392.284,SCAF11,406,1169,763,763,763
HIC1_E2_243.29,HIC1,521,1153,632,632,632
ADAM10_2247.57,ADAM10,843,1913,1070,1070,1070
SPIN3_Spinlin5098_E1_777.22,SPIN3,1263,2885,1622,1622,1622
INPP5E_1935.199,INPP5E,683,1599,916,916,916
ZNF467_E5_1212.71,ZNF467,528,1295,767,767,767
FOXL2_E1_234.9,FOXL2,768,2358,1590,1590,1590
HOXC5_E2_171.1,HOXC5,1064,2422,1358,1358,1358
YY2_E1_230.11,YY2,1193,2800,1607,1607,1607
KLHL17_BTB82189_E1_1929.26,KLHL17,936,2140,1204,1204,1204
BIRC7_897.96,BIRC7,563,1508,945,945,945
ZIC2_E1_118.10,ZIC2,1437,3871,2434,2434,2434
HDAC10_e5_105.11,HDAC10,847,1873,1026,1026,1026
SP110_E14_143.10,SP110,1543,4298,2755,2755,2755
TCF19_Phd_E4_147.17,TCF19,1659,4079,2420,2420,2420
ZXDC_E4_64.4,ZXDC,690,1691,1001,1001,1001
NKX2_3_E2_177.2,NKX2,576,1121,545,545,545
USP32_4815.446,USP32,1221,2549,1328,1328,1328
FBXO6_5,FBXO6,694,1967,1273,1273,1273
EMX2_E2_129.3,EMX2,2282,5525,3243,3243,3243
GSX2_E2_174.0,GSX2,1111,2745,1634,1634,1634
TRIM16_1695.84,TRIM16,1280,3384,2104,2104,2104
PRDM8_E10_66.8,PRDM8,1629,4276,2647,2647,2647
ZNF155_E5_750.16,ZNF155,642,1469,827,827,827
TRIM21_1428.4,TRIM21,787,2031,1244,1244,1244
PCGF2_1035.65,PCGF2,1312,3006,1694,1694,1694
ZNF423_E4_1206.7,ZNF423,2234,5893,3659,3659,3659
TADA2A_E6_158.5,TADA2A,2576,5745,3169,3169,3169
ZBTB25_E6_69.3,ZBTB25,1420,4103,2683,2683,2683
CAD_6678.622,CAD,996,2164,1168,1168,1168
FBXL20_1311.128,FBXL20,2414,5111,2697,2697,2697
C1S_2067.201,C1S,423,808,385,385,385
UBE2D2_444.38,UBE2D2,2073,5227,3154,3154,3154
DRGX_E3_33.0,DRGX,980,2394,1414,1414,1414
USP29_2769.37,USP29,887,2269,1382,1382,1382
USP32_4815.272,USP32,961,2088,1127,1127,1127
ZNF683_E6_141.20,ZNF683,602,1610,1008,1008,1008
KLHL25_BTB36144_E1_1770.301,KLHL25,626,1805,1179,1179,1179
ZMPSTE24_142.1,ZMPSTE24,1519,3436,1917,1917,1917
SBK3_PKc_E3_203.12,SBK3,939,2447,1508,1508,1508
NHLRC1_1188.211,NHLRC1,115,238,123,123,123
ASB5_990.54,ASB5,1437,3856,2419,2419,2419
ZNF513_E3_310.59,ZNF513,1025,2504,1479,1479,1479
ZFPM1_E10_1266.33,ZFPM1,506,1527,1021,1021,1021
SNAPC4_SANT_E9_165.23,SNAPC4,943,1659,716,716,716
LAP3_1560.23,LAP3,649,1358,709,709,709
TET1_e10_86.1,TET1,1179,2669,1490,1490,1490
ZNF703_E2_91.2,ZNF703,463,1185,722,722,722
SETD1B_e15_95.7,SETD1B,1289,2930,1641,1641,1641
PARP9_Macro117295_E1_2565.5,PARP9,452,877,425,425,425
HLX_E3_141.5,HLX,686,1172,486,486,486
PBX1_E5_136.11,PBX1,496,1374,878,878,878
L3MBTL3_MBT345439_E1_2343.8,L3MBTL3,721,1577,856,856,856
IRAK3_PKc_E6_65,IRAK3,1401,3957,2556,2556,2556
SRPK3_PKc_E4_88.4,SRPK3,782,1850,1068,1068,1068
TNRC18_tudor21702290_E1_8907.761,TNRC18,910,1639,729,729,729
SMURF2_2247.11,SMURF2,1381,3376,1995,1995,1995
ZNF506_E4_579.37,ZNF506,467,1093,626,626,626
RIOK3_PKc_E10_81.1,RIOK3,625,1679,1054,1054,1054
SUPT16H_3144.282,SUPT16H,532,884,352,352,352
CDK7_PKc_E4_68.3,CDK7,526,596,70,70,70
JMJD8_E4_97.12,JMJD8,1368,3337,1969,1969,1969
