sep=,
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome","Group"
"HGNC:15220","OR52I1","olfactory receptor family 52 subfamily I member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15221","OR52I2","olfactory receptor family 52 subfamily I member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14760","OR52J1P","olfactory receptor family 52 subfamily J member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14797","OR52J2P","olfactory receptor family 52 subfamily J member 2 pseudogene","OR52J4P","","11p15.4","Olfactory receptors, family 52"
"HGNC:14799","OR52J3","olfactory receptor family 52 subfamily J member 3","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15222","OR52K1","olfactory receptor family 52 subfamily K member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15223","OR52K2","olfactory receptor family 52 subfamily K member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15224","OR52K3P","olfactory receptor family 52 subfamily K member 3 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14785","OR52L1","olfactory receptor family 52 subfamily L member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14788","OR52L2P","olfactory receptor family 52 subfamily L member 2 pseudogene","OR52L2","","11p15.4","Olfactory receptors, family 52"
"HGNC:15225","OR52M1","olfactory receptor family 52 subfamily M member 1","OR52M1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:15226","OR52M2P","olfactory receptor family 52 subfamily M member 2 pseudogene","OR52M4","","11p15.4","Olfactory receptors, family 52"
"HGNC:14853","OR52N1","olfactory receptor family 52 subfamily N member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15228","OR52N2","olfactory receptor family 52 subfamily N member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15229","OR52N3P","olfactory receptor family 52 subfamily N member 3 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15230","OR52N4","olfactory receptor family 52 subfamily N member 4","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15231","OR52N5","olfactory receptor family 52 subfamily N member 5","","OR52N5Q","11p15.4","Olfactory receptors, family 52"
"HGNC:15232","OR52P1","olfactory receptor family 52 subfamily P member 1 (gene/pseudogene)","OR52P1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:15233","OR52P2P","olfactory receptor family 52 subfamily P member 2 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15234","OR52Q1P","olfactory receptor family 52 subfamily Q member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15235","OR52R1","olfactory receptor family 52 subfamily R member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14805","OR52S1P","olfactory receptor family 52 subfamily S member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15236","OR52T1P","olfactory receptor family 52 subfamily T member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15237","OR52U1P","olfactory receptor family 52 subfamily U member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15238","OR52V1P","olfactory receptor family 52 subfamily V member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15239","OR52W1","olfactory receptor family 52 subfamily W member 1","OR52W1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:14790","OR52X1P","olfactory receptor family 52 subfamily X member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15240","OR52Y1P","olfactory receptor family 52 subfamily Y member 1 pseudogene","OR52Y2P","","11p15.4","Olfactory receptors, family 52"
"HGNC:19596","OR52Z1P","olfactory receptor family 52 subfamily Z member 1 pseudogene","OR52Z1","","11p15.4","Olfactory receptors, family 52"
"HGNC:15241","OR55B1P","olfactory receptor family 55 subfamily B member 1 pseudogene","OR55B2P,OR55C1P","","11p15.4","Olfactory receptors, family 55"
"HGNC:14781","OR56A1","olfactory receptor family 56 subfamily A member 1","","","11p15.4","Olfactory receptors, family 56"
"HGNC:14786","OR56A3","olfactory receptor family 56 subfamily A member 3","OR56A6,OR56A3P","","11p15.4","Olfactory receptors, family 56"
"HGNC:14791","OR56A4","olfactory receptor family 56 subfamily A member 4","","","11p15.4","Olfactory receptors, family 56"
"HGNC:14792","OR56A5","olfactory receptor family 56 subfamily A member 5","OR56A5P","","11p15.4","Olfactory receptors, family 56"
"HGNC:15244","OR56A7P","olfactory receptor family 56 subfamily A member 7 pseudogene","","","11p15.4","Olfactory receptors, family 56"
"HGNC:15245","OR56B1","olfactory receptor family 56 subfamily B member 1","OR56B1P","","11p15.4","Olfactory receptors, family 56"
"HGNC:15246","OR56B2P","olfactory receptor family 56 subfamily B member 2 pseudogene","OR56B2","","11p15.4","Olfactory receptors, family 56"
"HGNC:15247","OR56B3P","olfactory receptor family 56 subfamily B member 3 pseudogene","","","11p15.4","Olfactory receptors, family 56"
"HGNC:15248","OR56B4","olfactory receptor family 56 subfamily B member 4","","","11p15.4","Olfactory receptors, family 56"
