Gene	sgRNA	Ctrl_3|beta	Ctrl_3|z	Ctrl_3|p-value	Ctrl_3|fdr	Ctrl_3|wald-p-value	Ctrl_3|wald-fdr
RIOK2	6	-1.698	-3.9447	0	0	7.9888e-05	0.0018359
RIOK3	6	0.062075	1.4678	0.30774	0.60537	0.14216	0.29192
RIPK1	6	0.12006	1.7487	0.11177	0.37608	0.080344	0.21792
RIPK2	6	0.1997	1.7075	0.014505	0.10897	0.087726	0.22663
RIPK3	6	-0.018949	-0.38316	0.74147	0.89773	0.7016	0.80092
RIPK4	6	0.14672	1.8889	0.059443	0.27097	0.058903	0.19882
RNASEL	6	0.079052	1.3349	0.23493	0.52712	0.18191	0.33837
ROCK1	6	0.08635	1.4927	0.21132	0.50441	0.1355	0.28568
ROCK2	6	0.25843	1.9849	0.0022753	0.027027	0.047151	0.188
ROR1	6	-0.014651	-0.12851	0.71359	0.88314	0.89775	0.94027
ROR2	6	0.068134	1.2506	0.28584	0.58703	0.21108	0.36998
ROS1	6	0.08342	0.73316	0.21985	0.51023	0.46346	0.6265
RPS6KA1	12	-0.062458	-0.93614	0.81712	0.92857	0.3492	0.51779
RPS6KA2	12	0.070878	1.8656	0.11348	0.37807	0.0621	0.2012
RPS6KA3	12	0.14858	2.7993	0.0062571	0.060942	0.0051213	0.050297
RPS6KA4	12	-0.25944	-2.9298	0.26337	0.56053	0.0033918	0.039044
RPS6KA5	12	0.054586	1.6073	0.15956	0.43897	0.108	0.25051
RPS6KA6	12	0.091804	2.3952	0.0657	0.28466	0.016611	0.11082
RPS6KB1	6	-0.39018	-2.0802	0.17947	0.46914	0.03751	0.18066
RPS6KB2	6	0.0034341	0.052405	0.61803	0.83885	0.95821	0.97852
RPS6KL1	6	0.061158	0.59821	0.31115	0.60947	0.5497	0.68238
RYK	6	-0.059865	-0.59874	0.94625	0.98871	0.54935	0.68238
SBK1	6	-0.24027	-2.4517	0.44141	0.72489	0.014219	0.099588
SBK2	6	0.015441	0.28838	0.55262	0.80256	0.77305	0.8544
SBK3	6	0.096724	0.94959	0.17435	0.46229	0.34232	0.51045
SCYL1	6	-0.07127	-0.58325	0.99374	0.99629	0.55972	0.68835
SCYL2	6	-0.052268	-0.57646	0.90387	0.9692	0.56431	0.69133
SCYL3	6	-0.057403	-1.7347	0.93515	0.98444	0.0828	0.21972
SGK1	6	-0.075241	-2.1152	0.98493	0.99457	0.034415	0.17461
SGK2	6	0.12075	1.543	0.11007	0.37464	0.12283	0.2687
SGK3	6	0.15998	1.7601	0.0438	0.22774	0.078389	0.21663
SGK494	6	-0.18666	-1.8441	0.58845	0.82397	0.065168	0.20426
SIK1	6	0.071599	1.0757	0.26991	0.56862	0.28205	0.44792
SIK2	6	0.18612	1.6929	0.020762	0.138	0.090471	0.22951
SIK3	6	0.0139	0.28104	0.56143	0.80802	0.77868	0.85719
SLK	6	0.058591	1.4879	0.31883	0.61593	0.13678	0.28661
SMG1	6	-1.3213	-3.727	0.00028441	0.0045045	0.00019375	0.0038706
SNRK	6	-0.0738	-1.1031	0.98919	0.99457	0.26998	0.43569
SPEG	12	-0.0076807	-0.1598	0.47213	0.74786	0.87304	0.92569
SRC	6	0.071965	0.93238	0.2682	0.56603	0.35114	0.51918
SRMS	6	0.10488	1.7548	0.14733	0.41842	0.079292	0.21739
SRPK3	6	0.16271	2.0616	0.04124	0.21936	0.039245	0.18391
STK10	6	0.057834	1.7246	0.32167	0.61884	0.084593	0.22279
STK11	6	-0.59699	-2.5095	0.052901	0.25445	0.012091	0.089877
STK16	6	0.0097875	0.16689	0.5839	0.81989	0.86746	0.922
STK17A	6	0.051319	1.0531	0.35523	0.64733	0.29231	0.46026
STK17B	6	0.061941	1.1356	0.30802	0.60537	0.25611	0.4214
STK19	6	-0.10388	-1.9684	0.8558	0.94385	0.04902	0.18937
STK24	6	0.093937	0.98846	0.18345	0.47287	0.32293	0.49088
STK25	6	-0.085101	-1.557	0.94113	0.98718	0.11948	0.26549
STK26	6	0.19413	1.4837	0.017065	0.12245	0.13789	0.28747
STK3	6	0.098241	1.7162	0.1698	0.45573	0.08613	0.22416
STK31	12	0.045525	0.95625	0.19425	0.48821	0.33895	0.5078
STK32A	6	0.15531	1.8938	0.04835	0.24251	0.058255	0.19771
STK32B	6	0.1042	2.0347	0.15102	0.42277	0.041881	0.18638
STK32C	6	0.051111	0.50692	0.35666	0.64824	0.61221	0.73167
STK33	6	0.082588	0.77947	0.22327	0.51509	0.4357	0.6017
STK35	6	-0.089013	-0.75103	0.92321	0.98009	0.45263	0.61804
STK36	6	0.021735	0.38736	0.51792	0.77954	0.69849	0.79762
STK38	6	0.0011454	0.033786	0.63026	0.84483	0.97305	0.98623
STK38L	6	-0.058615	-0.82311	0.94141	0.98718	0.41045	0.57473
STK39	6	0.087072	1.0047	0.20848	0.50103	0.31503	0.48305
STK4	6	-0.064082	-1.5697	0.96388	0.99386	0.11649	0.26211
STK40	6	-0.11516	-1.6574	0.81712	0.92857	0.097435	0.23636
STKLD1	6	-0.09551	-1.1027	0.89818	0.96545	0.27014	0.43569
STRADA	6	-0.0056346	-0.10656	0.66752	0.86128	0.91514	0.95168
STYK1	6	0.055969	0.73038	0.33163	0.62587	0.46516	0.62807
SYK	6	0.047691	0.57255	0.37628	0.66784	0.56695	0.69311
TAOK1	6	0.044334	0.55071	0.39733	0.68784	0.58183	0.70591
TAOK2	6	-0.002919	-0.062529	0.65159	0.853	0.95014	0.97291
TAOK3	6	0.043001	0.7961	0.40529	0.69343	0.42597	0.59175
TBCK	6	0.1272	1.0301	0.094425	0.34436	0.30296	0.47195
TBK1	6	-0.021437	-0.45075	0.75597	0.90316	0.65217	0.76449
TEC	6	0.094972	0.97084	0.1806	0.47002	0.33163	0.50022
TEK	6	0.068613	0.95141	0.28498	0.58703	0.3414	0.50954
TESK1	6	0.011453	0.14769	0.57452	0.81558	0.88259	0.93214
TESK2	6	0.076312	1.596	0.24744	0.54099	0.11049	0.25408
TEX14	6	0.0082649	0.16205	0.59215	0.82483	0.87126	0.92465
TGFBR2	6	0.11558	1.7829	0.11945	0.38147	0.074608	0.2131
TIE1	6	-0.083263	-1.2376	0.95051	0.99022	0.21586	0.37576
TLK1	6	-0.027779	-0.67823	0.78811	0.91211	0.49762	0.6561
TLK2	5	-0.21686	-1.1053	0.53072	0.78734	0.26904	0.4353
TNIK	6	0.12072	1.7138	0.11007	0.37464	0.086562	0.22457
TNK1	6	0.081317	0.80584	0.22696	0.51816	0.42034	0.58624
TNK2	6	0.088565	1.2016	0.20193	0.49374	0.2295	0.39134
TNNI3K	6	-0.041457	-0.82338	0.84755	0.93977	0.41029	0.57473
TRIB1	6	0.23723	2.0329	0.0042662	0.045455	0.04206	0.18638
TRIB2	6	0.25229	1.648	0.0022753	0.027027	0.099348	0.23925
TRIB3	6	-0.026319	-0.39335	0.78129	0.9093	0.69406	0.79479
TRIO	6	0.064091	1.0985	0.30119	0.60202	0.27198	0.43726
TRPM6	6	0.097367	1.2651	0.17207	0.45938	0.20583	0.36367
TRPM7	6	-0.90015	-2.9588	0.0096701	0.083933	0.0030882	0.036559
TRRAP	6	-1.9796	-2.9396	0	0	0.0032868	0.038393
TSSK1B	6	0.0069662	0.097103	0.59727	0.82645	0.92264	0.95665
TSSK2	6	-0.072148	-2.0561	0.99972	0.99972	0.039769	0.18428
TSSK3	6	-0.19616	-1.806	0.55859	0.80723	0.070915	0.20919
TSSK4	6	-0.17424	-2.0626	0.62088	0.83929	0.039151	0.18378
TSSK6	6	-0.19152	-1.3933	0.57224	0.81366	0.16353	0.31806
TTBK1	6	0.0031696	0.09942	0.61974	0.83885	0.9208	0.95561
TTBK2	6	0.09067	1.2408	0.19425	0.48821	0.21469	0.3748
TTK	6	-1.4707	-2.7337	0	0	0.0062634	0.058124
TTN	6	0.052167	1.0156	0.34983	0.6423	0.30984	0.47878
TXK	6	0.059712	0.67057	0.31456	0.61071	0.50249	0.66055
TYK2	12	0.13602	1.861	0.014505	0.10897	0.062751	0.20171
TYRO3	6	-0.22371	-1.6718	0.47782	0.75134	0.094567	0.23451
UHMK1	6	0.068284	1.2384	0.28555	0.58703	0.21558	0.37576
ULK1	6	0.21046	1.4777	0.0096701	0.083933	0.13948	0.28848
ULK2	6	-0.004656	-0.0533	0.66041	0.85619	0.95749	0.97808
ULK3	6	0.11162	1.3435	0.13111	0.39673	0.1791	0.33549
ULK4	6	0.11781	1.014	0.1149	0.3785	0.31056	0.47913
VRK1	6	-1.6251	-3.9712	0	0	7.1506e-05	0.0016873
VRK2	6	0.06587	0.74197	0.2938	0.59505	0.45811	0.62286
VRK3	6	-0.033227	-0.78331	0.81371	0.92679	0.43344	0.59952
WEE1	6	-1.4967	-3.2934	0	0	0.00098983	0.014623
WEE2	6	0.0011757	0.049518	0.63026	0.84483	0.96051	0.97944
WNK1	6	-1.4684	-3.8668	0	0	0.00011028	0.0023313
WNK2	6	0.032685	0.52642	0.45506	0.73361	0.5986	0.71963
WNK3	6	0.27629	1.8536	0.0017065	0.022305	0.063792	0.20337
WNK4	6	-0.095127	-0.81017	0.90046	0.96731	0.41784	0.58299
YES1	6	-0.12506	-1.48	0.78356	0.9102	0.13888	0.28826
ZAK	6	0.14469	1.8422	0.062856	0.27764	0.065443	0.20427
ZAP70	6	0.012751	0.13852	0.56769	0.81171	0.88983	0.93616
ADNP	6	-0.048013	-1.008	0.88367	0.95747	0.31347	0.48183
AHR	6	-0.16867	-1.5873	0.63908	0.84889	0.11245	0.25657
AHRR	6	0.076204	1.0599	0.24772	0.54099	0.28918	0.45656
AIRE	18	0.026437	0.51165	0.18458	0.47476	0.60889	0.72943
ALX1	6	0.23185	1.9015	0.004835	0.050296	0.057239	0.19638
ALX3	6	-0.068624	-1.5498	0.9835	0.99457	0.1212	0.2665
ALX4	6	-0.10002	-1.2988	0.87372	0.95256	0.19401	0.35307
AR	6	0.23154	1.9802	0.004835	0.050296	0.047681	0.18872
ARGFX	6	-0.029161	-0.36368	0.79352	0.91475	0.71609	0.8114
ARID1A	6	-0.84238	-3.3521	0.011945	0.095238	0.00080215	0.012157
ARID1B	6	0.14107	1.7879	0.067975	0.28935	0.073797	0.21164
ARID2	7	-0.16316	-1.842	0.63851	0.84889	0.065469	0.20427
ARID3A	6	-0.27675	-2.1508	0.36064	0.65126	0.031489	0.16724
ARID3B	6	-0.22342	-1.2262	0.4781	0.75145	0.22013	0.3794
ARID3C	6	-0.08518	-0.95787	0.94113	0.98718	0.33813	0.50741
ARID4A	18	0.40419	3.1669	0	0	0.0015408	0.020998
ARID5A	8	-0.15739	-2.2431	0.66667	0.86113	0.024889	0.14417
ARID5B	6	-0.37475	-2.6684	0.19795	0.49225	0.0076215	0.066166
ARNT	6	0.003162	0.051085	0.61974	0.83885	0.95926	0.97874
ARNT2	6	-0.0023713	-0.0391	0.6496	0.853	0.96881	0.98364
ARNTL	6	0.087778	1.2827	0.20506	0.49724	0.1996	0.35868
ARNTL2	6	-0.079593	-1.1706	0.96786	0.99457	0.24178	0.40469
ARX	7	0.11234	1.5341	0.11121	0.37488	0.125	0.27113
ASCL1	6	0.14038	2.0977	0.069397	0.29257	0.035933	0.17719
ASCL2	6	0.37275	1.857	0.00028441	0.0045045	0.063316	0.20256
ASCL3	6	-0.076058	-1.0662	0.98208	0.99457	0.28634	0.4535
ASCL4	6	0.085196	1.2893	0.21473	0.50671	0.19729	0.357
ATF1	6	0.037525	0.41019	0.43203	0.71509	0.68167	0.7853
ATF2	12	0.10237	2.347	0.044084	0.22774	0.018928	0.12034
ATF3	4	0.039335	0.76555	0.55489	0.80487	0.44394	0.60925
ATF4	6	-2.9879	-5.5926	0	0	2.2364e-08	1.4836e-06
ATF5	6	-0.053731	-0.73592	0.91354	0.97392	0.46178	0.62542
ATF6	6	-0.0027626	-0.08461	0.65046	0.853	0.93257	0.96321
ATF6B	6	-0.16764	-2.175	0.64221	0.84951	0.029631	0.16103
ATF7	6	-0.19863	-1.6555	0.55063	0.80256	0.097818	0.23654
ATOH1	6	0.10381	1.266	0.15188	0.42448	0.20551	0.36366
ATOH7	6	0.14639	1.7483	0.059727	0.27097	0.080406	0.21792
ATOH8	6	-0.0032968	-0.06317	0.65301	0.85306	0.94963	0.97287
BACH1	9	-0.0085327	-0.13741	0.57082	0.81288	0.89071	0.93617
BACH2	12	0.10603	1.6968	0.038965	0.21109	0.089735	0.22853
BARHL1	6	0.03985	0.58633	0.41951	0.7042	0.55766	0.68653
BARHL2	6	0.0080327	0.14127	0.59329	0.82483	0.88765	0.93527
BARX1	7	-0.11445	-1.755	0.81769	0.92862	0.079256	0.21739
BARX2	6	-0.005908	-0.20237	0.66923	0.86152	0.83963	0.90004
BATF	6	-0.038683	-0.57488	0.83703	0.93756	0.56537	0.69191
BATF2	6	0.027289	0.48927	0.48464	0.75733	0.62465	0.74363
BATF3	6	0.05709	1.0189	0.3248	0.61884	0.30823	0.477
BBX	6	0.13086	1.5887	0.086462	0.33008	0.11214	0.25619
BCL11A	6	0.010672	0.21168	0.5802	0.81796	0.83236	0.89566
BCL11B	6	0.16862	1.6067	0.034699	0.19837	0.10813	0.25051
BCL6	13	-0.069694	-1.8147	0.85609	0.94387	0.069574	0.20878
BCL6B	13	-0.028906	-0.7145	0.58476	0.82076	0.47492	0.63644
BHLHA15	6	-0.055671	-1.4541	0.92406	0.98009	0.14593	0.29693
BHLHA9	6	0.025185	0.28707	0.49431	0.76161	0.77406	0.8544
BHLHE22	6	0.074196	1.1725	0.25853	0.55427	0.24101	0.40448
BHLHE23	6	-0.02485	-0.92673	0.77474	0.90709	0.35406	0.52243
BHLHE40	6	0.073649	1.6822	0.26195	0.55886	0.092524	0.23273
BHLHE41	3	0.028718	0.22779	0.66524	0.86024	0.81981	0.88663
BNC2	7	0.11603	1.8779	0.10296	0.36309	0.060389	0.19981
BSX	7	0.048078	0.77879	0.34528	0.63794	0.43611	0.60202
CAMTA1	7	0.003949	0.045758	0.57509	0.81565	0.9635	0.98051
CAMTA2	8	0.0296	0.6772	0.40216	0.6911	0.49828	0.6564
CARHSP1	6	-0.096942	-1.065	0.89078	0.96074	0.28689	0.45355
CBFB	8	-0.25253	-2.7024	0.36206	0.65215	0.0068831	0.06199
CCDC79	12	-0.075123	-1.3769	0.89107	0.96075	0.16855	0.32313
CDC5L	17	-2.1852	-8.7964	0	0	1.4122e-18	7.0934e-16
CDIP1	6	-0.28713	-2.2063	0.33902	0.63102	0.027362	0.15363
CDX1	7	0.10377	1.5472	0.13339	0.40017	0.12182	0.26703
CDX2	6	-0.69185	-2.9602	0.028441	0.17391	0.0030746	0.036559
CDX4	7	0.19956	2.2321	0.0088168	0.078283	0.025606	0.14639
CEBPA	6	0.01407	0.32198	0.56086	0.80787	0.74747	0.83724
CEBPB	6	-0.37245	-2.7856	0.2008	0.49372	0.0053433	0.052059
CEBPD	6	-0.29344	-1.8694	0.3248	0.61884	0.061565	0.20046
CEBPE	6	-0.17337	-1.302	0.62429	0.84067	0.1929	0.35215
CEBPG	6	-0.12572	-1.3169	0.77929	0.90819	0.18786	0.34654
CEBPZ	5	-1.9648	-4.1621	0	0	3.1535e-05	0.00080347
CERS2	7	-0.40952	-2.7547	0.1442	0.41422	0.0058738	0.055368
CERS3	6	0.057035	1.7602	0.3248	0.61884	0.078371	0.21663
CERS4	6	-0.35128	-2.465	0.22895	0.52031	0.0137	0.097887
CERS5	6	-0.016623	-0.28499	0.72981	0.89402	0.77565	0.85573
CERS6	7	0.15607	1.9688	0.03413	0.1964	0.048971	0.18937
CIC	6	-0.20652	-2.2595	0.52844	0.78505	0.023855	0.14168
CLOCK	15	0.097684	2.5192	0.023038	0.14727	0.011763	0.088183
CREB1	3	-0.10258	-0.87948	0.77418	0.90709	0.37914	0.545
CREB3	6	-0.1547	-2.25	0.6806	0.86597	0.024451	0.14257
CREB3L1	4	0.0068472	0.062436	0.73151	0.89402	0.95022	0.97291
CREB3L2	6	-0.045887	-0.58149	0.87059	0.95121	0.56091	0.68908
CREB3L3	6	-0.07121	-1.1005	0.99374	0.99629	0.27113	0.43679
CREB3L4	6	0.0016324	0.075362	0.62742	0.84295	0.93993	0.96631
CREB5	6	-0.094374	-0.64377	0.90245	0.96856	0.51972	0.67108
CREBL2	7	0.0052391	0.113	0.56769	0.81171	0.91003	0.94889
CREM	6	0.11045	1.278	0.13424	0.40136	0.20124	0.36045
CRX	6	-0.10688	-1.3234	0.84699	0.93973	0.18571	0.34402
CSDC2	6	-0.27578	-2.4057	0.36377	0.65389	0.01614	0.10892
CSDE1	8	0.14449	1.9545	0.036689	0.20315	0.050643	0.1906
CTCF	7	-2.1342	-4.7866	0	0	1.6963e-06	7.1001e-05
CTCFL	7	-0.0056459	-0.11023	0.6277	0.84301	0.91222	0.9509
CUX1	6	-0.23886	-1.9416	0.44454	0.72664	0.052184	0.19243
CUX2	6	0.080608	1.0227	0.22952	0.52031	0.30644	0.47517
DBP	6	-0.21504	-2.3936	0.50313	0.76913	0.016682	0.11087
DBX1	6	0.083941	0.95631	0.21871	0.51023	0.33891	0.5078
DBX2	6	0.08332	1.4847	0.22042	0.51054	0.13764	0.28737
DDIT3	6	-0.078577	-1.0722	0.97213	0.99457	0.28363	0.45002
DEAF1	7	-0.16906	-2.2928	0.61974	0.83885	0.021857	0.13365
DLX1	7	-0.0067023	-0.082938	0.63481	0.84712	0.9339	0.96345
DLX2	6	-0.049609	-0.77377	0.88993	0.9607	0.43907	0.60492
DLX3	6	-0.036789	-0.48788	0.82964	0.93524	0.62564	0.74416
DLX4	6	0.044506	1.4422	0.39448	0.68528	0.14924	0.30122
DLX5	6	0.053002	0.74732	0.34528	0.63794	0.45487	0.62013
DLX6	6	0.084119	1.4792	0.21815	0.50997	0.13908	0.28832
DMBX1	6	-0.0029405	-0.051986	0.65188	0.853	0.95854	0.97858
DMRT1	6	0.10612	0.93534	0.14306	0.4123	0.34961	0.51801
DMRT2	6	0.06711	1.5705	0.28982	0.59107	0.11631	0.26211
DMRT3	6	0.15452	1.4784	0.049488	0.24542	0.13929	0.28842
DMRTA1	6	0.023554	0.6156	0.50626	0.77123	0.53816	0.68029
DMRTA2	6	-0.10097	-0.86985	0.86974	0.95118	0.38438	0.54916
DMRTB1	6	-0.0011173	-0.025635	0.64135	0.84951	0.97955	0.98927
DMRTC2	6	-0.21077	-2.0651	0.51479	0.77816	0.038914	0.18302
DMTF1	24	0.20683	3.9484	0	0	7.8661e-05	0.0018195
DNAJC1	18	0.062731	1.5074	0.06058	0.27343	0.1317	0.28048
DNAJC2	17	-0.22327	-2.3937	0.30262	0.60202	0.016679	0.11087
DPRX	6	-0.17463	-0.74546	0.62031	0.83885	0.45599	0.62094
DRGX	6	0.040886	0.70276	0.41468	0.69995	0.48221	0.64263
DUXA	6	-0.35613	-1.7737	0.21985	0.51023	0.07611	0.21451
E2F1	6	0.0016264	0.055366	0.62742	0.84295	0.95585	0.97725
E2F2	6	0.076057	0.95621	0.24886	0.54247	0.33897	0.5078
E2F3	6	-0.64133	-2.9292	0.039534	0.21221	0.003398	0.039044
E2F4	6	-0.052403	-1.0284	0.90444	0.96922	0.30377	0.4726
E2F5	6	0.0087541	0.21188	0.59016	0.82472	0.8322	0.89566
E2F6	6	-0.070118	-0.73581	0.99033	0.99486	0.46185	0.62542
E2F7	6	0.02767	0.75702	0.48237	0.75612	0.44904	0.61456
E2F8	7	0.22911	2.1062	0.0017065	0.022305	0.035186	0.17628
E4F1	6	-1.116	-3.4123	0.0019909	0.024911	0.00064408	0.010431
EAF2	7	0.056829	1.2867	0.30461	0.60202	0.19819	0.35789
EBF1	8	0.047915	1.1811	0.30404	0.60202	0.23758	0.40095
EBF2	7	0.12135	1.6508	0.092435	0.34205	0.098789	0.23823
EBF3	8	0.15064	1.6071	0.02901	0.17647	0.10804	0.25051
EBF4	8	0.01659	0.37138	0.46502	0.74217	0.71036	0.80646
EGR1	6	-0.19441	-1.8473	0.56286	0.80908	0.064702	0.20426
EGR2	6	-0.057066	-0.55119	0.93316	0.9841	0.5815	0.70591
EGR3	6	0.13783	1.7844	0.073948	0.30233	0.074364	0.21283
EGR4	6	-0.060385	-0.59846	0.94824	0.98932	0.54953	0.68238
EHF	7	-0.022269	-0.54561	0.71871	0.8876	0.58533	0.70893
ELF1	6	-0.33467	-1.7052	0.25427	0.55003	0.088157	0.22691
ELF2	6	-0.38529	-2.5315	0.18515	0.47518	0.011356	0.086611
ELF3	6	0.028971	0.35343	0.47668	0.75056	0.72376	0.8172
ELF4	6	-0.012854	-0.075761	0.70506	0.87943	0.93961	0.96631
ELF5	6	-0.034236	-0.29512	0.81883	0.92901	0.7679	0.85118
ELK1	6	0.092172	1.1711	0.18885	0.47942	0.24155	0.40469
ELK3	6	0.081169	1.7762	0.22696	0.51816	0.075708	0.21415
ELK4	6	0.039133	0.7176	0.42406	0.70845	0.47301	0.63501
EMX1	6	0.083726	1.5857	0.21928	0.51023	0.11282	0.25691
EMX2	6	0.10739	1.2681	0.1405	0.40928	0.20476	0.36287
EN1	6	0.15413	1.6708	0.049488	0.24542	0.09477	0.23451
EN2	6	0.24277	1.9485	0.0031286	0.0347	0.05136	0.19141
EOMES	7	-0.021361	-0.27335	0.71559	0.88467	0.78458	0.86018
ERF	6	0.017866	0.21329	0.5401	0.79623	0.8311	0.89554
ERG	6	0.00024066	0.0074711	0.63481	0.84712	0.99404	0.99887
ESR1	6	0.15605	2.0163	0.047782	0.24069	0.043765	0.18733
ESR2	6	0.087418	1.4478	0.20734	0.50069	0.14767	0.29907
ESRRA	6	-0.44601	-2.5683	0.12514	0.38718	0.010219	0.080677
ESRRB	6	0.014217	0.099061	0.56001	0.80763	0.92109	0.95561
ESRRG	6	0.15727	1.8525	0.046644	0.23665	0.063954	0.20346
ESX1	6	0.16951	1.8132	0.032992	0.1911	0.069796	0.20878
ETS1	6	0.21826	1.9899	0.0079636	0.072539	0.046606	0.188
ETS2	6	0.11398	1.2002	0.12429	0.38718	0.23006	0.39152
ETV1	6	0.1333	1.7627	0.082765	0.32155	0.077955	0.21616
ETV2	6	-0.14569	-1.968	0.71246	0.88314	0.049066	0.18937
ETV3	6	-0.10944	-0.89341	0.83788	0.93762	0.37164	0.53795
ETV4	6	0.050205	0.96282	0.36177	0.65197	0.33564	0.50389
ETV5	6	0.20744	1.9203	0.010808	0.08776	0.054818	0.19355
ETV6	6	0.035669	0.5078	0.44283	0.72554	0.61159	0.73166
ETV7	6	-0.059847	-0.83112	0.94625	0.98871	0.40591	0.57018
EVX1	6	0.041827	0.8144	0.41069	0.69758	0.41541	0.58052
EVX2	6	0.056158	0.90851	0.3285	0.62063	0.36361	0.5318
FERD3L	6	0.23318	1.871	0.0045506	0.047904	0.061345	0.20046
FEV	6	-0.0083134	-0.1255	0.68174	0.86597	0.90013	0.94137
FEZF1	7	0.15969	1.9051	0.03157	0.18718	0.056763	0.19624
FEZF2	6	0.060801	0.86441	0.31286	0.61007	0.38736	0.55207
FIGLA	6	0.017752	0.28687	0.54096	0.79715	0.77421	0.8544
FIZ1	6	0.16822	2.0237	0.034983	0.19935	0.042999	0.18647
FLI1	6	0.14316	1.8179	0.065131	0.28377	0.069084	0.20827
FOS	6	-0.00065308	-0.012124	0.63766	0.84889	0.99033	0.9971
FOSB	6	-0.079445	-1.1829	0.96815	0.99457	0.23686	0.40068
FOSL1	6	0.10861	1.276	0.13908	0.40928	0.20196	0.36119
FOSL2	5	-0.28155	-1.9746	0.38879	0.67909	0.048311	0.18923
FOXA1	6	-1.439	-4.0887	0	0	4.338e-05	0.0010817
FOXA2	6	0.13318	1.2633	0.082765	0.32155	0.20647	0.36452
FOXA3	6	-0.17479	-1.0511	0.62002	0.83885	0.2932	0.46108
FOXB1	6	-0.045304	-0.54472	0.86746	0.94986	0.58595	0.70943
FOXB2	6	-0.076187	-1.6119	0.98151	0.99457	0.10698	0.25
FOXC1	6	0.034883	0.30714	0.4471	0.72752	0.75873	0.84582
FOXC2	6	0.17522	1.7204	0.028441	0.17391	0.085362	0.22365
FOXD1	4	-0.17977	-0.71795	0.60324	0.83027	0.47279	0.635
FOXD2	6	-0.0056499	-0.14771	0.66752	0.86128	0.88257	0.93214
FOXD3	5	0.040382	0.7032	0.48265	0.75612	0.48193	0.64257
FOXD4	4	-0.74895	-2.2411	0.051763	0.25138	0.025018	0.14468
FOXD4L1	6	-0.90062	-2.768	0.0096701	0.083933	0.0056393	0.053734
FOXD4L5	4	-1.8278	-2.1568	0.00056883	0.0084388	0.031019	0.16533
FOXD4L6	6	-1.4707	-2.9311	0	0	0.003378	0.039044
FOXE1	6	0.15173	1.7974	0.052048	0.25241	0.072277	0.21068
FOXE3	6	0.15288	1.7215	0.051195	0.25	0.085153	0.22343
FOXF1	6	-0.038445	-0.76057	0.83675	0.93756	0.44691	0.61237
FOXF2	6	0.11723	1.4166	0.11633	0.37972	0.15659	0.31001
FOXG1	6	0.032107	0.79865	0.45904	0.73665	0.42449	0.59039
FOXH1	6	-0.16719	-1.8067	0.64221	0.84951	0.07081	0.20919
FOXI1	7	0.0059481	0.086526	0.56428	0.8098	0.93105	0.96253
FOXI2	7	0.07804	1.9238	0.21359	0.50538	0.054383	0.19355
FOXJ1	6	-0.10821	-1.2653	0.843	0.93887	0.20577	0.36367
FOXJ2	6	0.024643	0.71115	0.49858	0.76517	0.47699	0.63768
FOXJ3	5	0.13117	1.4818	0.126	0.3886	0.1384	0.28773
FOXK1	6	-0.49634	-2.9375	0.093003	0.34205	0.0033088	0.038522
FOXK2	6	0.2032	1.544	0.012799	0.098253	0.1226	0.2684
FOXL1	6	-0.020829	-0.66549	0.75256	0.90316	0.50573	0.66237
FOXL2	6	0.19706	1.8443	0.016212	0.11875	0.065138	0.20426
FOXM1	6	-0.83352	-3.2849	0.01223	0.096197	0.0010201	0.014945
FOXN1	6	-0.088355	-1.2086	0.9252	0.98013	0.22681	0.38863
FOXN2	7	0.0369	1.3988	0.40188	0.69095	0.16186	0.31552
FOXN3	7	0.063155	1.3293	0.2756	0.57439	0.18376	0.34077
FOXN4	6	0.057099	0.88823	0.3248	0.61884	0.37442	0.5404
FOXO1	6	-0.0016005	-0.023521	0.64477	0.85226	0.98123	0.98982
FOXO3	6	-0.093315	-0.89835	0.90728	0.97051	0.369	0.53568
FOXO4	6	0.16107	2.0275	0.043231	0.22585	0.042607	0.18643
FOXO6	6	0.12264	1.2654	0.10552	0.36605	0.20574	0.36367
FOXP1	5	-0.06739	-0.95134	0.98379	0.99457	0.34143	0.50954
FOXP2	6	0.12854	2.0841	0.09215	0.34205	0.037147	0.18002
FOXP3	6	0.23076	1.8508	0.0051195	0.052478	0.064203	0.20392
FOXP4	6	-0.13348	-2.194	0.75228	0.90316	0.028236	0.1561
FOXQ1	6	0.093465	1.6621	0.18402	0.47365	0.096501	0.23579
FOXR1	6	0.11445	1.5417	0.12344	0.38718	0.12314	0.26876
FOXR2	6	0.21082	1.9865	0.0096701	0.083933	0.046973	0.188
FOXS1	6	-0.013326	-0.13994	0.70705	0.87969	0.88871	0.93554
GABPA	7	-1.88	-5.2939	0	0	1.1974e-07	6.4769e-06
GATA1	6	0.014299	0.10776	0.55973	0.80755	0.91419	0.95153
GATA2	6	-0.26915	-0.90527	0.37457	0.6665	0.36532	0.53181
GATA3	6	0.081976	1.4138	0.22526	0.51697	0.15742	0.31077
GATA4	6	-0.044314	-0.48007	0.86377	0.94906	0.63117	0.74897
GATA5	6	-0.12673	-1.8737	0.77474	0.90709	0.060969	0.20046
GATA6	6	-2.2174	-5.3671	0	0	8e-08	4.4648e-06
GATAD2B	6	-0.31076	-2.6533	0.29124	0.59259	0.0079719	0.068442
GBX1	6	0.12605	1.9819	0.096701	0.3501	0.047486	0.18869
