sgRNA,Gene,DLD1_Ctrl_3_D0,DLD1_Ctrl_3_D10
KLHL12_BTB23130_E1_1707.9,KLHL12,1401,1436
KLHL13_BTB85191_E1_1977.181,KLHL13,1633,1550
KLHL13_BTB85191_E1_1977.186,KLHL13,1115,1284
KLHL13_BTB85191_E1_1977.21,KLHL13,773,748
KLHL13_BTB85191_E1_1977.26,KLHL13,855,1023
KLHL13_BTB85191_E1_1977.28,KLHL13,313,339
KLHL13_BTB85191_E1_1977.29,KLHL13,1722,2114
KLHL14_BTB23181_E1_1887.243,KLHL14,262,216
KLHL14_BTB23181_E1_1887.244,KLHL14,469,403
KLHL14_BTB23181_E1_1887.25,KLHL14,1541,1627
KLHL14_BTB23181_E1_1887.256,KLHL14,531,583
KLHL14_BTB23181_E1_1887.282,KLHL14,457,344
KLHL14_BTB23181_E1_1887.7,KLHL14,935,804
KLHL15_BTB32128_E1_1815.1,KLHL15,750,713
KLHL15_BTB32128_E1_1815.12,KLHL15,699,779
KLHL15_BTB32128_E1_1815.14,KLHL15,702,686
KLHL15_BTB32128_E1_1815.171,KLHL15,462,267
KLHL15_BTB32128_E1_1815.176,KLHL15,805,745
KLHL15_BTB32128_E1_1815.178,KLHL15,680,447
KLHL17_BTB82189_E1_1929.25,KLHL17,416,269
KLHL17_BTB82189_E1_1929.26,KLHL17,911,661
KLHL17_BTB82189_E1_1929.28,KLHL17,789,789
KLHL17_BTB82189_E1_1929.3,KLHL17,496,383
KLHL17_BTB82189_E1_1929.325,KLHL17,723,621
KLHL17_BTB82189_E1_1929.337,KLHL17,869,733
KLHL18_BTB28135_E1_1725.16,KLHL18,478,496
KLHL18_BTB28135_E1_1725.251,KLHL18,1230,1337
KLHL18_BTB28135_E1_1725.255,KLHL18,789,542
KLHL18_BTB28135_E1_1725.266,KLHL18,405,259
KLHL18_BTB28135_E1_1725.27,KLHL18,660,712
KLHL18_BTB28135_E1_1725.8,KLHL18,452,411
KLHL2_BTB50157_E1_1794.12,KLHL2,689,596
KLHL2_BTB50157_E1_1794.15,KLHL2,840,842
KLHL2_BTB50157_E1_1794.162,KLHL2,1119,836
KLHL2_BTB50157_E1_1794.164,KLHL2,910,1185
KLHL2_BTB50157_E1_1794.169,KLHL2,378,262
KLHL2_BTB50157_E1_1794.6,KLHL2,835,1084
KLHL20_BTB59165_E1_1830.11,KLHL20,380,311
KLHL20_BTB59165_E1_1830.16,KLHL20,850,703
KLHL20_BTB59165_E1_1830.197,KLHL20,907,833
KLHL20_BTB59165_E1_1830.202,KLHL20,562,443
KLHL20_BTB59165_E1_1830.206,KLHL20,1140,1023
KLHL20_BTB59165_E1_1830.207,KLHL20,751,636
KLHL21_BTB25133_E1_1794.11,KLHL21,590,707
KLHL21_BTB25133_E1_1794.15,KLHL21,668,668
KLHL21_BTB25133_E1_1794.16,KLHL21,544,470
KLHL21_BTB25133_E1_1794.2,KLHL21,496,399
KLHL21_BTB25133_E1_1794.24,KLHL21,731,649
KLHL21_BTB25133_E1_1794.323,KLHL21,1229,1172
KLHL22_BTB51145_E1_1905.12,KLHL22,897,939
KLHL22_BTB51145_E1_1905.13,KLHL22,425,421
KLHL22_BTB51145_E1_1905.24,KLHL22,796,532
KLHL22_BTB51145_E1_1905.293,KLHL22,589,529
KLHL22_BTB51145_E1_1905.306,KLHL22,733,668
KLHL22_BTB51145_E1_1905.308,KLHL22,1023,723
KLHL23_BTB26134_E1_1677.14,KLHL23,771,882
KLHL23_BTB26134_E1_1677.142,KLHL23,871,1130
KLHL23_BTB26134_E1_1677.143,KLHL23,845,727
KLHL23_BTB26134_E1_1677.147,KLHL23,979,983
KLHL23_BTB26134_E1_1677.15,KLHL23,1232,1339
KLHL23_BTB26134_E1_1677.151,KLHL23,852,827
KLHL24_BTB56163_E1_1803.139,KLHL24,1266,1574
KLHL24_BTB56163_E1_1803.143,KLHL24,425,371
KLHL24_BTB56163_E1_1803.145,KLHL24,682,591
KLHL24_BTB56163_E1_1803.15,KLHL24,366,376
KLHL24_BTB56163_E1_1803.17,KLHL24,1619,1766
KLHL24_BTB56163_E1_1803.9,KLHL24,1467,1486
KLHL25_BTB36144_E1_1770.12,KLHL25,1262,1525
KLHL25_BTB36144_E1_1770.29,KLHL25,1228,1042
KLHL25_BTB36144_E1_1770.301,KLHL25,570,633
KLHL25_BTB36144_E1_1770.303,KLHL25,311,302
KLHL25_BTB36144_E1_1770.318,KLHL25,674,761
KLHL25_BTB36144_E1_1770.8,KLHL25,322,251
KLHL26_BTB56157_E1_1848.29,KLHL26,378,313
KLHL26_BTB56157_E1_1848.32,KLHL26,1733,1877
KLHL26_BTB56157_E1_1848.328,KLHL26,349,453
KLHL26_BTB56157_E1_1848.35,KLHL26,373,397
KLHL26_BTB56157_E1_1848.37,KLHL26,582,790
KLHL26_BTB56157_E1_1848.4,KLHL26,536,350
KLHL28_BTB25132_E1_1716.11,KLHL28,1096,1000
KLHL28_BTB25132_E1_1716.125,KLHL28,331,336
KLHL28_BTB25132_E1_1716.133,KLHL28,1049,1048
KLHL28_BTB25132_E1_1716.134,KLHL28,445,377
KLHL28_BTB25132_E1_1716.2,KLHL28,432,427
KLHL28_BTB25132_E1_1716.8,KLHL28,1196,1518
KLHL29_BTB319431_E1_2628.105,KLHL29,491,344
KLHL29_BTB319431_E1_2628.11,KLHL29,583,666
KLHL29_BTB319431_E1_2628.36,KLHL29,930,992
KLHL29_BTB319431_E1_2628.361,KLHL29,625,695
KLHL29_BTB319431_E1_2628.37,KLHL29,444,456
KLHL29_BTB319431_E1_2628.99,KLHL29,390,314
KLHL3_BTB40147_E1_1764.1,KLHL3,567,547
KLHL3_BTB40147_E1_1764.11,KLHL3,668,915
KLHL3_BTB40147_E1_1764.17,KLHL3,641,645
KLHL3_BTB40147_E1_1764.18,KLHL3,1105,1058
KLHL3_BTB40147_E1_1764.215,KLHL3,426,377
KLHL3_BTB40147_E1_1764.222,KLHL3,1717,1974
KLHL30_BTB23130_E1_1737.15,KLHL30,832,907
KLHL30_BTB23130_E1_1737.22,KLHL30,620,679
KLHL30_BTB23130_E1_1737.24,KLHL30,1,1
KLHL30_BTB23130_E1_1737.26,KLHL30,990,924
KLHL30_BTB23130_E1_1737.342,KLHL30,717,504
KLHL30_BTB23130_E1_1737.364,KLHL30,708,842
KLHL31_BTB63165_E1_1905.12,KLHL31,821,949
KLHL31_BTB63165_E1_1905.17,KLHL31,1942,1877
KLHL31_BTB63165_E1_1905.21,KLHL31,1,1
KLHL31_BTB63165_E1_1905.211,KLHL31,1573,1583
KLHL31_BTB63165_E1_1905.212,KLHL31,1981,1976
KLHL31_BTB63165_E1_1905.22,KLHL31,940,1077
KLHL32_BTB32137_E1_1863.14,KLHL32,545,711
KLHL32_BTB32137_E1_1863.15,KLHL32,751,732
KLHL32_BTB32137_E1_1863.17,KLHL32,823,934
KLHL32_BTB32137_E1_1863.219,KLHL32,1585,1419
KLHL32_BTB32137_E1_1863.228,KLHL32,1311,1363
KLHL32_BTB32137_E1_1863.5,KLHL32,1042,946
KLHL34_BTB19126_E1_1935.1,KLHL34,1119,1418
KLHL34_BTB19126_E1_1935.11,KLHL34,399,539
KLHL34_BTB19126_E1_1935.33,KLHL34,227,233
KLHL34_BTB19126_E1_1935.403,KLHL34,781,866
KLHL34_BTB19126_E1_1935.412,KLHL34,1409,1868
KLHL34_BTB19126_E1_1935.5,KLHL34,2050,2181
KLHL35_BTB3170_E1_1752.1,KLHL35,564,1
KLHL35_BTB3170_E1_1752.11,KLHL35,314,167
KLHL35_BTB3170_E1_1752.14,KLHL35,1588,1841
KLHL35_BTB3170_E1_1752.18,KLHL35,506,578
KLHL35_BTB3170_E1_1752.335,KLHL35,643,430
KLHL35_BTB3170_E1_1752.345,KLHL35,51,85
KLHL36_BTB36141_E1_1851.19,KLHL36,1036,834
KLHL36_BTB36141_E1_1851.26,KLHL36,448,375
KLHL36_BTB36141_E1_1851.301,KLHL36,457,443
KLHL36_BTB36141_E1_1851.31,KLHL36,329,268
KLHL36_BTB36141_E1_1851.7,KLHL36,1452,1129
KLHL36_BTB36141_E1_1851.8,KLHL36,233,187
KLHL38_BTB24131_E1_1746.2,KLHL38,1433,1033
KLHL38_BTB24131_E1_1746.254,KLHL38,650,731
KLHL38_BTB24131_E1_1746.267,KLHL38,703,915
KLHL38_BTB24131_E1_1746.268,KLHL38,418,419
KLHL38_BTB24131_E1_1746.272,KLHL38,1195,1197
KLHL38_BTB24131_E1_1746.284,KLHL38,656,656
KLHL4_BTB172279_E1_2163.178,KLHL4,1845,2147
KLHL4_BTB172279_E1_2163.18,KLHL4,1096,1402
KLHL4_BTB172279_E1_2163.23,KLHL4,773,1041
KLHL4_BTB172279_E1_2163.3,KLHL4,420,429
KLHL4_BTB172279_E1_2163.32,KLHL4,350,403
KLHL4_BTB172279_E1_2163.33,KLHL4,988,889
KLHL40_BTB23128_E1_1866.12,KLHL40,784,629
KLHL40_BTB23128_E1_1866.16,KLHL40,524,615
KLHL40_BTB23128_E1_1866.17,KLHL40,326,325
KLHL40_BTB23128_E1_1866.282,KLHL40,266,210
KLHL40_BTB23128_E1_1866.292,KLHL40,716,618
KLHL40_BTB23128_E1_1866.301,KLHL40,696,766
KLHL41_BTB23130_E1_1821.156,KLHL41,521,524
KLHL41_BTB23130_E1_1821.157,KLHL41,980,1066
KLHL41_BTB23130_E1_1821.158,KLHL41,463,455
KLHL41_BTB23130_E1_1821.4,KLHL41,637,548
KLHL41_BTB23130_E1_1821.5,KLHL41,664,667
KLHL41_BTB23130_E1_1821.9,KLHL41,1018,1132
KLHL5_BTB210317_E1_2268.188,KLHL5,977,1078
KLHL5_BTB210317_E1_2268.189,KLHL5,1195,1224
KLHL5_BTB210317_E1_2268.193,KLHL5,1151,952
KLHL5_BTB210317_E1_2268.196,KLHL5,1525,1685
KLHL5_BTB210317_E1_2268.36,KLHL5,1399,1662
KLHL5_BTB210317_E1_2268.39,KLHL5,1192,1167
KLHL6_BTB62167_E1_1866.2,KLHL6,409,363
KLHL6_BTB62167_E1_1866.246,KLHL6,1627,1356
KLHL6_BTB62167_E1_1866.258,KLHL6,576,537
KLHL6_BTB62167_E1_1866.26,KLHL6,1047,1173
KLHL6_BTB62167_E1_1866.3,KLHL6,1078,921
KLHL6_BTB62167_E1_1866.34,KLHL6,449,398
KLHL7_BTB34140_E1_501.1,KLHL7,1187,1575
KLHL7_BTB34140_E1_501.18,KLHL7,1818,1395
KLHL7_BTB34140_E1_501.19,KLHL7,803,769
KLHL7_BTB34140_E1_501.23,KLHL7,651,579
KLHL7_BTB34140_E1_501.7,KLHL7,897,856
KLHL7_BTB34140_E1_501.8,KLHL7,1249,917
KLHL8_BTB57163_E1_1863.12,KLHL8,705,762
KLHL8_BTB57163_E1_1863.16,KLHL8,1281,1412
KLHL8_BTB57163_E1_1863.162,KLHL8,1415,1563
KLHL8_BTB57163_E1_1863.164,KLHL8,1020,1098
KLHL8_BTB57163_E1_1863.18,KLHL8,1337,1231
KLHL8_BTB57163_E1_1863.19,KLHL8,557,600
KLHL9_BTB40146_E1_1854.1,KLHL9,949,1031
KLHL9_BTB40146_E1_1854.154,KLHL9,663,587
KLHL9_BTB40146_E1_1854.17,KLHL9,723,652
KLHL9_BTB40146_E1_1854.19,KLHL9,336,403
KLHL9_BTB40146_E1_1854.21,KLHL9,661,667
KLHL9_BTB40146_E1_1854.22,KLHL9,1384,1906
KMT2A_CXXC11471194_E1_11919.127,KMT2A,799,33
KMT2A_CXXC11471194_E1_11919.1272,KMT2A,2413,320
KMT2A_CXXC11471194_E1_11919.227,KMT2A,590,68
KMT2A_CXXC11471194_E1_11919.23,KMT2A,516,22
KMT2A_CXXC11471194_E1_11919.232,KMT2A,1257,1381
KMT2A_CXXC11471194_E1_11919.233,KMT2A,483,59
KMT2A_ePhd_E20_45.0,KMT2A,981,132
KMT2A_ePhd_E21_138.0,KMT2A,2380,223
KMT2A_ePhd_E21_138.6,KMT2A,194,13
KMT2A_ePhd_E22_156.5,KMT2A,659,102
KMT2A_ePhd_E22_156.6,KMT2A,829,159
KMT2A_ePhd_E22_156.7,KMT2A,520,71
KMT2A_Phd1_E10_36.0,KMT2A,890,740
KMT2A_Phd1_E10_36.1,KMT2A,587,82
KMT2A_Phd1_E11_105.1,KMT2A,755,157
KMT2A_Phd1_E11_105.11,KMT2A,988,78
KMT2A_Phd1_E11_105.3,KMT2A,499,455
KMT2A_Phd1_E11_105.5,KMT2A,526,313
KMT2A_Phd2_E11_39.0,KMT2A,836,98
KMT2A_Phd2_E12_96.0,KMT2A,513,249
KMT2A_Phd2_E12_96.1,KMT2A,1056,275
KMT2A_Phd2_E12_96.10,KMT2A,1278,270
KMT2A_Phd2_E12_96.13,KMT2A,1015,216
KMT2A_Phd2_E12_96.9,KMT2A,350,104
KMT2A_Phd3_E14_118.0,KMT2A,2079,590
KMT2A_Phd3_E14_118.1,KMT2A,1100,280
KMT2A_Phd3_E14_118.2,KMT2A,683,197
KMT2A_Phd3_E14_118.4,KMT2A,1187,317
KMT2A_Phd3_E15_62.0,KMT2A,1643,301
KMT2A_Phd3_E15_62.1,KMT2A,669,169
KMT2B_CXXC_E6_131.0,KMT2B,453,245
KMT2B_CXXC_E6_131.12,KMT2B,1141,922
KMT2B_CXXC_E6_131.14,KMT2B,803,604
KMT2B_CXXC_E6_131.16,KMT2B,2820,2237
KMT2B_CXXC_E6_131.3,KMT2B,339,212
KMT2B_CXXC_E6_131.4,KMT2B,1045,805
KMT2B_ePhd_E21_39.2,KMT2B,1934,1570
KMT2B_ePhd_E21_39.3,KMT2B,1126,776
KMT2B_ePhd_E22_138.1,KMT2B,3,6
KMT2B_ePhd_E22_138.6,KMT2B,535,584
KMT2B_ePhd_E23_138.11,KMT2B,1935,1219
KMT2B_ePhd_E23_138.3,KMT2B,490,455
KMT2B_Phd1_E11_36.0,KMT2B,1023,991
KMT2B_Phd1_E12_105.12,KMT2B,342,478
KMT2B_Phd1_E12_105.14,KMT2B,1286,731
KMT2B_Phd1_E12_105.15,KMT2B,816,906
KMT2B_Phd1_E12_105.5,KMT2B,612,429
KMT2B_Phd1_E12_105.6,KMT2B,559,418
KMT2B_Phd2_E12_39.0,KMT2B,2106,1870
KMT2B_Phd2_E12_39.1,KMT2B,262,265
KMT2B_Phd2_E12_39.2,KMT2B,875,824
KMT2B_Phd2_E13_96.11,KMT2B,319,183
KMT2B_Phd2_E13_96.13,KMT2B,642,452
KMT2B_Phd2_E13_96.8,KMT2B,1515,1661
KMT2B_Phd3_E15_109.1,KMT2B,861,673
KMT2B_Phd3_E15_109.4,KMT2B,387,375
KMT2B_Phd3_E15_109.5,KMT2B,1,1
KMT2B_Phd3_E16_183.0,KMT2B,900,804
KMT2B_Phd3_E16_183.35,KMT2B,682,538
KMT2B_Phd3_E16_183.37,KMT2B,552,367
KMT2C_ePhd1_E6_110.0,KMT2C,1083,872
KMT2C_ePhd1_E6_110.3,KMT2C,733,689
KMT2C_ePhd1_E6_110.4,KMT2C,385,461
KMT2C_ePhd1_E7_141.0,KMT2C,702,479
KMT2C_ePhd1_E7_141.2,KMT2C,711,139
KMT2C_ePhd1_E7_141.3,KMT2C,957,684
KMT2C_ePhd2_E52_315.17,KMT2C,1964,1395
KMT2C_ePhd2_E52_315.21,KMT2C,282,202
KMT2C_ePhd2_E52_315.25,KMT2C,1410,989
KMT2C_ePhd2_E52_315.28,KMT2C,589,541
KMT2C_ePhd2_E52_315.7,KMT2C,395,392
KMT2C_ePhd2_E52_315.9,KMT2C,576,408
KMT2C_Phd1_E8_138.0,KMT2C,354,374
KMT2C_Phd1_E8_138.12,KMT2C,550,62
KMT2C_Phd1_E8_138.3,KMT2C,1108,340
KMT2C_Phd1_E8_138.4,KMT2C,261,298
KMT2C_Phd1_E8_138.6,KMT2C,220,172
KMT2C_Phd1_E8_138.9,KMT2C,1184,285
KMT2C_Phd2_E9_115.0,KMT2C,532,149
KMT2C_Phd2_E9_115.1,KMT2C,973,208
KMT2C_Phd2_E9_115.2,KMT2C,1022,777
KMT2C_Phd2_E9_115.3,KMT2C,1830,1180
KMT2C_Phd2_E9_115.4,KMT2C,543,93
KMT2C_Phd2_E9_115.5,KMT2C,968,948
KMT2C_Phd3_E10_74.0,KMT2C,566,551
KMT2C_Phd3_E10_74.1,KMT2C,936,635
KMT2C_Phd3_E10_74.2,KMT2C,1512,1239
KMT2C_Phd3_E11_82.0,KMT2C,1331,1239
KMT2C_Phd3_E11_82.1,KMT2C,1920,1457
KMT2C_Phd3_E11_82.2,KMT2C,1379,1146
KMT2C_Phd4_E18_105.4,KMT2C,355,78
KMT2C_Phd4_E18_105.5,KMT2C,517,4
KMT2C_Phd4_E18_105.6,KMT2C,690,48
KMT2C_Phd4_E19_48.0,KMT2C,879,284
KMT2C_Phd4_E19_48.1,KMT2C,484,58
KMT2C_Phd4_E19_48.2,KMT2C,708,46
KMT2C_Phd5_E19_134.0,KMT2C,1082,125
KMT2C_Phd5_E19_134.1,KMT2C,2560,529
KMT2C_Phd5_E19_134.10,KMT2C,970,43
KMT2C_Phd5_E19_134.11,KMT2C,1001,102
KMT2C_Phd5_E19_134.12,KMT2C,494,115
KMT2C_Phd5_E19_134.5,KMT2C,1303,301
KMT2C_Phd6_E20_68.0,KMT2C,1289,480
KMT2C_Phd6_E20_68.1,KMT2C,880,201
KMT2C_Phd6_E21_85.0,KMT2C,1320,640
KMT2C_Phd6_E21_85.1,KMT2C,1119,251
KMT2C_Phd6_E21_85.2,KMT2C,627,51
KMT2D_ePhd1_E5_110.17,KMT2D,1131,1363
KMT2D_ePhd1_E5_110.19,KMT2D,1559,1306
KMT2D_ePhd1_E5_110.5,KMT2D,1224,1258
KMT2D_ePhd1_E6_141.13,KMT2D,1397,1372
KMT2D_ePhd1_E6_141.7,KMT2D,1537,1345
KMT2D_ePhd1_E6_141.9,KMT2D,755,1157
KMT2D_ePhd2_E49_321.31,KMT2D,483,481
KMT2D_ePhd2_E49_321.33,KMT2D,709,762
KMT2D_ePhd2_E49_321.38,KMT2D,815,978
KMT2D_ePhd2_E49_321.40,KMT2D,817,841
KMT2D_ePhd2_E49_321.43,KMT2D,1940,2084
KMT2D_ePhd2_E49_321.46,KMT2D,3960,4647
KMT2D_Phd1_E7_138.7,KMT2D,420,468
KMT2D_Phd1_E7_138.8,KMT2D,796,1239
KMT2D_Phd1_E7_138.9,KMT2D,1552,1284
KMT2D_Phd1_E8_115.1,KMT2D,1482,1792
KMT2D_Phd1_E8_115.3,KMT2D,1142,1205
KMT2D_Phd1_E8_115.5,KMT2D,672,670
KMT2D_Phd3_E15_105.12,KMT2D,691,311
KMT2D_Phd3_E15_105.4,KMT2D,920,904
KMT2D_Phd3_E15_105.8,KMT2D,1299,1624
KMT2D_Phd3_E16_48.1,KMT2D,1193,1902
KMT2D_Phd3_E16_48.2,KMT2D,704,853
KMT2D_Phd3_E16_48.3,KMT2D,452,640
KMT2D_Phd5_E16_134.0,KMT2D,2288,3333
KMT2D_Phd5_E16_134.6,KMT2D,825,637
KMT2D_Phd5_E17_68.1,KMT2D,709,678
KMT2D_Phd5_E17_68.2,KMT2D,1406,1772
KMT2D_Phd5_E18_85.1,KMT2D,325,253
KMT2D_Phd5_E18_85.3,KMT2D,979,1156
KMT2E_Phd_E5_59.0,KMT2E,644,523
KMT2E_Phd_E6_73.0,KMT2E,644,940
KMT2E_Phd_E6_73.1,KMT2E,918,1078
KMT2E_Phd_E6_73.2,KMT2E,619,743
KMT2E_Phd_E6_73.3,KMT2E,764,792
KMT2E_Phd_E6_73.4,KMT2E,678,619
L3MBTL1_MBT277374_E1_2523.363,L3MBTL1,748,635
L3MBTL1_MBT277374_E1_2523.376,L3MBTL1,643,657
L3MBTL1_MBT277374_E1_2523.8,L3MBTL1,1283,1241
L3MBTL1_MBT277374_E1_2523.89,L3MBTL1,1017,1021
L3MBTL1_MBT277374_E1_2523.93,L3MBTL1,1470,1482
L3MBTL1_MBT277374_E1_2523.99,L3MBTL1,644,540
L3MBTL1_MBT385481_E1_2523.113,L3MBTL1,1232,1454
L3MBTL1_MBT385481_E1_2523.117,L3MBTL1,458,492
L3MBTL1_MBT385481_E1_2523.333,L3MBTL1,1345,1028
L3MBTL1_MBT385481_E1_2523.334,L3MBTL1,804,623
L3MBTL1_MBT385481_E1_2523.339,L3MBTL1,403,358
L3MBTL1_MBT385481_E1_2523.356,L3MBTL1,1156,1504
L3MBTL1_MBT493585_E1_2523.137,L3MBTL1,632,500
L3MBTL1_MBT493585_E1_2523.14,L3MBTL1,1133,891
L3MBTL1_MBT493585_E1_2523.147,L3MBTL1,779,763
L3MBTL1_MBT493585_E1_2523.286,L3MBTL1,379,302
L3MBTL1_MBT493585_E1_2523.296,L3MBTL1,707,816
L3MBTL1_MBT493585_E1_2523.3,L3MBTL1,569,715
L3MBTL2_MBT183283_E1_2118.307,L3MBTL2,1120,874
L3MBTL2_MBT183283_E1_2118.63,L3MBTL2,752,656
L3MBTL2_MBT183283_E1_2118.69,L3MBTL2,1148,858
L3MBTL2_MBT183283_E1_2118.71,L3MBTL2,598,509
L3MBTL2_MBT183283_E1_2118.74,L3MBTL2,1153,499
L3MBTL2_MBT183283_E1_2118.76,L3MBTL2,721,674
L3MBTL2_MBT294390_E1_2118.103,L3MBTL2,842,485
L3MBTL2_MBT294390_E1_2118.104,L3MBTL2,561,471
L3MBTL2_MBT294390_E1_2118.112,L3MBTL2,632,560
L3MBTL2_MBT294390_E1_2118.288,L3MBTL2,792,602
L3MBTL2_MBT294390_E1_2118.295,L3MBTL2,583,378
L3MBTL2_MBT294390_E1_2118.81,L3MBTL2,468,246
L3MBTL2_MBT408500_E1_2118.118,L3MBTL2,918,836
L3MBTL2_MBT408500_E1_2118.121,L3MBTL2,651,483
L3MBTL2_MBT408500_E1_2118.126,L3MBTL2,1181,863
L3MBTL2_MBT408500_E1_2118.128,L3MBTL2,909,861
L3MBTL2_MBT408500_E1_2118.259,L3MBTL2,1279,951
L3MBTL2_MBT408500_E1_2118.26,L3MBTL2,1123,1024
L3MBTL2_MBT511604_E1_2118.163,L3MBTL2,417,280
L3MBTL2_MBT511604_E1_2118.165,L3MBTL2,1065,802
L3MBTL2_MBT511604_E1_2118.168,L3MBTL2,561,406
L3MBTL2_MBT511604_E1_2118.233,L3MBTL2,1561,1570
L3MBTL2_MBT511604_E1_2118.243,L3MBTL2,1032,603
L3MBTL2_MBT511604_E1_2118.244,L3MBTL2,1198,1007
L3MBTL3_MBT236332_E1_2343.225,L3MBTL3,942,669
L3MBTL3_MBT236332_E1_2343.56,L3MBTL3,614,378
L3MBTL3_MBT236332_E1_2343.61,L3MBTL3,967,684
L3MBTL3_MBT236332_E1_2343.65,L3MBTL3,587,627
L3MBTL3_MBT236332_E1_2343.69,L3MBTL3,143,31
L3MBTL3_MBT236332_E1_2343.72,L3MBTL3,487,195
L3MBTL3_MBT345439_E1_2343.205,L3MBTL3,1062,589
L3MBTL3_MBT345439_E1_2343.211,L3MBTL3,1317,844
L3MBTL3_MBT345439_E1_2343.8,L3MBTL3,519,388
L3MBTL3_MBT345439_E1_2343.82,L3MBTL3,660,577
L3MBTL3_MBT345439_E1_2343.84,L3MBTL3,1367,1024
L3MBTL3_MBT345439_E1_2343.85,L3MBTL3,254,389
L3MBTL3_MBT451543_E1_2343.102,L3MBTL3,953,544
L3MBTL3_MBT451543_E1_2343.188,L3MBTL3,725,634
L3MBTL3_MBT451543_E1_2343.19,L3MBTL3,594,198
L3MBTL3_MBT451543_E1_2343.96,L3MBTL3,1278,863
L3MBTL3_MBT451543_E1_2343.97,L3MBTL3,1304,1149
L3MBTL3_MBT451543_E1_2343.99,L3MBTL3,842,601
L3MBTL4_MBT164260_E1_1872.192,L3MBTL4,1215,1387
L3MBTL4_MBT164260_E1_1872.194,L3MBTL4,1238,1397
L3MBTL4_MBT164260_E1_1872.196,L3MBTL4,1613,1772
L3MBTL4_MBT164260_E1_1872.203,L3MBTL4,911,958
L3MBTL4_MBT164260_E1_1872.41,L3MBTL4,2290,2097
L3MBTL4_MBT164260_E1_1872.45,L3MBTL4,1722,1894
L3MBTL4_MBT273364_E1_1872.176,L3MBTL4,506,482
L3MBTL4_MBT273364_E1_1872.183,L3MBTL4,1130,1211
L3MBTL4_MBT273364_E1_1872.58,L3MBTL4,476,456
L3MBTL4_MBT273364_E1_1872.63,L3MBTL4,634,409
L3MBTL4_MBT273364_E1_1872.68,L3MBTL4,1354,1274
L3MBTL4_MBT273364_E1_1872.7,L3MBTL4,1085,886
L3MBTL4_MBT57149_E1_1872.2,L3MBTL4,799,956
L3MBTL4_MBT57149_E1_1872.206,L3MBTL4,1172,1005
L3MBTL4_MBT57149_E1_1872.207,L3MBTL4,1110,1022
L3MBTL4_MBT57149_E1_1872.208,L3MBTL4,867,873
L3MBTL4_MBT57149_E1_1872.213,L3MBTL4,777,839
L3MBTL4_MBT57149_E1_1872.26,L3MBTL4,937,989
LBR_tudor956_E1_1848.2,LBR,827,747
LBR_tudor956_E1_1848.206,LBR,687,752
LBR_tudor956_E1_1848.207,LBR,504,220
LBR_tudor956_E1_1848.208,LBR,1027,856
LBR_tudor956_E1_1848.4,LBR,523,485
LBR_tudor956_E1_1848.6,LBR,1526,1255
LZTR1_BTB433573_E1_2523.13,LZTR1,516,450
LZTR1_BTB433573_E1_2523.132,LZTR1,671,693
LZTR1_BTB433573_E1_2523.141,LZTR1,842,569
LZTR1_BTB433573_E1_2523.3,LZTR1,848,498
LZTR1_BTB433573_E1_2523.337,LZTR1,678,746
LZTR1_BTB433573_E1_2523.338,LZTR1,674,464
LZTR1_BTB665799_E1_2523.198,LZTR1,1623,1275
LZTR1_BTB665799_E1_2523.203,LZTR1,519,507
LZTR1_BTB665799_E1_2523.213,LZTR1,524,436
LZTR1_BTB665799_E1_2523.255,LZTR1,787,716
LZTR1_BTB665799_E1_2523.256,LZTR1,968,1037
LZTR1_BTB665799_E1_2523.271,LZTR1,394,320
MACROD1_Macro153319_E1_978.103,MACROD1,280,233
MACROD1_Macro153319_E1_978.113,MACROD1,879,512
MACROD1_Macro153319_E1_978.144,MACROD1,642,492
MACROD1_Macro153319_E1_978.155,MACROD1,794,696
MACROD1_Macro153319_E1_978.79,MACROD1,421,261
MACROD1_Macro153319_E1_978.85,MACROD1,1000,689
MBD1_CXXC168215_E1_1968.332,MBD1,888,801
MBD1_CXXC168215_E1_1968.337,MBD1,869,794
MBD1_CXXC168215_E1_1968.45,MBD1,805,825
MBD1_CXXC168215_E1_1968.52,MBD1,649,713
MBD1_CXXC168215_E1_1968.53,MBD1,54,102
MBD1_CXXC168215_E1_1968.54,MBD1,785,836
MBD1_CXXC217262_E1_1968.31,MBD1,1784,1801
MBD1_CXXC217262_E1_1968.311,MBD1,1088,1029
MBD1_CXXC217262_E1_1968.56,MBD1,372,286
MBD1_CXXC217262_E1_1968.62,MBD1,1087,339
MBD1_CXXC217262_E1_1968.63,MBD1,393,528
MBD1_CXXC217262_E1_1968.68,MBD1,2153,1908
MBD1_CXXC331377_E1_1968.259,MBD1,1092,1096
MBD1_CXXC331377_E1_1968.26,MBD1,728,585
MBD1_CXXC331377_E1_1968.265,MBD1,469,702
MBD1_CXXC331377_E1_1968.266,MBD1,1089,1150
MBD1_CXXC331377_E1_1968.269,MBD1,1369,1281
MBD1_CXXC331377_E1_1968.91,MBD1,581,626
MBD1_MBD_E2_98.10,MBD1,533,782
MBD1_MBD_E2_98.3,MBD1,1223,1485
MBD1_MBD_E2_98.7,MBD1,3244,3321
MBD1_MBD_E3_115.1,MBD1,1938,1946
MBD1_MBD_E3_115.4,MBD1,1254,1748
MBD1_MBD_E3_115.5,MBD1,963,854
MBD2_MBD_E1_92.14,MBD2,654,553
