MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2156864	Phf5a	PHD finger protein 5A	15		mRNA splicing, via spliceosome			IEA	ENSP00000216252 Q7RTV0 	J:342605 	
MGI:2156864	Phf5a	PHD finger protein 5A	15		mRNA splicing, via spliceosome			ISO	Q7RTV0 	J:164563 	
MGI:2156864	Phf5a	PHD finger protein 5A	15		mRNA splicing, via spliceosome			ISS	Q7RTV0 	J:342587 	
MGI:2156864	Phf5a	PHD finger protein 5A	15		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2141847	Phrf1	PHD and ring finger domains 1	7		mRNA processing			ISO	RGD:708360 	J:155856 	
MGI:1916095	Pih1d1	PIH1 domain containing 1	7		rRNA processing			IBA	PTN000543182 S000001076 	J:161428 	
MGI:1919864	Pih1d2	PIH1 domain containing 2	9		rRNA processing			IBA	PTN000543182 S000001076 	J:161428 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		positive regulation of RNA splicing			IEA	ENSP00000428056 P27986 	J:342605 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		positive regulation of RNA splicing			ISO	P27986 	J:164563 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		positive regulation of RNA splicing			ISS	P27986 	J:342587 	
MGI:1916963	Pin4	peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)	X		rRNA processing			IEA	IPR043323 	J:72247 	
MGI:1916963	Pin4	peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)	X		rRNA processing			ISO	Q9Y237 	J:164563 	
MGI:1928897	Piwil1	piwi-like RNA-mediated gene silencing 1	5		piRNA processing			IBA	MGI:1928897 MGI:1930036 MGI:3041167 PTN002339693 	J:161428 	
MGI:1928897	Piwil1	piwi-like RNA-mediated gene silencing 1	5		primary piRNA processing			IMP		J:182800 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		piRNA processing			IBA	MGI:1928897 MGI:1930036 MGI:3041167 PTN002339693 	J:161428 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		piRNA processing			IDA		J:121322 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		piRNA processing			IDA		J:229314 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		piRNA processing			IMP		J:184034 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		piRNA processing			IMP		J:199259 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		secondary piRNA processing			IDA		J:141096 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		secondary piRNA processing			IDA		J:243488 	
MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	14		secondary piRNA processing			IMP		J:261014 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		piRNA processing			IBA	MGI:1928897 MGI:1930036 MGI:3041167 PTN002339693 	J:161428 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		piRNA processing			IDA		J:229314 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		piRNA processing			IMP		J:120824 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		piRNA processing			IMP		J:184034 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		secondary piRNA processing			IDA		J:141096 	
MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	9		secondary piRNA processing			IMP		J:261014 	
MGI:97613	Plcb1	phospholipase C, beta 1	2		mRNA processing			TAS		J:170753 	
MGI:2687283	Pld6	phospholipase D family member 6	11		piRNA processing			IBA	MGI:2687283 PTN000478647 	J:161428 	
MGI:2687283	Pld6	phospholipase D family member 6	11		piRNA processing			IMP		J:169933 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA splicing, via spliceosome			IBA	O43660 PTN000460428 S000006072 SPBP22H7.07 	J:161428 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA splicing, via spliceosome			IEA	IPR045241 	J:72247 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA splicing, via spliceosome			IEA	ENSP00000424417 O43660 	J:342605 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA splicing, via spliceosome			ISO	O43660 	J:164563 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA splicing, via spliceosome			ISS	O43660 	J:342587 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		mRNA splicing, via spliceosome			NAS		J:320339 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2685159	Pnldc1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	17		piRNA processing			IEA	ENSP00000376007 Q8NA58 	J:342605 	
MGI:2685159	Pnldc1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	17		piRNA processing			ISO	Q8NA58 	J:164563 	
MGI:2685159	Pnldc1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	17		priRNA 3'-end processing			IBA	PTN000387181 SPBC29A10.09c 	J:161428 	
MGI:2685159	Pnldc1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	17		siRNA 3'-end processing			IBA	PTN000387181 SPBC29A10.09c 	J:161428 	
MGI:1100514	Pnn	pinin	12		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1100514	Pnn	pinin	12		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial mRNA polyadenylation			IEA	ENSP00000400646 Q8TCS8 	J:342605 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial mRNA polyadenylation			ISO	Q8TCS8 	J:164563 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial mRNA polyadenylation			ISS	Q8TCS8 	J:342587 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 3'-end processing			IBA	PTN000134194 Q8TCS8 	J:161428 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 3'-end processing			IEA	ENSP00000400646 Q8TCS8 	J:342605 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 3'-end processing			ISO	Q8TCS8 	J:164563 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 3'-end processing			ISS	Q8TCS8 	J:342587 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 5'-end processing			IEA	ENSP00000400646 Q8TCS8 	J:342605 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 5'-end processing			ISO	Q8TCS8 	J:164563 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mitochondrial RNA 5'-end processing			ISS	Q8TCS8 	J:342587 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	11		RNA processing			IEA	IPR015848 IPR036456 	J:72247 	
MGI:98086	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	11		positive regulation of RNA splicing			ISO	P24928 	J:164563 	
MGI:98086	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	11		positive regulation of RNA splicing			ISS	P24928 	J:342587 	
MGI:1914974	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	15		tRNA 5'-leader removal			ISO	Q99575 	J:164563 	
MGI:1914974	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	15		tRNA processing			IBA	PTN000506667 Q99575 S000005165 SPAC25B8.16 	J:161428 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		RNA processing			IEA	ARBA00028223 	J:342609 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		RNA processing			IEA	IPR002730 IPR016848 	J:72247 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		rRNA processing			IBA	PTN000331371 S000000461 SPBC1703.01c 	J:161428 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		tRNA 5'-leader removal			IEA	IPR002730 IPR016848 	J:72247 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		tRNA 5'-leader removal			IEA	ENSP00000465213 O95707 	J:342605 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		tRNA 5'-leader removal			ISO	O95707 	J:164563 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		tRNA 5'-leader removal			ISS	O95707 	J:342587 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		tRNA processing			IEA	IPR036980 	J:72247 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		rRNA processing			ISA	P28005 	J:71040 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA 5'-leader removal			IBA	O95059 PTN008559736 Q969H6 	J:161428 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA 5'-leader removal			IEA	IPR002759 IPR016819 	J:72247 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA 5'-leader removal			IEA	ENSP00000350098 Q969H6 	J:342605 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA 5'-leader removal			ISO	Q969H6 	J:164563 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA 5'-leader removal			ISS	Q969H6 	J:342587 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA processing			IDA		J:71040 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA processing			IEA	ARBA00029020 	J:342609 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		RNA processing			IEA	IPR014612 	J:72247 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		tRNA 5'-leader removal			IEA	IPR014612 	J:72247 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		tRNA 5'-leader removal			IEA	ENSP00000304353 O75817 	J:342605 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		tRNA 5'-leader removal			ISO	O75817 	J:164563 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		tRNA 5'-leader removal			ISS	O75817 	J:342587 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		tRNA processing			IBA	O75817 PTN000393206 SPBP8B7.01c 	J:161428 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:2178445	Ppan	peter pan homolog	9		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000292112 S000001108 	J:161428 	
MGI:2178445	Ppan	peter pan homolog	9		rRNA processing			IEA	IPR007109 	J:72247 	
MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	4		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	4		mRNA splicing, via spliceosome			IEA	ENSP00000312769 Q9UNP9 	J:342605 	
MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	4		mRNA splicing, via spliceosome			ISO	Q9UNP9 	J:164563 	
MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	4		mRNA splicing, via spliceosome			ISS	Q9UNP9 	J:342587 	
MGI:1917118	Ppie	peptidylprolyl isomerase E (cyclophilin E)	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:106499	Ppih	peptidyl prolyl isomerase H	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:106499	Ppih	peptidyl prolyl isomerase H	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1916066	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	17		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1916066	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	17		mRNA splicing, via spliceosome			IBA	PTN000116951 Q581X3 Q9Y3C6 SPAC57A10.03 	J:161428 	
MGI:1916066	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	17		mRNA splicing, via spliceosome			IEA	ENSP00000362803 Q9Y3C6 	J:342605 	
MGI:1916066	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	17		mRNA splicing, via spliceosome			ISO	Q9Y3C6 	J:164563 	
MGI:1916066	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	17		mRNA splicing, via spliceosome			ISS	Q9Y3C6 	J:342587 	
MGI:1916066	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	17		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2447857	Ppil2	peptidylprolyl isomerase (cyclophilin)-like 2	16		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2447857	Ppil2	peptidylprolyl isomerase (cyclophilin)-like 2	16		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1917475	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3	1		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1917475	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3	1		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2140494	Ppp1r8	protein phosphatase 1, regulatory subunit 8	4		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2140494	Ppp1r8	protein phosphatase 1, regulatory subunit 8	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:3027896	Ppp4r2	protein phosphatase 4, regulatory subunit 2	6		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:3027896	Ppp4r2	protein phosphatase 4, regulatory subunit 2	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2443069	Ppwd1	peptidylprolyl isomerase domain and WD repeat containing 1	13		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2443069	Ppwd1	peptidylprolyl isomerase domain and WD repeat containing 1	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		alternative mRNA splicing, via spliceosome			IBA	MGI:1859638 O60828 PTN000497616 	J:161428 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		alternative mRNA splicing, via spliceosome			IEA	ENSP00000391759 O60828 	J:342605 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		alternative mRNA splicing, via spliceosome			IMP		J:195288 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		alternative mRNA splicing, via spliceosome			ISO	O60828 	J:164563 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		regulation of RNA splicing			IEA	ENSP00000391759 O60828 	J:342605 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		regulation of RNA splicing			ISO	O60828 	J:73065 	
MGI:1859638	Pqbp1	polyglutamine binding protein 1	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:894320	Prdx6	peroxiredoxin 6	1		positive regulation of mRNA splicing, via spliceosome			ISO	P30041 	J:164563 	
MGI:1336888	Prdx6b	peroxiredoxin 6B	2		positive regulation of mRNA splicing, via spliceosome			ISO	P30041 	J:164563 	
MGI:97592	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	8		mRNA processing			IEA	ENSP00000309591 P17612 	J:342605 	
MGI:97592	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	8		mRNA processing			ISO	P17612 	J:164563 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		maturation of 5.8S rRNA			IEA	ENSP00000313420 P78527 	J:342605 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		maturation of 5.8S rRNA			ISO	P78527 	J:164563 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		maturation of 5.8S rRNA			ISS	P78527 	J:342587 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		miRNA processing			IEA	ENSP00000318176 O75569 	J:342605 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		miRNA processing			ISO	CPX-1072 	J:342607 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		miRNA processing			ISO	O75569 	J:164563 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		pre-miRNA processing			IEA	ENSP00000318176 O75569 	J:342605 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		pre-miRNA processing			ISO	CPX-1072 	J:342607 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		pre-miRNA processing			ISO	O75569 	J:164563 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		regulation of regulatory ncRNA processing			IBA	MGI:103027 PTN005287422 	J:161428 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		siRNA processing			IBA	O75569 PTN005287422 Q15633 	J:161428 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		siRNA processing			IEA	ENSP00000318176 O75569 	J:342605 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		siRNA processing			ISO	O75569 	J:164563 	
MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	2		siRNA processing			ISS	O75569 	J:342587 	
MGI:1914051	Prkrip1	Prkr interacting protein 1 (IL11 inducible)	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1914051	Prkrip1	Prkr interacting protein 1 (IL11 inducible)	5		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107846	Prmt1	protein arginine N-methyltransferase 1	7		RNA splicing			IMP		J:267512 	
MGI:1351645	Prmt5	protein arginine N-methyltransferase 5	14		positive regulation of mRNA splicing, via spliceosome			NAS		J:320168 	
MGI:1351645	Prmt5	protein arginine N-methyltransferase 5	14		spliceosomal snRNP assembly			ISO	O14744 	J:164563 	
MGI:1351645	Prmt5	protein arginine N-methyltransferase 5	14		spliceosomal snRNP assembly			ISS	O14744 	J:342587 	
MGI:1351645	Prmt5	protein arginine N-methyltransferase 5	14		spliceosomal snRNP assembly			NAS		J:320168 	
MGI:2384879	Prmt7	protein arginine N-methyltransferase 7	8		spliceosomal snRNP assembly			IEA	ENSP00000409324 Q9NVM4 	J:342605 	
MGI:2384879	Prmt7	protein arginine N-methyltransferase 7	8		spliceosomal snRNP assembly			ISO	Q9NVM4 	J:164563 	
MGI:2384879	Prmt7	protein arginine N-methyltransferase 7	8		spliceosomal snRNP assembly			ISS	Q9NVM4 	J:342587 	
MGI:2142651	Prmt9	protein arginine methyltransferase 9	8		mRNA processing			ISO	Q6P2P2 	J:164563 	
MGI:2142651	Prmt9	protein arginine methyltransferase 9	8		mRNA processing			ISS	Q6P2P2 	J:342587 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial tRNA 5'-end processing			IBA	O15091 PTN002669919 	J:161428 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial tRNA 5'-end processing			IEA	ENSP00000440915 O15091 	J:342605 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial tRNA 5'-end processing			ISO	O15091 	J:164563 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial tRNA 5'-end processing			ISS	O15091 	J:342587 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		tRNA 5'-leader removal			IBA	PTN001005190 	J:161428 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		tRNA processing			IEA	IPR033495 	J:72247 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		mRNA splicing, via spliceosome			IBA	O43395 PTN000368237 S000002881 SPAC29E6.02 	J:161428 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		mRNA splicing, via spliceosome			IEA	IPR027104 	J:72247 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		mRNA splicing, via spliceosome			IEA	ENSP00000315379 O43395 	J:342605 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		mRNA splicing, via spliceosome			ISO	O43395 	J:164563 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		mRNA splicing, via spliceosome			ISS	O43395 	J:342587 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		spliceosomal tri-snRNP complex assembly			IEA	ENSP00000315379 O43395 	J:342605 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		spliceosomal tri-snRNP complex assembly			ISO	O43395 	J:164563 	
MGI:1918017	Prpf3	pre-mRNA processing factor 3	3		spliceosomal tri-snRNP complex assembly			ISS	O43395 	J:342587 	
